bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
1.787499328467577,3.485610966313187,1.0,0.554812339991283,,,1.787499328467577,,379,False,False,,0.17531644325690207,0.20908051762822844,0.06752814874265273,0.023699382646151887,78.7991566223914,2001/07/05,2s,176400.0
0.2666136318968224,0.5429810340018566,1.0,0.09512537265891376,,,0.2666136318968224,,525,True,False,,0.06713196476222894,0.04929255409527222,-0.035678821333913424,0.006055140896160737,51.9755548833759,2002/02/07,2s,156200.0
0.5997249813307794,3.37547559956034,1.0,0.5893658600390478,0.5997249813307794,0.006399923584679248,0.5997249813307794,,686,False,False,,-0.024423803514048017,-0.016361789783891467,0.0161240274603131,-0.002104143716079444,51.323525838341354,2002/09/27,"2s,3b",312300.0
0.5034339176510789,1.3101651245180888,1.0,0.5638305258603145,,,0.5034339176510789,,736,True,False,,-0.06489471718762163,-0.06953233604418241,-0.009275237713121554,-0.010390486474239635,43.80886258379606,2002/12/09,2s,365900.0
1.382944143106041,1.3101651245180888,2.0,0.7912901517474147,,,1.382944143106041,,768,True,False,,-0.04439102225839251,-0.13873717795349538,-0.18869231139020576,-0.020459709977344614,27.24286702888837,2003/01/27,2s,479300.0
0.3620762646946698,1.3101651245180888,3.0,0.33255578395978763,,,0.3620762646946698,,835,True,False,,0.08774958520900718,0.08198072113834698,-0.011537728141320397,0.01202537538663035,47.07892204486464,2003/05/02,2s,1314800.0
0.3491728481779397,1.3096847286913507,1.0,0.021914387957812954,,,0.3491728481779397,,954,True,False,,0.13823171375683446,0.11919797536295995,-0.03806747678774902,0.013523049725266575,56.79566832194922,2003/10/21,2s,1069200.0
0.582740440753696,1.0720750784993438,1.0,0.6440495436817127,,,0.582740440753696,,1146,True,False,,-0.011508394080388968,-0.05889468863304792,-0.09477258910531791,-0.006338358718810288,35.79203262254984,2004/07/28,2s,401500.0
0.3574757042144405,1.0720750784993438,2.0,0.5618304449775146,,,0.3574757042144405,,1157,True,False,,-0.02519002160803118,-0.03106507949308046,-0.01175011577009856,-0.0033552232468254456,40.234798884722046,2004/08/12,2s,516000.0
0.2519232227772541,1.0720750784993438,3.0,0.29464272851019974,,,0.2519232227772541,,1188,True,False,,0.04513196081626002,0.02358148632442081,-0.04310094898367842,0.0025062071443742668,48.686933593891624,2004/09/27,2s,192700.0
0.6379122208521188,1.3287709920836033,1.0,0.69074615665307,,,0.6379122208521188,,1255,False,False,,-0.02452602615339196,0.024998742694060994,0.0990495376949059,0.002730976147255922,63.87872809217894,2004/12/31,2s,886800.0
