side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx,exec_idx,exec_ts
buy,203442,11.055,9045.680687471733,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-02 06:30:00,1.1237988471984863,-0.5,FORCE_BUY,,,,203443,2020-01-02 06:35:00
sell,203795,10.8012,9045.680687471733,0.0,5m SELL signal,2020-01-06 05:00:00,12.502633094787598,-0.5,FREE,-2295.7937584803262,11.055,203442.0,203796,2020-01-06 05:05:00
buy,203803,10.8125,9036.22716684575,0.0,5m BUY signal,2020-01-06 05:45:00,1.1966431140899658,-0.5,FREE,,,,203804,2020-01-06 05:55:00
sell,203813,10.8375,9036.22716684575,0.0,5m SELL signal,2020-01-06 07:05:00,11.537798881530762,-0.5,FREE,225.90567917114697,10.8125,203803.0,203814,2020-01-06 07:10:00
buy,203841,10.7812,9083.414825871963,0.0,5m BUY signal,2020-01-06 09:25:00,1.2686773538589478,-0.5,FREE,,,,203842,2020-01-06 09:30:00
sell,203843,10.8806,9083.414825871963,0.0,5m SELL signal,2020-01-06 09:35:00,12.257405281066895,-0.5,FREE,902.8914336916665,10.7812,203841.0,203844,2020-01-06 09:40:00
buy,204006,11.2613,8776.340507257819,0.0,5m BUY signal,2020-01-07 08:30:00,2.3860201835632324,-0.5,FREE,,,,204007,2020-01-07 08:35:00
sell,204017,11.2675,8776.340507257819,0.0,5m SELL signal,2020-01-07 09:25:00,9.235800743103027,-0.5,FREE,54.413311144996385,11.2613,204006.0,204018,2020-01-07 09:30:00
buy,204020,11.1538,8865.805076792436,0.0,5m BUY signal,2020-01-07 09:40:00,3.3868513107299805,-0.5,FREE,,,,204021,2020-01-07 09:45:00
sell,204025,11.2625,8865.805076792436,0.0,5m SELL signal,2020-01-07 10:05:00,9.586747169494629,-0.5,FREE,963.7130118473281,11.1538,204020.0,204026,2020-01-07 10:10:00
buy,204075,11.2606,8867.301003265795,0.0,5m BUY signal,2020-01-07 14:15:00,2.172595739364624,-0.5,FREE,,,,204076,2020-01-07 14:20:00
sell,204155,11.21,8867.301003265795,0.0,5m SELL signal,2020-01-08 05:15:00,10.346047401428223,-0.5,FREE,-448.6854307652431,11.2606,204075.0,204156,2020-01-08 05:20:00
buy,204176,11.2625,8825.96619281772,0.0,5m BUY signal,2020-01-08 07:00:00,0.4000107944011688,-0.5,FREE,,,,204177,2020-01-08 07:05:00
sell,204191,11.3375,8825.96619281772,0.0,5m SELL signal,2020-01-08 08:15:00,10.927384376525879,-0.5,FREE,661.9474644613383,11.2625,204176.0,204192,2020-01-08 08:20:00
buy,204196,11.2875,8865.06238857771,0.0,5m BUY signal,2020-01-08 08:40:00,1.4725360870361328,-0.5,FREE,,,,204197,2020-01-08 08:45:00
sell,204210,11.3513,8865.06238857771,0.0,5m SELL signal,2020-01-08 09:50:00,9.399044036865234,-0.5,FREE,565.5909803912625,11.2875,204196.0,204211,2020-01-08 09:55:00
buy,204221,11.25,8944.887350352192,0.0,5m BUY signal,2020-01-08 10:45:00,2.319192886352539,-0.5,FREE,,,,204222,2020-01-08 10:50:00
sell,204227,11.3438,8944.887350352192,0.0,5m SELL signal,2020-01-08 11:15:00,10.123865127563477,-0.5,FREE,839.0304334630346,11.25,204221.0,204228,2020-01-08 11:20:00
buy,204282,11.5025,8821.474733747029,0.0,5m BUY signal,2020-01-08 15:50:00,2.36417293548584,-0.5,FREE,,,,204283,2020-01-08 15:55:00
sell,204287,11.5512,8821.474733747029,0.0,5m SELL signal,2020-01-08 16:15:00,10.043423652648926,-0.5,FREE,429.60581953348196,11.5025,204282.0,204288,2020-01-08 16:20:00
buy,204424,11.7106,8701.400350490896,0.0,5m BUY signal,2020-01-09 12:20:00,2.683300495147705,-0.5,FREE,,,,204425,2020-01-09 12:25:00
sell,204441,11.7465,8701.400350490896,0.0,5m SELL signal,2020-01-09 13:45:00,9.276793479919434,-0.5,FREE,312.3802725826216,11.7106,204424.0,204442,2020-01-09 13:50:00
buy,204458,11.735,8709.927500386988,0.0,5m BUY signal,2020-01-09 15:10:00,2.1811609268188477,-0.5,FREE,,,,204459,2020-01-09 15:15:00
sell,204464,11.7662,8709.927500386988,0.0,5m SELL signal,2020-01-09 15:40:00,9.96568489074707,-0.5,FREE,271.74973801207506,11.735,204458.0,204465,2020-01-09 15:45:00
buy,204483,11.795,8688.660360750604,0.0,5m BUY signal,2020-01-09 17:15:00,2.393869400024414,-0.5,FREE,,,,204484,2020-01-09 17:20:00
sell,204495,11.8338,8688.660360750604,0.0,5m SELL signal,2020-01-09 18:20:00,8.763998985290527,-0.5,FREE,337.12002199712487,11.795,204483.0,204496,2020-01-09 18:25:00
buy,204542,11.9563,8599.639435030109,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-10 07:00:00,1.2802937030792236,-0.5,FORCE_BUY,,,,204543,2020-01-10 07:05:00
sell,204691,11.8287,8599.639435030109,0.0,5m SELL signal,2020-01-13 04:00:00,11.99810791015625,-0.5,FREE,-1097.313991909851,11.9563,204542.0,204692,2020-01-13 04:05:00
buy,204902,12.025,8459.256131820428,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-14 06:10:00,3.8961498737335205,-0.5,FORCE_BUY,,,,204903,2020-01-14 06:15:00
sell,205114,12.0237,8459.256131820428,0.0,5m SELL signal,2020-01-15 09:30:00,9.945383071899414,-0.5,FREE,-10.997032971370981,12.025,204902.0,205115,2020-01-15 09:35:00
buy,205134,12.0775,8421.573831684478,0.0,5m BUY signal,2020-01-15 11:10:00,2.4772517681121826,-0.5,FREE,,,,205135,2020-01-15 11:15:00
sell,205171,12.0373,8421.573831684478,0.0,5m SELL signal,2020-01-15 14:15:00,8.874350547790527,-0.5,FREE,-338.5472680337199,12.0775,205134.0,205172,2020-01-15 14:20:00
buy,205181,11.9537,8480.471375736013,0.0,5m BUY signal,2020-01-15 15:05:00,2.8322410583496094,-0.5,FREE,,,,205182,2020-01-15 15:10:00
sell,205192,11.9775,8480.471375736013,0.0,5m SELL signal,2020-01-15 16:00:00,9.815157890319824,-0.5,FREE,201.83521874251372,11.9537,205181.0,205193,2020-01-15 16:05:00
buy,205224,12.0475,8431.197003766598,0.0,5m BUY signal,2020-01-15 19:00:00,2.128335475921631,-0.5,FREE,,,,205225,2020-01-15 19:05:00
sell,205234,12.1587,8431.197003766598,0.0,5m SELL signal,2020-01-16 04:00:00,9.799946784973145,-0.5,FREE,937.5491068188472,12.0475,205224.0,205235,2020-01-16 04:05:00
buy,205305,12.094,8476.301886034144,0.0,5m BUY signal,2020-01-16 11:15:00,2.8866617679595947,2.2600000000000025,FREE,,,,205306,2020-01-16 11:20:00
sell,205332,12.16,8476.301886034144,0.0,5m SELL signal,2020-01-16 13:30:00,9.678438186645508,-0.5,FREE,559.4359244782596,12.094,205305.0,205333,2020-01-16 13:35:00
buy,205571,12.2863,8389.167685485067,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-21 04:00:00,3.2313194274902344,2.3500000000000023,FORCE_BUY,,,,205572,2020-01-21 04:05:00
sell,206041,12.6037,8389.167685485067,0.0,5m SELL signal,2020-01-23 13:45:00,7.145790100097656,-0.5,FREE,2662.7218233729536,12.2863,205571.0,206042,2020-01-23 13:50:00
