bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
1.0849990844726562,0.012297393666452707,11,3.5649948120117188,0.038836482195364036,34,0.304348012181368,1.0849990844726562,0.012297393666452707,11,0.009526945249011376,1.0849990844726562,"2,3b",,3b,sell,False,0,False,73.10832037946705,104.73997468529504,83.65220514807638,89.20500183105469,191,-0.320080664154727,-0.22796126798124305,0.18423879234696794,,,,0,-0.002551191799070029,45.721974405578415,2025/07/16 16:25,155248.0
1.1299972534179688,0.012807403495685887,16,3.5649948120117188,0.038836482195364036,34,0.3169702378277274,1.1299972534179688,0.012807403495685887,16,0.009526945249011376,1.1299972534179688,"2,3b",,3b,sell,False,0,False,70.45188575164494,70.55773723288763,70.48716957872584,89.30000305175781,196,-0.21642191001238137,-0.13626706145215906,0.16030969712044463,,,,1,-0.0015258956686169532,49.44547546800872,2025/07/16 16:50,114601.0
1.1800003051757812,0.01337413873149366,17,3.5649948120117188,0.038836482195364036,34,0.33099635971417013,1.1800003051757812,0.01337413873149366,17,0.009526945249011376,1.1800003051757812,"2,3b",,3b,sell,False,0,False,73.48183461444752,91.66152779126313,79.54173234005272,89.39990234375,197,-0.19465209317188434,-0.10757282580989624,0.1741585347239762,,,,2,-0.001204485623809406,52.483499540249824,2025/07/16 16:55,132628.0
1.2249984741210938,0.013884148560726839,18,3.5649948120117188,0.038836482195364036,34,0.3436185853605295,1.2249984741210938,0.013884148560726839,18,0.009526945249011376,1.2249984741210938,"2,3b",,3b,sell,False,0,False,75.30943437911522,86.27503296712146,78.96463390845064,89.34960174560547,198,-0.17329732838506284,-0.08787826923777686,0.17083811829457196,,,,3,-0.000983934838995022,50.82725943538921,2025/07/16 17:00,151394.0
1.2949981689453125,0.014677526007863905,19,3.5649948120117188,0.038836482195364036,34,0.36325387195011033,1.2949981689453125,0.014677526007863905,19,0.009526945249011376,1.2949981689453125,"2,3b",,3b,sell,False,0,False,77.13218437821209,88.06868437279337,80.77768437640584,89.44000244140625,199,-0.15148489227257889,-0.06423514782264306,0.17449948889987166,,,,4,-0.0007191373804015465,53.657745223508066,2025/07/16 17:05,132874.0
1.3249969482421875,0.015017532560686024,20,3.5649948120117188,0.038836482195364036,34,0.37166868904768324,1.3249969482421875,0.015017532560686024,20,0.009526945249011376,1.3249969482421875,"2,3b",,3b,sell,False,0,False,79.2270714004759,91.79639353405878,83.41684544500352,89.48999786376953,200,-0.1293861281081643,-0.040991071450505956,0.1767901133153167,,,,5,-0.00045884719879340163,55.19383805024715,2025/07/16 17:10,82962.0
1.399993896484375,0.01586754894274132,21,3.5649948120117188,0.038836482195364036,34,0.39270573179161555,1.399993896484375,0.01586754894274132,21,0.009526945249011376,1.399993896484375,"2,3b",,3b,sell,False,0,False,82.4662354769847,101.90121993603759,88.94456363000234,89.62999725341797,201,-0.1057378471479737,-0.01114472330721128,0.18918624768152484,,,,6,-0.00012472165186450126,59.2655985398648,2025/07/16 17:15,112354.0
1.4199981689453125,0.016094277625726978,22,3.5649948120117188,0.038836482195364036,34,0.3983170365804854,1.4199981689453125,0.016094277625726978,22,0.009526945249011376,1.4199981689453125,"2,3b",,3b,sell,False,0,False,84.19570599348924,94.5725290925165,87.65464702649832,89.55000305175781,202,-0.08339330386919187,0.0059848692459354424,0.17875634623025463,,,,7,6.696651010541652e-05,56.12701649088598,2025/07/16 17:20,138521.0
0.5400009155273438,0.005720954751765414,7,1.7600021362304688,0.018304754116480818,22,0.30681832959811345,0.5400009155273438,0.005720954751765414,7,0.005880473998250439,0.5400009155273438,"2,3b",,3b,sell,False,0,False,38.84594674359565,86.51897955452642,54.73695768057257,94.875,1042,-0.19456616529839504,-0.1895516687804104,0.01002899303596927,,,,8,-0.001994952348683892,44.719436446015635,2025/07/31 15:50,146835.0
0.5500030517578125,0.0058269208106185265,11,1.7600021362304688,0.018304754116480818,22,0.3125013546493734,0.5500030517578125,0.0058269208106185265,11,0.005880473998250439,0.5500030517578125,"2,3b",,3b,sell,False,0,False,67.45904170554795,106.44497373367781,80.45435238159124,94.89800262451172,1046,-0.1685457616557015,-0.13077792943316524,0.07553566444507254,,,,9,-0.0013769948334350012,46.77659053856011,2025/07/31 16:10,42001.0
