feature,importance
klu_open,0.08581504
klu_low,0.07575415
feat_bsp2s_break_bi_amp,0.073278576
feat_bi_amp,0.068630084
feat_bsp2s_break_bi_klu_cnt,0.057650223
klu_close,0.045381922
klu_high,0.039445117
feat_bsp2_break_bi_amp_rate,0.03417303
feat_bsp2_break_bi_amp,0.028816214
feat_divergence_rate,0.028519703
feat_bsp2_break_bi_bi_klu_cnt,0.027117288
feat_break_bi_amp_rate,0.024732497
feat_bsp3_bi_klu_cnt,0.020948486
feat_bsp2_bi_amp,0.020687584
feat_break_bi_amp,0.018956102
feat_break_bi_klu_cnt,0.016321637
feat_bsp2s_bi_amp,0.016148366
feat_zs_cnt,0.016040597
feat_bsp3_zs_height,0.014657207
feat_bsp2s_retrace_rate,0.013918351
feat_macd_dea,0.013429028
feat_bsp1_bi_klu_cnt,0.01276674
feat_bsp1_bi_amp_rate,0.0127038825
dmi_adx,0.01238648
feat_volume,0.0120336665
feat_bsp2s_break_bi_amp_rate,0.011335905
feat_rsi,0.011333132
feat_bsp2s_lv,0.0104947565
feat_bsp1_bi_amp,0.01033369
feat_bi_amp_rate,0.009902729
feat_kdj_k,0.0098086335
feat_macd_value,0.009721822
feat_level,0.008877624
feat_bsp2s_bi_klu_cnt,0.0087523265
feat_ppo,0.008750408
feat_kdj_j,0.008535901
dmi_plus,0.008202469
feat_bsp2_bi_klu_cnt,0.008025032
price_change_pct,0.007943469
feat_kdj_d,0.0075632967
feat_bsp2s_bi_amp_rate,0.0070679686
high_low_spread_pct,0.006765427
feat_macd_diff,0.0066739516
dmi_minus,0.006386756
feat_bsp2_retrace_rate,0.005770784
feat_bi_klu_cnt,0.0054009305
feat_bsp3_bi_amp,0.005391791
upper_shadow,0.0053023077
feat_bsp3_bi_amp_rate,0.0050258813
lower_shadow,0.0050022705
is_bullish_candle,0.004354615
feat_bsp2_bi_amp_rate,0.0041982033
body_size,0.0027659608
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
