feature,importance
feat_bsp2s_bi_amp_rate,0.19294451
feat_zs_cnt,0.058138657
feat_bsp2s_break_bi_amp_rate,0.053455513
feat_bsp2_break_bi_bi_klu_cnt,0.05156005
feat_break_bi_amp,0.039812952
feat_break_bi_amp_rate,0.034796856
klu_high,0.032663826
feat_bsp2s_break_bi_amp,0.031502925
klu_close,0.029040081
feat_bsp2_bi_amp,0.025453797
feat_bsp1_bi_klu_cnt,0.022176638
feat_macd_dea,0.022119226
feat_bsp3_bi_amp,0.019285532
feat_break_bi_klu_cnt,0.0188259
upper_shadow,0.018651301
feat_divergence_rate,0.018535988
klu_open,0.017761765
feat_bsp2s_break_bi_klu_cnt,0.017452903
feat_bi_klu_cnt,0.015352176
feat_ppo,0.0147421025
feat_bsp2_break_bi_amp_rate,0.014501561
feat_bsp3_zs_height,0.014501435
feat_volume,0.014192021
klu_low,0.013880354
feat_macd_diff,0.013285135
feat_bsp2_break_bi_amp,0.012107141
feat_bsp2s_retrace_rate,0.011520668
feat_bi_amp_rate,0.011450656
feat_bsp2s_lv,0.010922759
high_low_spread_pct,0.01044922
feat_bsp1_bi_amp,0.010319259
feat_rsi,0.010143565
feat_bsp1_bi_amp_rate,0.010043814
dmi_adx,0.009933465
feat_bi_amp,0.0093271285
feat_macd_value,0.008881461
dmi_minus,0.008335807
feat_bsp2_retrace_rate,0.008328006
dmi_plus,0.008327866
lower_shadow,0.0072862236
feat_kdj_d,0.0065087997
feat_kdj_j,0.005999266
feat_level,0.005126938
feat_bsp2s_bi_klu_cnt,0.004607302
price_change_pct,0.004543544
feat_kdj_k,0.0044585415
feat_bsp2_bi_klu_cnt,0.0043885773
feat_bsp3_bi_amp_rate,0.0039028227
body_size,0.0028753441
feat_bsp2_bi_amp_rate,0.0021205666
feat_bsp3_bi_klu_cnt,0.0014733695
feat_bsp2s_bi_amp,0.0011940092
is_bullish_candle,0.0007906037
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
