bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
1.1100006103515625,0.055527795050568596,23,0.039750075600755226,1.1100006103515625,,413,True,False,8.378720886991065,5.587306351789856,7.448249375257329,0.07351443507976477,-0.00040199107442262516,-0.14783285230837478,0.08262719505479435,-2.112856901161444e-05,44.850480281090015,2025/06/25 18:30,3a,497150.0
