bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
2.20001220703125,0.009415845343466763,0.005389922529581895,2.20001220703125,,1393,False,False,,0.08970943233718737,0.11952441424622862,0.0596299638180825,0.010896787185541823,0.0005077624239998164,60.301363138970764,2025/06/23 19:45,3b,3270.0
