bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.125396728515625,0.0014466627604307633,0.3249969482421875,0.0037353825469998514,0.3858397107845439,0.125396728515625,,216,False,False,<Math.KDJ.KDJ_Item object at 0x00000241494C1790>,-0.02833435626339159,-0.018730640458471726,0.01920743160983973,0.003518180252926829,-0.00021588062976489014,53.10317705826425,2025/06/17 17:10,2,9220.0
0.199005126953125,0.0023062629486355173,0.32900238037109375,0.003827389295895455,0.6048744289590242,0.199005126953125,,367,True,False,<Math.KDJ.KDJ_Item object at 0x000002414883EB70>,0.028323534230491377,0.020898008674606672,-0.01485105111176941,0.0024277764208894942,0.00024255003404514736,47.106265914182586,2025/06/17 19:41,2,17563.0
0.1100006103515625,0.0012783336019802202,0.279998779296875,0.0032433542610693384,0.3928610354223433,0.1100006103515625,,523,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148195250>,-0.007735869385540592,-0.0029306298107769635,0.009610479149527257,0.006151420452231102,-3.40245373302048e-05,53.06950928875482,2025/06/18 16:05,2,5869.0
0.31000518798828125,0.0036118511170311583,0.375,0.004388274436426535,0.8266805013020834,0.31000518798828125,,726,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148597D10>,0.01631651884485257,0.010296100300735134,-0.01204083708823487,0.00385876805435355,0.00012025986202166499,49.13274480110205,2025/06/18 19:30,2,19800.0
0.31500244140625,0.0036668697501008015,0.5200042724609375,0.006016826775806067,0.6057689486193844,0.31500244140625,,969,False,False,<Math.KDJ.KDJ_Item object at 0x00000241485A8D10>,0.02470768114378788,0.02407240810536848,-0.0012705460768387966,0.0014497796129697227,0.00027941347470171945,60.130490579894904,2025/06/20 17:15,2,10393.0
0.1750030517578125,0.002031376072642816,0.19499969482421875,0.0022686253350036843,0.897452951993427,0.1750030517578125,,1104,True,False,<Math.KDJ.KDJ_Item object at 0x000002414915E810>,-0.00010699362226399087,-0.004547125524425155,-0.008880263804322329,0.004652533096575846,-5.28461042236562e-05,43.42277229266823,2025/06/20 19:30,2,20100.0
0.214996337890625,0.002529517394471416,1.3799972534179688,0.0159768133536089,0.1557947578215271,0.214996337890625,,1272,False,False,<Math.KDJ.KDJ_Item object at 0x000002414868ADB0>,-0.042310792309849646,-0.01547810001378025,0.05366538459213879,0.006219912979596003,-0.00018173791723367116,51.38833548918205,2025/06/23 16:03,2,5441.0
0.160003662109375,0.0018687649728645025,1.0400009155273438,0.012296061634104781,0.15384953966914866,0.160003662109375,,1398,True,False,<Math.KDJ.KDJ_Item object at 0x00000241485D8B30>,0.04488484051797087,0.024146711650871566,-0.04147625773419861,0.0014041978453968264,0.0002824679118532638,52.010415437190645,2025/06/23 18:10,2,6916.0
0.20999908447265625,0.002446971396171203,0.24500274658203125,0.0028467174766982793,0.8571295114128235,0.20999908447265625,,1505,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149438470>,0.009941749923817581,0.01948356667578821,0.01908363350394126,0.01266995644957434,0.00022676296139593076,60.29375683075704,2025/06/23 19:58,2,94111.0
0.31500244140625,0.0036902816208280323,0.4199981689453125,0.004944645124481104,0.7500090826521344,0.31500244140625,,1556,True,False,<Math.KDJ.KDJ_Item object at 0x000002414925C230>,-0.03792198901329462,-0.04546005962308186,-0.015076141219574485,0.002292900217798159,-0.000533442979189932,37.987906709904195,2025/06/24 14:20,2,21527.0
0.15000152587890625,0.001752456612415176,0.7949981689453125,0.009202432857530175,0.18868159920155084,0.15000152587890625,,1679,False,False,<Math.KDJ.KDJ_Item object at 0x000002414718F050>,0.02275917878039225,-0.004014924957814969,-0.053548207476414436,0.003673711951905053,-4.684822200211139e-05,49.27191779944277,2025/06/24 16:31,2,15437.0
0.30500030517578125,0.003556232814625238,0.33499908447265625,0.003921328377337724,0.9104511603543692,0.30500030517578125,,1739,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148DA5EB0>,-0.032034841864367086,-0.0420981845612971,-0.020126685393860033,0.003217897599168962,-0.0004919320401880954,43.471202364125205,2025/06/24 17:31,2,9130.0
