bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.5800018310546875,0.0061414847105127944,0.5800018310546875,0.8455221555832358,54,True,False,14.29976122923924,11.488746352257262,13.362756270245248,-0.06848148184753641,-0.08508658094827126,-0.0332101982014697,0.007777495448455743,-0.0009041273054593463,35.087731535256864,2025/06/18 14:33,1p,1766.0
0.43000030517578125,0.004561369688002507,0.43000030517578125,0.45425114563801555,131,False,False,89.06452557119164,85.97770997573156,88.03558703937162,0.048619035769218194,0.06293227064907114,0.028626469759705897,0.004751815868464401,0.000665642465560203,68.9517388805604,2025/06/18 16:19,1p,4061.0
0.8199996948242188,0.008634302245807086,0.8199996948242188,0.4628437890719035,426,False,False,76.38897390211329,91.46515804254119,81.41436861558925,0.09731139444090647,0.10281253894136455,0.011002289000916154,0.0025054584139859648,0.0010767537220247698,75.68950991208212,2025/06/20 15:18,1p,3156.0
0.9287033081054688,0.009703811612112836,0.9287033081054688,1.0701447966701498,488,True,False,17.012266937918668,11.666739924557561,15.23042460013163,-0.13337065489216532,-0.1323868607999259,0.001967588184478841,0.0020965152075839047,-0.0013930791321169463,25.427844908019907,2025/06/20 16:28,1p,1203.0
0.28499603271484375,0.003006287168147504,0.28499603271484375,0.5142686301352928,543,False,False,84.29906143209953,73.3659980973774,80.65470698719216,0.030040108805265985,0.03833845550678916,0.01659669340304635,0.0021033491104576023,0.0004036239245603378,59.74377051315646,2025/06/20 17:32,1p,1699.0
0.32999420166015625,0.0034831561019736165,0.32999420166015625,0.8045560772572231,654,True,False,13.227237216750348,-10.63475223728318,5.273240732072505,-0.030128847166097077,-0.05226044122419182,-0.04426318811618949,0.020548614942913285,-0.0005522731025615038,20.451749531434587,2025/06/20 19:33,1p,3567.0
0.2550048828125,0.0026605965836997386,0.2550048828125,0.08001125620538928,959,True,False,31.032938413948877,-22.978177151370943,13.029233225508936,-0.07063514058150466,-0.07562648497052749,-0.009982688778045645,0.003975362458109762,-0.0007894312911880352,28.39810361601066,2025/06/23 18:47,1p,1520.0
0.9849929809570312,0.010283373631551832,0.9849929809570312,1.0551696373663089,1077,False,False,60.20287363045403,99.11503419392382,73.1735938182773,0.11170637795312299,0.10606193678320608,-0.011288882339833828,0.004133449523200275,0.0010988736329903702,69.9244186738344,2025/06/24 14:24,1p,957.0
0.23999786376953125,0.002483678677337871,0.23999786376953125,1.2497493418004135,1306,True,False,3.5411181776565064,-4.34830667983524,0.9113098918259244,-0.023218739612804705,-0.04187596040078745,-0.03731444157596549,0.002230563011169041,-0.0004338808755084181,24.902310686311935,2025/06/24 18:56,1p,278.0
0.1699981689453125,0.001761091589092329,0.1699981689453125,0.4239378370868928,1342,False,False,89.70930058487853,95.22396630259217,91.54752249078308,0.02669005137967803,0.035263568746401575,0.017147034733447086,0.004653536323098793,0.00036502912615434224,68.23851420844579,2025/06/24 19:32,1p,1495.0
