side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,91478,150.37,665.0262685376072,0.0,FORCE_BUY->first acceptable 5m signal,2019-01-02 04:00:00,0.16660694255707975,4.254106521606445,-0.5,FORCE_BUY,,,
sell,91691,150.92,665.0262685376072,0.0,5m SELL signal,2019-01-03 05:45:00,0.23302733564535372,5.232144832611084,2.499999999999999,FREE,365.7644476956726,150.37,91478.0
buy,91696,150.6,666.4393389621226,0.0,5m BUY signal,2019-01-03 06:10:00,0.23302733564535372,3.6955912113189697,-0.5,FREE,,,
sell,91707,151.48,666.4393389621226,0.0,5m SELL signal,2019-01-03 07:05:00,0.23302733564535372,5.669931411743164,2.499999999999999,FREE,586.4666182866649,150.6,91696.0
buy,91744,150.83,669.311350964545,0.0,5m BUY signal,2019-01-03 10:10:00,0.23302733564535372,4.087289333343506,-0.5,FREE,,,
sell,91754,151.25,669.311350964545,0.0,5m SELL signal,2019-01-03 11:00:00,0.23302733564535372,2.7873082160949707,2.499999999999999,FREE,281.11076740510055,150.83,91744.0
buy,91804,149.76,675.9704983532815,0.0,5m BUY signal,2019-01-03 15:10:00,0.23302733564535372,6.078876495361328,-0.5,FREE,,,
sell,91862,151.6,675.9704983532815,0.0,5m SELL signal,2019-01-04 04:00:00,0.25549442985793935,6.17165470123291,-0.5,FREE,1243.7857169700403,149.76,91804.0
buy,91874,152.07,673.8812885536757,0.0,5m BUY signal,2019-01-04 05:00:00,0.25549442985793935,4.627962589263916,-0.5,FREE,,,
sell,91884,152.56,673.8812885536757,0.0,5m SELL signal,2019-01-04 05:50:00,0.25549442985793935,6.132437229156494,-0.5,FREE,330.2018313913072,152.07,91874.0
buy,91899,152.34,674.8544662055191,0.0,5m BUY signal,2019-01-04 07:05:00,0.25549442985793935,4.14084005355835,-0.5,FREE,,,
sell,91927,152.18,674.8544662055191,0.0,5m SELL signal,2019-01-04 09:25:00,0.25549442985793935,4.079559326171875,-0.5,FREE,-107.97671459288075,152.34,91899.0
buy,91983,156.21,657.4441627754682,0.0,5m BUY signal,2019-01-04 14:05:00,0.25549442985793935,3.5973076820373535,-0.5,FREE,,,
sell,91989,156.685,657.4441627754682,0.0,5m SELL signal,2019-01-04 14:35:00,0.25549442985793935,5.682979106903076,-0.5,FREE,312.2859773183436,156.21,91983.0
buy,91999,155.8,661.1786819285893,0.0,5m BUY signal,2019-01-04 15:25:00,0.25549442985793935,3.6259572505950928,-0.5,FREE,,,
sell,92005,156.39,661.1786819285893,0.0,5m SELL signal,2019-01-04 15:55:00,0.25549442985793935,7.1171369552612305,-0.5,FREE,390.0954223378512,155.8,91999.0
buy,92052,156.19,662.0253157488448,0.0,5m BUY signal,2019-01-07 04:20:00,0.20474458411320262,3.2928338050842285,-0.5,FREE,,,
sell,92061,156.23,662.0253157488448,0.0,5m SELL signal,2019-01-07 05:10:00,0.20474458411320262,6.771157741546631,-0.5,FREE,26.481012629948523,156.19,92052.0
buy,92066,156.17,662.2796636962414,0.0,5m BUY signal,2019-01-07 05:35:00,0.20474458411320262,3.965336322784424,-0.5,FREE,,,
sell,92084,156.16,662.2796636962414,0.0,5m SELL signal,2019-01-07 07:15:00,0.20474458411320262,5.510961532592773,-0.5,FREE,-6.622796636956391,156.17,92066.0
buy,92101,156.12,662.4493484678776,0.0,5m BUY signal,2019-01-07 08:40:00,0.20474458411320262,2.8394083976745605,-0.5,FREE,,,
sell,92123,157.4231,662.4493484678776,0.0,5m SELL signal,2019-01-07 10:30:00,0.20474458411320262,4.65113639831543,-0.5,FREE,863.2377459884917,156.12,92101.0
buy,92274,159.03,655.7557066515345,0.0,5m BUY signal,2019-01-08 07:40:00,0.2342676734595505,3.6583824157714844,-0.5,FREE,,,
sell,92288,159.38,655.7557066515345,0.0,5m SELL signal,2019-01-08 08:50:00,0.2342676734595505,4.8212056159973145,-0.5,FREE,229.51449732803334,159.03,92274.0
buy,92449,159.87,653.7458217684466,0.0,5m BUY signal,2019-01-09 06:30:00,0.25204472258529353,2.6482176780700684,-0.5,FREE,,,
sell,92454,160.04,653.7458217684466,0.0,5m SELL signal,2019-01-09 06:55:00,0.25204472258529353,7.00496244430542,-0.5,FREE,111.13678970062774,159.87,92449.0
buy,92479,160.08,653.5824669903935,0.0,5m BUY signal,2019-01-09 09:00:00,0.25204472258529353,3.3715856075286865,-0.5,FREE,,,
sell,92618,159.6,653.5824669903935,0.0,5m SELL signal,2019-01-10 04:40:00,0.22699536918993135,4.426260471343994,-0.5,FREE,-313.7195841554008,160.08,92479.0
buy,92633,159.5,653.9922365621743,0.0,5m BUY signal,2019-01-10 05:55:00,0.22699536918993135,2.7649221420288086,-0.5,FREE,,,
sell,92658,159.8,653.9922365621743,0.0,5m SELL signal,2019-01-10 08:00:00,0.22699536918993135,5.765862464904785,-0.5,FREE,196.19767096865974,159.5,92633.0
buy,92668,159.6,654.811775705736,0.0,5m BUY signal,2019-01-10 08:50:00,0.22699536918993135,3.0437161922454834,-0.5,FREE,,,
sell,92686,159.89,654.811775705736,0.0,5m SELL signal,2019-01-10 10:20:00,0.22699536918993135,5.020293235778809,-0.5,FREE,189.8954149546582,159.6,92668.0
buy,92813,160.71,651.4706914167762,0.0,5m BUY signal,2019-01-11 05:35:00,0.20826990727510875,2.8294737339019775,-0.5,FREE,,,
sell,92935,160.77,651.4706914167762,0.0,5m SELL signal,2019-01-11 15:55:00,0.20826990727510875,5.430999755859375,-0.5,FREE,39.08824148500805,160.71,92813.0
buy,92952,160.75,651.5517453130644,0.0,5m BUY signal,2019-01-11 17:20:00,0.20826990727510875,3.9282710552215576,-0.5,FREE,,,
sell,93003,158.97,651.5517453130644,0.0,5m SELL signal,2019-01-14 06:30:00,0.25061346583206695,5.054344654083252,-0.5,FREE,-1159.7621066572553,160.75,92952.0
buy,93039,158.73,652.536892537125,0.0,5m BUY signal,2019-01-14 09:30:00,0.25061346583206695,3.044732093811035,2.4499999999999993,FREE,,,
sell,93048,159.4399,652.536892537125,0.0,5m SELL signal,2019-01-14 10:15:00,0.25061346583206695,6.485602378845215,-0.5,FREE,463.2359400121081,158.73,93039.0
buy,93114,159.37,652.8230965202357,0.0,5m BUY signal,2019-01-14 15:45:00,0.25061346583206695,3.245682716369629,2.4499999999999993,FREE,,,
sell,93149,159.37,652.8230965202357,0.0,5m SELL signal,2019-01-14 19:00:00,0.25061346583206695,6.318971633911133,-0.5,FREE,0.0,159.37,93114.0
buy,93170,159.68,651.5557170117107,0.0,5m BUY signal,2019-01-15 04:50:00,0.22487864994032725,1.6960456371307373,1.2499999999999996,FREE,,,
sell,93179,159.92,651.5557170117107,0.0,5m SELL signal,2019-01-15 05:50:00,0.22487864994032725,2.5894815921783447,2.499999999999999,FREE,156.37337208279797,159.68,93170.0
buy,93191,159.78,652.1266132464186,0.0,5m BUY signal,2019-01-15 06:50:00,0.22487864994032725,1.6851677894592285,1.2499999999999996,FREE,,,
sell,93223,160.42,652.1266132464186,0.0,5m SELL signal,2019-01-15 09:30:00,0.22487864994032725,2.6725761890411377,2.499999999999999,FREE,417.36103247769904,159.78,93191.0
buy,93264,162.26,644.7316115924472,0.0,5m BUY signal,2019-01-15 12:55:00,0.22487864994032725,1.6981103420257568,1.2499999999999996,FREE,,,
sell,93269,162.33,644.7316115924472,0.0,5m SELL signal,2019-01-15 13:20:00,0.22487864994032725,2.676218032836914,2.499999999999999,FREE,45.13121281148523,162.26,93264.0
buy,93283,161.57,647.7643282156462,0.0,5m BUY signal,2019-01-15 14:30:00,0.22487864994032725,1.6090247631072998,1.2499999999999996,FREE,,,
sell,93290,162.2,647.7643282156462,0.0,5m SELL signal,2019-01-15 15:05:00,0.22487864994032725,2.571321964263916,2.499999999999999,FREE,408.09152677585416,161.57,93283.0
buy,93339,162.19,647.8042668264246,0.0,5m BUY signal,2019-01-15 19:15:00,0.22487864994032725,1.415420651435852,1.2499999999999996,FREE,,,
sell,93449,162.75,647.8042668264246,0.0,5m SELL signal,2019-01-16 12:50:00,0.2850433840623632,2.3834471702575684,2.1999999999999993,FREE,362.77038942279927,162.19,93339.0
buy,93481,162.44,649.0405345112079,0.0,5m BUY signal,2019-01-16 15:30:00,0.2850433840623632,1.898230791091919,1.5499999999999994,FREE,,,
sell,93655,163.69,649.0405345112079,0.0,5m SELL signal,2019-01-17 14:40:00,0.24836003427761533,2.89863657951355,2.499999999999999,FREE,811.3006681390098,162.44,93481.0
buy,93933,163.51,649.75503084912,0.0,5m BUY signal,2019-01-22 06:15:00,0.25704916675127315,1.9930390119552612,1.6499999999999995,FREE,,,
sell,94231,162.18,649.75503084912,0.0,5m SELL signal,2019-01-23 15:55:00,0.2168225490686135,2.57871413230896,2.499999999999999,FREE,-864.1741910293192,163.51,93933.0
