bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
24.5,0.0054760840411265084,11,0.0022228396776882466,24.5,,11111,False,False,72.1335441842474,105.5237816644593,83.26362334431803,-2.6497626352384707,0.028388656615788932,5.356302583708519,0.013337779259753251,6.327754944306091e-06,65.68251383772395,2023/10/03 09:55,3a,38021.0
4.25,0.0009231604670105892,7,0.001201923076923077,4.25,,12884,True,False,31.253981831447327,-7.643407288910616,18.28818545799468,1.4539855798465529,1.0193043042982026,-0.8693625510967005,0.0008153060115229917,0.0002216145126078146,53.83836940058524,2023/10/11 20:40,3a,552.0
7.75,0.001696956426538209,8,0.0014195239135182355,7.75,,13849,False,False,67.33004311171902,79.52437726557625,71.39482116300476,-0.9429865037826405,-0.5355834502870493,0.8148061069911823,0.006011257445762063,-0.00011713202517522137,48.3171501073712,2023/10/17 08:05,3a,2414.0
29.5,0.006649011100467684,22,0.0026851644663235625,29.5,,14740,False,False,60.15954782918663,57.323321796547944,59.2141391516404,0.08409813890506768,1.4334116246100166,2.698626971409898,0.009235936188077247,0.00032192157795018085,59.41679739005532,2023/10/20 13:20,3a,33839.0
9.0,0.0020228128336236446,22,0.0011284134506883321,9.0,,15245,True,False,38.930707761243454,7.222190466484392,28.361201996323764,0.4198765505691421,-0.23663831149588077,-1.3130297241300457,0.005574010472383312,-5.3233196627615845e-05,43.03900124373837,2023/10/24 09:25,3a,5392.0
7.0,0.001605688725771304,16,0.0013151123563382697,7.0,,15681,False,False,67.5791641261232,94.21083159337607,76.45638661520749,-1.437329015065033,-0.7327610236870896,1.409135982755887,0.0013168441543570364,-0.00016787982684199628,52.46094344028922,2023/10/25 23:45,3a,734.0
10.5,0.002390438247011952,7,0.0018897096718776842,10.5,,16687,True,False,45.19654141091679,-3.408560243773067,28.994840859353502,3.5188723797460986,2.7842428226558695,-1.469259114180458,0.0033089913281606573,0.000635338946239853,55.36071509641993,2023/10/31 14:35,3a,10914.0
6.0,0.0012736149437486733,18,0.0027178257394084734,6.0,,20045,True,False,37.686785557182866,27.493525824895343,34.28903231308703,1.0871335614043667,0.6270205983164487,-0.9202259261758359,0.0009032943676939426,0.00013324639935465447,47.79197797461067,2023/11/16 19:25,3a,538.0
6.0,0.001267962806424345,7,0.0012760527435133986,6.0,,20530,True,False,46.91512687813649,11.598421650276833,35.14289180218327,2.377504249179366,1.655769067860092,-1.443470362638548,0.005607278882776132,0.0003502795187204968,54.69653508371157,2023/11/20 12:50,3a,5626.0
4.5,0.0009489166534872687,5,0.0007396449704142012,4.5,,21010,True,False,55.65948156507882,-0.9706994594677383,36.782754556896634,1.6903088816553187,1.4003055866041905,-0.5800065901022564,0.005118463405625033,0.0002955530599441198,54.83147138237896,2023/11/22 06:50,3a,1558.0
4.0,0.0008416180106254274,50,0.0010563566259969366,4.0,,22258,True,False,45.912956680627275,15.972620961161383,35.932844774138644,-0.055040641132320337,-0.19629158746101893,-0.2825018926573972,0.0026322716504343247,-4.131752136455075e-05,45.31779686366932,2023/11/29 03:35,3a,1287.0
7.25,0.00152214990552173,10,0.0007854225573358467,7.25,,23139,False,False,75.39483144791718,101.24545848948642,84.01170712844026,-0.7126010676740838,-0.2227020510008515,0.9797980333464646,0.005398039935013888,-4.670709292952434e-05,54.15875118999998,2023/12/04 08:00,3a,1594.0
7.0,0.0014708972473208657,7,0.0008960101196437042,7.0,,23510,True,False,42.22735083170873,-1.7392178157181633,27.5718279492331,0.6825185718754486,0.2548126987985597,-0.8554117461537778,0.004156144781144781,5.358904943156704e-05,44.377662487863866,2023/12/05 15:55,3a,31347.0
10.25,0.0021597134428992834,11,0.0012069689336691855,10.25,,23763,False,False,72.46189977279911,94.97445335445781,79.96608430001868,-1.7280124302898845,-0.957822954463154,1.540378951653461,0.004940867279894875,-0.000201469929011298,51.34573421455066,2023/12/06 14:00,3a,8892.0
5.5,0.0011446409989594173,7,0.00083629521220991,5.5,,24604,True,False,38.65119733291732,10.453637412023994,29.252010692619542,1.8515385837394338,1.258506913313795,-1.1860633408512777,0.002448171684550474,0.0002621467660344171,49.39727415547132,2023/12/11 15:05,3a,8422.0
3.25,0.0006621167362738107,7,0.001327275511766808,3.25,,25535,True,False,48.368869003052005,0.4428196241654092,32.393519210089806,0.8812684333963506,0.5258067568829574,-0.7109233530267864,0.0007135212272565109,0.00010716794532796424,45.41312018775783,2023/12/15 00:40,3a,564.0
8.5,0.0017275544941822063,7,0.0007642143876095374,8.5,,25935,True,False,46.27104879161273,-0.9213703619430618,30.54024240709413,1.8688287197567515,1.2481752294843318,-1.2413069805448393,0.0033083931389016135,0.0002540052930253459,49.61375030818522,2023/12/18 11:00,3a,11392.0
1.75,0.000354251012145749,10,0.0005572724048837327,1.75,,27176,True,False,41.717047152834716,25.163047367810762,36.1990472244934,0.5965464865034406,0.5119160028780243,-0.1692609672508325,0.000708753100794816,0.00010366190416850684,55.23141416359221,2023/12/25 23:25,3a,234.0
8.0,0.0016355737285969844,5,0.004896402432738893,8.0,,29526,True,False,69.0511630902966,30.062658137072304,56.05499477255517,5.214872281637374,4.86273066668673,-0.7042832299012876,0.009983105513745968,0.0009964465744417997,62.95644308783805,2024/01/08 11:15,3a,12173.0
4.0,0.0008060453400503779,9,0.0005550509637703098,4.0,,30257,True,False,36.75806097314571,40.737903612177746,38.08467518615639,0.6948274845504715,0.5422961568156097,-0.30506265546972355,0.0016638096198447112,0.00010933795952330094,57.84036969685621,2024/01/11 03:10,3a,1675.0
10.0,0.00199352105656616,74,0.0012605253869812938,10.0,,32129,True,False,36.90902509976327,13.106099316743695,28.97471650542341,-0.4567150376247623,-0.6106328862560986,-0.30783569726267257,0.0013982521847690386,-0.00012190519215655256,35.3513357575855,2024/01/22 02:10,3a,416.0
3.75,0.0007447864945382324,18,0.0007987619190255105,3.75,,32624,True,False,27.535606712330654,18.88859761312777,24.65327034592969,0.35550448152599284,0.091709403142886,-0.5275901567662137,0.0007950310559006211,1.8224804259814658e-05,49.43860500561449,2024/01/23 21:25,3a,297.0
5.0,0.0009849790691947797,12,0.0001475869533133271,5.0,,33827,False,False,74.9728964941854,96.35433332187267,82.1000421034145,-0.024458428896894292,0.2649379338690778,0.5787927255319443,0.0012300123001230013,5.215973945544872e-05,54.94090991474039,2024/01/30 05:40,3a,725.0
11.0,0.0021860095389507153,5,0.0012856648370667063,11.0,,34171,False,False,48.153555975118536,104.13709857620063,66.8147368421459,-4.065977140369645,-3.3130828443418068,1.5057885920556764,0.002280388657545112,-0.0006569459351145592,45.342116993928315,2024/01/31 11:20,3a,14646.0
6.0,0.0011645962732919255,9,0.000827854881908936,6.0,,36019,True,False,44.706654860801734,0.053606799708944664,29.822305507104137,1.3333496415214772,0.9235083459761881,-0.8196825910905781,0.004323746599300428,0.0001794023468025187,49.47819252861967,2024/02/09 04:20,3a,1213.0
5.5,0.0010683241878308163,7,0.0007267089772782327,5.5,,36596,False,False,51.94725829528481,68.60940630784128,57.50130763280364,-1.7936590135353896,-1.3860475586925531,0.8152229096856729,0.0015522677661896677,-0.0002689758091573173,42.95202455348158,2024/02/13 06:25,3a,1872.0
6.5,0.0012706480304955528,6,0.0008337011426609779,6.5,,36842,True,False,57.93251890366426,13.923563151183828,43.26286698617078,2.0053167076289475,1.7318487550364807,-0.5469359051849336,0.0028381287923272655,0.00033897657057727786,55.19634840311836,2024/02/14 03:55,3a,1766.0
11.25,0.0021693019668337834,13,0.0005330232107379949,11.25,,38456,True,False,40.63808098969958,-5.88456278153005,25.13053306595637,3.5800748417729396,2.384401289892594,-2.3913471037606913,0.0014493453790038167,0.00046053960141095423,43.962947293701525,2024/02/22 04:25,3a,4921.0
6.75,0.0012904459207570616,21,0.0008144492885545921,6.75,,39053,True,False,26.253943460335904,58.94502836765997,37.15097176277726,-0.1568809213660833,-0.34673147809735383,-0.37970111346254104,0.0024406584992343033,-6.63393151160453e-05,53.891271059457175,2024/02/26 08:10,3a,1666.0
5.75,0.00110481314247286,9,0.0008142932413660967,5.75,,39168,False,False,75.65522586734342,115.84852481538056,89.0529921833558,-2.0585074038026363,-1.2805647859349847,1.5558852357353032,0.0016313996449306655,-0.0002458190854630448,51.97044804081327,2024/02/26 18:45,3a,616.0
9.5,0.001810730963499476,28,0.00028536098164177684,9.5,,40701,False,False,63.256590411409896,69.31223667213509,65.27513916498496,0.5733840766354354,0.7267048088961019,0.3066414645213329,0.007277397260273972,0.0001383411785174886,56.73295947013608,2024/03/05 07:30,3a,2016.0
6.75,0.001289213579716373,18,0.0006708515022281853,6.75,,40971,True,False,39.97309054250828,24.64038901069499,34.86219003190385,0.45626649906966826,0.04282628251348797,-0.8268804331123606,0.004207305412124689,8.186018455569788e-06,47.82982203874142,2024/03/06 07:00,3a,2132.0
18.25,0.0034383684235316284,6,0.0016096960515102736,18.25,,41553,True,False,58.27420903740983,-0.09733561111374911,38.817027487901974,2.8112167705875386,2.733078840043163,-0.15627586108875136,0.006096984592116457,0.000516237702685194,49.82388572984074,2024/03/08 09:30,3a,14497.0
14.75,0.002797534376481745,31,0.0007154440522751121,14.75,,42046,True,False,23.261074014690685,4.4858175750989915,17.002655201493454,-0.46953918770414127,-1.456493585447788,-1.9739087954872936,0.0015691122628500784,-0.0002765000178760873,29.05629551960807,2024/03/12 04:35,3a,3216.0
29.0,0.005537257148312568,9,0.0021810250817884407,29.0,,42949,False,False,71.33380218658883,111.40931986096737,84.69230807804834,-7.7571529254244656,-5.0771654147720255,5.35997502130488,0.00645620697840019,-0.0009649927388924162,54.55122322901587,2024/03/15 10:50,3a,20252.0
7.25,0.0013773450486820233,28,0.0016215185043876384,7.25,,43150,True,False,35.513596643928906,6.648903794669678,25.8920323608425,-0.25974622552966714,-0.6258872613152562,-0.7322820715711781,0.0021877675259202893,-0.00011897897326597324,38.71851584821242,2024/03/18 04:35,3a,1343.0
12.75,0.0023706596011713846,151,0.0007949869060980172,12.75,,45370,True,False,29.098477217449553,-9.076939212276642,16.37333840754082,-0.21701545314384302,-0.6443409147541388,-0.8546509232205916,0.0013512254216755195,-0.00012001798163252115,35.71236102355418,2024/03/28 05:35,3a,1219.0
5.0,0.0009345357693565722,17,0.0012707078313253012,5.0,,46508,True,False,43.35948829481863,33.27288801519872,39.997288201611994,0.1507199558088549,-0.06726926077590178,-0.43597843316951335,0.004910902202890417,-1.2580486065923537e-05,45.54147290728937,2024/04/04 08:25,3a,1364.0
21.0,0.004004385755827811,10,0.0008050767190755824,21.0,,48203,False,False,63.33088230239023,96.86030321195797,74.50735593891281,-5.536757628772172,-3.9863786165169586,3.1007580245104265,0.009211338492949053,-0.0007576557074206711,46.565197103120795,2024/04/12 11:40,3a,15772.0
8.0,0.0015688581654164828,11,0.0015254404094085228,8.0,,49805,True,False,29.720081823378475,-1.330921132346262,19.369747504803563,1.5117173498869776,0.6783443897666075,-1.6667459202407402,0.001915050331451019,0.0001331751420909492,45.28963160780219,2024/04/22 07:10,3a,969.0
9.25,0.0018054064604274421,20,0.0013706677109849227,9.25,,50067,True,False,31.379744393109775,10.38783294157318,24.382440575930907,0.5133577672071181,-0.03810355715631886,-1.102922648726874,0.0032262795131250918,-7.446192304637985e-06,46.4634490809211,2024/04/23 06:00,3a,585.0
13.25,0.002546730094661477,5,0.001255250325882296,13.25,,50950,True,False,82.21221147230861,70.73407464643128,78.38616586368283,2.824024591829512,4.026321782750529,2.404594381842033,0.0041429810193660275,0.0007757735490666947,59.59928882658834,2024/04/26 10:35,3a,21252.0
10.0,0.001934329513032545,7,0.0017308524448290783,10.0,,51524,False,False,45.898124161501464,95.1404502981389,62.312232873713945,-5.863238765383164,-5.2034792133054,1.3195191041555283,0.00458516337661084,-0.001004157478656679,41.51480595194651,2024/04/30 12:25,3a,10115.0
40.0,0.007646356033452807,15,0.0007737318052130181,40.0,,52338,True,False,28.035969509228458,10.128039756499064,22.066659591651995,0.8958735380661604,-1.261982242815975,-4.315711561764271,0.006742114134360703,-0.0002426260448205545,42.167934972012944,2024/05/03 11:15,3a,16617.0
7.5,0.0014181715042072421,9,0.0006166397874964425,7.5,,52910,True,False,48.73629336900436,18.593980648017563,38.68885579534209,1.2451991730482361,0.6290881410986913,-1.2322220638990897,0.0019409202802499526,0.0001190387255114137,44.12685800789227,2024/05/07 12:55,3a,9848.0
4.25,0.0007923191648023862,12,0.0008409643057372453,4.25,,56413,True,False,38.75896142602711,-5.523422313676477,23.998166846125915,1.5619476492637385,1.104189940316246,-0.9155154178949849,0.0011660991650729979,0.0002060041348869678,51.263040418714056,2024/05/24 05:50,3a,928.0
11.75,0.002176127419205482,35,0.0007900729655621137,11.75,,56810,True,False,30.508992041013386,32.05020012890206,31.02272807030961,-1.0362786862647912,-1.1467997815188937,-0.22104219050820495,0.0013920467727715651,-0.000212736162548868,39.63675824945872,2024/05/27 20:55,3a,160.0
4.5,0.0008379498161165681,21,0.0009278589654372535,4.5,,57137,False,False,75.20604744079361,67.85722601089574,72.75644029749432,-0.6567854093973404,-0.2533037695584426,0.8069632796777957,0.0022326619842783385,-4.7138064356332e-05,54.15174333688372,2024/05/29 01:10,3a,682.0
11.0,0.00205742074254185,7,0.0006992680993893059,11.0,,58274,False,False,63.034420558181104,114.97271919627447,80.34718677087889,-2.397742860899271,-1.4710457091114222,1.8533943035756977,0.005786280914605693,-0.0002747122696079115,54.624638151428,2024/06/04 03:55,3a,1757.0
5.25,0.000976380881532453,28,0.002149131003550738,5.25,,58472,True,False,33.075201825165806,3.953219435832125,23.36787436205458,0.7540614669745935,0.22417082756874152,-1.059781278811704,0.0013961930469586262,4.171238928162417e-05,40.97949865539277,2024/06/04 21:25,3a,1468.0
12.25,0.002261921248211236,12,0.0010131245682707805,12.25,,58943,False,False,76.81448402895955,105.73508344374738,86.45468383388882,-1.5480281022798725,-0.3881419132967494,2.3197723779662462,0.003362196020633751,-7.156737502321508e-05,59.393710214874275,2024/06/06 13:40,3a,8861.0
9.5,0.0017542239867048288,10,0.0007371913011426465,9.5,,59263,False,False,68.15264417353235,102.9410293324994,79.7487725598547,-2.469121231230746,-1.2848222983675441,2.3685978657264037,0.0016129032258064516,-0.00023697634801815522,52.39658687364065,2024/06/09 18:20,3a,664.0
3.75,0.0006721935917544253,10,0.00044939780693870214,3.75,,61523,True,False,50.20231764746099,14.746628032784997,38.38375444256899,1.6329867740993955,1.1743030991983687,-0.9173673498020536,0.0023318385650224214,0.00021061518097993182,50.105603608781266,2024/06/20 02:40,3a,964.0
4.0,0.0007217610970768675,7,0.0003620892550013578,4.0,,62591,True,False,33.554214568786115,1.3366497217050863,22.81502628642577,0.5939026166062439,0.24575160773929383,-0.6963020177339001,0.0013994221740700613,4.436187071805068e-05,40.36441488078791,2024/06/25 23:40,3a,426.0
7.0,0.001258144237250056,13,0.0001349952751653692,7.0,,63198,True,False,20.176950268532586,16.23623375656424,18.86337809787647,0.02032731773696401,-0.34868403154905536,-0.7380226985720387,0.0018895937373464705,-6.271629488525891e-05,41.88738083421105,2024/06/28 04:15,3a,1432.0
15.5,0.002800108391292566,9,0.0006291286568103177,15.5,,63308,False,False,62.881179834112956,108.91952417218371,78.22729461346988,-4.650353180957059,-3.5589162638107155,2.182873834292687,0.007250945775535939,-0.0006411131253590058,47.020896985680146,2024/06/28 13:25,3a,9818.0
6.0,0.0010626051536349952,14,0.0004437935472418231,6.0,,65378,True,False,26.889163745940778,25.723826997671168,26.500718163184242,0.7381547711540786,0.2605683348383536,-0.9551728726314499,0.0017285701622196613,4.617207573331936e-05,43.30567006732521,2024/07/10 09:40,3a,16323.0
16.25,0.0028845300434898378,8,0.00048400580806969685,16.25,,65690,False,False,54.22843424548505,97.95037783111744,68.80241544069584,-8.534433834588842,-6.838643312198656,3.3915810447803736,0.0034957298995530774,-0.0012101589346044691,43.40706283566605,2024/07/11 12:40,3a,16615.0
10.25,0.0017965121374112698,17,0.0004831554442833926,10.25,,66538,True,False,64.22209037753157,48.37233455836636,58.938838437809835,0.008503043992032274,0.03659429918843671,0.05618251039280887,0.004565207848645801,6.420400140024077e-06,45.71401392016382,2024/07/16 14:20,3a,11858.0
18.5,0.003284072249589491,16,0.0022546419098143236,18.5,,66817,False,False,67.5222945365307,86.7557680012805,73.93345235811397,-1.0575331887200676,0.12682777853933658,2.3687219345188084,0.003538726942982262,2.247265356715538e-05,55.119095486547934,2024/07/17 14:35,3a,14277.0
23.25,0.004185230187660321,6,0.0017433284162531849,23.25,,67340,False,False,47.4937110712095,107.95528264927378,67.6475682638976,-6.168693427840842,-4.411007142008202,3.5153725716652797,0.006542977502912969,-0.0007913874851511078,51.7759614942787,2024/07/19 12:10,3a,18783.0
10.5,0.0018844221105527637,8,0.0024337479718766902,10.5,,67511,True,False,43.035641993064246,30.422167247279106,38.831150411135866,0.7782228780467189,0.2948701116201846,-0.9667055328530685,0.0055290838802481345,5.29713618905474e-05,50.469820054074034,2024/07/22 03:25,3a,1963.0
16.75,0.003070858923824365,11,0.002557895217649477,16.75,,68384,False,False,57.22570932286027,113.77210890017821,76.07450918196625,-2.1139633697754365,-0.8764627003611167,2.4750013388286396,0.007082476582133882,-0.0001604207322805853,57.841860914685455,2024/07/25 07:10,3a,4130.0
8.5,0.0015494690789773504,17,0.004271562301190584,8.5,,69093,False,False,65.37014733987374,56.761016524287186,62.50043706801155,-2.2663117098014873,-1.527019812893741,1.4785837938154929,0.00268462483505483,-0.0002779886716549348,48.521991687840426,2024/07/29 21:15,3a,435.0
8.75,0.0015826362197603437,14,0.0016348773841961854,8.75,,69472,True,False,43.37139331435583,24.52007077162915,37.087619133446935,2.0996323307197633,1.5127698673404666,-1.1737249267585934,0.0015398550724637682,0.00027398489943390714,47.1978587673171,2024/07/31 05:50,3a,1213.0
20.75,0.003833718244803695,10,0.004039662137348513,20.75,,70003,False,False,69.7352968663091,92.16697722206357,77.21252365156059,-2.629500434405646,-1.357505437025793,2.5439899947597056,0.00446325863893618,-0.0002500722760362538,49.847950815723046,2024/08/02 04:05,3a,4767.0
21.75,0.004145423357316434,9,0.004454342984409799,21.75,,70565,False,False,47.608584100135914,93.53021567698758,62.915794625753136,-6.16916878990261,-5.148105777832825,2.04212602413957,0.007782101167315175,-0.0009775334913105496,49.28958372528169,2024/08/06 04:55,3a,1735.0
16.75,0.0031403796578392314,10,0.001981692931961876,16.75,,70880,True,False,29.198076203160063,11.46060700553734,23.285586470619158,1.9315704895389867,0.23342819035406137,-3.3962845983698506,0.007946210268948655,4.384136268060341e-05,44.23720169531388,2024/08/07 08:10,3a,3002.0
15.5,0.0028912516321581796,11,0.0034851410540196865,15.5,,71266,True,False,34.0448625658091,-1.7462035684108628,22.114507187735775,3.1099940535303596,1.970638576653073,-2.2787109537545733,0.003227013375736601,0.00036843039835216516,48.501733256061826,2024/08/08 18:20,3a,613.0
