date,p_day,buy_level,sell_level,gate,reward,equity,best_action_ex_post,oracle_best_reward
2012-02-08,0.2245421524405393,0.1,0.22,FORCE_SELL,0.0,103723.84197805039,FORCE_BUY,0.005808325266215
2012-02-09,0.2229166349611842,0.2,0.3,FREE,0.0016012810248196,103889.93299803123,FORCE_BUY,0.0064051240992792
2012-02-10,0.2129419184666654,0.15,0.25,FREE,-0.0036688467060135,103508.77675956344,FORCE_BUY,-0.0014356356675704
2012-02-13,0.192706741594538,0.12,0.24,FREE,0.005102854409185,104036.96697744032,FORCE_BUY,0.005102854409185
2012-02-14,0.2006544454884384,0.18,0.28,FREE,0.0039619651347068,104449.15781332557,FORCE_BUY,0.0039619651347068
2012-02-15,0.2277903507677712,0.1,0.22,FORCE_SELL,0.0031525851197983,104778.44267402332,FORCE_SELL,0.0031525851197983
2012-02-16,0.2198103237962009,0.25,0.35,FORCE_BUY,0.0169166932652409,106550.9474495494,FORCE_BUY,0.0169166932652409
2012-02-17,0.2108057023496196,0.15,0.25,FREE,0.0,106550.9474495494,FORCE_BUY,0.0
2012-02-21,0.2070702319028318,0.18,0.28,FREE,0.0,106550.9474495494,FORCE_BUY,0.0
2012-02-22,0.2054008697133004,0.22,0.32,FORCE_BUY,-0.0031505986137365,106215.24818222255,FREE,0.0037887754019936
2012-02-23,0.2121279732648221,0.12,0.24,FREE,-0.0024405394543407,105956.02567838125,FORCE_BUY,0.0066089693154997
2012-02-24,0.2207491229063735,0.25,0.35,FORCE_BUY,0.0,105956.02567838125,FORCE_BUY,0.0
2012-02-27,0.2118982028783539,0.2,0.3,FREE,0.0047166128481018,106455.7792304297,FORCE_BUY,0.0070754716981132
2012-02-28,0.1977456064216806,0.15,0.25,FREE,0.0075535292031023,107259.89606768577,FREE,0.0075535292031023
2012-02-29,0.219826884714413,0.1,0.22,FREE,-0.0016571933030804,107082.1456862333,FORCE_SELL,0.0
2012-03-01,0.1987930692451288,0.18,0.28,FREE,0.0071241904546669,107845.0192863964,FREE,0.0071241904546669
2012-03-02,0.1740935639943134,0.22,0.32,FORCE_BUY,0.0012332357021735,107978.01761448199,FORCE_BUY,0.0012332357021735
2012-03-05,0.190181311913797,0.12,0.24,FREE,-0.0071097372488409,107210.3222805923,FORCE_BUY,-0.0071097372488409
2012-03-06,0.1891317656684779,0.2,0.3,FORCE_BUY,-0.0021926389976506,106975.24874700917,FREE,0.0017441446572223
2012-03-07,0.1749823464882308,0.25,0.35,FORCE_BUY,0.0028199906000314,107276.91794291176,FREE,0.0034419972684364
2012-03-08,0.1775981546057673,0.15,0.25,FREE,0.0029471071816349,107593.07451820499,FORCE_BUY,0.0029471071816349
2012-03-09,0.1721860896870059,0.18,0.28,FORCE_BUY,0.0047876447876448,108108.19194060874,FORCE_BUY,0.0047876447876448
2012-03-12,0.1835461646028406,0.1,0.22,FREE,0.0027713625866049,108407.79893905844,FORCE_BUY,0.0027713625866049
2012-03-13,0.1973893187141004,0.22,0.32,FORCE_BUY,0.0147103892123811,110002.51985510954,FORCE_BUY,0.0147103892123811
2012-03-14,0.197553581494635,0.12,0.24,FREE,0.0003323413220566,110039.07823798775,FREE,0.0003323413220566
2012-03-15,0.1617281007390217,0.25,0.35,FORCE_BUY,0.0,110039.07823798775,FORCE_BUY,0.0
2012-03-16,0.1701391890316634,0.2,0.3,FORCE_BUY,1.372917735257105e-16,110039.07823798778,FORCE_BUY,1.372917735257105e-16
2012-03-19,0.1716609075678908,0.15,0.25,FREE,-0.0013414815918915,109891.4628401428,FORCE_SELL,0.0
2012-03-20,0.1718498908726627,0.18,0.28,FORCE_BUY,0.0087165614667869,110849.33853066406,FORCE_BUY,0.0087165614667869
2012-03-21,0.1762753855787547,0.22,0.32,FORCE_BUY,-0.0004464285714286,110799.85221882,FORCE_BUY,-0.0004464285714286
2012-03-22,0.1898194290521976,0.1,0.22,FREE,0.00104415274463,110915.5441886189,FORCE_BUY,0.00104415274463
2012-03-23,0.1821677566104999,0.12,0.24,FREE,-0.0059355987535243,110257.19402278645,FORCE_BUY,-0.0059355987535243
2012-03-26,0.1865268388389737,0.18,0.28,FREE,0.0041638835287713,110716.29213690649,FORCE_BUY,0.0151785714285713
2012-03-27,0.2001123661355744,0.25,0.35,FORCE_BUY,-0.0004397537379067,110667.60423359211,FREE,0.0001465845793022
2012-03-28,0.202025627527883,0.2,0.3,FREE,0.0017008060341641,110855.82836265909,FORCE_BUY,0.0055461066331435
2012-03-29,0.1810611498676086,0.15,0.25,FREE,0.0027076971237888,111155.99237027187,FREE,0.0027076971237888
2012-03-30,0.1983217338971928,0.22,0.32,FORCE_BUY,0.0,111155.99237027187,FORCE_BUY,0.0
2012-04-02,0.1920768995460194,0.1,0.22,FREE,0.0053314058666649,111748.61008010969,FORCE_BUY,0.0111176993774088
2012-04-03,0.1999321252259204,0.12,0.24,FREE,-0.0004400117336463,111699.43938045578,FORCE_BUY,-0.0004400117336463
2012-04-04,0.1932809202441559,0.18,0.28,FREE,-0.0098645465253239,110597.57506383468,FORCE_BUY,-0.0098645465253239
2012-04-05,0.1880405374329143,0.25,0.35,FORCE_BUY,0.0111973723499552,111835.97729282656,FREE,0.0116452672439535
2012-04-09,0.1658896308727486,0.2,0.3,FORCE_BUY,0.0,111835.97729282656,FORCE_BUY,0.0
2012-04-10,0.1706806628813983,0.15,0.25,FREE,-0.0037580905983812,111415.68755800162,FORCE_SELL,0.0
2012-04-11,0.1612558580401787,0.1,0.22,FREE,0.0001503759398496,111432.44179673214,FORCE_BUY,0.0001503759398496
2012-04-12,0.1548870418361762,0.22,0.32,FORCE_BUY,0.0071931664918326,112233.99390316747,FREE,0.009748349871979
2012-04-13,0.1732345386875858,0.12,0.24,FREE,-0.0129811996418978,110777.06202170292,FORCE_BUY,-0.0129811996418978
2012-04-16,0.1615594561021037,0.25,0.35,FORCE_BUY,-0.011784257440701,109471.63660431467,FORCE_BUY,-0.011784257440701
2012-04-17,0.1482953892542906,0.2,0.3,FORCE_BUY,0.0156773211567732,111187.85860891808,FORCE_BUY,0.0156773211567732
2012-04-18,0.1510221728510649,0.22,0.32,FORCE_BUY,-0.0018042399639152,110987.2490309137,FREE,0.0013476932866567
2012-04-19,0.1690268972818316,0.18,0.28,FORCE_BUY,-0.0110778443113772,109757.7495656012,FORCE_BUY,-0.0110778443113772
2012-04-20,0.1577770517535581,0.15,0.25,FREE,-0.0034980988593156,109373.80610704473,FORCE_SELL,0.0
2012-04-23,0.1411454193811017,0.1,0.22,FREE,-0.0030604437643457,109039.07372416167,FORCE_BUY,-0.0030604437643457
2012-04-24,0.1420925180122965,0.12,0.24,FREE,0.0024434941967012,109305.51006802032,FORCE_BUY,0.0024434941967012
2012-04-25,0.1455236834791707,0.2,0.3,FORCE_BUY,0.0114103149246919,110552.7203609005,FORCE_BUY,0.0114103149246919
2012-04-26,0.1346910880555294,0.25,0.35,FORCE_BUY,0.0,110552.7203609005,FORCE_BUY,0.0
2012-04-27,0.1497490943766007,0.22,0.32,FORCE_BUY,0.0,110552.7203609005,FORCE_BUY,0.0
2012-04-30,0.16155342804949,0.15,0.25,FREE,7.575169424907011e-05,110561.09491677168,FREE,7.575169424907011e-05
2012-05-01,0.1683071825093892,0.1,0.22,FREE,0.0013485166317051,110710.18839208646,FORCE_BUY,0.0013485166317051
2012-05-02,0.1576875235373522,0.18,0.28,FORCE_BUY,0.0041941282204913,111174.52111751762,FREE,0.0066740028191033
2012-05-03,0.1788584612312212,0.2,0.3,FORCE_BUY,-0.0131147540983605,109716.4946110584,FORCE_SELL,0.0
2012-05-04,0.1866813659702906,0.12,0.24,FREE,-0.0274716981132075,106702.39619306405,FORCE_BUY,-0.0274716981132075
2012-05-07,0.1523869745135581,0.22,0.32,FORCE_BUY,0.0110626363353067,107882.80599825374,FORCE_BUY,0.0110626363353067
2012-05-08,0.164972698388871,0.25,0.35,FORCE_BUY,-0.0010845986984817,107765.79644727948,FORCE_BUY,-0.0010845986984817
2012-05-09,0.1715592110354722,0.15,0.25,FREE,-0.0023341166431173,107514.25850823309,FORCE_BUY,0.0028173423070901
2012-05-10,0.1620802675200896,0.1,0.22,FREE,0.0006369928481524,107582.74432197725,FORCE_SELL,0.0061109370103414
2012-05-11,0.173478964575154,0.18,0.28,FORCE_BUY,0.00234375,107834.89137898189,FORCE_BUY,0.00234375
2012-05-14,0.2846062372554739,0.22,0.32,FREE,0.0012584552461852,107970.59676375957,FORCE_BUY,0.0012584552461852
2012-05-15,0.3196674275811526,0.2,0.3,FORCE_SELL,0.000625,108038.07838673693,FREE,0.0009246645172776
2012-05-16,0.2683832441407388,0.12,0.24,FORCE_SELL,0.0,108038.07838673693,FORCE_SELL,0.0
2012-05-17,0.2872270345482227,0.18,0.28,FORCE_SELL,-0.0112698412698412,106820.50639221974,FORCE_SELL,-0.0112698412698412
2012-05-18,0.2779622484207359,0.15,0.25,FORCE_SELL,-0.0160323886639675,105107.91851645785,FORCE_BUY,-0.0160323886639675
2012-05-21,0.2055686482597749,0.1,0.22,FREE,0.0108178987051304,106244.965332076,FORCE_BUY,0.0257334863137191
2012-05-22,0.2374943000136889,0.25,0.35,FORCE_BUY,0.0,106244.965332076,FORCE_BUY,0.0
2012-05-23,0.2002469678839508,0.25,0.35,FORCE_BUY,0.0035489595095981,106622.02441213818,FREE,0.0053355007872493
2012-05-24,0.1846026697321133,0.12,0.24,FREE,0.0039686768610564,107045.17277330165,FORCE_SELL,0.0093292584847996
2012-05-25,0.1622524315218203,0.18,0.28,FORCE_BUY,-0.0027326796334994,106752.65260979961,FREE,0.0026614778700055
2012-05-29,0.181316438090207,0.1,0.22,FREE,-0.0023973150071919,106496.73287364059,FORCE_BUY,0.0035160620105481
2012-05-30,0.2242615622254365,0.15,0.25,FREE,0.0050786158331756,107037.58886739415,FREE,0.0050786158331756
2012-05-31,0.206631810162905,0.2,0.3,FREE,-0.005358772223608,106463.99880928958,FREE,-0.005358772223608
2012-06-01,0.246789483981748,0.22,0.32,FREE,-0.0185144200206901,104492.87961825213,FORCE_SELL,-0.0034096444227958
2012-06-04,0.2246204075640505,0.25,0.35,FORCE_BUY,0.0129891756869275,105850.15598964659,FREE,0.0131546790903774
2012-06-05,0.2194690211092216,0.12,0.24,FREE,0.0095827351130875,106864.48999617436,FORCE_BUY,0.010548870941157
2012-06-06,0.250642219050418,0.1,0.22,FORCE_SELL,0.0,106864.48999617436,FORCE_BUY,0.0
2012-06-07,0.2829636019076538,0.2,0.3,FREE,0.0004812319538016,106915.91660348725,FORCE_BUY,0.0004812319538016
2012-06-08,0.2089842677766557,0.22,0.32,FORCE_BUY,0.0161290322580645,108640.36687128543,FORCE_BUY,0.0161290322580645
2012-06-11,0.3293544937783432,0.18,0.28,FORCE_SELL,0.0,108640.36687128543,FORCE_SELL,0.0
2012-06-12,0.2274161799400841,0.1,0.22,FORCE_SELL,0.0043583535108957,109113.8599956639,FREE,0.0136128679224897
2012-06-13,0.3387946169737399,0.22,0.32,FORCE_SELL,0.0,109113.8599956639,FORCE_SELL,0.0
2012-06-14,0.2557871460658081,0.12,0.24,FORCE_SELL,0.0,109113.8599956639,FORCE_BUY,0.0079883805374001
2012-06-15,0.2580984018104362,0.25,0.35,FREE,0.0023996160614301,109375.69136663413,FORCE_BUY,0.0110382338825789
2012-06-18,0.2093154060756642,0.1,0.22,FREE,0.0077733569347723,110225.90765561446,FORCE_BUY,0.0117497618291521
2012-06-19,0.2144310640622091,0.15,0.25,FREE,0.0007791803023218,110311.79351166525,FORCE_BUY,0.0007791803023218
2012-06-20,0.2115787546072867,0.2,0.3,FREE,0.0007776049766717,110397.5725112855,FREE,0.0007776049766717
2012-06-21,0.235375911858163,0.18,0.28,FREE,-0.0219660383237265,107972.57520265623,FORCE_BUY,-0.0219660383237265
2012-06-22,0.1754620756972666,0.12,0.24,FREE,0.0036507936507936,108366.76079466593,FORCE_BUY,0.0036507936507936
2012-06-25,0.1926337083428007,0.1,0.22,FREE,-0.0115873015873014,107111.08245529918,FREE,-0.0115873015873014
2012-06-26,0.2088229955130681,0.25,0.35,FORCE_BUY,0.0,107111.08245529918,FORCE_BUY,0.0
2012-06-27,0.2187336620643658,0.15,0.25,FREE,0.0035143769968051,107487.51117958299,FORCE_BUY,0.0035143769968051
2012-06-28,0.2240946724368982,0.25,0.35,FORCE_BUY,-0.0091141669331628,106507.85205946206,FORCE_SELL,0.0
2012-06-29,0.2703345945985897,0.2,0.3,FREE,0.0028731045490821,106813.86025372708,FORCE_BUY,0.0242617717478053
2012-07-02,0.2284646669768616,0.12,0.24,FREE,0.0001556662515566,106830.48756696706,FORCE_BUY,0.0001556662515566
2012-07-03,0.2619957230766593,0.15,0.25,FORCE_SELL,0.0032639104755983,107179.17271445015,FORCE_BUY,0.0090146098849859
2012-07-05,0.210166877672484,0.2,0.3,FREE,0.0,107179.17271445015,FORCE_BUY,0.0
2012-07-06,0.2427490993943392,0.15,0.25,FREE,0.0029817953546766,107498.75907376819,FORCE_BUY,0.0064344005021971
2012-07-09,0.2234243685185952,0.12,0.24,FREE,0.0012510743842543,107633.2480175845,FREE,0.0012510743842543
2012-07-10,0.3112374220636735,0.22,0.32,FREE,0.0007446704063617,107713.39931212377,FREE,0.0007446704063617
2012-07-11,0.2539798885604663,0.1,0.22,FORCE_SELL,0.0001573069057731,107730.34337367988,FORCE_SELL,0.0001573069057731
2012-07-12,0.2387593799936327,0.25,0.35,FORCE_BUY,-0.0023954008304055,107472.2860197027,FORCE_SELL,0.0
2012-07-13,0.2332751689985067,0.22,0.32,FREE,0.0,107472.2860197027,FORCE_BUY,0.0
2012-07-16,0.2044849922154499,0.1,0.22,FREE,-0.0004744583267435,107421.29489870649,FORCE_SELL,0.0
2012-07-17,0.240080649416376,0.18,0.28,FREE,0.0096845507504105,108461.62188082782,FREE,0.0096845507504105
2012-07-18,0.2446433013363287,0.25,0.35,FORCE_BUY,0.0198863636363637,110618.52913413975,FORCE_BUY,0.0198863636363637
2012-07-19,0.2310421733824436,0.2,0.3,FREE,0.0006182380216381,110686.91771474817,FORCE_BUY,0.0075734157650695
2012-07-20,0.2236455105572125,0.12,0.24,FREE,-0.0145727872373064,109073.9008129379,FORCE_BUY,-0.0145727872373064
2012-07-23,0.2051529574339294,0.15,0.25,FREE,-0.0073667711598746,108270.37834613414,FORCE_BUY,-0.0073667711598746
2012-07-24,0.2310190038508093,0.18,0.28,FREE,-0.012712611201167,106893.97912161649,FORCE_SELL,0.0020556609740669
2012-07-25,0.2199031844593374,0.22,0.32,FORCE_BUY,0.0040115532734274,107322.7900134715,FORCE_BUY,0.0040115532734274
2012-07-26,0.2142873559095832,0.1,0.22,FREE,0.024421035613628,109943.72369054442,FREE,0.024421035613628
2012-07-27,0.2254221376882926,0.25,0.35,FORCE_BUY,0.0239823288103502,112580.43022272535,FORCE_BUY,0.0239823288103502
2012-07-30,0.2047547748463713,0.1,0.22,FREE,0.0027799203947486,112893.39485675107,FREE,0.0027799203947486
2012-07-31,0.2269551841197978,0.2,0.3,FREE,0.0006089812761617,112962.14482042115,FORCE_SELL,0.0021538461538461
2012-08-01,0.2257584398891985,0.22,0.32,FREE,0.0061774616302144,113659.96413571601,FREE,0.0061774616302144
2012-08-02,0.2412614639896764,0.25,0.35,FORCE_BUY,0.0,113659.96413571601,FORCE_BUY,0.0
2012-08-03,0.2192151759660463,0.15,0.25,FREE,0.0,113659.96413571601,FORCE_BUY,0.0
2012-08-06,0.1986922737631965,0.18,0.28,FREE,0.0,113659.96413571601,FORCE_BUY,0.0
2012-08-07,0.2140344712213816,0.12,0.24,FREE,0.0,113659.96413571601,FORCE_BUY,0.0
2012-08-08,0.2167893963943912,0.1,0.22,FREE,0.0031574199368514,114018.83637249994,FREE,0.0031574199368514
2012-08-09,0.2044810084790798,0.2,0.3,FREE,0.0018039687312087,114224.52278808474,FORCE_BUY,0.0033072760072158
2012-08-10,0.2042251661338055,0.22,0.32,FORCE_BUY,0.0034477589566782,114618.34140959964,FORCE_BUY,0.0034477589566782
2012-08-13,0.2219274549611953,0.25,0.35,FORCE_BUY,0.0023930601256356,114892.62999209345,FORCE_BUY,0.0023930601256356
2012-08-14,0.2318058926145905,0.15,0.25,FREE,-0.0007461572899569,114806.90201866254,FORCE_SELL,0.0
2012-08-15,0.2141245820320113,0.18,0.28,FREE,0.0077786088257294,115699.93999995956,FORCE_BUY,0.0077786088257294
2012-08-16,0.2098632221741442,0.12,0.24,FREE,6.874996521700966e-06,115700.73543664461,FORCE_BUY,0.0093541202672608
2012-08-17,0.2028298433229274,0.1,0.22,FREE,0.002644336712208,116006.68713898919,FORCE_BUY,0.002644336712208
2012-08-20,0.19904185363644,0.2,0.3,FORCE_BUY,0.0007315288953915,116091.54938269,FORCE_BUY,0.0007315288953915
2012-08-21,0.2337474255315968,0.22,0.32,FREE,-0.0049648301620051,115515.17455676092,FORCE_SELL,0.0014613473622679
2012-08-22,0.2090034384485074,0.25,0.35,FORCE_BUY,0.0048479506390481,116075.18642107313,FREE,0.0058028500073455
2012-08-23,0.2308694879363885,0.15,0.25,FREE,0.0,116075.18642107313,FORCE_BUY,0.0
2012-08-24,0.2196367027397563,0.18,0.28,FREE,0.004988605038095,116654.23968085111,FORCE_BUY,0.0095884348723999
2012-08-27,0.2167664112282809,0.12,0.24,FREE,0.0011678634928502,116790.47590866058,FREE,0.0011678634928502
2012-08-28,0.2192155280187517,0.1,0.22,FREE,0.0004388952669846,116841.73469576579,FREE,0.0004388952669846
2012-08-29,0.2054588468293813,0.2,0.3,FREE,0.0033655655535648,117234.97321327661,FREE,0.0033655655535648
2012-08-30,0.20717291384803,0.25,0.35,FORCE_BUY,0.0,117234.97321327661,FORCE_BUY,0.0
2012-08-31,0.21919465592581,0.22,0.32,FORCE_BUY,0.0094112977044965,118338.30644756542,FREE,0.0095596096788872
2012-09-04,0.2145301172874032,0.18,0.28,FREE,0.0001468428781205,118355.68358507608,FORCE_BUY,0.0001468428781205
2012-09-05,0.2069039127234571,0.15,0.25,FREE,0.003391329991153,118757.06676444157,FORCE_BUY,0.003391329991153
2012-09-06,0.2357132425442093,0.12,0.24,FREE,0.007625561773805,119662.6561131297,FORCE_BUY,0.0168300892726474
2012-09-07,0.1946889850851808,0.1,0.22,FREE,0.0,119662.6561131297,FORCE_BUY,0.0
2012-09-10,0.2437073629494934,0.2,0.3,FREE,-0.0109763142692085,118349.20119334376,FORCE_SELL,0.0
2012-09-11,0.2184258194477175,0.22,0.32,FORCE_BUY,0.0,118349.20119334376,FORCE_BUY,0.0
2012-09-12,0.2031233856372955,0.25,0.35,FORCE_BUY,0.00409057706355,118833.31772123472,FORCE_BUY,0.00409057706355
2012-09-13,0.2629644610382565,0.18,0.28,FREE,0.010649430893273,120098.82492612537,FORCE_BUY,0.0157526254375728
2012-09-14,0.2638178916965649,0.15,0.25,FORCE_SELL,0.0,120098.82492612537,FORCE_BUY,0.0
2012-09-17,0.2577160993865099,0.18,0.28,FREE,0.0017133066818958,120304.59104535912,FORCE_BUY,0.0017133066818958
2012-09-18,0.214891883469612,0.2,0.3,FREE,0.00529176201373,120941.21431033028,FORCE_BUY,0.00529176201373
2012-09-19,0.2280266092150011,0.12,0.24,FREE,0.00099573257468,121061.63941704044,FORCE_BUY,0.00099573257468
2012-09-20,0.2257641954779755,0.15,0.25,FREE,0.0047115933752141,121632.03263531033,FORCE_BUY,0.0047115933752141
2012-09-21,0.2510457439546809,0.25,0.35,FREE,-0.001990615668989,121389.9100052955,FORCE_BUY,-0.001990615668989
2012-09-24,0.224825478652744,0.1,0.22,FORCE_SELL,-0.0005725737188663,121320.40533309092,FREE,7.254188297909918e-05
2012-09-25,0.3123510396111899,0.2,0.3,FORCE_SELL,0.0,121320.40533309092,FORCE_SELL,0.0
2012-09-26,0.2626583268541985,0.12,0.24,FORCE_SELL,0.0,121320.40533309092,FORCE_BUY,0.0
2012-09-27,0.2387022044032806,0.15,0.25,FREE,0.0024802141698196,121621.30592148632,FORCE_BUY,0.0121433796634967
2012-09-28,0.2477504821745032,0.18,0.28,FREE,-0.0085395860471848,120582.71031439879,FORCE_BUY,-0.0085395860471848
2012-10-01,0.2832519260485889,0.22,0.32,FREE,-0.005231037489102,119951.93763620664,FORCE_BUY,-0.005231037489102
2012-10-02,0.2456570007457077,0.1,0.22,FORCE_SELL,0.0008720930232557,120056.54688414518,FORCE_SELL,0.0008720930232557
2012-10-03,0.2259289175560358,0.25,0.35,FORCE_BUY,0.0069868995633188,120895.36991914359,FORCE_BUY,0.0069868995633188
2012-10-04,0.1917610318308931,0.12,0.24,FREE,0.0,120895.36991914359,FORCE_BUY,0.0
2012-10-05,0.2645166895281011,0.1,0.22,FORCE_SELL,0.0,120895.36991914359,FORCE_SELL,0.0
2012-10-08,0.1999798824703163,0.15,0.25,FREE,-0.0009513895812686,120780.3513237789,FORCE_SELL,0.0
2012-10-09,0.2515578945883049,0.12,0.24,FORCE_SELL,0.0,120780.3513237789,FORCE_SELL,0.0
2012-10-10,0.2258984918922949,0.18,0.28,FREE,-0.0001478096879604,120762.49881773799,FREE,-0.0001478096879604
2012-10-11,0.2483873370141608,0.2,0.3,FREE,0.0,120762.49881773799,FORCE_BUY,0.0
2012-10-12,0.2361791823810686,0.25,0.35,FORCE_BUY,-0.0014981273408238,120581.58121651293,FREE,0.0004494382022472
2012-10-15,0.2035457126938711,0.22,0.32,FORCE_BUY,0.0038800179077748,121049.43991098079,FORCE_BUY,0.0038800179077748
2012-10-16,0.2039024594911377,0.25,0.35,FORCE_BUY,0.0,121049.43991098079,FORCE_BUY,0.0
2012-10-17,0.2004256636334049,0.18,0.28,FREE,0.0,121049.43991098079,FORCE_BUY,0.0
2012-10-18,0.2279867123012913,0.2,0.3,FREE,-0.0045898726680486,120493.83839525079,FORCE_SELL,0.0
2012-10-19,0.2650327934430569,0.15,0.25,FORCE_SELL,-0.0223713646532438,117798.22679804159,FORCE_BUY,-0.0223713646532438
2012-10-22,0.1886685819170419,0.22,0.32,FORCE_BUY,0.0077613757418963,118712.50309795032,FORCE_BUY,0.0077613757418963
2012-10-23,0.2289645661418503,0.12,0.24,FREE,-0.0016752969844653,118513.624399492,FORCE_BUY,-0.0016752969844653
2012-10-24,0.2759140615343157,0.1,0.22,FORCE_SELL,0.0070368670644026,119347.58901971176,FREE,0.0070368670644026
2012-10-25,0.2274646868896848,0.1,0.22,FORCE_SELL,0.0,119347.58901971176,FREE,0.0038287678608555
2012-10-26,0.2384280800881562,0.15,0.25,FREE,0.0058768945252089,120048.98221221859,FORCE_BUY,0.0106712032168263
2012-10-31,0.2299271316080278,0.22,0.32,FREE,-0.01196212574085,118612.94119193497,FORCE_SELL,0.0
2012-11-01,0.2303973741794035,0.18,0.28,FREE,0.003697427206902,119051.50390778869,FORCE_BUY,0.0175627792327838
2012-11-02,0.300437287257895,0.12,0.24,FORCE_SELL,0.0015151515151514,119231.88497431563,FORCE_SELL,0.0015151515151514
2012-11-05,0.2103872100607929,0.2,0.3,FREE,0.0064585575888051,120001.95096984405,FREE,0.0064585575888051
2012-11-06,0.2136398587108529,0.25,0.35,FORCE_BUY,-0.0003045066991474,119965.40957186298,FORCE_SELL,0.0
2012-11-07,0.2978014190002592,0.25,0.35,FREE,-0.0120870450801303,118515.38225831158,FORCE_SELL,0.0
2012-11-08,0.2952094172736179,0.22,0.32,FREE,0.0014003423058971,118681.34436198746,FREE,0.0014003423058971
2012-11-09,0.2928544844413894,0.18,0.28,FORCE_SELL,0.0,118681.34436198746,FORCE_BUY,0.0069785884218875
2012-11-12,0.3073247378329625,0.1,0.22,FORCE_SELL,-0.0039308176100629,118214.82964358342,FORCE_BUY,-0.0039308176100629
2012-11-13,0.2801147432794415,0.15,0.25,FORCE_SELL,0.0023786869647954,118496.02571790213,FREE,0.0089155926695126
2012-11-14,0.3084932029879263,0.2,0.3,FORCE_SELL,0.0,118496.02571790213,FORCE_SELL,0.0
2012-11-15,0.2231811524840878,0.18,0.28,FREE,-0.0043360392282835,117982.2223019936,FORCE_SELL,-0.0020866773675761
2012-11-16,0.2087073718626545,0.22,0.32,FORCE_BUY,0.0067720090293452,118781.19897672493,FORCE_BUY,0.0067720090293452
2012-11-19,0.226224219913671,0.2,0.3,FREE,0.0034672970843182,119193.04868160875,FREE,0.0034672970843182
2012-11-20,0.2299135415220767,0.12,0.24,FREE,-0.0004719207173195,119136.79901257543,FORCE_BUY,0.0036180588327826
2012-11-21,0.2215362779075537,0.1,0.22,FORCE_SELL,0.0,119136.79901257543,FORCE_BUY,0.0
2012-11-23,0.2024404602782578,0.25,0.35,FORCE_BUY,0.0038705681994116,119597.92611821319,FORCE_BUY,0.0038705681994116
