bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
,,,,,,,,,,,,,,,14.75,0.0032000867820144276,9,0.001075268817204301,14.75,,2124,False,False,39.82856363216648,60.43419117668165,46.69710614700487,-6.774865532040155,-6.327762064871422,0.8942069343374666,0.0038927335640138406,-0.0013681486440773273,37.13324103872601,2023/08/17 16:00,3b,76954.0
12.5,0.0026964353125168527,7,35.0,0.007493443237167478,25,0.35714285714285715,,,,,,,,,12.5,0.0026964353125168527,7,5.366246310705661e-05,12.5,,2893,False,False,40.16783548849507,66.34154396560669,48.89240498086561,-4.547560047056864,-4.150155137569527,0.7948098189746737,0.004625396654654977,-0.0008925022073913243,41.45057790675587,2023/08/22 11:05,"2,3b",11133.0
,,,,,,,,,,,,,,,12.5,0.002667520273154076,10,0.0016178611875101116,12.5,,3212,True,False,33.297961800411734,-0.781998634070348,21.93797498891771,3.0149991301540346,1.6161029152253832,-2.797792429857303,0.008077458007916979,0.00034550276573833133,43.02337401439202,2023/08/23 14:40,3b,12084.0
5.5,0.0011829228949349392,8,41.5,0.008846727776593477,53,0.13253012048192772,,,,,,,,,5.5,0.0011829228949349392,8,0.0006408202499198974,5.5,,8372,False,False,38.659742420283024,94.17246272459184,57.16398252171929,-5.9154305145976345,-4.967177056911169,1.8965069153729317,0.0024167561761546724,-0.0010662243747153323,36.93191148862367,2023/09/19 11:40,"2,3b",10301.0
17.75,0.003938536639485217,7,41.5,0.009124388501071841,27,0.42771084337349397,,,,,,,,,17.75,0.003938536639485217,7,0.0017088363375778624,17.75,,9742,False,False,35.41743336749903,69.45871446261629,46.76452706587145,-5.594083836452208,-5.463827226342801,0.2605132202188152,0.004696651563708697,-0.0012077526692360898,40.31311553776782,2023/09/26 10:50,"2,3b",22817.0
,,,,,,,,,,,,,,,11.5,0.002544388517063997,7,0.0013783977504548712,11.5,,10589,False,False,30.869306972594682,71.38825782460188,44.375623923263745,-4.091922584848137,-4.29354226887699,-0.4032393680577062,0.008551724137931035,-0.0009472583037180632,42.89692734964202,2023/09/29 12:25,3b,13233.0
10.0,0.0022471910112359553,6,33.0,0.007471134254018565,42,0.30303030303030304,,,,,,,,,10.0,0.0022471910112359553,6,0.0021456804065499717,10.0,,11351,True,False,36.51817100796837,-3.3048075589123727,23.243844819008125,2.5885818010301147,1.4382575144172733,-2.3006485732256827,0.0052927927927927925,0.00032366852417973265,45.5637941808387,2023/10/04 06:55,"2,3b",2377.0
,,,,,,,,,,,,,,,16.5,0.0036496350364963502,8,0.0007273948075201432,16.5,,11972,True,False,54.60737764309486,-6.6262676700244185,34.196162538721765,13.175909128659352,11.986996832263685,-2.3778245927913346,0.007881007881007882,0.002667424630049474,64.16755377605,2023/10/06 12:40,3b,11706.0
19.5,0.0042625280069949175,17,37.25,0.008076756287944492,23,0.5234899328859061,,,,,,,,,19.5,0.0042625280069949175,17,0.0007609109190716887,19.5,,13061,False,False,65.789654030553,89.47365939580939,73.68432248563846,-2.698100944148564,-1.1277202725832467,3.1407613431306345,0.0023398813734559504,-0.00024579443552708914,51.24781592837501,2023/10/12 11:25,"2,3b",15276.0
23.75,0.005237911451728511,8,55.0,0.011984529062482976,28,0.4318181818181818,,,,,,,,,23.75,0.005237911451728511,8,0.0016987232177105595,23.75,,13351,False,False,65.17271111584634,111.576722884216,80.64071503863623,-5.434891997668094,-3.323530225828108,4.222723543679972,0.007843352347520843,-0.0007301458259124517,54.68868167516124,2023/10/13 12:35,"2,3b",16747.0
5.0,0.0011180679785330948,8,76.0,0.016710642040457344,73,0.06578947368421052,,,,,,,,,5.0,0.0011180679785330948,8,0.0014960106382978723,5.0,,14532,False,False,63.090682674321,91.33797591324023,72.50644708729408,-2.2538034304350942,-1.5484103030603364,1.4107862547495156,0.0011168192986374804,-0.0003458986508172719,49.36666625946632,2023/10/19 20:00,"2,3b",529.0
3.25,0.0007254059483287763,9,11.0,0.0024612630754600883,22,0.29545454545454547,,,,,,,,,3.25,0.0007254059483287763,9,0.0011180679785330948,3.25,,14577,True,False,49.481258588140626,10.411876320665087,36.45813116564878,1.0170629078798523,0.8015775151470734,-0.4309707854655578,0.0008376144739781103,0.00017902254912199192,51.617456868603306,2023/10/19 23:45,"2,3b",673.0
24.5,0.00556091471372638,9,40.0,0.008997357026373503,26,0.6125,,,,,,,,,24.5,0.00556091471372638,9,0.0018050541516245488,24.5,,15542,False,False,62.41519432656106,85.05814166480205,69.96284343930806,-4.585926779760308,-2.4804265172042506,4.211000525112114,0.01015744032503809,-0.0005609608278245323,52.99387634918257,2023/10/25 11:10,"2,3b",36183.0
9.5,0.0020231060001064793,9,25.25,0.005348443126456259,16,0.37623762376237624,,,,,,,,,9.5,0.0020231060001064793,9,0.0004248765202612991,9.5,,20225,False,False,43.7951708250307,102.83235492304418,63.47423219103519,-3.5620663126343217,-3.4329239701073675,0.25828468505390845,0.0023378141437755697,-0.0007293431975693786,44.763461713888674,2023/11/17 10:25,"2,3b",16690.0
16.75,0.003511530398322851,10,39.75,0.008403361344537815,75,0.42138364779874216,,,,,,,,,16.75,0.003511530398322851,10,0.000739527758702657,16.75,,24007,True,False,53.344222523322614,-5.700237801900386,33.66273574824828,4.385361618998915,3.0245572194453416,-2.7216087991071465,0.005101772471466891,0.0006354044000397277,42.03309464656334,2023/12/07 11:20,"2,3b",46054.0
5.75,0.0011601513240857503,10,20.0,0.004051658647758926,18,0.2875,,,,,,,,,5.75,0.0011601513240857503,10,0.0006073796629042871,5.75,,26494,True,False,45.08624819181075,24.19150518388615,38.121333855835886,2.777659444501672,2.314835243503694,-0.9256484019959554,0.001817998182001818,0.0004676381515821354,55.16351665246899,2023/12/20 11:35,"2,3b",10615.0
8.5,0.0017101755444897137,74,25.0,0.0050553561498407566,83,0.34,,,,,,,,,8.5,0.0017101755444897137,74,0.000757346258709482,8.5,,27785,True,False,13.371533520287542,18.11619765943047,14.953088233335185,-0.9040787831200457,-1.3398739606145682,-0.8715903549890449,0.0006046253841890462,-0.00026979086821664165,27.77634432561655,2023/12/28 04:10,"2,3b",1142.0
7.5,0.001528584530724549,8,50.25,0.010137691027386897,54,0.14925373134328357,,,,,,,,,7.5,0.001528584530724549,8,0.0007579585649317837,7.5,,28391,False,False,35.24900594490509,81.01107950807793,50.5030304659627,-5.797747522754272,-4.83119902760609,1.9330969902963648,0.002442002442002442,-0.0009827258309578694,37.811664614672495,2024/01/02 08:40,"2,3b",4756.0
,,,,,,,13.0,0.0026683087027914616,34,49.0,0.01012396694214876,57,2.0,0.6122448979591837,13.0,0.0026683087027914616,34,0.0011852615305333676,13.0,,29381,True,False,18.069909897059738,8.312880701548195,14.817566831889224,-1.6281403309206683,-1.6512035379446388,-0.046126414047940933,0.0007203128215682239,-0.0003396071800646822,26.633621093325104,2024/01/07 23:10,"2s,3b",346.0
13.0,0.002590802650590404,37,44.25,0.008741604109047807,39,0.2937853107344633,,,,,,,,,13.0,0.002590802650590404,37,0.0005948250223059383,13.0,,32885,False,False,69.50777673513612,83.3802480590883,74.13193384312018,-0.42774635258359145,0.01819555533802486,0.8918838158432326,0.0016896089052328182,3.6189800198816584e-06,55.73846889894758,2024/01/24 20:10,"2,3b",813.0
15.25,0.0030166658424410266,9,31.0,0.006170075135592377,23,0.49193548387096775,,,,,,,,,15.25,0.0030166658424410266,9,0.001093983092988563,15.25,,33064,True,False,31.893688054132955,-8.08070688498875,18.568889741092388,2.055712545989709,0.736315731740433,-2.6387936284985525,0.0025793650793650793,0.0001459767015053281,44.672381538222645,2024/01/25 11:05,"2,3b",11388.0
11.0,0.0021757404934975026,114,30.25,0.0059476995674400315,20,0.36363636363636365,,,,,,,,,11.0,0.0021757404934975026,114,0.001971317332807649,11.0,,34077,False,False,83.06932596653544,86.02563679258839,84.05476290855309,0.878091495999108,1.3317951983381136,0.9074074046780112,0.002960477623723294,0.000263101163429817,70.03007369632397,2024/01/31 03:30,"2,3b",1548.0
,,,,,,,,,,,,,,,11.25,0.0021938377535101403,6,0.000833374185009069,11.25,,35535,True,False,53.846079200916165,28.380255344201828,45.35747124867805,3.6517606406450307,2.9457737070551957,-1.41197386717967,0.005325646162114624,0.0005754918992447109,57.90204697467745,2024/02/07 10:00,3b,19111.0
5.5,0.0010658398333414079,9,35.0,0.006736923150955199,69,0.15714285714285714,,,,,,,,,5.5,0.0010658398333414079,9,0.0008221297997872135,5.5,,36458,False,False,74.45689004671526,97.40800044164439,82.1072601783583,-1.7110468420876934,-1.0171461913241728,1.3878013015270412,0.0010647050283114747,-0.00019692889225333922,48.178232867623265,2024/02/12 18:55,"2,3b",402.0
,,,,,,,15.5,0.0030328229711881816,7,18.0,0.003501264345458082,22,1.0,0.18055555555555555,15.5,0.0030328229711881816,7,0.00029211295034079843,15.5,,37984,False,False,60.34344391066975,111.76842838349924,77.48510540161291,-3.357804416851406,-2.10865511976408,2.498298594174652,0.0057059253840526705,-0.0004117079892680162,54.22301749315483,2024/02/20 11:05,"2s,3b",16604.0
9.0,0.0017425819255530277,17,77.0,0.01513439143039654,43,0.11688311688311688,,,,,,,,,9.0,0.0017425819255530277,17,0.0016651158234977227,9.0,,38370,True,False,20.044902213015394,-4.392494820586165,11.899103201814874,3.6575476883126328,2.109255029969063,-3.0965853166871398,0.0012122387625466712,0.00040899844483825455,48.91137559202358,2024/02/21 21:15,"2,3b",829.0
4.5,0.0008560829449253306,15,30.0,0.005674832119549797,68,0.15,,,,,,,,,4.5,0.0008560829449253306,15,0.001044138585666825,4.5,,40600,False,False,76.99875025847868,76.4152624328101,76.80425431658915,-0.021319799804876128,0.26046833528471325,0.5635762701791788,0.0017107013875689032,4.95246159895955e-05,60.106990892385454,2024/03/04 23:05,"2,3b",388.0
4.25,0.0007995860966088143,6,33.25,0.006294964028776978,144,0.12781954887218044,,,,,,,,,4.25,0.0007995860966088143,6,0.0013673440520533735,4.25,,42601,True,False,76.61007169574022,57.23731375216465,70.15248571454836,2.003292259556257,2.203282017136189,0.3999795151598642,0.0013180192054227076,0.00041496649152875846,67.18920662234814,2024/03/14 04:50,"2,3b",1277.0
15.25,0.0029008940460338597,10,116.0,0.021589428624604504,52,0.1314655172413793,,,,,,,,,15.25,0.0029008940460338597,10,0.0012707078313253012,15.25,,46614,False,False,57.84414289091004,114.09459679775135,76.59429419319048,-11.873521011236251,-8.150855500254693,7.445331021963117,0.003082175541751624,-0.0015454115596013312,45.520116476071564,2024/04/04 18:15,"2,3b",1195.0
50.0,0.009781864423359092,25,73.5,0.014175506268081003,43,0.6802721088435374,,,,,,,,,50.0,0.009781864423359092,25,0.0011118630958135936,50.0,,49069,False,False,63.977520644621116,68.87293392370542,65.60932507098255,1.6867946775997165,3.3176511526817194,3.261712950164006,0.007265329845975007,0.000645394719895869,60.23709070782724,2024/04/17 14:50,"2,3b",25390.0
12.75,0.0024988975452006467,11,27.75,0.005409356725146199,69,0.4594594594594595,,,,,,,,,12.75,0.0024988975452006467,11,0.00048809058961343224,12.75,,51740,False,False,84.31193192849982,96.38738780355047,88.33708388685004,-0.9164081021183424,0.1685463928115496,2.169908989859784,0.0016129032258064516,3.2981941496812114e-05,60.92995505658929,2024/05/01 07:25,"2,3b",1280.0
12.0,0.002265326348577092,16,31.25,0.005864689875199399,24,0.384,,,,,,,,,12.0,0.002265326348577092,16,0.0004704554008280015,12.0,,53739,False,False,70.57922411757716,73.95321604645946,71.70388809387126,-1.822747533144878,-0.9173987738304277,1.8106975186289005,0.0016480670527852332,-0.0001728775872139715,50.51508291873018,2024/05/10 13:00,"2,3b",6995.0
7.5,0.001393598736470479,8,51.0,0.009567134080570276,39,0.14705882352941177,,,,,,,,,7.5,0.001393598736470479,8,0.00046851574212893553,7.5,,54557,True,False,61.22585660347941,26.19798454820601,49.54989925172161,5.380153683672399,4.53659865490863,-1.687110057527537,0.0057682467321021535,0.0008443608584432497,61.73086838815828,2024/05/15 12:10,"2,3b",10107.0
,,,,,,,,,,,,,,,12.25,0.002273570898292502,11,0.0005553241704845203,12.25,,54869,False,False,81.10767173666602,106.88233660207828,89.69922669180345,-1.4905950321467978,-0.5384632801424232,1.9042635040087492,0.0037498263969260683,-9.975532391633733e-05,53.95827867204713,2024/05/16 15:10,3b,6622.0
6.0,0.0011109053878911312,95,30.75,0.0057259904101298826,54,0.1951219512195122,,,,,,,,,6.0,0.0011109053878911312,95,0.000929195316855603,6.0,,55283,True,False,32.1164047023814,42.51014310003191,35.580984168264905,-0.5949370274652394,-0.6876471978293921,-0.1854203407283055,0.0006024096385542169,-0.0001274000697932,42.69286097595598,2024/05/20 03:40,"2,3b",938.0
8.25,0.0015201068681192133,26,56.0,0.010425878519897604,107,0.14732142857142858,,,,,,,,,8.25,0.0015201068681192133,26,0.0005552727777520707,8.25,,56099,True,False,32.63143660053777,15.080300908632822,26.78105803656945,-0.0832695948945873,-0.4490313872574916,-0.7315235847258086,0.0005536076766931168,-8.28152751720868e-05,35.76768060144228,2024/05/23 02:40,"2,3b",825.0
25.5,0.004738675958188153,12,51.5,0.009479545349960886,30,0.49514563106796117,,,,,,,,,25.5,0.004738675958188153,12,0.0005536076766931168,25.5,,56211,False,False,83.58013504294892,78.65723908570646,81.9391697238681,-3.2176504514351976,-1.051236228568996,4.332828445732403,0.012715586997734313,-0.00019464909343923953,52.1720353794571,2024/05/23 12:00,"2,3b",12585.0
10.75,0.002028684657482544,18,42.5,0.007956566507535337,75,0.2529411764705882,,,,,,,,,10.75,0.002028684657482544,18,0.0011742050631722324,10.75,,57655,False,False,68.82367411861121,69.18731151253908,68.94488658325383,0.18692417100778908,0.6109516329433973,0.8480549238712164,0.0012712462921983143,0.00011512135219514116,57.67423990074892,2024/05/30 22:20,"2,3b",535.0
8.5,0.0015812482559761883,15,105.5,0.02001897533206831,86,0.08056872037914692,,,,,,,,,8.5,0.0015812482559761883,15,0.0012728644163680935,8.5,,57923,True,False,20.610120850030867,13.457664566770475,18.225968755610737,2.4622414991579724,1.350268827736727,-2.223945342842491,0.0015837525619526738,0.0002515065797987068,51.54760446872141,2024/06/02 21:40,"2,3b",1130.0
