bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
,,,,,,,3.75,0.0006992680993893059,7,66.5,0.012365766352098927,43,1.0,0.8308270676691729,3.75,0.0006992680993893059,7,0.0015837525619526738,3.75,,58163,False,False,51.10326963609015,107.85256781744931,70.01970236320987,4.544324568422972,3.7304126169410665,-1.6278239029638115,0.001024876548961148,0.0006958579755620542,67.45897193723599,2024/06/03 18:40,"2s,3b",228.0
,,,,,,,,,,,,,,,10.5,0.0019281975943439538,17,0.0010151815790688016,10.5,,59798,True,False,41.86815743467514,71.32322755327752,51.686514140875936,3.4367416803817563,2.8010487216806723,-1.271385917402168,0.0031278748850045997,0.0005151974166097196,60.21557372578953,2024/06/11 15:55,3b,21058.0
5.75,0.0010425638003716967,8,25.25,0.004599271402550091,19,0.22772277227722773,,,,,,,,,5.75,0.0010425638003716967,8,0.0005001136621959536,5.75,,60855,True,False,65.96798264679992,22.660440242289155,51.53213517862967,3.5118055056812985,3.5916248169851315,0.15963862260766604,0.00934749069788547,0.0006522610680976665,63.86999181372326,2024/06/17 12:00,"2,3b",6634.0
4.5,0.0008134122644493651,7,19.5,0.0035124059981087043,34,0.23076923076923078,,,,,,,,,4.5,0.0008134122644493651,7,0.00031587022246288524,4.5,,62692,False,False,41.47126527384569,89.88254144437408,57.608357330688484,-2.4174077673709116,-2.0660993467354274,0.7026168412709684,0.0032510046507427644,-0.0003730841714208042,42.32416096554809,2024/06/26 08:05,"2,3b",1470.0
5.5,0.0009961963412425286,15,18.5,0.003339651593104071,46,0.2972972972972973,,,,,,,,,5.5,0.0009961963412425286,15,0.0006785488102777526,5.5,,63674,False,False,79.71990436565488,61.82410085949206,73.75463653026728,-1.020238218818003,-0.6308647313708207,0.7787469748943647,0.0013570976205555052,-0.00011416930598545335,44.260499579080644,2024/07/01 21:55,"2,3b",546.0
16.75,0.0029445372242243124,7,67.25,0.011963531243050923,39,0.24907063197026022,,,,,,,,,16.75,0.0029445372242243124,7,0.002529510961214165,16.75,,65961,True,False,44.52940542950562,-12.052295766406488,25.668838364201584,6.531852100488078,3.7731319978875035,-5.517440205201149,0.006435403535064134,0.0006647079477954506,45.28083343732765,2024/07/12 12:15,"2,3b",18836.0
10.5,0.0018524235875270144,28,53.0,0.009263709853615906,139,0.19811320754716982,,,,,,,,,10.5,0.0018524235875270144,28,0.0004831554442833926,10.5,,66723,False,False,62.61148611992911,51.58439916059481,58.93579046681768,-1.0847959665410016,-0.6168277444821797,0.9359364441176439,0.004182258419546555,-0.00010865245038565404,46.58989804514315,2024/07/17 06:45,"2,3b",1022.0
3.25,0.0005794517494985514,7,21.0,0.003758221108675227,18,0.15476190476190477,,,,,,,,,3.25,0.0005794517494985514,7,0.0007142219444692438,3.25,,67819,True,False,79.49455943836828,44.92047495721957,67.96986461131871,2.5975260840100303,2.803344361460404,0.41163655490074724,0.0022745517795022745,0.0005003567004412683,63.288788995854496,2024/07/23 06:05,"2,3b",702.0
,,,,,,,,,,,,,,,9.75,0.0017493496007894502,38,0.0005797877085005798,9.75,,67993,False,False,73.91735670564017,67.48775234251073,71.77415525126369,-0.6013554345817456,0.015560458455183834,1.2338317860738588,0.004119464469618949,2.787981253466708e-06,53.775637162718255,2024/07/23 21:35,3b,1299.0
22.5,0.004096122337520481,7,107.75,0.019238494844440478,25,0.2088167053364269,,,,,,,,,22.5,0.004096122337520481,7,0.002107528810367248,22.5,,69826,False,False,38.2003292945579,85.06117975618335,53.820612781766386,-16.18944566711803,-13.918574584841735,4.541742164552588,0.012827486175324086,-0.0025199133703279492,35.03145394908688,2024/08/01 12:20,"2,3b",22684.0
,,,,,,,15.0,0.002822998023901383,5,87.25,0.016708957724900657,13,1.0,0.12034383954154727,15.0,0.002822998023901383,5,0.004145423357316434,15.0,,70658,True,False,75.82009534564118,49.643390937543785,67.09452720960871,8.77054903833551,8.66982509434547,-0.2014478879800805,0.008209870718127772,0.0016379763666007161,61.523824735637575,2024/08/06 12:40,"2s,3b",8459.0
,,,,,,,,,,,,,,,32.5,0.006213555109454163,8,0.001981692931961876,32.5,,70967,False,False,55.83992229930154,86.70512506496117,66.12832322118808,-12.732972306891636,-9.027802917987174,7.410338777808924,0.01258787763632909,-0.0017164949477262584,44.79093842347188,2024/08/07 15:25,3b,16791.0
,,,,,,,,,,,,,,,20.75,0.003895433425634768,6,0.0027309313913376774,20.75,,71194,True,False,63.941294985598645,-6.447727826498635,40.47828738156622,15.259362901275747,12.594801270569405,-5.329123261412683,0.00499434602336977,0.0023760514076904622,56.44307498458606,2024/08/08 11:20,3b,17575.0
