side,signal_idx,exec_idx,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx,entry_signal_idx
buy,59222,59223,59223,473.66,211.12190178609129,0.0,5m BUY signal,2024-01-02 06:15:00,0.22830021877522502,1.0270423889160156,0.9499999999999997,FREE,,,,
sell,59488,59489,59489,469.85,211.12190178609129,0.0,5m SELL signal,2024-01-03 12:40:00,0.237877805867419,0.4601443409919739,-0.5,FREE,-804.3744458050082,473.66,59223.0,59222.0
buy,59504,59505,59505,469.47,211.29278879203142,0.0,5m BUY signal,2024-01-03 14:00:00,0.237877805867419,1.1319557428359985,0.9499999999999997,FREE,,,,
sell,59509,59510,59510,470.95,211.29278879203142,0.0,5m SELL signal,2024-01-03 14:25:00,0.237877805867419,0.49277886748313904,-0.5,FREE,312.71332741219834,469.47,59505.0,59504.0
buy,59517,59518,59518,469.55,211.92277474519688,0.0,5m BUY signal,2024-01-03 15:05:00,0.237877805867419,1.7956945896148682,0.9499999999999997,FREE,,,,
sell,59552,59553,59553,469.21,211.92277474519688,0.0,5m SELL signal,2024-01-03 18:00:00,0.237877805867419,0.2930024564266205,-0.5,FREE,-72.05374341337368,469.55,59518.0,59517.0
buy,59630,59631,59631,468.62,212.1895888741279,0.0,5m BUY signal,2024-01-04 08:35:00,0.2510885534772735,2.3043739795684814,2.0999999999999996,FREE,,,,
sell,60017,60018,60018,469.08,212.1895888741279,0.0,5m SELL signal,2024-01-08 09:30:00,0.24911984436318543,0.7280322909355164,-0.5,FREE,97.60721088209449,468.62,59631.0,59630.0
buy,60373,60374,60374,473.81,210.07132046405926,0.0,5m BUY signal,2024-01-10 08:00:00,0.2339935849948663,0.6864272356033325,-0.5,FREE,,,,
sell,60390,60391,60391,474.16,210.07132046405926,0.0,5m SELL signal,2024-01-10 09:25:00,0.2339935849948663,1.668558955192566,1.3499999999999996,FREE,73.52496216242551,473.81,60374.0,60373.0
buy,60398,60399,60399,474.29,210.0137411947086,0.0,5m BUY signal,2024-01-10 10:05:00,0.2339935849948663,0.854616641998291,-0.5,FREE,,,,
sell,60402,60403,60403,474.7,210.0137411947086,0.0,5m SELL signal,2024-01-10 10:25:00,0.2339935849948663,1.5508387088775635,1.3499999999999996,FREE,86.10563388982384,474.29,60399.0,60398.0
buy,60462,60463,60463,476.24,209.33462738352125,0.0,5m BUY signal,2024-01-10 15:25:00,0.2339935849948663,0.8233798146247864,-0.5,FREE,,,,
sell,60516,60517,60517,478.3,209.33462738352125,0.0,5m SELL signal,2024-01-11 04:00:00,0.2534762793675484,1.4551985263824463,1.3499999999999996,FREE,431.22933241005427,476.24,60463.0,60462.0
buy,60585,60586,60586,473.82,211.31390037891651,0.0,5m BUY signal,2024-01-11 10:05:00,0.2534762793675484,0.8464934825897217,-0.5,FREE,,,,
sell,60631,60632,60632,475.76,211.31390037891651,0.0,5m SELL signal,2024-01-11 13:55:00,0.2534762793675484,1.5574824810028076,1.3499999999999996,FREE,409.94896673509754,473.82,60586.0,60585.0
buy,60647,60648,60648,475.7701,211.30941445095715,0.0,5m BUY signal,2024-01-11 15:15:00,0.2534762793675484,0.936497688293457,-0.5,FREE,,,,
sell,60655,60656,60656,476.32,211.30941445095715,0.0,5m SELL signal,2024-01-11 15:55:00,0.2534762793675484,1.4141845703125,1.3499999999999996,FREE,116.19904700657703,475.7701,60648.0,60647.0
