date,equity,cash,pos,buy_th,sell_th,p_day
2022-10-03,100000.0,100000.0,0,0.3,0.3,0.2018430515119863
2022-10-04,100000.0,100000.0,0,0.3,0.3,0.19832697078279152
2022-10-05,100000.0,100000.0,0,0.3,0.3,0.18354452468240978
2022-10-06,100000.0,100000.0,0,0.3,0.3,0.19540563954336712
2022-10-07,100000.0,100000.0,0,0.3,0.3,0.1836124148718441
2022-10-10,100000.0,100000.0,0,0.3,0.3,0.21530023234217535
2022-10-11,100000.0,100000.0,0,0.3,0.3,0.19457590442985806
2022-10-12,100000.0,100000.0,0,0.3,0.3,0.2008462610911702
2022-10-13,100000.0,100000.0,0,0.3,0.3,0.18479135224642432
2022-10-14,100000.0,100000.0,0,0.3,0.3,0.1738666329887756
2022-10-17,100000.0,100000.0,0,0.3,0.3,0.228391238525922
2022-10-18,100000.0,100000.0,0,0.3,0.3,0.21556569969978634
2022-10-19,100000.0,100000.0,0,0.3,0.3,0.1994131469137197
2022-10-20,100000.0,100000.0,0,0.3,0.3,0.17847121679488556
2022-10-21,100000.0,100000.0,0,0.3,0.3,0.19571649058473492
2022-10-24,100000.0,100000.0,0,0.3,0.3,0.19038946398251233
2022-10-25,100000.0,100000.0,0,0.3,0.3,0.1850760728387424
2022-10-26,100000.0,100000.0,0,-0.5,-0.5,0.16091855345422348
2022-10-27,100000.0,100000.0,0,-0.5,-0.5,0.16424564366100708
2022-10-28,100000.0,100000.0,0,-0.5,-0.5,0.169057524997521
2022-10-31,100000.0,100000.0,0,1.5999999999999996,-0.5,0.14646971225183789
2022-11-01,100000.0,100000.0,0,1.6499999999999995,-0.5,0.1637265937389547
2022-11-02,100000.0,100000.0,0,2.0499999999999994,2.2999999999999994,0.1340080882221889
2022-11-03,100000.0,100000.0,0,1.6999999999999993,-0.5,0.14462503738368263
2022-11-04,100000.0,100000.0,0,-0.5,2.2499999999999996,0.15638685653823445
2022-11-07,100000.0,100000.0,0,-0.5,-0.5,0.16547750907038325
2022-11-08,100000.0,100000.0,0,1.9999999999999996,-0.5,0.1558363535557191
2022-11-09,100000.0,100000.0,0,2.499999999999999,-0.5,0.1440573073141819
2022-11-10,100000.0,100000.0,0,2.1499999999999995,-0.5,0.2048746888166778
2022-11-11,100000.0,100000.0,0,2.1499999999999995,-0.5,0.2070047779166627
2022-11-14,100000.0,100000.0,0,-0.5,-0.5,0.19073780888510392
2022-11-15,100000.0,100000.0,0,-0.5,-0.5,0.19411676963662505
2022-11-16,100000.0,100000.0,0,-0.5,-0.5,0.179205108687564
2022-11-17,100000.0,100000.0,0,-0.5,-0.5,0.18566639539213495
2022-11-18,100000.0,100000.0,0,-0.5,-0.5,0.18888249244473596
2022-11-21,100000.0,100000.0,0,0.6499999999999997,1.6999999999999993,0.20431481670905272
2022-11-22,100000.0,100000.0,0,0.3999999999999998,1.6499999999999995,0.2086191530946151
2022-11-23,100000.0,100000.0,0,0.4999999999999998,2.499999999999999,0.2273300167393608
2022-11-25,100000.0,100000.0,0,0.8499999999999996,-0.5,0.20779783732944002
2022-11-28,100000.0,100000.0,0,2.0999999999999996,1.0499999999999996,0.20972349395648535
2022-11-29,100000.0,100000.0,0,2.0999999999999996,0.8499999999999996,0.2222632276142773
2022-11-30,100000.0,100000.0,0,2.1499999999999995,2.4499999999999993,0.23024800550023727
2022-12-01,100000.0,100000.0,0,1.9499999999999993,2.4499999999999993,0.2331422695686951
2022-12-02,100000.0,100000.0,0,1.7499999999999996,1.4999999999999996,0.21305750648483504
2022-12-05,100000.0,100000.0,0,2.3999999999999995,-0.5,0.20560590202964088
2022-12-06,100000.0,100000.0,0,2.3999999999999995,0.3999999999999998,0.20398901124166424
2022-12-07,100000.0,100000.0,0,2.4499999999999993,0.3999999999999998,0.23242400270804076
2022-12-08,100000.0,100000.0,0,-0.5,0.6499999999999997,0.24161624819292074
2022-12-09,100000.0,100000.0,0,-0.5,0.6999999999999997,0.23444269657570893
2022-12-12,100000.0,100000.0,0,-0.5,0.6999999999999997,0.26217164222453077
2022-12-13,100000.0,100000.0,0,-0.5,0.6999999999999997,0.24814439561511548
2022-12-14,100000.0,100000.0,0,-0.5,0.6999999999999997,0.23442110392228424
2022-12-15,100000.0,100000.0,0,2.1499999999999995,-0.5,0.24346790865909237
2022-12-16,100000.0,100000.0,0,1.9999999999999996,-0.5,0.28927999701987517
2022-12-19,100000.0,100000.0,0,-0.5,-0.5,0.28173565465221023
2022-12-20,100000.0,100000.0,0,-0.5,-0.5,0.2901326279362764
2022-12-21,100000.0,100000.0,0,-0.5,-0.5,0.29170652975434846
2022-12-22,100000.0,100000.0,0,-0.5,-0.5,0.26821197488473536
2022-12-23,100000.0,100000.0,0,-0.5,-0.5,0.30643670984476107
2022-12-27,100000.0,100000.0,0,1.9499999999999993,-0.5,0.28198585731529985
2022-12-28,100000.0,100000.0,0,2.2999999999999994,1.5499999999999994,0.2656697173683422
2022-12-29,100000.0,100000.0,0,2.499999999999999,1.8999999999999995,0.3163692136750338
2022-12-30,100000.0,100000.0,0,2.3999999999999995,1.8999999999999995,0.3088356286988856
2023-01-03,100000.0,100000.0,0,1.9499999999999993,1.3999999999999995,0.27586866030437524
2023-01-04,100000.0,100000.0,0,1.8999999999999995,2.2499999999999996,0.27966673357074606
2023-01-05,100000.0,100000.0,0,1.2999999999999996,0.9999999999999996,0.2706611263871732
2023-01-06,100000.0,100000.0,0,1.9999999999999996,0.8499999999999996,0.28893035926600746
2023-01-09,100000.0,100000.0,0,2.1499999999999995,-0.5,0.25963572119728295
2023-01-10,100000.0,100000.0,0,1.5999999999999996,2.349999999999999,0.2827340468859982
2023-01-11,100000.0,100000.0,0,1.2999999999999996,2.2999999999999994,0.28977807649439974
2023-01-12,100000.0,100000.0,0,1.2999999999999996,2.2999999999999994,0.27365308793016285
2023-01-13,100000.0,100000.0,0,-0.5,2.1499999999999995,0.27939903427404994
2023-01-17,100000.0,100000.0,0,-0.5,-0.5,0.257663075406083
2023-01-18,100000.0,100000.0,0,2.3999999999999995,1.6499999999999995,0.215403615911107
2023-01-19,100000.0,100000.0,0,-0.5,-0.5,0.24259639014610193
2023-01-20,100000.0,100000.0,0,-0.5,0.9499999999999997,0.24911357054460118
2023-01-23,100000.0,100000.0,0,-0.5,0.9499999999999997,0.25936446695149473
2023-01-24,100000.0,100000.0,0,-0.5,-0.5,0.2475891057799471
2023-01-25,100000.0,100000.0,0,-0.5,-0.5,0.32372190648454624
2023-01-26,100000.0,100000.0,0,-0.5,2.349999999999999,0.34221799626279514
2023-01-27,100000.0,100000.0,0,0.7499999999999998,-0.5,0.32107367759877387
2023-01-30,100000.0,100000.0,0,-0.5,-0.5,0.29887661389174386
2023-01-31,100000.0,100000.0,0,2.499999999999999,2.2499999999999996,0.33313773273522
2023-02-01,100000.0,100000.0,0,-0.5,2.0499999999999994,0.26866861575931017
2023-02-02,100000.0,100000.0,0,-0.5,1.9499999999999993,0.2862016197790705
2023-02-03,100000.0,100000.0,0,-0.5,1.1999999999999997,0.2558506972314427
2023-02-06,100000.0,100000.0,0,-0.5,1.8999999999999995,0.30503234047648425
2023-02-07,100000.0,100000.0,0,-0.5,1.8999999999999995,0.2851405057698044
2023-02-08,100000.0,100000.0,0,2.2499999999999996,-0.5,0.28735788253898914
2023-02-09,100000.0,100000.0,0,-0.5,-0.5,0.2749495135047735
2023-02-10,100000.0,100000.0,0,-0.5,1.4499999999999995,0.348666857409607
2023-02-13,100000.0,100000.0,0,-0.5,1.4499999999999995,0.32390397586562275
2023-02-14,100000.0,100000.0,0,-0.5,1.4499999999999995,0.30077206214033425
2023-02-15,100000.0,100000.0,0,-0.5,1.7999999999999994,0.3312043516559947
2023-02-16,100000.0,100000.0,0,1.4499999999999995,2.1499999999999995,0.27620049848608746
2023-02-17,100000.0,100000.0,0,2.349999999999999,1.2499999999999996,0.3352848413047674
2023-02-21,100000.0,100000.0,0,2.349999999999999,1.2499999999999996,0.24467440449371972
2023-02-22,100000.0,100000.0,0,-0.5,2.2499999999999996,0.27961179836283445
2023-02-23,100000.0,100000.0,0,-0.5,2.2499999999999996,0.2771913785948058
2023-02-24,100000.0,100000.0,0,-0.5,2.0999999999999996,0.2942248996752998
2023-02-27,100000.0,100000.0,0,0.8999999999999997,1.8999999999999995,0.2561992037476531
2023-02-28,100000.0,100000.0,0,0.8499999999999996,1.9999999999999996,0.25493244005792
2023-03-01,100000.0,100000.0,0,2.349999999999999,-0.5,0.285233130183465
2023-03-02,100000.0,100000.0,0,2.4499999999999993,1.1499999999999997,0.2945341761675172
