side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,11681,150.37,665.0262685376072,0.0,FORCE_BUY->first acceptable 5m signal,2019-01-02 04:00:00,0.08821379468596162,3.5675923824310303,1.2999999999999996,FORCE_BUY,,,
sell,15047,162.81,665.0262685376072,0.0,5m SELL signal,2019-01-29 05:05:00,0.20496453513590507,1.1058292388916016,1.0999999999999996,FREE,8272.926780607831,150.37,11681.0
buy,15114,161.901,668.7600865998841,0.0,5m BUY signal,2019-01-29 10:45:00,0.20496453513590507,2.637913465499878,2.499999999999999,FREE,,,
sell,15192,162.89,668.7600865998841,0.0,5m SELL signal,2019-01-29 17:15:00,0.20496453513590507,1.2236182689666748,1.0999999999999996,FREE,661.4037256472692,161.901,15114.0
buy,15543,167.86,648.9594334937156,0.0,FORCE_BUY->first acceptable 5m signal,2019-01-31 15:00:00,0.15790020435168714,1.1626697778701782,0.6499999999999997,FORCE_BUY,,,
sell,15617,167.65,648.9594334937156,0.0,5m SELL signal,2019-02-01 05:10:00,0.20031405496245933,2.9898369312286377,-0.5,FREE,-136.28148103368542,167.86,15543.0
buy,15633,167.49,649.5793720533848,0.0,5m BUY signal,2019-02-01 06:35:00,0.20031405496245933,1.2828031778335571,0.9999999999999996,FREE,,,
sell,18370,174.551,649.5793720533848,0.0,5m SELL signal,2019-02-25 11:05:00,0.23456769751170392,1.2434561252593994,1.1999999999999997,FREE,4586.679946068936,167.49,15633.0
buy,18385,173.83,652.2736522538708,0.0,5m BUY signal,2019-02-25 12:20:00,0.23456769751170392,1.5353217124938965,0.7499999999999998,FREE,,,
sell,18396,173.75,652.2736522538708,0.0,5m SELL signal,2019-02-25 13:15:00,0.23456769751170392,1.296754240989685,1.1999999999999997,FREE,-52.18189218031782,173.83,18385.0
buy,18422,173.67,652.5741180348365,0.0,5m BUY signal,2019-02-25 15:25:00,0.23456769751170392,1.4601213932037354,0.7499999999999998,FREE,,,
sell,19208,175.4,652.5741180348365,0.0,5m SELL signal,2019-03-04 04:00:00,0.20470694135110787,1.084758996963501,-0.5,FREE,1128.953224200279,173.67,18422.0
buy,19296,174.1,657.4468713573253,0.0,5m BUY signal,2019-03-04 11:25:00,0.20470694135110787,1.1100199222564697,1.0499999999999996,FREE,,,
sell,19319,173.4,657.4468713573253,0.0,5m SELL signal,2019-03-04 13:20:00,0.20470694135110787,1.1860058307647705,-0.5,FREE,-460.2128099501203,174.1,19296.0
buy,19753,172.94,659.195602482712,0.0,5m BUY signal,2019-03-07 04:00:00,0.24683737230843614,1.3313201665878296,0.8499999999999996,FREE,,,
sell,20481,175.77,659.195602482712,0.0,5m SELL signal,2019-03-13 04:00:00,0.2119700470529288,2.8655078411102295,0.7999999999999998,FREE,1865.5235550260834,172.94,19753.0
buy,20949,178.55,648.9320137126088,0.0,FORCE_BUY->first acceptable 5m signal,2019-03-15 12:55:00,0.1822637366085924,0.8505522608757019,0.4999999999999998,FORCE_BUY,,,
