bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
,,,3.225006103515625,0.009168330396862552,44,7.75,0.021617852161785217,143,1.0,0.545807869203629,3.225006103515625,2s,17,2s,sell,,False,0,False,69.40728090922732,85.98376372005987,74.93277517950484,354.54998779296875,520,0.1526814123831524,0.22705922553791424,0.14875562630952371,0.723097,,1362,0,0.0006421582802141362,64.53153387304019,2025/07/22 17:50,46109.0
,,,3.29498291015625,0.00936726660436282,46,7.75,0.021617852161785217,143,1.0,0.5548371345766129,3.29498291015625,2s,17,2s,sell,,False,0,False,74.72836649427106,97.07470683211417,82.17714660688543,355.0199890136719,522,0.20821116233200856,0.33671955097531736,0.2570167772866176,0.738787,,1362,1,0.0009518293400082827,69.19023946765954,2025/07/22 18:00,7226.0
,,,3.364990234375,0.009566289569912586,47,7.75,0.021617852161785217,143,1.0,0.5638703377016129,3.364990234375,2s,17,2s,sell,,False,0,False,79.09191440582697,105.2732018751625,87.81901022893881,355.1050109863281,523,0.24500433724572507,0.39217703690059125,0.29434539930973236,0.754484,,1362,2,0.0011082829686477422,69.96007809885208,2025/07/22 18:05,5175.0
,,,3.5050048828125,0.00996433550101212,69,7.75,0.021617852161785217,143,1.0,0.5819367439516129,3.5050048828125,2s,17,2s,sell,,False,0,False,53.27734706309713,20.75767920498737,42.437457777060544,354.2200012207031,545,0.21059122971729577,0.1418535622782997,-0.13747533487799213,0.785877,,1362,3,0.0004000793732461258,43.33256752881648,2025/07/22 19:55,153125.0
,,,3.85498046875,0.010959276812661956,70,7.75,0.021617852161785217,143,1.0,0.6270948840725806,3.85498046875,2s,17,2s,sell,,False,0,False,48.238222924783166,18.003478094899393,38.15997464815524,353.2799987792969,546,0.17200068435640853,0.01763850291285962,-0.3087243628870978,0.864347,,1362,4,4.976042826534569e-05,31.402954251002427,2025/07/23 13:30,23029.0
,,,3.85498046875,0.010959276812661956,119,7.75,0.021617852161785217,143,1.0,0.6270948840725806,3.85498046875,2s,17,2s,sell,,False,0,False,81.56802342540117,86.50035494449574,83.21213393176602,355.6099853515625,595,0.4032251626631546,0.42335592734434613,0.04026152936238303,0.864347,,1362,5,0.001193723211667228,67.50669595330262,2025/07/23 17:35,7150.0
,,,3.952789306640625,0.011237336361304938,120,7.75,0.021617852161785217,143,1.0,0.6397153792842742,3.952789306640625,2s,17,2s,sell,,False,0,False,83.9813787128821,98.4615104377678,88.80808928784401,355.7077941894531,596,0.4110748666426671,0.44247368256071695,0.06279763183609965,0.886277,,1362,6,0.0012473537862899156,68.6016417337164,2025/07/23 17:40,3250.0
,,,3.9949951171875,0.01135732274376149,121,7.75,0.021617852161785217,143,1.0,0.6451612903225806,3.9949951171875,2s,17,2s,sell,,False,0,False,85.90804911989986,97.46807156200651,89.7613899339354,355.6700134277344,597,0.4187390324622605,0.449395695740634,0.06131332655674693,0.895741,,1362,7,0.0012666186079883077,67.65329966266103,2025/07/23 17:45,3635.0
,,,4.019989013671875,0.011428377586300834,122,7.75,0.021617852161785217,143,1.0,0.6483863092237904,4.019989013671875,2s,17,2s,sell,,False,0,False,85.14622448139536,80.5752766503685,83.62257520438641,355.5299987792969,598,0.42269689542290906,0.43852834726550327,0.031662903685188426,0.901345,,1362,8,0.0012358005984568225,64.11590332627743,2025/07/23 17:50,6846.0
,,,4.074981689453125,0.011584715591497294,124,7.75,0.021617852161785217,143,1.0,0.6554821383568549,4.074981689453125,2s,17,2s,sell,,False,0,False,82.13460038213347,85.04405199254296,83.1044175856033,355.8299865722656,600,0.42209697709986804,0.425818773033825,0.007443591867913879,0.913675,,1362,9,0.001199611886779495,66.8556676910747,2025/07/23 18:00,5235.0
