bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.635009765625,0.0024732610150925024,0.004644566816950631,0.635009765625,,1572,True,False,,0.06375353904526271,-0.023717979965738323,-0.17494303802200206,,-9.250932369760689e-05,38.614100711953675,2025/06/24 16:09,3a,542.0
