side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx
buy,253880,11.2613,8879.969452905081,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-07 08:30:00,2.1435813903808594,-0.5,FORCE_BUY,,,
sell,254029,11.21,8879.969452905081,0.0,5m SELL signal,2020-01-08 05:15:00,26.507230758666992,-0.5,FREE,-455.54243293402584,11.2613,253880.0
buy,254050,11.2625,8838.575588640708,0.0,5m BUY signal,2020-01-08 07:00:00,0.8466464281082153,-0.5,FREE,,,
sell,254065,11.3375,8838.575588640708,0.0,5m SELL signal,2020-01-08 08:15:00,23.34152603149414,-0.5,FREE,662.8931691480625,11.2625,254050.0
buy,254070,11.2875,8877.727639974664,0.0,5m BUY signal,2020-01-08 08:40:00,2.161747455596924,-0.5,FREE,,,
sell,254084,11.3513,8877.727639974664,0.0,5m SELL signal,2020-01-08 09:50:00,21.696733474731445,-0.5,FREE,566.3990234303882,11.2875,254070.0
buy,254095,11.25,8957.666645301724,0.0,5m BUY signal,2020-01-08 10:45:00,4.4922919273376465,-0.5,FREE,,,
sell,254101,11.3438,8957.666645301724,0.0,5m SELL signal,2020-01-08 11:15:00,21.061832427978516,-0.5,FREE,840.2291313293007,11.25,254095.0
buy,254156,11.5025,8834.07771275581,0.0,5m BUY signal,2020-01-08 15:50:00,3.825064182281494,-0.5,FREE,,,
sell,254161,11.5512,8834.07771275581,0.0,5m SELL signal,2020-01-08 16:15:00,22.610483169555664,-0.5,FREE,430.2195846112096,11.5025,254156.0
buy,254298,11.7106,8713.831782793786,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-09 12:20:00,2.4123857021331787,-0.5,FORCE_BUY,,,
sell,255630,12.6762,8713.831782793786,0.0,5m SELL signal,2020-01-22 04:00:00,12.761661529541016,-0.5,FREE,8414.075969465683,11.7106,254298.0
buy,255707,12.6988,8698.323813671417,0.0,5m BUY signal,2020-01-22 11:00:00,3.3163180351257324,-0.5,FREE,,,
sell,255730,12.73,8698.323813671417,0.0,5m SELL signal,2020-01-22 12:55:00,11.93704891204834,-0.5,FREE,271.38770298654924,12.6988,255707.0
buy,255755,12.6375,8761.991070072178,0.0,5m BUY signal,2020-01-22 15:00:00,4.295928478240967,-0.5,FREE,,,
sell,255989,12.9,8761.991070072178,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-01-24 04:00:00,9.038049697875977,-0.5,FORCE_SELL,2300.0226558939557,12.6375,255755.0
buy,256163,11.8875,9508.280530299146,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-27 04:00:00,5.8545918464660645,-0.5,FORCE_BUY,,,
sell,256369,11.7312,9508.280530299146,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-01-28 05:10:00,15.289908409118652,-0.5,FORCE_SELL,-1486.1442468857554,11.8875,256163.0
