feature,importance
klu_idx,0.19176921525745516
klu_open,0.1115796426135529
feat_bsp_bi_amp,0.09220818442592017
klu_close,0.0781853250043961
klu_high,0.07541769825377782
high_low_spread_pct,0.04622463218104632
klu_low,0.03757577878728812
feat_bsp1_bi_klu_cnt,0.023120724720659708
feat_kdj_j,0.017605151240958808
price_change_pct,0.015035068221038044
feat_bsp2s_break_bi_amp_rate,0.01467184797957363
dmi_adx,0.014073572228368005
upper_shadow,0.013704707517602024
klu_volume,0.013535709973328942
lower_shadow,0.01259739307362585
feat_volume,0.01241940337558531
volume_price_trend,0.01192595502903946
kdj_j,0.011582698196110339
dmi_plus,0.01143543612817884
feat_divergence_rate,0.010075343550964014
feat_bsp2s_break_bi_amp,0.009587719571447812
feat_macd_value,0.008882918314544875
rsi,0.008759802288454752
kdj_d,0.008019643148647008
dmi_minus,0.0076397077823974185
feat_bsp2s_break_bi_klu_cnt,0.007501508605956414
macd_value,0.007455121148536916
feat_ppo,0.007430935752667845
body_size,0.007142305295224491
feat_rsi,0.006916931302285803
feat_bsp2_retrace_rate,0.006439036650977292
feat_kdj_d,0.006432590732317789
kdj_k,0.006134346759301163
feat_bsp1_bi_amp_rate,0.006076821497547414
feat_bsp2s_retrace_rate,0.005189892718976188
feat_bsp2_break_bi_amp_rate,0.004970771530799945
feat_bsp1_bi_amp,0.004947321503786054
feat_kdj_k,0.004862633810517615
feat_bsp2_bi_klu_cnt,0.004557017801593793
feat_bsp3_bi_amp_rate,0.004405917167247192
feat_bsp2_break_bi_amp,0.004313647894187161
feat_bsp3_bi_klu_cnt,0.004037700956632289
macd_dea,0.003927900162769397
feat_macd_dea,0.003866549307160058
feat_bsp2_bi_amp_rate,0.0038379951037446733
feat_bsp2_bi_amp,0.003582931753246426
feat_macd_diff,0.003367309236420663
feat_bsp2s_bi_klu_cnt,0.0031610679395544508
feat_bsp3_zs_height,0.002786962024151714
macd_dif,0.0026865955613961964
feat_bsp2_break_bi_bi_klu_cnt,0.0021273195877247516
bsp_type_encoded,0.0018882429221330449
feat_bsp2s_lv,0.0017781665962019759
feat_bsp2s_bi_amp_rate,0.0016277694501789612
bsp_types,0.0015497481778833538
feat_bsp3_bi_amp,0.0012941512168007637
direction_encoded,0.0012550607552314782
bsp_type,0.0012462017592950192
feat_zs_cnt,0.0010425236096170602
feat_bsp2s_bi_amp,0.000937147442974196
macd_signal,0.000371333792082966
is_bullish_candle,0.0002522685655999578
rsi_oversold,0.00021390008879375408
direction,0.00019999095911500014
rsi_overbought,0.00016212549065482013
kdj_overbought,0.0001571586850459212
kdj_oversold,0.00013733588720735558
dmi_trend_up,8.274332770904498e-05
is_buy,1.1720604790354092e-05
has_profit_target,0.0
