feature,coef_mean,abs_coef_mean,direction,coef_fold_0,coef_fold_1,coef_fold_2
nyxbt_ret_20,-0.8368644120256731,0.8368644120256731,more_stable,-1.4189606439788638,-0.35998426313284454,-0.7316483289653112
us30y_above_ma_100,0.8343126356301088,0.8343126356301088,more_unstable,0.4476181341199679,0.9859385178256042,1.0693812549447546
us30y_vol_40,0.8245999731994794,0.8245999731994794,more_unstable,1.823537081740509,0.6032405895868906,0.04702224827103901
dxy_atr_14,-0.8222621766401347,0.8222621766401347,more_stable,0.37693122064419066,-1.041376906747841,-1.8023408438167536
rut_above_ma_100,-0.7770638164494222,0.7770638164494222,more_stable,0.20526046391482877,-0.7709058780352748,-1.7655460352278207
us5y_ret_40,-0.7656573025419141,0.7656573025419141,more_stable,-0.8372460652140369,-0.7416546663239065,-0.7180711760877988
vvix_vol_40,-0.7624920857739027,0.7624920857739027,more_stable,-1.9145875042039107,-0.6250010225030403,0.25211226938524284
us5y_above_ma_100,-0.7607785855933428,0.7607785855933428,more_stable,-0.14311601830579282,-1.388259783201908,-0.7509599552723274
qqq_slope40,0.7552203795365866,0.7552203795365866,more_unstable,0.3702588661552647,0.8827643082760711,1.012637964178424
us5y_atr_14,-0.7538234146983305,0.7538234146983305,more_stable,-0.27841407651175354,-0.7250896425038506,-1.2579665250793872
dxy_vol_20,-0.7453760472184454,0.7453760472184454,more_stable,-0.7892456498069993,-0.8116898979060809,-0.6351925939422561
xau_vol_40,0.7301660080853646,0.7301660080853646,more_unstable,0.190787781803519,0.857555702128693,1.142154540323882
dxy_above_ma_100,0.7207991457297012,0.7207991457297012,more_unstable,1.8170588572405721,1.0257968830931465,-0.6804583031446154
spgsci_ret_20,-0.7180983789893439,0.7180983789893439,more_stable,-0.795954051978095,-0.7767590029152985,-0.5815820820746382
ndx_slope40,0.7131666976850131,0.7131666976850131,more_unstable,0.3629953545317029,0.8089509020938074,0.9675538364295289
spgsci_above_ma_50,-0.7083546248127665,0.7083546248127665,more_stable,-0.26518459253778826,-1.2810576519662389,-0.5788216299342722
10y2ys_vol_5,0.7059125395367495,0.7059125395367495,more_unstable,1.2843295137870492,-0.594171407928803,1.427579512752002
us2y_vol_40,-0.6997121846986426,0.6997121846986426,more_stable,-1.045726509177958,0.1354177459326989,-1.1888277908506688
xau_vol_20,0.6994265654117348,0.6994265654117348,more_unstable,-0.19184536177433228,1.1732998474942538,1.1168252105152827
qqq_vol_40,0.6906099535576327,0.6906099535576327,more_unstable,1.040568805553894,0.5569516425335385,0.4743094125854658
us5y_vol_20,-0.6865709957263539,0.6865709957263539,more_stable,-0.7268164560504382,-0.7826409233911776,-0.5502556077374462
bsp_alternations_20,-0.6845825737885577,0.6845825737885577,more_stable,-0.4407211861033815,-0.48149759385597024,-1.1315289414063212
dxy_slope40,-0.6826839694859391,0.6826839694859391,more_stable,-0.41894026886417063,-1.2341701227915347,-0.394941516802112
spgsci_level,0.6820780723649157,0.6820780723649157,more_unstable,1.1000642310708888,1.2150031354995352,-0.26883314947567677
vix_vol_10,-0.681371068169927,0.681371068169927,more_stable,-0.9206005238015093,-0.5423397749242462,-0.5811729057840258
us5y_ret_20,0.6761714999875514,0.6761714999875514,more_unstable,1.2960844110902958,0.22498801578683017,0.5074420730855281
us5y_vol_40,-0.6472965906731175,0.6472965906731175,more_stable,-0.36595836910432744,-0.8467101397692318,-0.7292212631457933
qqq_close_pos,0.6467629825637117,0.6467629825637117,more_unstable,0.7636087183406814,0.5854903114959211,0.5911899178545326
dji_gap,-0.64469045417146,0.64469045417146,more_stable,-0.4269471758774549,-1.222248457565102,-0.28487572907182307
bsp_has,-0.6435506142863008,0.6435506142863008,more_stable,-1.210748134387129,-0.059291007524318484,-0.6606127009474551
dji_slope40,-0.6405305551841167,0.6405305551841167,more_stable,0.3330658170096656,-0.6435825244185768,-1.611074958143439
us30y_level,-0.6393681674353666,0.6393681674353666,more_stable,-1.354654180693313,-1.0011461234404748,0.437695801827688
us30y_ret_10,-0.6382522129481222,0.6382522129481222,more_stable,-0.38712801032085237,-0.39493386700626726,-1.1326947615172467
dxy_vol_5,0.6267081585033831,0.6267081585033831,more_unstable,0.19046395275794067,1.0552484011869252,0.6344121215652836
ixic_level,0.6251326415126573,0.6251326415126573,more_unstable,0.8778974260509186,0.8684825170932037,0.12901798139384973
dxy_level,-0.6246370851987145,0.6246370851987145,more_stable,-0.7658512349613783,-0.5515059814407833,-0.5565540391939819
bsp_last_sell,-0.6230210415502907,0.6230210415502907,more_stable,-0.7349827005287255,-0.2988079420768281,-0.8352724820453185
yc_10y5y_chg_5,0.6208360823985464,0.6208360823985464,more_unstable,0.2571676403274601,0.6482904945710593,0.9570501122971199
ndx_vol_40,0.6200276238870793,0.6200276238870793,more_unstable,1.0884780214048926,0.4143216789550606,0.3572831713012849
qqq_ret_10,-0.6197996010484638,0.6197996010484638,more_stable,-0.5546900840076086,-0.5481307012814502,-0.7565780178563324
xau_above_ma_100,0.6191106822533937,0.6191106822533937,more_unstable,1.1348615681269885,-0.7397987334795866,1.4622692121127792
us5y_above_ma_20,0.6170500213438012,0.6170500213438012,more_unstable,0.6919051990038486,0.5499892033922954,0.6092556616352596
nyxbt_atr_14,-0.6087079511491814,0.6087079511491814,more_stable,0.011386369286948493,-1.526143864751771,-0.31136635798272166
vix3m_vol_20,0.6050378293081727,0.6050378293081727,more_unstable,0.7711802429178714,0.6554540692396253,0.38847917576702135
ixic_atr_14,0.6034146491016597,0.6034146491016597,more_unstable,0.9352785129520009,-0.06697525835624288,0.9419406927092209
dji_ret_20,-0.6027415484583042,0.6027415484583042,more_stable,-0.7289080479065133,-0.9223573442192974,-0.1569592532491018
nyxbt_ret_40,0.6003576454607291,0.6003576454607291,more_unstable,1.8633862035625486,-0.2944843491165563,0.232171081936195
spy_level,0.5888261712391113,0.5888261712391113,more_unstable,0.9825758740414343,0.6278679930265882,0.1560346466493113
rvx_slope40,0.5876948361455091,0.5876948361455091,more_unstable,0.8645182254594731,0.22357799090931602,0.6749882920677384
vix3m_vol_40,0.5821796044633221,0.5821796044633221,more_unstable,0.6570358306159317,0.35473153665850266,0.7347714461155319
vix3m_above_ma_100,0.5765309864772085,0.5765309864772085,more_unstable,0.3837630354285534,0.44535342487790863,0.9004764991251635
dxy_above_ma_50,-0.5616296003223445,0.5616296003223445,more_stable,-1.1471539345472312,-0.8729859934390761,0.33525112701927384
vvix_vol_20,0.5585242304647906,0.5585242304647906,more_unstable,0.2999851732832577,0.942553784424983,0.43303373368613085
us30y_ret_40,0.5551047779224679,0.5551047779224679,more_unstable,0.03541160850288861,1.4764062254590031,0.15349649980551205
ixic_vol_40,0.5536622403112825,0.5536622403112825,more_unstable,1.147088220995831,0.345560718677242,0.1683377812607745
10y2ys_atr_14,0.5499632803052404,0.5499632803052404,more_unstable,0.15927043246490877,0.6708886714241238,0.8197307370266887
vix3m_ret_5,-0.5457126839424083,0.5457126839424083,more_stable,-0.11116172605045865,-0.29986930750523566,-1.2261070182715308
rvx_ret_40,0.543708106745915,0.543708106745915,more_unstable,0.7139327627724621,0.2400222635772539,0.6771692938880292
ndx_level,0.541978882087375,0.541978882087375,more_unstable,0.8390555475742348,0.6251332736770194,0.16174782501087073
qqq_level,0.5406142614624271,0.5406142614624271,more_unstable,0.8365083438922412,0.6234383181728785,0.16189612232216155
dji_ret_5,0.5398646065724636,0.5398646065724636,more_unstable,0.6565219541464199,0.32016245312263675,0.6429094124483344
vxn_vol_10,-0.535533999969541,0.535533999969541,more_stable,-0.1790638134735675,-0.3954268755456556,-1.0321113108893998
rut_slope40,-0.5347864550506621,0.5347864550506621,more_stable,-0.857196199016483,0.2170937311220051,-0.9642568972575087
us2y_vol_5,0.5324489491830277,0.5324489491830277,more_unstable,0.6096706694975002,0.09870096492482584,0.8889752131267569
vvix_ret_40,0.530442946054163,0.530442946054163,more_unstable,-0.11857860384272562,0.8125437989614035,0.897363643043811
xau_above_ma_50,0.528528435101634,0.528528435101634,more_unstable,1.0725220644015658,0.4335203457806168,0.07954289512271924
qqq_ret_20,0.5282232029362672,0.5282232029362672,more_unstable,0.6461050088911398,0.7307821166895319,0.20778248322813
vvix_vol_5,0.5268316384949011,0.5268316384949011,more_unstable,0.7137242129230238,0.5909951788934391,0.27577552366824054
us10y_ret_20,0.5232334684652206,0.5232334684652206,more_unstable,0.9653181950594099,0.24913671058742554,0.3552454997488264
ndx_ret_10,-0.5214188772943115,0.5214188772943115,more_stable,-0.580231196981392,-0.34737939967918874,-0.6366460352223535
10y2ys_gap,0.5165519808600931,0.5165519808600931,more_unstable,0.8744089866185131,-0.0912360848700815,0.7664830408318478
vix_ret_5,-0.5145349615863418,0.5145349615863418,more_stable,-0.5526225272995442,-0.48980628457318687,-0.5011760728862945
dji_atr_14,0.5130237198781723,0.5130237198781723,more_unstable,0.21685202739569434,0.7115806599710357,0.6106384722677869
vvix_ret_20,-0.5113326327803983,0.5113326327803983,more_stable,-0.988555447299291,-0.34318799958966334,-0.20225445145224044
xau_atr_14,-0.5111152351635885,0.5111152351635885,more_stable,-0.45084858340855116,-0.6161792655591336,-0.4663178565230808
dxy_gap,-0.5081091799041603,0.5081091799041603,more_stable,-0.7465558726520124,-0.6805148719236052,-0.09725679513686329
d_vol_40,0.5038614328894797,0.5038614328894797,more_unstable,0.9990664018921838,0.1321419835302176,0.3803759132460378
us10y_above_ma_20,0.5002642829668068,0.5002642829668068,more_unstable,0.6425734994331341,0.26002244458932117,0.598196904877965
ixic_close_pos,-0.4946019490185966,0.4946019490185966,more_stable,-0.663672557553614,-0.3290569227585671,-0.49107636674360877
spgsci_vol_40,-0.4921807987595746,0.4921807987595746,more_stable,0.03700436595241026,-1.9628964149126158,0.4493496526814817
ixic_ret_10,-0.4903547079178414,0.4903547079178414,more_stable,-0.513586232637688,-0.4461760681525699,-0.5113018229632664
dji_level,0.4901997325255112,0.4901997325255112,more_unstable,0.6382317090702014,0.8605348572172962,-0.028167368710963946
us2y_gap,0.48677037603537016,0.48677037603537016,more_unstable,0.22083795725443722,0.8892181898283524,0.35025498102332076
ndx_ret_20,0.4852144401836862,0.4852144401836862,more_unstable,0.5812016343914899,0.7188103191879356,0.15563136697163316
vix_above_ma_100,0.48393840891392753,0.48393840891392753,more_unstable,0.36019263313832095,0.20786095502908247,0.8837616385743791
spy_close_pos,-0.47981303462488595,0.47981303462488595,more_stable,-0.5214801330697129,-0.48648391488914755,-0.43147505591579766
vxn_above_ma_50,0.4793349524426516,0.4793349524426516,more_unstable,0.767691912981589,-0.015522116464166,0.6858350608105319
10y2ys_ret_5,-0.47715546195093284,0.47715546195093284,more_stable,-0.8329100856873759,-0.08604681771005586,-0.5125094824553666
vxn_level,0.4745503200866433,0.4745503200866433,more_unstable,0.030576789450957972,1.0751220476216181,0.31795212318735383
10y2ys_range_over_atr,0.4744044951932083,0.4744044951932083,more_unstable,0.45573684310680845,0.25540024611442386,0.7120763963583927
vxn_vol_5,-0.4700817936503336,0.4700817936503336,more_stable,-0.04165058287639821,-1.2314239969566043,-0.13717080111799812
us10y_level,-0.46958038641233263,0.46958038641233263,more_stable,-0.7326881117574782,-1.0888507108884635,0.41279766340894375
dxy_above_ma_20,0.4688098611608192,0.4688098611608192,more_unstable,0.34551998550706653,0.428366751993188,0.632542845982203
spy_slope40,-0.4676505781234394,0.4676505781234394,more_stable,-0.10793628423479468,-0.7367610273386704,-0.5582544227968532
spgsci_ret_5,0.46648854479968005,0.46648854479968005,more_unstable,0.7561093358740179,0.5123238387526503,0.13103245977237207
rut_gap,0.46063979587017595,0.46063979587017595,more_unstable,-0.20749616974765522,0.9666963019555433,0.6227192554026397
dxy_vol_10,0.4542346675215028,0.4542346675215028,more_unstable,0.3298373985851378,0.3472643480148837,0.685602255964487
vxn_range_over_atr,0.4474986559374603,0.4474986559374603,more_unstable,0.7530929324823462,0.06574353639779464,0.5236594989322402
instrument_id,-0.4406079912451993,0.4406079912451993,more_stable,-0.3586102589717528,-0.46480439213654534,-0.4984093226272997
us2y_level,-0.43410732340536046,0.43410732340536046,more_stable,-0.7220744005437736,-1.0519697265882246,0.4717221569159169
10y2ys_vol_10,-0.4325363160179447,0.4325363160179447,more_stable,-0.35277789133647897,-1.2697073672731234,0.32487631055576843
xau_ret_40,0.4237028469225095,0.4237028469225095,more_unstable,0.3975242325385966,-0.346889522004988,1.2204738302339198
rg_down,-0.4193293985118231,0.4193293985118231,more_stable,-0.5285632883377438,-0.5722463869921799,-0.1571785202055455
rut_vol_20,-0.40944955899574503,0.40944955899574503,more_stable,-0.604741540954979,-0.6776891488286029,0.05408201279634686
nyxbt_ret_5,-0.40129839618379837,0.40129839618379837,more_stable,-0.9235617543702592,0.2647035503923444,-0.5450369845734804
us5y_vol_5,-0.40112765703005476,0.40112765703005476,more_stable,-0.34134457516893113,-0.7058704995487814,-0.15616789637245188
vvix_above_ma_20,0.39783821336800557,0.39783821336800557,more_unstable,0.5361803747668803,0.422777188221076,0.23455707711606028
d_vol_20,0.39252313414782,0.39252313414782,more_unstable,0.3537294600238152,0.16434475321796488,0.6594951892016799
us2y_slope40,0.39128344197813764,0.39128344197813764,more_unstable,-0.17157355021839174,0.897407540813406,0.4480163353393986
vix3m_vol_10,-0.39022047338880134,0.39022047338880134,more_stable,-0.5351409882663605,-0.27447616993584795,-0.36104426196419565
10y2ys_level,0.38831853376150754,0.38831853376150754,more_unstable,1.0908056030503426,0.6086963758901827,-0.5345463776560025
nyxbt_vol_20,-0.3782929475205865,0.3782929475205865,more_stable,-0.9250567122066551,0.2876097073507818,-0.49743183770588617
vxn_ret_20,0.36060192655641016,0.36060192655641016,more_unstable,0.8302971706795976,-0.3275422799103723,0.5790508889000051
rvx_vol_40,0.35969157252773304,0.35969157252773304,more_unstable,0.2511210238878797,0.5257379493171607,0.30221574437815873
dji_vol_40,0.35532787261163756,0.35532787261163756,more_unstable,-0.01583149957907165,1.3447193753554492,-0.2629042579414648
spgsci_vol_10,0.3551720556359017,0.3551720556359017,more_unstable,-0.36506699242546903,0.6107446413525093,0.8198385179806649
10y2ys_ret_20,0.352387590589736,0.352387590589736,more_unstable,0.7206708448803829,0.5799780115567219,-0.24348608466789687
us30y_above_ma_50,0.3523872364830527,0.3523872364830527,more_unstable,0.4318756148407734,0.20064722444456817,0.4246388701638166
us10y_vol_40,0.3514162122154402,0.3514162122154402,more_unstable,0.8649278028819771,0.233427116032317,-0.04410628226797333
vix3m_range_over_atr,-0.3507793502945639,0.3507793502945639,more_stable,-0.1455471389422491,-0.9229552487113455,0.01616433676990297
ndx_atr_14,0.34889160269158587,0.34889160269158587,more_unstable,0.6464558254481653,-0.36305187994473487,0.7632708625713271
us10y_vol_10,0.3464299144678904,0.3464299144678904,more_unstable,0.512026155155972,0.19151486185049202,0.33574872639720704
ndx_close_pos,0.34346557604387834,0.34346557604387834,more_unstable,0.32046386142111355,0.1755379878203172,0.5343948788902043
vix3m_atr_14,-0.3425839607864682,0.3425839607864682,more_stable,-0.5151738114637344,-0.7416239733187728,0.22904590242310266
us10y_vol_20,-0.3414787565740041,0.3414787565740041,more_stable,-0.20853021773481598,-0.412151256668737,-0.4037547953184596
us2y_vol_10,0.3378709863691735,0.3378709863691735,more_unstable,0.014810319876542412,0.7667139811937027,0.23208865803727524
qqq_atr_14,0.33181330381582685,0.33181330381582685,more_unstable,0.6460847708163409,-0.3704314342689084,0.719786574900048
ixic_ret_20,0.32999256737867455,0.32999256737867455,more_unstable,0.44158932865835054,0.4729365973565929,0.07545177612108019
vvix_gap,-0.32847613886707033,0.32847613886707033,more_stable,-0.20021724108309172,-0.27902086638461043,-0.5061903091335088
ixic_ret_40,-0.32798551282107935,0.32798551282107935,more_stable,-0.5864205451412416,-0.7498267818286508,0.35229078850665446
vxn_vol_20,0.3263774196467331,0.3263774196467331,more_unstable,0.4459767171249409,0.4974617084658227,0.0356938333494358
vix3m_ret1,-0.3215713467315171,0.3215713467315171,more_stable,-0.20231898567968973,-0.13971412527896965,-0.6226809292358919
nyxbt_slope40,-0.3190230850588956,0.3190230850588956,more_stable,-0.2499455493864009,-0.4175758642553567,-0.28954784153492924
vix3m_vol_5,0.3180767317186018,0.3180767317186018,more_unstable,0.0070024254614025686,0.25195021542025553,0.6952775542741473
vxn_ret_40,0.3172893104664449,0.3172893104664449,more_unstable,0.6583332907418546,-0.34087417221699057,0.6344088128744705
us2y_ret_20,0.31661261185297784,0.31661261185297784,more_unstable,0.7910281490742102,0.04065092067064134,0.11815876581408204
dxy_vol_40,-0.3144225462575303,0.3144225462575303,more_stable,0.9139901150612536,-0.7563127492341818,-1.1009450045996627
rut_level,0.3128608473077834,0.3128608473077834,more_unstable,0.5442950530031613,0.6740414774815322,-0.2797539885613431
rut_ret_20,-0.3122945114416848,0.3122945114416848,more_stable,-0.6228911297209104,-0.2584628969393679,-0.05552950766477599
vix_vol_5,0.31009444397170227,0.31009444397170227,more_unstable,0.28538755877913563,-0.18897580401937114,0.8338715771553423
spy_range_over_atr,0.3031373509402659,0.3031373509402659,more_unstable,0.5266408718423335,0.42300516991618914,-0.04023398893772496
spy_above_ma_20,0.29869137709861976,0.29869137709861976,more_unstable,0.1284485912587874,0.045982225364607825,0.7216433146724641
bsp_imbalance,0.2986765516009287,0.2986765516009287,more_unstable,0.19702555645153913,0.3607546326915416,0.3382494656597054
ndx_above_ma_50,0.29703029542342013,0.29703029542342013,more_unstable,0.4930221536871789,0.17322590171160215,0.22484283087147924
nyxbt_ret_10,0.28473150108689316,0.28473150108689316,more_unstable,-0.09775720335620151,0.49131972920494554,0.4606319774119354
rut_ret_40,-0.2832470867538688,0.2832470867538688,more_stable,0.1801287969292448,0.6659895088156019,-1.695859566006453
us2y_ret_40,0.2819601557382203,0.2819601557382203,more_unstable,0.16704840906709037,-0.14759684622540692,0.8264289043729774
dji_ret_10,0.2804319785105316,0.2804319785105316,more_unstable,0.13930721756759543,0.24162411504746342,0.46036460291653586
us5y_vol_10,-0.279914584512865,0.279914584512865,more_stable,-0.06974069767822219,-0.7067744213022173,-0.06322863455815539
10y2ys_ret_40,0.27711796056655547,0.27711796056655547,more_unstable,0.16298122551486496,0.1414009578900265,0.526971698294775
us5y_level,-0.27567459749194456,0.27567459749194456,more_stable,-0.32579607663662224,-0.845066597274149,0.3438388814349375
nyxbt_gap,-0.2730775654734743,0.2730775654734743,more_stable,-0.14788888688838323,-0.4565641289590203,-0.21477968057301938
rut_ret_10,-0.2717603075903841,0.2717603075903841,more_stable,-0.4324239883864653,-0.10974703021496564,-0.27310990416972136
us10y_above_ma_50,0.26790260486046247,0.26790260486046247,more_unstable,0.39657656616302184,-0.4570726592575247,0.8642039076758903
us30y_vol_5,0.2656190421680135,0.2656190421680135,more_unstable,0.6416050184117728,-0.056517928538460396,0.21177003663072821
vvix_ret1,-0.2638108222800275,0.2638108222800275,more_stable,-0.09058068586631873,-0.22914147390559256,-0.4717103070681712
rvx_level,0.26095500080688744,0.26095500080688744,more_unstable,0.05396643518242867,0.45323093618136706,0.27566763105686665
spy_ret_40,-0.2602365478392569,0.2602365478392569,more_stable,0.055454758823983236,-0.5260035028429065,-0.31016089949884745
qqq_above_ma_50,0.2591124997546825,0.2591124997546825,more_unstable,0.4731969943404418,0.11285067422683259,0.19128983069677305
us5y_ret_10,0.25755551357317313,0.25755551357317313,more_unstable,0.07365478753532173,0.620834134721201,0.07817761846299681
us2y_atr_14,-0.25698119805254965,0.25698119805254965,more_stable,-0.39461337979103417,-0.44734347375291306,0.07101325938629816
10y2ys_ret_10,-0.2543235439338504,0.2543235439338504,more_stable,-0.3046363665611359,-0.10683048999834246,-0.3515037752420729
us2y_ret1,-0.2531201910547161,0.2531201910547161,more_stable,-0.026944914041237663,-0.49930764025891505,-0.23310801886399554
us5y_slope40,-0.25194376290598514,0.25194376290598514,more_stable,-0.0002116391645683165,-0.7032078818503551,-0.05241176770303206
spy_above_ma_100,0.2504910408273052,0.2504910408273052,more_unstable,0.0076636993856044645,0.5158450397447597,0.22796438335155145
us10y_above_ma_100,-0.2500214795747521,0.2500214795747521,more_stable,0.39312383818896157,-1.2157282286670728,0.07253995175385487
nyxbt_range_over_atr,0.24891797778940505,0.24891797778940505,more_unstable,0.6426187466825459,0.04654621800954055,0.05758896867612878
qqq_vol_20,0.24843054434971323,0.24843054434971323,more_unstable,0.2917571801873331,0.18390226044971536,0.2696321924120912
rvx_gap,0.24426420615934666,0.24426420615934666,more_unstable,0.012295657558503953,0.6134688701322193,0.10702809078731677
dji_close_pos,0.24312106281574908,0.24312106281574908,more_unstable,0.2487331969786366,0.17431184029208016,0.3063181511765305
us2y_vol_20,-0.24002954972589194,0.24002954972589194,more_stable,-0.4177704879044015,0.029540915772227092,-0.3318590770455014
rvx_vol_10,-0.23959777647726108,0.23959777647726108,more_stable,0.18071813646874832,-0.6398487858509501,-0.25966268004958154
d_above_ma_100,0.23436179628439657,0.23436179628439657,more_unstable,-0.2742689869687081,0.3876925640831667,0.5896618117387311
rut_ret1,-0.23413034974209726,0.23413034974209726,more_stable,-0.30730078768327074,-0.2068282671768747,-0.18826199436614646
rut_close_pos,0.230863669990211,0.230863669990211,more_unstable,0.22374577373090773,0.3402726820996762,0.128572554140049
us5y_range_over_atr,0.2299657610244333,0.2299657610244333,more_unstable,0.2060538940276046,0.5006354909322446,-0.01679210188654938
rut_above_ma_20,0.22989551252929555,0.22989551252929555,more_unstable,0.10570548255910976,0.17154687939024865,0.41243417563852824
ixic_vol_20,0.22969519534608243,0.22969519534608243,more_unstable,0.37677571203700116,0.25685369615857606,0.05545617784267014
yc_10y5y_chg_20,-0.22539936887771528,0.22539936887771528,more_stable,-0.19997594951373726,-0.6217120769539672,0.14548991983455858
nyxbt_above_ma_100,0.2211637225335199,0.2211637225335199,more_unstable,-0.4145151454607227,0.008856042427921786,1.0691502706333607
spy_gap,-0.2210638483293247,0.2210638483293247,more_stable,-0.38178157293993686,-0.10507462207515005,-0.17633534997288727
us5y_ret_5,-0.2201924724612767,0.2201924724612767,more_stable,-0.27897472217140884,-0.34647081324992485,-0.0351318819624964
us30y_close_pos,0.220094566898409,0.220094566898409,more_unstable,0.1906143192875817,0.19686577881047754,0.27280360259716774
rvx_range_over_atr,0.21978724350206066,0.21978724350206066,more_unstable,0.31037164121942673,0.40854621405277414,-0.0595561247660189
nyxbt_vol_5,-0.21840273102587768,0.21840273102587768,more_stable,-0.597051824759802,0.21562912944562831,-0.27378549776345934
spgsci_ret1,0.21721780465427662,0.21721780465427662,more_unstable,0.11763681344900702,0.22183484150937274,0.31218175900445
dji_above_ma_100,0.21614890230390893,0.21614890230390893,more_unstable,0.48558895076183467,0.5610362625450468,-0.39817850639515456
spy_vol_10,0.21613263412925002,0.21613263412925002,more_unstable,0.3110434422379828,0.4630325425457588,-0.12567808239599157
us10y_vol_5,0.2156740228951501,0.2156740228951501,more_unstable,0.1252338460799482,0.3438889938693941,0.17789922873610803
vxn_close_pos,0.21522890306073386,0.21522890306073386,more_unstable,-0.16942809980826323,0.34956962727832447,0.4655451817121404
rvx_atr_14,-0.2136032599237152,0.2136032599237152,more_stable,-0.07448875934784738,-0.7323371310602285,0.16601611063693025
nyxbt_ret1,-0.213208747515188,0.213208747515188,more_stable,0.24780476750925876,-0.5837659063494915,-0.3036651037053312
ndx_vol_20,0.2129096468393711,0.2129096468393711,more_unstable,0.3380597477815822,0.1369593555362509,0.16370983720028023
xau_vol_10,-0.21264700001823456,0.21264700001823456,more_stable,-0.522146492933509,0.2555845581407638,-0.3713790652619585
d_vol_10,0.21186494485944932,0.21186494485944932,more_unstable,0.23069450040163447,0.27473567492071727,0.13016465925599618
ixic_vol_5,-0.21161169469778096,0.21161169469778096,more_stable,-0.13971627017909508,0.15559491342694176,-0.6507137273411896
vix_vol_20,0.20491076497871405,0.20491076497871405,more_unstable,0.6160444595502755,0.027416232478047246,-0.028728397092180624
us2y_close_pos,0.203860941887365,0.203860941887365,more_unstable,0.3161120809382252,0.08665433555523153,0.20881640916863833
dxy_ret_10,0.2020141163247995,0.2020141163247995,more_unstable,-0.25873252303103333,0.05595274865691991,0.8088221233485119
ndx_range_over_atr,-0.20072156837421526,0.20072156837421526,more_stable,-0.006145872080868603,-0.3828058944646559,-0.21321293857712129
xau_above_ma_20,0.2004192398903706,0.2004192398903706,more_unstable,-0.3803198636376598,0.8214106984869369,0.16016688482183472
spy_ret_10,0.19847741239592898,0.19847741239592898,more_unstable,0.05681696225284931,0.1301996532499921,0.4084156216849455
