timestamp,open,high,low,close,p_confirm_extreme_within_5d,dp_p_confirm_extreme_within_5d,regime_chain,base_dir,day,exec_px,action,position,equity,bh_equity
2018-12-07,166.16,167.12,160.86,161.38,0.3246545380152623,0.10673132563912283,down,sell,2018-12-07,,,1,146243.76982328953,146243.76982328822
2018-12-10,161.08,163.78,159.41,163.07,0.2107674494279852,-0.11388708858727709,down,sell,2018-12-10,,,1,147775.26053466243,147775.2605346611
2018-12-11,165.73,165.77,162.23,163.61,0.2213599195885668,0.010592470160581596,down,sell,2018-12-11,,,1,148264.61259628457,148264.61259628323
2018-12-12,166.0,167.6,164.96,165.05,0.23944966653646352,0.018089746947896723,down,sell,2018-12-12,,,1,149569.55142727686,149569.55142727552
2018-12-13,166.13,166.82,164.03,165.1,0.20539610196226643,-0.03405356457419709,down,sell,2018-12-13,,,1,149614.86180335298,149614.8618033516
2018-12-14,163.21,163.81,160.7,161.08,0.2479673233111792,0.04257122134891278,down,sell,2018-12-14,,,1,145971.90756683282,145971.9075668315
2018-12-17,160.39,161.67,156.17,157.43,0.4547686562620781,0.20680133295089886,down,buy,2018-12-17,,,1,142664.25011327595,142664.25011327467
2018-12-18,158.65,159.95,157.04,158.42,0.3602151706092913,-0.09455348565278676,down,buy,2018-12-18,,,1,143561.39555958315,143561.39555958184
2018-12-19,158.18,160.72,153.34,154.53,0.4120593577393214,0.051844187130030084,down,buy,2018-12-19,,,1,140036.2483008609,140036.24830085965
2018-12-20,154.15,155.87,150.39,152.29,0.35638220950217736,-0.055677148237144036,down,buy,2018-12-20,,,1,138006.34345265065,138006.34345264942
2018-12-21,153.05,154.09,146.72,147.57,0.35379700389361735,-0.002585205608560015,down,buy,2018-12-21,,,1,133729.04395106478,133729.0439510636
2018-12-24,146.08,147.98,143.46,143.5,0.33129505253255065,-0.022501951361066697,down,buy,2018-12-24,,,1,130040.77933846852,130040.77933846734
2018-12-26,145.08,152.54,144.09,152.46,0.2877217741573264,-0.043573278375224234,up,buy,2018-12-26,,,1,138160.39873130948,138160.39873130823
2018-12-27,150.37,153.18,147.08,153.05,0.2763276101643237,-0.011394163993002693,up,buy,2018-12-27,,,1,138695.06116900773,138695.06116900648
2018-12-28,154.15,155.59,151.72,152.97,0.30254392534181623,0.02621631517749251,up,buy,2018-12-28,,,1,138622.5645672859,138622.56456728466
2018-12-31,154.47,154.98,152.71,154.26,0.25622800656432837,-0.04631591877748786,up,buy,2018-12-31,,,1,139791.57227004983,139791.57227004858
2019-01-02,150.99,155.75,150.88,154.88,0.2616563097278842,0.005428303163555803,up,buy,2019-01-02,,,1,140353.42093339376,140353.42093339248
2019-01-03,152.6,153.26,149.49,149.82,0.3161962361993654,0.054539926471481204,up,buy,2019-01-03,,,1,135768.01087449025,135768.01087448903
2019-01-04,152.34,157.0,151.74,156.23,0.13276658378399384,-0.18342965241537154,up,sell,2019-01-04,,,1,141576.801087449,141576.80108744773
2019-01-07,156.62,158.86,156.11,158.09,0.11881552794771884,-0.013951055836274998,up,sell,2019-01-07,,,1,143262.34707748075,143262.34707747947
2019-01-08,159.54,160.11,157.2,159.52,0.11367420059022741,-0.0051413273574914264,up,sell,2019-01-08,,,1,144558.22383325783,144558.22383325655
2019-01-09,160.14,161.52,159.47,160.82,0.11623267935649097,0.0025584787662635555,up,sell,2019-01-09,,,1,145736.29361123696,145736.29361123565
2019-01-10,159.6,161.37,158.7,161.28,0.10998446704163216,-0.006248212314858809,up,sell,2019-01-10,,,1,146153.1490711373,146153.149071136
2019-01-11,160.33,160.86,159.79,160.69,0.10599943957875925,-0.003985027462872909,up,sell,2019-01-11,,,1,145618.48663343905,145618.48663343774
2019-01-14,159.33,159.96,158.59,159.27,0.11139744499056835,0.005398005411809098,up,sell,2019-01-14,,,1,144331.67195287722,144331.67195287594
2019-01-15,160.0,162.6,159.91,162.38,0.1033629102669591,-0.008034534723609252,up,sell,2019-01-15,,,1,147149.97734481198,147149.97734481064
2019-01-16,162.65,163.78,162.29,162.35,0.11650450588623018,0.013141595619271085,up,sell,2019-01-16,,,1,147122.7911191663,147122.79111916496
2019-01-17,161.83,164.36,161.57,163.63,0.10167663507695807,-0.014827870809272115,up,sell,2019-01-17,,,1,148282.736746715,148282.73674671366
2019-01-18,164.78,166.02,163.82,165.25,0.10255947905330688,0.0008828439763488155,up,sell,2019-01-18,,,1,149750.79293158135,149750.79293157998
2019-01-22,164.06,164.14,160.76,161.94,0.13192005315182773,0.029360574098520845,up,sell,2019-01-22,,,1,146751.2460353421,146751.24603534077
2019-01-23,162.77,163.51,160.32,162.15,0.11185385271889363,-0.020066200432934098,up,sell,2019-01-23,,,1,146941.5496148618,146941.5496148605
2019-01-24,162.68,163.44,162.06,163.2,0.09344419175623238,-0.01840966096266125,up,sell,2019-01-24,,,1,147893.06751246034,147893.067512459
2019-01-25,164.51,165.65,163.95,165.15,0.09607677576239253,0.002632584006160149,up,sell,2019-01-25,,,1,149660.1721794291,149660.17217942775
2019-01-28,163.02,163.12,161.75,163.11,0.0889628491827071,-0.007113926579685431,up,sell,2019-01-28,,,1,147811.50883552336,147811.50883552202
2019-01-29,163.2,163.24,160.99,161.57,0.11271120379125343,0.023748354608546338,up,sell,2019-01-29,,,1,146415.9492523788,146415.9492523775
2019-01-30,163.4,166.28,162.89,165.68,0.10159577245565732,-0.011115431335596115,up,sell,2019-01-30,,,1,150140.46216583598,150140.46216583464
2019-01-31,166.7,168.99,166.47,168.16,0.1007929542915069,-0.0008028181641504123,up,sell,2019-01-31,,,1,152387.8568192116,152387.85681921022
2019-02-01,167.33,168.6,166.99,167.45,0.11695105959829259,0.016158105306785686,up,sell,2019-02-01,,,1,151744.44947893068,151744.4494789293
2019-02-04,167.48,169.53,167.33,169.53,0.08892951141581246,-0.028021548182480135,up,sell,2019-02-04,,,1,153629.36112369734,153629.36112369594
2019-02-05,169.76,171.23,169.69,171.03,0.09293889691037716,0.004009385494564699,up,sell,2019-02-05,,,1,154988.672405981,154988.67240597957
2019-02-06,171.07,171.37,169.75,170.52,0.10761622919016291,0.014677332279785751,up,sell,2019-02-06,,,1,154526.50657000454,154526.50657000314
2019-02-07,169.03,169.45,166.95,168.23,0.1438148486498646,0.036198619459701695,up,sell,2019-02-07,,,1,152451.29134571817,152451.2913457168
2019-02-08,166.76,168.59,166.57,168.56,0.10163542349500272,-0.04217942515486188,up,sell,2019-02-08,,,1,152750.33982782057,152750.3398278192
2019-02-11,169.17,169.58,167.98,168.4,0.12673663819763284,0.025101214702630117,up,sell,2019-02-11,,,1,152605.346624377,152605.3466243756
2019-02-12,169.63,171.14,169.33,170.89,0.10349523487575991,-0.023241403321872925,up,sell,2019-02-12,,,1,154861.80335296784,154861.8033529664
2019-02-13,171.65,172.16,170.82,171.01,0.11684340684238766,0.013348171966627742,up,sell,2019-02-13,,,1,154970.54825555053,154970.54825554913
2019-02-14,170.4,171.83,169.83,171.22,0.11800858101359567,0.001165174171208011,up,sell,2019-02-14,,,1,155160.85183507024,155160.85183506884
2019-02-15,172.52,172.56,171.14,171.94,0.10239825365062881,-0.015610327362966858,up,sell,2019-02-15,,,1,155813.3212505664,155813.32125056497
2019-02-19,171.41,172.8,171.38,172.28,0.11689749684392968,0.01449924319330087,up,sell,2019-02-19,,,1,156121.43180788402,156121.43180788262
2019-02-20,172.4,173.08,171.32,172.25,0.15705541583389018,0.0401579189899605,up,sell,2019-02-20,,,1,156094.24558223833,156094.24558223694
2019-02-21,171.79,172.26,170.71,171.62,0.16286140334287122,0.0058059875089810364,up,sell,2019-02-21,,,1,155523.33484367921,155523.33484367782
2019-02-22,171.99,173.01,171.9,172.89,0.13068574543539935,-0.03217565790747187,up,sell,2019-02-22,,,1,156674.21839601267,156674.21839601127
2019-02-25,174.21,174.66,173.4,173.52,0.22738778302823667,0.09670203759283733,up,sell,2019-02-25,,,1,157245.12913457185,157245.12913457042
2019-02-26,173.1,174.25,172.81,173.7,0.1778523969072566,-0.049535386120980074,up,sell,2019-02-26,,,1,157408.24648844585,157408.24648844442
2019-02-27,172.9,173.8,171.76,173.59,0.17017042721218648,-0.007681969695070123,up,sell,2019-02-27,,,1,157308.5636610784,157308.56366107697
2019-02-28,173.05,173.81,172.7,173.19,0.19132120349119694,0.021150776279010464,up,sell,2019-02-28,,,1,156946.08065246942,156946.080652468
2019-03-01,174.44,174.65,173.18,174.39,0.16705301165709793,-0.024268191834099007,up,sell,2019-03-01,,,1,158033.52967829633,158033.5296782949
2019-03-04,175.54,175.79,172.47,174.42,0.23537316402282615,0.06832015236572822,up,sell,2019-03-04,,,1,158060.715903942,158060.71590394058
2019-03-05,174.55,175.09,173.69,174.55,0.17043966368766306,-0.0649335003351631,up,sell,2019-03-05,,,1,158178.52288173995,158178.5228817385
2019-03-06,174.72,174.75,173.28,173.56,0.25211199726137473,0.08167233357371168,up,sell,2019-03-06,,,1,157281.37743543272,157281.37743543132
2019-03-07,173.12,173.18,170.79,171.43,0.3003399009994349,0.048227903738060185,up,sell,2019-03-07,,,1,155351.15541458994,155351.15541458855
2019-03-08,169.51,171.26,169.34,171.17,0.16922135795645846,-0.13111854304297646,up,sell,2019-03-08,,,1,155115.54145899412,155115.54145899272
2019-03-11,171.88,174.85,171.85,174.73,0.1853684395468361,0.016147081590377643,up,sell,2019-03-11,,,1,158341.64023561394,158341.64023561252
2019-03-12,175.19,176.14,174.77,175.69,0.15783116822190157,-0.027537271324934526,up,sell,2019-03-12,,,1,159211.5994562755,159211.59945627407
2019-03-13,176.6,177.93,176.35,177.01,0.20106954150569875,0.04323837328379718,up,sell,2019-03-13,,,1,160407.7933846851,160407.79338468364
2019-03-14,177.13,177.34,176.66,176.71,0.22680192586661893,0.02573238436092018,up,sell,2019-03-14,,,1,160135.93112822837,160135.93112822692
2019-03-15,177.4,178.88,177.28,178.35,0.16643426295564293,-0.060367662910976005,up,sell,2019-03-15,,,1,161622.11146352516,161622.1114635237
2019-03-18,177.95,178.99,177.59,178.45,0.15913873336510106,-0.0072955295905418605,up,sell,2019-03-18,,,1,161712.7322156774,161712.73221567593
2019-03-19,179.18,180.0,178.29,179.05,0.1938811254806567,0.03474239211555563,up,sell,2019-03-19,,,1,162256.45672859086,162256.4567285894
2019-03-20,179.06,180.86,178.24,179.76,0.22923482933844327,0.03535370385778658,up,sell,2019-03-20,,,1,162899.86406887177,162899.8640688703
2019-03-21,179.22,182.83,179.2,182.57,0.18530375868305246,-0.043931070655390814,up,sell,2019-03-21,,,1,165446.3072043498,165446.3072043483
2019-03-22,181.78,182.27,178.37,178.56,0.37726987852594834,0.19196611984289588,down,sell,2019-03-22,,,1,161812.41504304486,161812.4150430434
2019-03-25,177.91,178.84,176.93,178.22,0.17520248359367285,-0.2020673949322755,down,sell,2019-03-25,,,1,161504.30448572725,161504.3044857258
2019-03-26,179.6,180.69,178.14,179.05,0.2226209603776763,0.04741847678400346,down,sell,2019-03-26,,,1,162256.45672859086,162256.4567285894
2019-03-27,179.32,179.72,176.6,177.9,0.2603905074703745,0.0377695470926982,down,buy,2019-03-27,,,1,161214.31807884006,161214.3180788386
2019-03-28,178.36,178.98,177.24,178.31,0.20269090744690868,-0.05769960002346583,up,buy,2019-03-28,,,1,161585.86316266426,161585.8631626628
2019-03-29,179.69,179.83,178.59,179.66,0.17173343008715458,-0.0309574773597541,up,buy,2019-03-29,,,1,162809.24331671954,162809.24331671806
2019-04-01,181.51,182.26,180.77,182.04,0.17680758779037697,0.005074157703222393,up,buy,2019-04-01,,,1,164966.01721794292,164966.0172179414
2019-04-02,182.24,182.91,181.78,182.73,0.16754027788439074,-0.009267309905986232,up,buy,2019-04-02,,,1,165591.30040779337,165591.3004077919
2019-04-03,183.76,184.92,183.21,183.78,0.179334307117468,0.011794029233077263,up,sell,2019-04-03,,,1,166542.81830539193,166542.81830539045
2019-04-04,183.83,184.5,182.65,183.71,0.1785930394234305,-0.0007412676940375118,up,sell,2019-04-04,,,1,166479.38377888539,166479.38377888387
2019-04-05,184.24,184.77,184.02,184.66,0.13099935396766907,-0.047593685455761425,up,sell,2019-04-05,,,1,167340.2809243317,167340.28092433017
2019-04-08,184.36,185.28,183.63,185.13,0.13073840753107152,-0.0002609464365975478,up,sell,2019-04-08,,,1,167766.19845944722,167766.1984594457
2019-04-09,184.5,185.11,184.09,184.48,0.18528130131520446,0.054542893784132934,up,sell,2019-04-09,,,1,167177.16357045763,167177.16357045612
2019-04-10,184.72,185.53,184.52,185.47,0.1172818432356895,-0.06799945807951495,up,sell,2019-04-10,,,1,168074.30901676486,168074.30901676332
2019-04-11,185.78,185.78,184.69,185.03,0.1667415008377311,0.04945965760204159,up,sell,2019-04-11,,,1,167675.577707295,167675.57770729347
2019-04-12,185.85,185.95,185.06,185.83,0.11844891856365418,-0.048292582274076915,up,sell,2019-04-12,,,1,168400.54372451294,168400.5437245114
2019-04-15,185.84,186.07,184.62,185.86,0.1285731169544526,0.010124198390798408,up,sell,2019-04-15,,,1,168427.7299501586,168427.72995015708
2019-04-16,186.54,186.91,185.93,186.5,0.1412866711717479,0.012713554217295309,up,sell,2019-04-16,,,1,169007.70276393296,169007.70276393142
2019-04-17,187.75,187.93,186.6,187.15,0.1730392444968943,0.031752573325146416,up,sell,2019-04-17,,,1,169596.73765292254,169596.737652921
2019-04-18,187.46,187.79,186.29,187.39,0.16131937655813441,-0.011719867938759898,up,sell,2019-04-18,,,1,169814.2274580879,169814.22745808636
2019-04-22,186.57,187.99,186.43,187.92,0.1230548536109453,-0.038264522947189114,up,sell,2019-04-22,,,1,170294.5174444948,170294.51744449325
2019-04-23,188.4,190.54,188.13,190.31,0.16047060506564026,0.03741575145469496,up,sell,2019-04-23,,,1,172460.35342093342,172460.35342093185
2019-04-24,190.47,190.71,189.65,189.71,0.18617472754105605,0.025704122475415786,up,sell,2019-04-24,,,1,171916.62890801995,171916.6289080184
2019-04-25,191.13,191.22,189.45,190.48,0.16344995299887263,-0.022724774542183412,up,sell,2019-04-25,,,1,172614.4086995922,172614.40869959065
2019-04-26,190.18,190.69,188.59,190.65,0.15043302731928593,-0.013016925679586705,up,sell,2019-04-26,,,1,172768.46397825103,172768.46397824946
2019-04-29,190.65,191.32,190.34,191.02,0.1200219073187085,-0.030411120000577427,up,sell,2019-04-29,,,1,173103.76076121433,173103.76076121276
2019-04-30,189.48,189.85,188.21,189.54,0.1541142173134056,0.034092309994697104,up,sell,2019-04-30,,,1,171762.57362936114,171762.57362935957
2019-05-01,190.78,191.32,188.8,188.93,0.2476340938143309,0.0935198765009253,up,sell,2019-05-01,,,1,171209.78704123246,171209.7870412309
2019-05-02,188.87,189.85,186.87,188.11,0.23756758122375357,-0.010066512590577337,down,sell,2019-05-02,,,1,170466.69687358406,170466.69687358252
2019-05-03,189.67,191.25,189.33,191.11,0.1319047175582531,-0.10566286366550048,down,sell,2019-05-03,,,1,173185.31943815135,173185.31943814977
2019-05-06,187.05,190.2,186.76,189.94,0.1577827774984015,0.025878059940148412,down,sell,2019-05-06,,,1,172125.0566379701,172125.05663796855
2019-05-07,187.87,188.67,184.51,186.24,0.21778475092289398,0.06000197342449248,down,sell,2019-05-07,,,1,168772.08880833714,168772.0888083356
2019-05-08,185.63,187.17,184.96,185.77,0.16572294782815883,-0.052061803094735154,down,sell,2019-05-08,,,1,168346.17127322158,168346.17127322007
2019-05-09,183.7,185.41,182.09,184.77,0.2311908905501399,0.06546794272198106,down,buy,2019-05-09,,,1,167439.96375169916,167439.96375169765
2019-05-10,184.11,185.89,181.03,185.0,0.22032026722865294,-0.010870623321486944,down,buy,2019-05-10,,,1,167648.3914816493,167648.3914816478
2019-05-13,180.29,181.26,178.06,178.58,0.2346077102085672,0.014287442979914244,down,buy,2019-05-13,,,1,161830.53919347533,161830.53919347387
2019-05-14,179.52,181.63,178.86,180.54,0.20529676064157987,-0.02931094956698732,down,buy,2019-05-14,,,1,163606.70593565927,163606.70593565778
2019-05-15,179.35,183.55,179.31,183.09,0.20459959339200132,-0.0006971672495785508,down,buy,2019-05-15,,,1,165917.53511554148,165917.53511553997
2019-05-16,183.17,186.07,182.95,184.93,0.24453394153266308,0.03993434814066177,down,buy,2019-05-16,,,1,167584.95695514276,167584.95695514124
2019-05-17,183.1,185.58,182.88,183.04,0.32028050247730694,0.07574656094464385,down,buy,2019-05-17,,,1,165872.22473946534,165872.22473946383
2019-05-20,180.49,181.18,179.34,179.95,0.25662680077873407,-0.06365370169857287,down,buy,2019-05-20,,,1,163072.04349796104,163072.04349795956
2019-05-21,181.5,182.33,180.92,181.83,0.20174002768500635,-0.05488677309372772,down,buy,2019-05-21,,,1,164775.7136384232,164775.71363842173
2019-05-22,180.82,182.07,180.75,181.02,0.23977140518247497,0.03803137749746863,down,buy,2019-05-22,,,1,164041.68554599004,164041.68554598856
2019-05-23,178.94,179.02,177.14,178.25,0.21335197642882409,-0.026419428753650886,down,buy,2019-05-23,,,1,161531.49071137293,161531.49071137144
2019-05-24,179.21,179.85,177.94,178.16,0.3027121234689771,0.08936014704015299,down,buy,2019-05-24,,,1,161449.9320344359,161449.93203443443
2019-05-28,178.66,179.66,177.47,177.49,0.3651022881846591,0.06239016471568204,down,buy,2019-05-28,,,1,160842.77299501587,160842.7729950144
2019-05-29,176.39,177.0,175.09,176.03,0.2634753223484714,-0.10162696583618774,down,buy,2019-05-29,,,1,159519.7100135931,159519.71001359168
2019-05-30,176.5,177.27,175.77,176.77,0.24129033091307825,-0.022184991435393125,down,buy,2019-05-30,,,1,160190.30357951974,160190.30357951828
2019-05-31,174.69,175.29,173.87,173.95,0.26848658634173234,0.027196255428654087,down,buy,2019-05-31,,,1,157634.79836882645,157634.79836882502
2019-06-03,173.48,173.95,169.27,170.12,0.3277982663704351,0.05931168002870274,down,buy,2019-06-03,,,1,154164.02356139556,154164.0235613942
2019-06-04,172.03,174.97,171.37,174.91,0.18913190169271413,-0.13866636467772095,up,buy,2019-06-04,,,1,158504.757589488,158504.75758948657
2019-06-05,176.58,176.61,174.38,176.21,0.16218999843879564,-0.026941903253918487,up,buy,2019-06-05,,,1,159682.82736746717,159682.82736746574
2019-06-06,176.51,178.04,175.73,177.61,0.1576456948584368,-0.004544303580358844,up,buy,2019-06-06,,,1,160951.51789759856,160951.5178975971
2019-06-07,178.56,181.77,178.33,181.04,0.06958294439523476,-0.08806275046320204,up,sell,2019-06-07,,,1,164059.80969642047,164059.809696419
2019-06-10,182.25,184.85,182.21,183.15,0.07708101072630781,0.0074980663310730555,up,sell,2019-06-10,,,1,165971.90756683282,165971.9075668313
2019-06-11,185.06,185.4,182.78,183.4,0.08098589915036515,0.00390488842405734,up,sell,2019-06-11,,,1,166198.45944721342,166198.45944721194
2019-06-12,182.9,183.28,182.0,182.34,0.07980824812235261,-0.0011776510280125385,up,sell,2019-06-12,,,1,165237.87947439964,165237.87947439816
2019-06-13,183.1,183.87,182.74,183.42,0.06796751669446212,-0.011840731427890494,up,sell,2019-06-13,,,1,166216.58359764385,166216.58359764234
2019-06-14,182.48,183.11,181.94,182.64,0.07002255718334979,0.0020550404888876744,up,sell,2019-06-14,,,1,165509.74173085636,165509.74173085488
2019-06-17,183.04,184.25,182.84,183.74,0.06788751689038343,-0.0021350402929663642,up,sell,2019-06-17,,,1,166506.57000453107,166506.57000452955
2019-06-18,185.91,187.72,185.43,186.41,0.07912407543620797,0.011236558545824546,up,sell,2019-06-18,,,1,168926.14408699592,168926.1440869944
2019-06-19,186.66,187.53,185.57,187.11,0.07651861448381313,-0.0026054609523948474,up,sell,2019-06-19,,,1,169560.48935206165,169560.4893520601
2019-06-20,189.72,189.76,187.16,188.85,0.07437209071379879,-0.0021465237700143414,up,sell,2019-06-20,,,1,171137.29043951066,171137.29043950912
2019-06-21,188.63,189.77,188.17,188.57,0.0763397845213848,0.0019676938075860184,up,sell,2019-06-21,,,1,170883.55233348437,170883.55233348283
2019-06-24,188.53,188.72,188.06,188.16,0.07464144458206858,-0.001698339939316229,up,sell,2019-06-24,,,1,170512.00724966018,170512.00724965864
2019-06-25,188.03,188.14,184.65,184.93,0.10601864807702406,0.031377203494955486,up,sell,2019-06-25,,,1,167584.95695514276,167584.95695514124
2019-06-26,186.16,187.33,185.49,185.79,0.08243969947948536,-0.0235789485975387,up,sell,2019-06-26,,,1,168364.29542365202,168364.2954236505
2019-06-27,186.46,186.94,185.99,186.5,0.06533623206411988,-0.017103467415365475,up,sell,2019-06-27,,,1,169007.70276393296,169007.70276393142
2019-06-28,186.95,187.15,186.07,186.74,0.05697101855190292,-0.008365213512216967,up,sell,2019-06-28,,,1,169225.19256909835,169225.1925690968
2019-07-01,190.32,190.57,188.38,189.26,0.06720916572347051,0.01023814717156759,up,sell,2019-07-01,,,1,171508.83552333486,171508.83552333328
2019-07-02,189.2,190.03,188.66,190.01,0.05641453987891138,-0.010794625844559126,up,sell,2019-07-02,,,1,172188.49116447667,172188.49116447513
2019-07-03,190.49,191.44,190.29,191.44,0.048462330098235744,-0.007952209780675637,up,sell,2019-07-03,,,1,173484.36792025375,173484.3679202522
2019-07-05,190.13,191.4,189.39,191.05,0.06354983410624483,0.015087504008009088,up,sell,2019-07-05,,,1,173130.94698686,173130.94698685844
2019-07-08,189.81,189.87,188.93,189.71,0.053780503399909606,-0.009769330706335226,up,sell,2019-07-08,,,1,171916.62890801995,171916.6289080184
2019-07-09,188.81,190.9,188.65,190.66,0.06713096654044383,0.013350463140534223,up,sell,2019-07-09,,,1,172777.52605346625,172777.5260534647
2019-07-10,191.82,193.09,191.47,192.56,0.07323161541632445,0.006100648875880618,up,sell,2019-07-10,,,1,174499.32034435886,174499.3203443573
2019-07-11,192.85,193.34,191.81,192.42,0.07936485407148343,0.006133238655158982,up,sell,2019-07-11,,,1,174372.45129134573,174372.45129134416
2019-07-12,192.63,193.54,192.45,193.53,0.058202306768232896,-0.021162547303250533,up,sell,2019-07-12,,,1,175378.34164023562,175378.34164023405
2019-07-15,193.98,194.19,193.44,194.15,0.06868904013738952,0.010486733369156627,up,sell,2019-07-15,,,1,175940.19030357953,175940.19030357795
2019-07-16,193.91,194.09,192.56,193.15,0.11610167647045606,0.04741263633306654,up,sell,2019-07-16,,,1,175033.9827820571,175033.98278205554
2019-07-17,193.15,193.49,192.18,192.2,0.13266512454320745,0.016563448072751383,up,sell,2019-07-17,,,1,174173.08563661078,174173.0856366092
2019-07-18,191.29,192.79,190.69,192.42,0.10831030159347695,-0.0243548229497305,up,sell,2019-07-18,,,1,174372.45129134573,174372.45129134416
2019-07-19,193.74,193.83,190.81,191.01,0.19753528999896752,0.08922498840549058,up,sell,2019-07-19,,,1,173094.6986859991,173094.69868599754
2019-07-22,191.44,192.94,191.44,192.53,0.08644363307894871,-0.11109165692001881,up,sell,2019-07-22,,,1,174472.1341187132,174472.13411871163
2019-07-23,193.58,193.81,192.29,193.79,0.0897946539158233,0.0033510208368745797,up,sell,2019-07-23,,,1,175613.95559583144,175613.95559582987
2019-07-24,193.05,195.16,193.03,195.15,0.09390487500111817,0.0041102210852948795,up,sell,2019-07-24,,,1,176846.39782510197,176846.39782510037
2019-07-25,194.49,194.52,192.93,193.3,0.15405114848161938,0.06014627348050121,up,sell,2019-07-25,,,1,175169.91391028548,175169.91391028388
2019-07-26,194.53,195.55,194.43,195.29,0.09072551883114216,-0.06332562965047722,up,sell,2019-07-26,,,1,176973.2668781151,176973.2668781135
2019-07-29,195.11,195.18,193.39,194.62,0.14939826109379803,0.05867274226265587,down,sell,2019-07-29,,,1,176366.10783869508,176366.10783869348
2019-07-30,193.13,194.54,192.99,193.78,0.1511498548357719,0.001751593741973867,down,sell,2019-07-30,,,1,175604.89352061623,175604.89352061466
2019-07-31,194.3,194.43,189.32,191.1,0.4044461960154185,0.2532963411796466,down,sell,2019-07-31,,,1,173176.25736293613,173176.25736293456
2019-08-01,191.43,194.98,189.23,190.15,0.4117123972657348,0.007266201250316295,down,sell,2019-08-01,,,1,172315.36021748983,172315.36021748825
2019-08-02,188.72,188.99,186.21,187.35,0.2884503357973392,-0.12326206146839558,down,buy,2019-08-02,,,1,169777.979157227,169777.9791572255
2019-08-05,183.43,183.51,179.2,180.73,0.3491015318187787,0.06065119602143948,down,buy,2019-08-05,,,1,163778.88536474854,163778.88536474705
2019-08-06,182.4,183.8,181.07,183.26,0.3136232835001928,-0.03547824831858587,up,buy,2019-08-06,,,1,166071.59039420026,166071.59039419878
2019-08-07,181.27,184.51,179.89,184.25,0.3430529898008488,0.029429706300656,up,buy,2019-08-07,,,1,166968.7358405075,166968.73584050598
2019-08-08,185.08,188.32,184.57,188.26,0.3195190098343776,-0.02353397996647122,up,buy,2019-08-08,,,1,170602.6280018124,170602.62800181087
2019-08-09,187.36,188.0,185.03,186.49,0.36835026896784945,0.04883125913347186,up,buy,2019-08-09,,,1,168998.64068871774,168998.64068871623
2019-08-12,185.34,185.9,183.5,184.35,0.3779167316477225,0.009566462679873045,up,buy,2019-08-12,,,1,167059.35659265972,167059.35659265824
2019-08-13,184.19,189.68,184.02,188.39,0.2215636441976421,-0.1563530874500804,up,sell,2019-08-13,,,1,170720.43497961032,170720.43497960878
2019-08-14,185.36,185.95,182.42,182.76,0.31354700532190316,0.09198336112426106,up,sell,2019-08-14,,,1,165618.48663343905,165618.48663343757
2019-08-15,183.0,183.59,181.16,182.55,0.21040704310474592,-0.10313996221715724,up,sell,2019-08-15,,,1,165428.18305391938,165428.18305391786
2019-08-16,184.21,185.95,184.1,185.48,0.17683966834778894,-0.03356737475695698,up,sell,2019-08-16,,,1,168083.37109198005,168083.37109197854
2019-08-19,188.16,188.83,187.5,188.43,0.16270840595651823,-0.014131262391270716,up,sell,2019-08-19,,,1,170756.68328047125,170756.6832804697
2019-08-20,187.96,188.64,186.92,186.97,0.2310919438942108,0.06838353793769258,up,sell,2019-08-20,,,1,169433.6202990485,169433.62029904695
2019-08-21,188.61,189.23,187.96,188.63,0.1662559444477009,-0.06483599944650992,up,sell,2019-08-21,,,1,170937.9247847757,170937.9247847742
2019-08-22,188.98,189.46,186.54,188.02,0.20121615985279717,0.03496021540509628,up,sell,2019-08-22,,,1,170385.13819664705,170385.1381966455
2019-08-23,186.74,188.45,181.56,182.07,0.3912778598473646,0.1900616999945674,up,sell,2019-08-23,,,1,164993.20344358857,164993.2034435871
2019-08-26,184.14,184.87,183.08,184.82,0.11668669102503791,-0.27459116882232665,up,sell,2019-08-26,,,1,167485.27412777525,167485.27412777374
2019-08-27,186.11,186.42,183.71,184.43,0.1869208328997954,0.0702341418747575,up,sell,2019-08-27,,,1,167131.85319438152,167131.85319438003
2019-08-28,183.83,185.4,182.91,185.09,0.11999786682690157,-0.06692296607289384,up,sell,2019-08-28,,,1,167729.95015858632,167729.9501585848
2019-08-29,187.39,188.46,186.68,187.92,0.12330992364763722,0.0033120568207356538,up,sell,2019-08-29,,,1,170294.5174444948,170294.51744449325
2019-08-30,188.93,188.97,186.41,187.47,0.1632684778679567,0.03995855422031948,up,sell,2019-08-30,,,1,169886.7240598097,169886.72405980818
2019-09-03,186.22,187.18,185.03,185.65,0.15140591232475717,-0.011862565543199532,up,sell,2019-09-03,,,1,168237.4263706389,168237.42637063737
2019-09-04,187.44,188.49,186.9,188.33,0.09239969935342303,-0.05900621297133414,up,sell,2019-09-04,,,1,170666.06252831902,170666.06252831747
2019-09-05,190.41,192.33,190.34,191.78,0.1613203416502095,0.06892064229678647,up,sell,2019-09-05,,,1,173792.47847757136,173792.4784775698
2019-09-06,192.1,192.17,191.17,191.59,0.1700436633777597,0.008723321727550193,up,sell,2019-09-06,,,1,173620.29904848212,173620.29904848055
2019-09-09,192.19,192.27,190.22,191.19,0.18372515840348524,0.013681495025725549,up,sell,2019-09-09,,,1,173257.81603987314,173257.81603987157
