feature,importance
high_low_spread_pct,0.41422385255877553
klu_idx,0.12521058657789894
macd_value,0.04473359141722189
feat_bsp_bi_amp,0.03848205597639535
feat_macd_value,0.028515868353871952
klu_close,0.023925179616965817
klu_open,0.02373438872827459
klu_low,0.01729503674895015
dmi_adx,0.015769834865853254
klu_volume,0.013373921623424538
feat_volume,0.012488169556581564
dmi_minus,0.012246529034953626
price_change_pct,0.011958394185288442
body_size,0.011321378736712077
dmi_plus,0.011152439094811771
macd_dea,0.01083199028832492
upper_shadow,0.01032522724287477
feat_divergence_rate,0.009098857049788484
feat_bsp2_bi_amp_rate,0.008002785942044234
feat_kdj_d,0.007752945662199778
feat_bsp1_bi_klu_cnt,0.00734478151696816
feat_bsp2s_bi_amp_rate,0.007275100207351276
klu_high,0.007061577640320643
feat_ppo,0.006853695797881014
feat_kdj_j,0.006543438439916792
volume_price_trend,0.006256808889022289
feat_bsp1_bi_amp_rate,0.0053686290501130315
feat_bsp2s_break_bi_klu_cnt,0.005295871628737905
feat_bsp2_retrace_rate,0.005149234339322715
feat_bsp2_break_bi_bi_klu_cnt,0.004896709982250497
feat_macd_dea,0.004674646672290997
kdj_j,0.004624940249352999
feat_bsp2s_retrace_rate,0.004600079137817018
kdj_d,0.004577789555761985
feat_rsi,0.004538053772533228
feat_bsp3_zs_height,0.004201511790654088
kdj_k,0.004085275439083233
feat_bsp2_bi_klu_cnt,0.004010871714561588
feat_bsp2_break_bi_amp,0.004001645329972783
feat_bsp2s_bi_amp,0.003930142925813119
feat_bsp2_break_bi_amp_rate,0.0038141703514311866
rsi,0.003684596812973901
feat_bsp1_bi_amp,0.003683260735601979
bsp_types,0.003350747218795733
feat_kdj_k,0.003334936546625714
feat_macd_diff,0.003063056044604686
lower_shadow,0.0030048059058854788
feat_bsp2s_break_bi_amp,0.0026617005895910985
feat_bsp2s_break_bi_amp_rate,0.002339830617732173
macd_dif,0.002230704767824706
feat_bsp2s_lv,0.0022023248871427454
feat_bsp2s_bi_klu_cnt,0.002066626817057701
feat_bsp3_bi_amp,0.0019519092966429836
feat_bsp2_bi_amp,0.001743752754524173
feat_bsp3_bi_klu_cnt,0.001436969124607082
bsp_type,0.0011947065898428638
bsp_type_encoded,0.0007903038320623585
feat_bsp3_bi_amp_rate,0.0004245635640809499
kdj_overbought,0.00029072374645417386
feat_zs_cnt,0.00025054689263279167
is_bullish_candle,0.00022936815655335598
dmi_trend_up,0.00018682017416461657
has_profit_target,0.00014547181372925573
macd_signal,8.23350292438662e-05
rsi_overbought,5.929402057439537e-05
rsi_oversold,3.0362705715998577e-05
kdj_oversold,1.0310820620440745e-05
is_buy,1.2352341762646355e-06
direction,7.276081702072318e-07
direction_encoded,0.0
