timestamp,open,high,low,close,p_confirm_within_5d,p_min_prev_5,p_max_prev_5,dp_vs_min_prev_5,dp_vs_max_prev_5,regime_chain,base_dir,day,action,exec_px,position,equity,bh_equity
2017-09-28,249.73,250.44,249.63,250.35,0.24319988921268856,0.19485013908745108,0.21566819040101715,0.048349750125237484,0.027531698811671418,unknown,sell,2017-09-28,,,1,100911.28967061397,118329.6308550356
2017-09-29,250.34,251.32,250.13,251.23,0.2114753076484658,0.19485013908745108,0.24319988921268856,0.01662516856101473,-0.031724581564222754,unknown,sell,2017-09-29,,,1,101266.00081465287,118745.56884246292
2017-10-02,251.49,252.32,251.29,252.32,0.20504857618600222,0.20523809927711065,0.24319988921268856,-0.00018952309110842336,-0.03815131302668634,up,sell,2017-10-02,,,1,101705.35893624653,119260.76475870814
2017-10-03,252.32,252.89,252.23,252.86,0.21517795115928873,0.20504857618600222,0.24319988921268856,0.010129374973286503,-0.028021938053399836,up,sell,2017-10-03,,,1,101923.02259281586,119515.99943281128
2017-10-04,252.69,253.44,252.56,253.16,0.17986647006311252,0.20504857618600222,0.24319988921268856,-0.025182106122889708,-0.06333341914957605,up,sell,2017-10-04,,,1,102043.94684646548,119657.79647397967
2017-10-05,253.54,254.68,253.2,254.66,0.17850592828839562,0.17986647006311252,0.24319988921268856,-0.0013605417747168946,-0.06469396092429294,up,sell,2017-10-05,,,1,102648.56811471362,120366.78167982171
2017-10-06,254.15,254.7,253.85,254.37,0.20982198987342202,0.17850592828839562,0.21517795115928873,0.031316061585026395,-0.005355961285866712,up,sell,2017-10-06,,,1,102531.67466951898,120229.71120669226
2017-10-09,254.63,254.7,253.65,253.95,0.17500285879299307,0.17850592828839562,0.21517795115928873,-0.00350306949540255,-0.040175092366295656,up,sell,2017-10-09,,,1,102362.3807144095,120031.19534905649
2017-10-10,254.6,255.05,253.98,254.62,0.188004085929965,0.17500285879299307,0.21517795115928873,0.013001227136971938,-0.027173865229323718,up,sell,2017-10-10,,,1,102632.44488089367,120347.87540766594
2017-10-11,254.51,255.02,254.32,255.02,0.18194553249062148,0.17500285879299307,0.20982198987342202,0.00694267369762841,-0.027876457382800535,unknown,sell,2017-10-11,,,1,102793.67721909318,120536.93812922381
2017-10-12,254.66,255.06,254.37,254.64,0.17988306062543039,0.17500285879299307,0.20982198987342202,0.004880201832437314,-0.02993892924799163,up,sell,2017-10-12,,,1,102640.50649780364,120357.32854374382
2017-10-13,255.14,255.27,254.64,254.95,0.18852979962512598,0.17500285879299307,0.20982198987342202,0.013526940832132905,-0.02129219024829604,up,sell,2017-10-13,,,1,102765.46155990826,120503.85215295116
2017-10-16,255.21,255.51,254.82,255.29,0.18254468290910753,0.17500285879299307,0.18852979962512598,0.007541824116114454,-0.0059851167160184515,up,sell,2017-10-16,,,1,102902.50904737784,120664.55546627537
2017-10-17,255.23,255.52,254.98,255.47,0.1848811517881804,0.17988306062543039,0.18852979962512598,0.004998091162750018,-0.0036486478369455733,up,sell,2017-10-17,,,1,102975.06359956761,120749.63369097642
2017-10-18,255.9,255.95,255.5,255.72,0.19213784409785148,0.17988306062543039,0.18852979962512598,0.012254783472421094,0.0036080444727255023,up,sell,2017-10-18,,,1,103075.8338109423,120867.79789195007
2017-10-19,254.83,255.83,254.35,255.79,0.18836590704812362,0.17988306062543039,0.19213784409785148,0.00848284642269323,-0.0037719370497278637,unknown,sell,2017-10-19,,,1,103104.04947012721,120900.8838682227
2017-10-20,256.7,257.14,255.77,257.11,0.19963222943962408,0.18254468290910753,0.19213784409785148,0.017087546530516556,0.0074943853417726025,up,sell,2017-10-20,,,1,103636.11618618558,121524.79084936372
2017-10-23,257.48,257.51,256.02,256.11,0.2080875566607068,0.18254468290910753,0.19963222943962408,0.025542873751599277,0.00845532722108272,up,sell,2017-10-23,,,1,103233.03534068682,121052.13404546902
2017-10-24,256.6,256.83,256.15,256.56,0.19309335035828876,0.1848811517881804,0.2080875566607068,0.008212198570108353,-0.014994206302418045,unknown,sell,2017-10-24,,,1,103414.42172116126,121264.82960722162
2017-10-25,256.18,256.31,254.0,255.29,0.21542476363745722,0.18836590704812362,0.2080875566607068,0.027058856589333602,0.0073372069767504156,unknown,sell,2017-10-25,,,1,102902.50904737784,120664.55546627537
2017-10-26,255.99,256.3,255.48,255.62,0.20892398901523115,0.18836590704812362,0.21542476363745722,0.02055808196710754,-0.006500774622226063,unknown,sell,2017-10-26,,,1,103035.52572639243,120820.53221156061
2017-10-27,256.47,257.89,255.63,257.71,0.2161881816807227,0.19309335035828876,0.21542476363745722,0.02309483132243395,0.0007634180432654902,up,sell,2017-10-27,,,1,103877.96469348483,121808.38493170052
2017-10-30,256.47,257.6,256.41,256.75,0.20388964250999683,0.19309335035828876,0.2161881816807227,0.010796292151708076,-0.012298539170725875,unknown,sell,2017-10-30,,,1,103491.00708180602,121354.63439996161
2017-10-31,257.18,257.44,256.81,257.15,0.19438445122758907,0.19309335035828876,0.2161881816807227,0.0012911008693003156,-0.021803730453133635,unknown,sell,2017-10-31,,,1,103652.23942000551,121543.6971215195
2017-11-01,258.04,258.43,257.07,257.49,0.20934964304728323,0.19438445122758907,0.2161881816807227,0.014965191819694162,-0.006838538633439473,up,sell,2017-11-01,,,1,103789.2869074751,121704.4004348437
2017-11-02,257.41,257.75,256.19,257.59,0.18973623691859018,0.19438445122758907,0.2161881816807227,-0.004648214308998894,-0.02645194476213253,unknown,sell,2017-11-02,,,1,103829.59499202497,121751.66611523317
2017-11-03,257.77,258.5,257.3,258.45,0.19167069656867386,0.18973623691859018,0.2161881816807227,0.0019344596500836808,-0.024517485112048848,up,sell,2017-11-03,,,1,104176.2445191539,122158.15096658257
2017-11-06,258.3,259.0,258.22,258.85,0.191302214918201,0.18973623691859018,0.20934964304728323,0.0015659779996108347,-0.01804742812908222,up,sell,2017-11-06,,,1,104337.47685735342,122347.21368814047
2017-11-07,258.97,259.35,258.09,258.67,0.1985755380475278,0.18973623691859018,0.20934964304728323,0.008839301128937632,-0.010774104999755424,up,sell,2017-11-07,,,1,104264.92230516365,122262.13546343942
2017-11-08,258.47,259.22,258.15,259.11,0.183190955523553,0.18973623691859018,0.20934964304728323,-0.0065452813950371835,-0.02615868752373024,unknown,sell,2017-11-08,,,1,104442.27787718309,122470.1044571531
2017-11-09,257.73,258.39,256.36,258.17,0.19268800619589344,0.183190955523553,0.1985755380475278,0.00949705067234044,-0.0058875318516343755,unknown,sell,2017-11-09,,,1,104063.38188241427,122025.80706149209
2017-11-10,257.73,258.29,257.37,258.09,0.19255254073233985,0.183190955523553,0.1985755380475278,0.009361585208786855,-0.006022997315187961,unknown,sell,2017-11-10,,,1,104031.13541477436,121987.9945171805
2017-11-13,257.31,258.59,257.27,258.33,0.18893727362097676,0.183190955523553,0.1985755380475278,0.005746318097423764,-0.009638264426551052,unknown,sell,2017-11-13,,,1,104127.87481769406,122101.43215011522
2017-11-14,257.41,257.85,256.52,257.73,0.18873803115426865,0.183190955523553,0.1985755380475278,0.005547075630715659,-0.009837506893259157,unknown,sell,2017-11-14,,,1,103886.02631039481,121817.83806777842
2017-11-15,256.62,257.22,255.63,256.44,0.1889416566685155,0.183190955523553,0.19268800619589344,0.005750701144962511,-0.003746349527377929,unknown,sell,2017-11-15,,,1,103366.05201970141,121208.11079075426
2017-11-16,257.52,259.04,257.47,258.62,0.18768666749944982,0.18873803115426865,0.19268800619589344,-0.0010513636548188376,-0.005001338696443619,unknown,sell,2017-11-16,,,1,104244.7682628887,122238.5026232447
2017-11-17,258.22,258.59,257.77,257.86,0.19444156631885923,0.18768666749944982,0.19255254073233985,0.006754898819409411,0.0018890255865193772,unknown,sell,2017-11-17,,,1,103938.42682030964,121879.28345228474
2017-11-20,258.14,258.52,257.86,258.3,0.1854237417419736,0.18768666749944982,0.19444156631885923,-0.0022629257574762196,-0.00901782457688563,unknown,sell,2017-11-20,,,1,104115.7823923291,122087.25244599841
2017-11-21,259.18,260.2,258.26,259.99,0.18837250397232327,0.1854237417419736,0.19444156631885923,0.0029487622303496774,-0.006069062346535953,unknown,sell,2017-11-21,,,1,104796.989021222,122886.04244458041
2017-11-22,260.0,260.15,259.57,259.76,0.18840701011307212,0.1854237417419736,0.19444156631885923,0.002983268371098524,-0.006034556205787106,unknown,sell,2017-11-22,,,1,104704.28042675728,122777.33137968463
2017-11-24,260.32,260.48,260.16,260.36,0.1975100664552751,0.1854237417419736,0.19444156631885923,0.01208632471330151,0.0030685001364158804,unknown,sell,2017-11-24,,,1,104946.12893405654,123060.92546202145
2017-11-27,260.41,260.75,260.0,260.23,0.18638249891410688,0.1854237417419736,0.1975100664552751,0.0009587571721332844,-0.011127567541168226,unknown,sell,2017-11-27,,,1,104893.72842414171,122999.48007751515
2017-11-28,260.76,262.9,260.65,262.87,0.20131911941230082,0.1854237417419736,0.1975100664552751,0.015895377670327226,0.003809052957025716,up,sell,2017-11-28,,,1,105957.86185625842,124247.29403979713
2017-11-29,263.02,263.63,262.2,262.71,0.18697617162818223,0.18638249891410688,0.20131911941230082,0.0005936727140753439,-0.014342947784118598,up,sell,2017-11-29,,,1,105893.36892097861,124171.66895117395
2017-11-30,263.76,266.05,263.67,265.01,0.18500890604268116,0.18638249891410688,0.20131911941230082,-0.0013735928714257162,-0.01631021336961966,up,sell,2017-11-30,,,1,106820.45486562575,125258.77960013176
2017-12-01,264.76,265.31,260.76,264.46,0.1763248240682962,0.18500890604268116,0.20131911941230082,-0.008684081974384972,-0.02499429534400463,unknown,sell,2017-12-01,,,1,106598.76040060144,124998.81835798967
2017-12-04,266.31,266.8,264.08,264.14,0.17612041087605737,0.1763248240682962,0.20131911941230082,-0.0002044131922388226,-0.025198708536243453,up,sell,2017-12-04,,,1,106469.77453004183,124847.56818074336
2017-12-05,263.19,265.15,263.04,263.19,0.16737958361056982,0.17612041087605737,0.20131911941230082,-0.008740827265487555,-0.03393953580173101,unknown,sell,2017-12-05,,,1,106086.84772681803,124398.54421704341
2017-12-06,263.3,263.73,262.71,263.24,0.1669991436446883,0.16737958361056982,0.18697617162818223,-0.00038043996588152384,-0.019977027983493933,unknown,sell,2017-12-06,,,1,106107.00176909297,124422.17705723816
2017-12-07,264.07,264.43,262.94,264.07,0.15446170321905947,0.1669991436446883,0.18500890604268116,-0.01253744042562882,-0.030547202823621694,unknown,sell,2017-12-07,,,1,106441.55887085693,124814.48220447075
2017-12-08,265.16,265.52,264.03,265.51,0.15771465798134118,0.15446170321905947,0.1763248240682962,0.0032529547622817123,-0.01861016608695501,unknown,sell,2017-12-08,,,1,107021.99528837514,125495.1080020791
2017-12-11,266.31,266.38,265.48,266.31,0.15661406152965082,0.15446170321905947,0.17612041087605737,0.0021523583105913513,-0.01950634934640655,unknown,sell,2017-12-11,,,1,107344.45996477414,125873.23344519486
2017-12-12,267.21,267.32,266.35,266.78,0.15948748539508198,0.15446170321905947,0.16737958361056982,0.0050257821760225085,-0.007892098215487836,up,sell,2017-12-12,,,1,107533.90796215856,126095.38214302533
2017-12-13,267.06,267.56,266.65,266.75,0.1609778480851329,0.15446170321905947,0.1669991436446883,0.006516144866073437,-0.006021295559555384,up,sell,2017-12-13,,,1,107521.8155367936,126081.20243890853
2017-12-14,267.09,267.22,265.6,265.66,0.16129295398791663,0.15446170321905947,0.1609778480851329,0.0068312507688571555,0.00031510590278371886,unknown,sell,2017-12-14,,,1,107082.45741519997,125566.00652266332
2017-12-15,265.45,267.04,265.39,266.51,0.16137769421556977,0.15661406152965082,0.16129295398791663,0.00476363268591895,8.474022765314615e-05,unknown,sell,2017-12-15,,,1,107425.0761338739,125967.76480597378
2017-12-18,268.1,268.6,267.98,268.2,0.1617226405287698,0.15661406152965082,0.16137769421556977,0.0051085789991189845,0.0003449463132000341,up,sell,2017-12-18,,,1,108106.2827627668,126766.55480455581
2017-12-19,268.48,268.53,267.09,267.17,0.16199605908568004,0.15948748539508198,0.1617226405287698,0.002508573690598065,0.00027341855691023764,unknown,sell,2017-12-19,,,1,107691.10949190309,126279.71829654429
2017-12-20,268.27,268.33,266.69,267.03,0.16706721026835836,0.1609778480851329,0.16199605908568004,0.00608936218322545,0.005071151182678313,unknown,sell,2017-12-20,,,1,107634.67817353325,126213.54634399901
2017-12-21,267.74,268.39,267.3,267.58,0.16052796695256538,0.16129295398791663,0.16706721026835836,-0.0007649870353512445,-0.006539243315792975,unknown,sell,2017-12-21,,,1,107856.37263855756,126473.5075861411
2017-12-22,267.6,267.64,266.9,267.51,0.1530439416216098,0.16052796695256538,0.16706721026835836,-0.007484025330955574,-0.014023268646748549,unknown,sell,2017-12-22,,,1,107828.15697937265,126440.42160986848
2017-12-26,267.05,267.44,266.89,267.19,0.1440667016691867,0.1530439416216098,0.16706721026835836,-0.00897723995242311,-0.02300050859917166,unknown,sell,2017-12-26,,,1,107699.17110881305,126289.17143262217
2017-12-27,267.38,267.73,267.01,267.32,0.15500268237768128,0.1440667016691867,0.16706721026835836,0.01093598070849458,-0.01206452789067708,unknown,sell,2017-12-27,,,1,107751.57161872789,126350.6168171285
2017-12-28,267.89,267.92,267.45,267.87,0.15908110337106507,0.1440667016691867,0.16706721026835836,0.015014401701878372,-0.007986106897293288,unknown,sell,2017-12-28,,,1,107973.26608375221,126610.57805927059
2017-12-29,268.53,268.55,266.64,266.86,0.15224946021521532,0.1440667016691867,0.16052796695256538,0.008182758546028623,-0.008278506737350061,unknown,sell,2017-12-29,,,1,107566.15442979847,126133.19468733695
2018-01-02,267.84,268.81,267.4,268.77,0.14718266299894198,0.1440667016691867,0.15908110337106507,0.003115961329755279,-0.011898440372123092,up,sell,2018-01-02,,,1,108336.03884470108,127035.96918277578
2018-01-03,268.96,270.64,268.96,270.47,0.1476490653484259,0.1440667016691867,0.15908110337106507,0.0035823636792391977,-0.011432038022639174,up,sell,2018-01-03,,,1,109021.27628204899,127839.48574939679
2018-01-04,271.2,272.16,270.54,271.61,0.14738756193998417,0.14718266299894198,0.15908110337106507,0.00020489894104219752,-0.011693541431080895,up,sell,2018-01-04,,,1,109480.78844591757,128378.31450583672
2018-01-05,272.51,273.56,271.95,273.42,0.14925432543768888,0.14718266299894198,0.15908110337106507,0.002071662438746902,-0.00982677793337619,up,sell,2018-01-05,,,1,110210.36477627032,129233.8233208861
2018-01-08,273.31,274.1,272.98,273.92,0.14768095629754646,0.14718266299894198,0.15224946021521532,0.0004982932986044852,-0.004568503917668859,up,sell,2018-01-08,,,1,110411.9051990197,129470.15172283344
2018-01-09,274.4,275.25,274.08,274.54,0.1473579878566064,0.14718266299894198,0.14925432543768888,0.0001753248576644162,-0.0018963375810824856,up,sell,2018-01-09,,,1,110661.81532322893,129763.19894124816
2018-01-10,273.68,274.42,272.92,274.12,0.14773749763740038,0.1473579878566064,0.14925432543768888,0.0003795097807939851,-0.0015168278002885005,unknown,sell,2018-01-10,,,1,110492.52136811944,129564.68308361237
2018-01-11,274.75,276.12,274.56,276.12,0.15209161489097525,0.1473579878566064,0.14925432543768888,0.004733627034368859,0.0028372894532863735,up,sell,2018-01-11,,,1,111298.68305911696,130509.99669140177
2018-01-12,276.42,278.11,276.08,277.92,0.155273724452573,0.1473579878566064,0.15209161489097525,0.007915736595966616,0.003182109561597757,up,sell,2018-01-12,,,1,112024.22858101473,131360.7789384122
2018-01-16,279.35,280.09,276.18,276.97,0.15439095702868066,0.1473579878566064,0.155273724452573,0.0070329691720742715,-0.0008827674238923444,up,sell,2018-01-16,,,1,111641.30177779091,130911.75497471225
2018-01-17,278.03,280.05,276.97,279.61,0.15650809207010383,0.1473579878566064,0.155273724452573,0.009150104213497434,0.0012343676175308183,unknown,sell,2018-01-17,,,1,112705.43520990763,132159.56893699424
2018-01-18,279.48,279.96,278.58,279.14,0.1517262206660824,0.14773749763740038,0.15650809207010383,0.0039887230286820285,-0.0047818714040214205,unknown,sell,2018-01-18,,,1,112515.9872125232,131937.42023916374
2018-01-19,279.8,280.41,279.14,280.41,0.15194698075444357,0.1517262206660824,0.15650809207010383,0.000220760088361166,-0.0045611113156602545,up,sell,2018-01-19,,,1,113027.89988630664,132537.69438011
2018-01-22,280.17,282.69,280.11,282.69,0.15161878634660933,0.1517262206660824,0.15650809207010383,-0.00010743431947307647,-0.004889305723494497,up,sell,2018-01-22,,,1,113946.9242140438,133615.3518929899
2018-01-23,282.74,283.62,282.37,283.29,0.1519679901428271,0.15161878634660933,0.15650809207010383,0.00034920379621777853,-0.0045401019272767185,up,sell,2018-01-23,,,1,114188.77272134306,133898.9459753267
2018-01-24,284.02,284.7,281.84,283.18,0.14962971748141377,0.15161878634660933,0.15650809207010383,-0.0019890688651955646,-0.006878374588690062,up,sell,2018-01-24,,,1,114144.4338283382,133846.95372689827
2018-01-25,284.16,284.27,282.4,283.3,0.15048847956118175,0.14962971748141377,0.1519679901428271,0.0008587620797679829,-0.0014795105816453602,unknown,sell,2018-01-25,,,1,114192.80352979804,133903.67254336562
2018-01-26,284.25,286.63,283.96,286.58,0.15719225584278645,0.14962971748141377,0.1519679901428271,0.007562538361372689,0.005224265699959346,up,sell,2018-01-26,,,1,115514.90870303396,135453.9868601402
2018-01-29,285.93,286.43,284.5,284.68,0.1511136917702743,0.14962971748141377,0.15719225584278645,0.0014839742888605456,-0.006078564072512144,unknown,sell,2018-01-29,,,1,114749.05509658632,134555.9389327403
2018-01-30,282.6,284.74,281.22,281.76,0.15562757672262967,0.14962971748141377,0.15719225584278645,0.005997859241215903,-0.0015646791201567867,unknown,sell,2018-01-30,,,1,113572.05902772995,133175.7810653678
2018-01-31,282.73,283.3,280.68,281.9,0.15375601053058813,0.14962971748141377,0.15719225584278645,0.004126293049174362,-0.003436245312198327,unknown,sell,2018-01-31,,,1,113628.49034609977,133241.95301791307
2018-02-01,281.07,283.06,280.68,281.58,0.15351248167335318,0.15048847956118175,0.15719225584278645,0.0030240021121714367,-0.0036797741694332697,unknown,sell,2018-02-01,,,1,113499.50447554018,133090.70284066675
2018-02-02,280.08,280.23,275.41,275.45,0.1098635358712174,0.1511136917702743,0.15719225584278645,-0.04125015589905691,-0.04732871997156905,unknown,sell,2018-02-02,,,1,111028.61889263279,130193.31663279232
2018-02-05,273.45,275.85,263.31,263.93,0.11591693780974277,0.1098635358712174,0.15562757672262967,0.0060534019385253685,-0.0397106389128869,unknown,sell,2018-02-05,,,1,106385.1275524871,124748.3102519255
2018-02-06,259.94,269.7,258.7,269.13,0.13429569513868644,0.1098635358712174,0.15562757672262967,0.024432159267469042,-0.021331881583943224,unknown,sell,2018-02-06,,,1,108481.14794908064,127206.12563217788
2018-02-07,268.5,272.36,267.58,267.67,0.12497554006291346,0.1098635358712174,0.15375601053058813,0.01511200419169606,-0.028780470467674665,unknown,sell,2018-02-07,,,1,107892.64991465246,126516.04669849164
2018-02-08,268.01,268.17,257.59,257.63,0.12205051537159169,0.1098635358712174,0.15351248167335318,0.012186979500374284,-0.0314619663017615,unknown,sell,2018-02-08,,,1,103845.71822584493,121770.57238738895
2018-02-09,260.8,263.61,252.92,261.5,0.13171900882197457,0.1098635358712174,0.13429569513868644,0.021855472950757168,-0.0025766863167118736,unknown,sell,2018-02-09,,,1,105405.64109792512,123599.75421846138
2018-02-12,263.83,267.01,261.66,265.34,0.12781685849887092,0.11591693780974277,0.13429569513868644,0.011899920689128152,-0.006478836639815522,unknown,sell,2018-02-12,,,1,106953.47154464034,125414.75634541699
2018-02-13,263.97,266.62,263.31,266.0,0.12342958554029665,0.12205051537159169,0.13429569513868644,0.0013790701687049628,-0.010866109598389795,unknown,sell,2018-02-13,,,1,107219.50490266953,125726.70983598751
2018-02-14,264.31,270.0,264.3,269.59,0.14645239960923065,0.12205051537159169,0.13171900882197457,0.024401884237638963,0.014733390787256079,unknown,sell,2018-02-14,,,1,108666.56513801006,127423.54776196943
2018-02-15,271.57,273.04,268.77,273.03,0.1323797268438114,0.12205051537159169,0.14645239960923065,0.010329211472219726,-0.014072672765419236,unknown,sell,2018-02-15,,,1,110053.16324652579,129049.48716736714
2018-02-16,272.32,275.32,272.27,273.11,0.1495603923647049,0.12342958554029665,0.14645239960923065,0.026130806824408243,0.0031079927554742426,up,sell,2018-02-16,,,1,110085.40971416571,129087.29971167876
2018-02-20,272.03,273.67,270.5,271.4,0.1250238123879904,0.12342958554029665,0.1495603923647049,0.0015942268476937527,-0.02453657997671449,unknown,sell,2018-02-20,,,1,109396.14146836281,128279.05657701881
2018-02-21,271.9,274.72,269.94,270.05,0.1349295946864029,0.12342958554029665,0.1495603923647049,0.011500009146106244,-0.014630797678301999,unknown,sell,2018-02-21,,,1,108851.9823269395,127640.969891761
2018-02-22,271.1,273.05,269.64,270.4,0.1237106321433842,0.1250238123879904,0.1495603923647049,-0.0013131802446062074,-0.025849760221320697,unknown,sell,2018-02-22,,,1,108993.06062286405,127806.39977312414
2018-02-23,271.79,274.71,271.25,274.71,0.11306311487605612,0.1237106321433842,0.1495603923647049,-0.010647517267328072,-0.03649727748864877,unknown,sell,2018-02-23,,,1,110730.3390669637,129843.55059791025
2018-02-26,275.93,278.01,275.26,277.9,0.12744297624370218,0.11306311487605612,0.1495603923647049,0.01437986136764606,-0.02211741612100271,up,sell,2018-02-26,,,1,112016.16696410473,131351.3258023343
2018-02-27,278.11,278.92,274.36,274.43,0.14008270686524668,0.11306311487605612,0.1349295946864029,0.02701959198919056,0.005153112178843788,up,sell,2018-02-27,,,1,110617.47643022407,129711.20669281975
2018-02-28,275.68,276.19,271.29,271.65,0.13168756352301145,0.11306311487605612,0.14008270686524668,0.018624448646955324,-0.008395143342235234,unknown,sell,2018-02-28,,,1,109496.9116797375,128397.2207779925
2018-03-01,271.41,273.17,266.0,267.7,0.1201259326959559,0.11306311487605612,0.14008270686524668,0.007062817819899772,-0.019956774169290786,unknown,sell,2018-03-01,,,1,107904.74234001742,126530.22640260847
2018-03-02,265.8,269.72,264.82,269.08,0.13567190651461478,0.11306311487605612,0.14008270686524668,0.022608791638558653,-0.004410800350631905,unknown,sell,2018-03-02,,,1,108460.9939068057,127182.49279198315
2018-03-05,267.73,272.89,267.61,272.19,0.12429225896145595,0.1201259326959559,0.14008270686524668,0.0041663262655000505,-0.015790447903790736,unknown,sell,2018-03-05,,,1,109714.57533630684,128652.45545209563
2018-03-06,273.3,273.39,271.18,272.88,0.12177342233537954,0.1201259326959559,0.14008270686524668,0.001647489639423641,-0.018309284529867145,unknown,sell,2018-03-06,,,1,109992.70111970099,128978.58864678297
2018-03-07,270.42,273.18,270.2,272.78,0.12812744748918767,0.1201259326959559,0.13567190651461478,0.008001514793231773,-0.007544459025427108,unknown,sell,2018-03-07,,,1,109952.3930351511,128931.32296639349
2018-03-08,273.55,274.24,272.42,274.1,0.11715166705591955,0.1201259326959559,0.13567190651461478,-0.002974265640036347,-0.01852023945869523,unknown,sell,2018-03-08,,,1,110484.45975120948,129555.2299475345
2018-03-09,275.7,278.87,275.34,278.87,0.1272232605447726,0.11715166705591955,0.13567190651461478,0.010071593488853045,-0.008448645969842183,unknown,sell,2018-03-09,,,1,112407.15538423855,131809.80290211216
2018-03-12,279.2,279.91,278.08,278.52,0.18214277439996093,0.11715166705591955,0.12812744748918767,0.06499110734404139,0.054015326910773265,up,sell,2018-03-12,,,1,112266.07708831398,131644.37302074902
2018-03-13,279.84,280.41,276.03,276.72,0.187635653486821,0.11715166705591955,0.18214277439996093,0.07048398643090147,0.005492879086860081,up,sell,2018-03-13,,,1,111540.53156641622,130793.5907737386
2018-03-14,277.81,278.02,274.67,275.3,0.18329661178288384,0.11715166705591955,0.187635653486821,0.06614494472696429,-0.004339041703937174,unknown,sell,2018-03-14,,,1,110968.15676580799,130122.41811220812
2018-03-15,275.88,276.61,274.43,275.0,0.18064437401331146,0.11715166705591955,0.187635653486821,0.06349270695739191,-0.006991279473509554,unknown,sell,2018-03-15,,,1,110847.23251215836,129980.62107103971
2018-03-16,274.5,275.39,274.14,274.2,0.17831960699159954,0.1272232605447726,0.187635653486821,0.05109634644682695,-0.00931604649522147,unknown,sell,2018-03-16,,,1,110524.76783575934,129602.49562792397
2018-03-19,273.35,274.4,268.62,270.49,0.17677289231455598,0.17831960699159954,0.187635653486821,-0.0015467146770435647,-0.010862761172265034,unknown,sell,2018-03-19,,,1,109029.33789895895,127848.93888547466
2018-03-20,270.94,271.67,270.18,270.95,0.1767637438406319,0.17677289231455598,0.187635653486821,-9.148473924081024e-06,-0.010871909646189115,unknown,sell,2018-03-20,,,1,109214.75508788838,128066.3610152662
2018-03-21,270.9,273.27,270.19,270.43,0.17947534563550127,0.1767637438406319,0.18329661178288384,0.0027116017948693727,-0.003821266147382568,unknown,sell,2018-03-21,,,1,109005.15304822903,127820.57947724099
2018-03-22,267.91,268.87,263.36,263.67,0.1802521304381083,0.1767637438406319,0.18064437401331146,0.0034883865974764117,-0.00039224357520314945,unknown,sell,2018-03-22,,,1,106280.32653265743,124625.41948291288
2018-03-23,264.17,264.54,257.83,258.05,0.18491958203683265,0.1767637438406319,0.1802521304381083,0.008155838196200749,0.004667451598724337,unknown,sell,2018-03-23,,,1,104015.0121809544,121969.08824502473
2018-03-26,262.13,265.43,259.41,265.11,0.18118376290860608,0.1767637438406319,0.18491958203683265,0.004420019067974179,-0.0037358191282265696,unknown,sell,2018-03-26,,,1,106860.76295017565,125306.04528052123
2018-03-27,266.17,266.77,258.84,260.6,0.18031095363762564,0.1767637438406319,0.18491958203683265,0.0035472097969937444,-0.004608628399207004,unknown,sell,2018-03-27,,,1,105042.86833697624,123174.36309495619
2018-03-28,260.75,262.64,258.58,259.83,0.1861658057304265,0.17947534563550127,0.18491958203683265,0.006690460094925216,0.0012462236935938398,unknown,sell,2018-03-28,,,1,104732.49608594218,122810.41735595725
2018-03-29,261.12,265.26,259.84,263.15,0.1827649078365127,0.1802521304381083,0.1861658057304265,0.0025127773984043866,-0.00340089789391379,unknown,sell,2018-03-29,,,1,106070.72449299807,124379.63794488763
2018-04-02,262.55,263.13,254.67,257.47,0.18291286607301374,0.18031095363762564,0.1861658057304265,0.0026019124353880985,-0.0032529396574127456,unknown,sell,2018-04-02,,,1,103781.22529056514,121694.94729876582
2018-04-03,258.87,261.31,256.84,260.77,0.1799775400418935,0.18031095363762564,0.1861658057304265,-0.0003334135957321349,-0.006188265688532979,unknown,sell,2018-04-03,,,1,105111.39208071103,123254.71475161826
2018-04-04,256.75,264.36,256.6,263.56,0.18120435899036916,0.1799775400418935,0.1861658057304265,0.0012268189484756498,-0.004961446740057329,unknown,sell,2018-04-04,,,1,106235.98763965257,124573.42723448445
2018-04-05,265.55,266.64,264.32,265.64,0.17667650695445677,0.1799775400418935,0.1861658057304265,-0.0033010330874367333,-0.009489298775969712,unknown,sell,2018-04-05,,,1,107074.39579828997,125556.5533865854
2018-04-06,263.42,265.11,258.0,259.72,0.18206475419683085,0.17667650695445677,0.18291286607301374,0.005388247242374078,-0.0008481118761828887,unknown,sell,2018-04-06,,,1,104688.15719293735,122758.42510752886
2018-04-09,261.37,264.84,259.94,261.0,0.1822929190090025,0.17667650695445677,0.18291286607301374,0.005616412054545716,-0.0006199470640112503,unknown,sell,2018-04-09,,,1,105204.10067517574,123363.42581651405
2018-04-10,264.27,266.04,262.98,265.15,0.1829824420432514,0.17667650695445677,0.1822929190090025,0.006305935088794623,0.0006895230342489067,unknown,sell,2018-04-10,,,1,106876.88618399558,125324.951552677
2018-04-11,263.47,265.64,263.39,263.76,0.1869155391370981,0.17667650695445677,0.1829824420432514,0.010239032182641328,0.003933097093846705,unknown,sell,2018-04-11,,,1,106316.6038087523,124667.95859526338
2018-04-12,265.26,267.0,265.06,265.93,0.18540937263577462,0.17667650695445677,0.1869155391370981,0.008732865681317842,-0.001506166501323486,up,sell,2018-04-12,,,1,107191.28924348463,125693.62385971488
