feature,importance
klu_idx,0.10288062103963135
feat_divergence_rate,0.07138110764826712
price_change_pct,0.03721888258344551
dmi_minus,0.033363375989810706
dmi_plus,0.03293533186949163
volume_price_trend,0.03164409690178634
dmi_adx,0.02933684573686639
klu_volume,0.02782746025240936
high_low_spread_pct,0.027826445522935384
feat_volume,0.026132320357331887
feat_bsp2s_break_bi_klu_cnt,0.023802296710423065
klu_low,0.02332502875178608
kdj_d,0.020617820538606578
klu_open,0.020537890532487297
kdj_j,0.020249499801246913
feat_bsp2_break_bi_bi_klu_cnt,0.02002748618191054
feat_kdj_d,0.01880839123544343
feat_kdj_j,0.01726967366853604
feat_bsp2_retrace_rate,0.016611716235849273
feat_bsp1_bi_amp_rate,0.016502558647738096
feat_bsp2s_retrace_rate,0.0161373674190142
feat_bsp3_bi_klu_cnt,0.01610358124455828
body_size,0.01558261535529753
rsi,0.015172793981682663
kdj_k,0.015043053029452497
lower_shadow,0.014983213344743144
feat_rsi,0.01496202738292864
macd_value,0.014249192794438538
feat_bsp2_break_bi_amp_rate,0.014174215992203216
upper_shadow,0.014157555375987904
klu_high,0.013993433884850314
feat_bsp_bi_amp,0.013934748490294356
feat_bsp1_bi_klu_cnt,0.013708544025467931
feat_macd_value,0.013016643432762738
feat_bsp2s_break_bi_amp_rate,0.012850517495305162
feat_ppo,0.012682352861245054
feat_macd_dea,0.011319719404306927
feat_kdj_k,0.011239456670166419
feat_bsp2s_break_bi_amp,0.010640454007548268
feat_bsp2s_bi_klu_cnt,0.010277529235488282
klu_close,0.009764668309190443
feat_bsp2_bi_amp,0.00973300758279627
feat_bsp2_bi_amp_rate,0.009590668521318284
feat_bsp2_break_bi_amp,0.009044643934399849
feat_bsp2_bi_klu_cnt,0.008672722641036794
macd_dea,0.00867006694404538
feat_bsp3_zs_height,0.008270995166340774
feat_bsp1_bi_amp,0.0070607255087067975
feat_macd_diff,0.006141929460447819
feat_bsp3_bi_amp_rate,0.0058675261466059215
macd_dif,0.0051935570300237505
feat_bsp2s_bi_amp_rate,0.0049825511462026975
feat_bsp2s_bi_amp,0.0035466850049422232
bsp_types,0.0030136484236580226
feat_bsp2s_lv,0.0014876769428205914
feat_bsp3_bi_amp,0.00121879752965099
is_bullish_candle,0.0011852632235521317
is_buy,0.0009766694020073977
feat_zs_cnt,0.0006896377289185299
dmi_trend_up,0.0006187692989441548
direction_encoded,0.0005432126609130933
bsp_type_encoded,0.0004068939959606488
kdj_overbought,0.00034266724388506303
bsp_type,0.00018467738195160422
kdj_oversold,0.00011567459652058198
direction,7.098783189953896e-05
macd_signal,5.3818828815193464e-05
rsi_oversold,1.8148421458674417e-05
rsi_overbought,5.843459241778332e-06
has_profit_target,0.0
