chain_type,direction,chain_id,point_index,klu_idx,timestamp,bsp_type,is_buy,is_segbsp,mature_rate,is_mature,parent_idx,divergence_rate,bsp1_bi_amp,bsp1_bi_klu_cnt,bsp1_bi_amp_rate,macd_value,macd_dea,macd_diff,ppo,rsi,kdj_k,kdj_d,kdj_j,volume,next_bi_return,bsp_bi_amp,zs_cnt,bsp2_retrace_rate,bsp2_break_bi_amp,bsp2_break_bi_bi_klu_cnt,bsp2_break_bi_amp_rate,bsp2_bi_amp,bsp2_bi_klu_cnt,bsp2_bi_amp_rate,bsp2s_retrace_rate,bsp2s_break_bi_amp,bsp2s_break_bi_klu_cnt,bsp2s_break_bi_amp_rate,bsp2s_bi_amp,bsp2s_bi_klu_cnt,bsp2s_bi_amp_rate,bsp2s_lv,bsp3_zs_height,bsp3_bi_amp,bsp3_bi_klu_cnt,bsp3_bi_amp_rate
2s'>,sell,6,0,382,2025/07/08 15:50,2s,False,False,,0,,,,,,0.6723538364833106,0.580856046922598,0.9170329651642533,0.00014726835589984487,56.74060764830201,73.61959765197093,59.86652676272062,101.12573943047157,21278000.0,,15.41015625,,,,,,,,,0.3931568831106813,81.7998046875,75.0,0.013019642075252887,15.41015625,12.0,0.0024784136142495276,1.0,,,,
2s'>,sell,7,0,383,2025/07/08 15:55,2s,False,False,,0,,,,,,1.1071028584419425,0.7192439042278408,1.272795333448812,0.0002043858799751108,58.17079579092581,79.68341825411565,66.4721572598523,106.10594024264236,21142000.0,,16.66015625,,,,,,,,,0.4084380931915046,81.7998046875,75.0,0.013019642075252887,16.66015625,13.0,0.0026794509669896666,1.0,,,,
2s'>,sell,8,0,388,2025/07/08 16:20,2s,False,False,,0,,,,,,1.454061357155343,1.3109785369133302,2.0380092154910017,0.0003271751599314636,62.012113071682464,85.24695080804293,78.22503424595911,99.29078393221056,20984000.0,,20.0400390625,,,,,,,,,0.44975705263660565,81.7998046875,75.0,0.013019642075252887,20.0400390625,18.0,0.0032230371215471836,1.0,,,,
2s'>,sell,9,0,406,2025/07/08 17:50,2s,False,False,,0,,,,,,-0.36167231187966176,-0.2518518403611251,-0.432687996300956,-6.94599985871343e-05,55.25083793372127,61.90807400258616,47.50914271607242,90.70593657561366,21176000.0,,12.7001953125,,,,,,,,,0.3982904146222079,81.7998046875,75.0,0.013019642075252887,12.7001953125,8.0,0.0020415432465733705,2.0,,,,
2s'>,sell,10,0,407,2025/07/08 17:55,2s,False,False,,0,,,,,,0.37085134492640204,-0.20549542224532485,-0.020069749782123836,-3.22165832355822e-06,56.28639890596475,72.25167501617565,55.756653482773494,105.24171808297997,19321000.0,,13.740234375,,,,,,,,,0.4110048589472679,81.7998046875,75.0,0.013019642075252887,13.740234375,9.0,0.0022087284490032544,2.0,,,,
2s'>,sell,11,0,434,2025/07/09 13:40,2s,False,False,,0,,,,,,8.7157712950196,1.3493225680729959,5.707208215582796,0.000915503680022165,78.96968651760125,84.32065112391244,67.80749455132411,117.34696426908909,44919029.0,,41.5,,,,,,,,,0.7668720079271277,81.7998046875,75.0,0.013019642075252887,41.5,7.0,0.006669634541035336,3.0,,,,
2s'>,sell,12,0,435,2025/07/09 13:45,2s,False,False,,0,,,,,,9.820012828700664,2.5768241716605784,7.48683058601091,0.0012005009108818354,80.48957805744985,89.54710074927496,75.05402995064105,118.5332423465428,44084548.0,,45.0400390625,,,,,,,,,0.8101488724138343,81.7998046875,75.0,0.013019642075252887,45.0400390625,8.0,0.007238568680983875,3.0,,,,
2s'>,sell,13,0,458,2025/07/09 15:40,2s,False,False,,0,,,,,,-1.0242101785258828,-0.20242739982598276,-0.7145324890889242,-0.00011444483257301075,52.58660438751538,78.74547812496101,59.02660945322962,118.1832154684238,17153421.0,,13.9599609375,,,,,,,,,0.5426680037725488,81.7998046875,75.0,0.013019642075252887,13.9599609375,6.0,0.0022402499175479896,4.0,,,,
2s'>,sell,14,0,477,2025/07/09 17:15,2s,False,False,,0,,,,,,0.97405089522384,-0.13630148989806656,0.35072395771385345,5.617715307607852e-05,56.76221899214421,74.93837548663001,67.892515728777,89.03009500233603,20463000.0,,9.75,,,,,,,,,0.5766507885343171,81.7998046875,75.0,0.013019642075252887,9.75,14.0,0.0015628957527869605,5.0,,,,
2s'>,sell,15,0,479,2025/07/09 17:25,2s,False,False,,0,,,,,,1.1115006455413732,0.16330967474674707,0.7190599975174337,0.00011516632714093617,53.195042577244536,76.95164007816825,74.04878206015647,82.75735611419182,19354000.0,,10.2001953125,,,,,,,,,0.5821544118524886,81.7998046875,75.0,0.013019642075252887,10.2001953125,16.0,0.001635060710923458,5.0,,,,
2s'>,sell,16,0,484,2025/07/09 17:50,2s,False,False,,0,,,,,,0.5880662796112515,0.6427799499153737,0.9368130897209994,0.00015002349816357,52.83406325837354,65.6490517539883,71.15807678087671,54.63100170021147,26243000.0,,11.52001953125,,,,,,,,,0.5982892207776703,81.7998046875,75.0,0.013019642075252887,11.52001953125,21.0,0.001846624574093688,5.0,,,,
2s'>,sell,17,0,487,2025/07/09 18:05,2s,False,False,,0,,,,,,1.358152092859053,0.9796008915742103,1.6586769380037367,0.0002655770357028259,63.43298296889536,77.8051750163311,72.62085117739454,88.17382269420423,23143000.0,,16.0,,,,,,,,,0.6530568389384335,81.7998046875,75.0,0.013019642075252887,16.0,24.0,0.002564752004573474,5.0,,,,
2s'>,sell,18,0,488,2025/07/09 18:10,2s,False,False,,0,,,,,,1.6688389836787527,1.1882057645340542,2.0226252563734306,0.0003238203692015947,64.1180991960174,81.38808848974654,75.5432636148452,93.0777382395492,20124000.0,,16.240234375,,,,,,,,,0.6559936965008416,81.7998046875,75.0,0.013019642075252887,16.240234375,25.0,0.002603260854251518,5.0,,,,
2s'>,sell,19,0,496,2025/07/09 18:50,2s,False,False,,0,,,,,,0.5053388236783185,2.105155385940199,2.357824797779358,0.0003773124660062247,63.004052808606275,71.53673958882007,72.06727724042204,70.47566428561612,17700000.0,,16.89990234375,,,,,,,,,0.6640581163520887,81.7998046875,75.0,0.013019642075252887,16.89990234375,33.0,0.0027090036508267976,5.0,,,,
2s'>,sell,20,0,497,2025/07/09 18:55,2s,False,False,,0,,,,,,0.7290693420749133,2.196289053699563,2.56082372473702,0.0004097630556485026,65.70720472928062,75.07992244772376,73.07149230952261,79.09678272412606,20118000.0,,19.05029296875,,,,,,,,,0.690346573069255,81.7998046875,75.0,0.013019642075252887,19.05029296875,34.0,0.0030537048174570946,5.0,,,,
2s'>,sell,21,0,502,2025/07/09 19:20,2s,False,False,,0,,,,,,0.472802948557252,2.4778513068988666,2.7142527811774926,0.00043417559719484774,65.56328875237628,73.12163948094482,70.70918052640451,77.94655739002545,30486000.0,,21.2900390625,,,,,,,,,0.7177273975382925,81.7998046875,75.0,0.013019642075252887,21.2900390625,39.0,0.003412729397687152,5.0,,,,
2s'>,sell,22,0,507,2025/07/09 19:45,2s,False,False,,0,,,,,,0.5650085029237442,2.811266379422265,3.093770630884137,0.0004946938967952801,69.60373329387852,89.36226993466319,82.53919486623349,103.00842007152261,44210000.0,,22.08984375,,,,,,,,,0.7275049843009443,81.7998046875,75.0,0.013019642075252887,22.08984375,44.0,0.0035409356899079574,5.0,,,,
2s'>,sell,23,0,508,2025/07/09 19:50,2s,False,False,,0,,,,,,0.5035960054570507,2.8742158801043964,3.126013882832922,0.0004998118777007562,69.0371262247435,88.93614869726122,84.67151280990939,97.46542047196488,79397000.0,,22.85009765625,,,,,,,,,0.7367990640258826,81.7998046875,75.0,0.013019642075252887,22.85009765625,45.0,0.0036628021105354265,5.0,,,,
2s'>,sell,24,0,509,2025/07/09 19:55,2s,False,False,,0,,,,,,0.6403213684880562,2.9542560511654035,3.2744167354094316,0.0005234907898820636,72.4653276369235,87.35717204817414,85.56673255599763,90.93805103252717,197107000.0,,25.43017578125,,,,,,,,,0.7683404367083319,81.7998046875,75.0,0.013019642075252887,25.43017578125,46.0,0.004076380894476046,5.0,,,,
2s'>,sell,25,0,389,2025/07/08 16:25,2s,False,False,,0,,,,,,2.1667229688406593,1.5818189080184126,2.6651803924387423,0.000427799124967264,65.03902328832214,86.20624685837234,80.88543845009684,96.84786367492336,20628000.0,0.003495332439059683,24.9501953125,,,,,,,,,0.5097835559853396,81.7998046875,75.0,0.013019642075252887,24.9501953125,19.0,0.004012736972779542,1.0,,,,
2s'>,sell,25,1,410,2025/07/08 18:10,2s,False,False,,0,,,,,,1.0328196545159198,0.11425294419775814,0.630662771455718,0.00010122472009505812,55.77663609955845,81.47452373980609,72.29067055316452,99.84223011308922,22330000.0,0.002008102896066402,13.8701171875,,,,,,,,,0.41259267218222845,81.7998046875,75.0,0.013019642075252887,13.8701171875,12.0,0.002229606976630648,2.0,,,,
2s'>,sell,25,2,436,2025/07/09 13:50,2s,False,False,,0,,,,,,9.951610340563544,3.8207754642310214,8.796580634512793,0.0014100003799117022,80.49331245970481,91.71017128631875,80.60607706253361,113.91835973388902,39109564.0,0.006018346880344943,46.93017578125,,,,,,,,,0.8332557334383917,81.7998046875,75.0,0.013019642075252887,46.93017578125,9.0,0.007542340274879157,3.0,,,,
2s'>,sell,25,3,459,2025/07/09 15:45,2s,False,False,,0,,,,,,-0.40563688630917816,-0.2531320106146301,-0.45595045376921917,-7.302679794154392e-05,52.66577345831119,81.9897435443214,66.68098748359354,112.6072556657771,18488000.0,0.0013958730959940028,15.7099609375,,,,,,,,,0.5640616978857014,81.7998046875,75.0,0.013019642075252887,15.7099609375,7.0,0.0025210843248404695,4.0,,,,
2s'>,sell,25,4,510,2025/07/10 13:30,2s,False,False,,0,,,,,,0.3092755791993538,2.992915498565323,3.1475532881649997,0.0005031805979123401,62.76365510652616,68.37989120827227,79.83778544008918,45.46410274463844,0.0,0.0025130880262527948,28.77001953125,,,,,,,,,0.8091699198930316,81.7998046875,75.0,0.013019642075252887,28.77001953125,47.0,0.004611747829024465,5.0,,,,
2s'>,sell,26,0,613,2025/07/11 15:35,2s,False,False,,0,,,,,,2.1259698622453573,-3.8520729012362205,-2.789087970113542,-0.0004455103540280707,51.92437708208432,66.50124153640371,49.40075491519589,100.70221477881935,25994703.0,,13.19970703125,,,,,,,,,0.4709184715030715,52.6201171875,24.0,0.008365385533454983,13.19970703125,5.0,0.0021122301901944796,1.0,,,,
2s'>,sell,27,0,628,2025/07/11 16:50,2s,False,False,,0,,,,,,1.419730786310378,-0.9746033539831043,-0.26473796082791523,-4.229280176434067e-05,54.71321540817969,75.92252859139762,64.39315593119946,98.98127391179395,16816000.0,,9.43017578125,,,,,,,,,0.4766252807007776,52.6201171875,24.0,0.008365385533454983,9.43017578125,10.0,0.001508043942150082,2.0,,,,
2s'>,sell,28,0,629,2025/07/11 16:55,2s,False,False,,0,,,,,,1.8460645835670761,-0.7438452810372198,0.17918701074631826,2.8624030569363927e-05,57.57690828894406,82.75970601656243,70.51533929298711,107.24843946371308,18617000.0,,11.7900390625,,,,,,,,,0.5214724495666537,52.6201171875,24.0,0.008365385533454983,11.7900390625,11.0,0.001885425828569144,2.0,,,,
2s'>,sell,29,0,630,2025/07/11 17:00,2s,False,False,,0,,,,,,2.0874700874333643,-0.4829115201080493,0.560823523608633,8.958269507658743e-05,58.1952927905895,86.9448969094377,75.99185849847063,108.85097373137182,19684000.0,,12.35009765625,,,,,,,,,0.5321158807044893,52.6201171875,24.0,0.008365385533454983,12.35009765625,12.0,0.001974988630911926,2.0,,,,
2s'>,sell,30,0,631,2025/07/11 17:05,2s,False,False,,0,,,,,,2.189196640057757,-0.20926194010082969,0.8853363799280487,0.00014140987931118992,58.77082532205884,88.02255823867128,80.00209174520418,104.06349122560545,17091000.0,,13.22998046875,,,,,,,,,0.5488372956219958,52.6201171875,24.0,0.008365385533454983,13.22998046875,13.0,0.0021156967127093913,2.0,,,,
2s'>,sell,31,0,634,2025/07/11 17:20,2s,False,False,,0,,,,,,1.6320074796092368,0.5126505400422688,1.3286542798468872,0.00021218857233907748,54.82630039362591,84.57471891391185,84.94257086638453,83.8390150089665,15286000.0,,13.35986328125,,,,,,,,,0.5513056065920606,52.6201171875,24.0,0.008365385533454983,13.35986328125,16.0,0.0021364671620757204,2.0,,,,
2s'>,sell,32,0,635,2025/07/11 17:25,2s,False,False,,0,,,,,,1.4639178528434125,0.6956402716476954,1.4275991980694016,0.00022798000492279071,57.33758739858981,85.7594068991547,85.21484954397458,86.84852160951496,15920000.0,,13.35986328125,,,,,,,,,0.5513056065920606,52.6201171875,24.0,0.008365385533454983,13.35986328125,17.0,0.0021364671620757204,2.0,,,,
2s'>,sell,33,0,642,2025/07/11 18:00,2s,False,False,,0,,,,,,0.3205669641870468,0.9009458538191618,1.0612293359126852,0.00016945401866130428,55.75385031579011,69.11925808714335,63.858879207886794,79.64001584565646,20231000.0,,14.47998046875,,,,,,,,,0.572592468867732,52.6201171875,24.0,0.008365385533454983,14.47998046875,24.0,0.0023155927667612842,2.0,,,,
2s'>,sell,34,0,649,2025/07/11 18:35,2s,False,False,,0,,,,,,0.21518878956766407,1.0488497998536834,1.1564441946375155,0.0001846231086061827,58.430041155763,68.10316482224671,67.04449871894005,70.22049702886005,20275000.0,,15.3798828125,,,,,,,,,0.5896943377317522,52.6201171875,24.0,0.008365385533454983,15.3798828125,31.0,0.002459502308799424,2.0,,,,
2s'>,sell,35,0,650,2025/07/11 18:40,2s,False,False,,0,,,,,,0.55874377617197,1.1186927718751796,1.3980646599611646,0.00022318326528610386,62.47175808645252,78.73544321483114,70.9414802175704,94.32336920935259,20401000.0,,15.81982421875,,,,,,,,,0.5980550451905053,52.6201171875,24.0,0.008365385533454983,15.81982421875,32.0,0.0025298563496981567,2.0,,,,
3a'>,buy,0,0,230,2025/07/02 19:40,3a,True,False,,0,,,,,,-0.6233197069331804,1.4074008680822592,1.095741014615669,0.0001761609479461297,54.46075960805814,35.175248409184874,44.242656232648585,17.040432762257453,39594000.0,0.01027995219313446,5.73974609375,,,,,,,,,,,,,,,,,0.0012013205999876363,5.73974609375,9.0,0.0009221053559691437
3a'>,buy,1,0,230,2025/07/02 19:40,3a,True,False,,0,,,,,,-0.6233197069331804,1.4074008680822592,1.095741014615669,0.0001761609479461297,54.46075960805814,35.175248409184874,44.242656232648585,17.040432762257453,39594000.0,0.01027995219313446,5.73974609375,,,,,,,,,,,,,,,,,0.0012013205999876363,5.73974609375,9.0,0.0009221053559691437
