bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.21500015258789062,0.005491702278626257,0.30500030517578125,0.0077411241970498255,1.0,0.8852465167471296,0.21500015258789062,,213,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148774BF0>,0.027555572796729884,0.02975248862436075,0.004393831655261735,0.006604906011542063,0.0007569399352768166,68.73700560524115,2025/06/17 17:09,2s,1407.0
0.1100006103515625,0.0028129551627472495,0.30500030517578125,0.0077411241970498255,2.0,0.3934387272681792,0.1100006103515625,,262,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149BC15B0>,-0.017035276355221746,-0.00409431252774084,0.025881927654961813,0.0029325941098895456,-0.00010451140902436729,56.974803327464656,2025/06/17 17:58,2s,4431.0
0.21920013427734375,0.005570637460971268,0.13000106811523438,0.0033248356314202285,1.0,0.7692127116405998,0.21920013427734375,,404,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149451610>,-0.008365755657516214,-0.020225809954162344,-0.02372010859329226,0.005877831228165782,-0.0005154004706325773,35.30847634181485,2025/06/18 13:50,2s,5473.0
0.14999771118164062,0.0038138241596318337,0.2599983215332031,0.00655898903977024,1.0,0.38461199876755137,0.14999771118164062,,739,False,False,<Math.KDJ.KDJ_Item object at 0x000002414A39E3F0>,-0.0003264181835987569,0.007623488727794836,0.015899813822787184,0.007852111876530577,0.0001933527059618852,54.605274285119876,2025/06/18 19:45,2s,25723.0
0.367401123046875,0.009241075078073997,0.43000030517578125,0.010977797428560854,1.0,0.4883696172885506,0.367401123046875,,918,True,False,<Math.KDJ.KDJ_Item object at 0x00000241486E79B0>,-0.04078025347590015,-0.035645645011378235,0.010269216929043826,0.003554186133986813,-0.0009032612609973764,37.148947930716815,2025/06/20 16:24,2s,3033.0
0.12999725341796875,0.003288572158672883,0.43000030517578125,0.010977797428560854,2.0,0.46510885186565176,0.12999725341796875,,999,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149734770>,-0.014955383534958386,-0.020689272823375404,-0.011467778576834037,0.0036801177018018346,-0.0005243136689384407,31.17458056262886,2025/06/20 17:49,2s,1968.0
0.125,0.003160956019417963,0.43000030517578125,0.010977797428560854,3.0,0.4186050637852416,0.125,,1100,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149789AF0>,-0.006121089751058543,-0.015010510279999778,-0.01777884105788247,0.002790477307485516,-0.00038000525736831876,25.61961591273524,2025/06/20 19:33,2s,17144.0
0.10499954223632812,0.002656198974924324,0.43000030517578125,0.010977797428560854,4.0,0.40697468107379214,0.10499954223632812,,1123,True,False,<Math.KDJ.KDJ_Item object at 0x00000241497890D0>,-0.003621408756519807,-0.004286621213168473,-0.001330424913297333,0.02346225123553136,-0.00010855135355531468,46.485082672658464,2025/06/20 19:57,2s,136397.0
0.0449981689453125,0.0011088754784352108,0.29000091552734375,0.007109607968087846,1.0,0.4310331219910026,0.0449981689453125,,1796,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148F6E870>,-0.002406408369155982,-0.00047919316364897213,0.0038544304110140195,0.0035692420372596153,-1.1801590493890515e-05,50.41215884410034,2025/06/24 18:38,2s,10506.0
0.1399993896484375,0.0034584829849704886,0.29000091552734375,0.007109607968087846,2.0,0.41378811396700954,0.1399993896484375,,1850,False,False,<Math.KDJ.KDJ_Item object at 0x000002414A5F8650>,0.010936317619693724,0.019494255480765332,0.017115875722143216,0.0028310651598580767,0.00048064441793214165,76.83285231989771,2025/06/24 19:32,2s,6299.0
