date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level,QQQ,Return %,QQQ %
11/21/2024,138751.3186,0,1,1.75,-0.5,0.159476996,FORCE_BUY,0.165,0.19,504.98,38.75%,25.43%
11/22/2024,139565.6171,0,1,-0.5,1.35,0.116088285,FORCE_BUY,0.165,0.19,505.79,39.57%,25.63%
11/25/2024,139289.5044,0,1,1.15,-0.5,0.148371765,FORCE_BUY,0.165,0.19,506.59,39.29%,25.83%
11/26/2024,140653.6884,0,1,1.05,1.4,0.114376044,FORCE_BUY,0.145,0.19,509.31,40.65%,26.51%
11/27/2024,140255.8989,0,1,-0.5,1.15,0.156329597,FREE,0.145,0.19,505.3,40.26%,25.51%
11/29/2024,141126.3559,0,1,-0.5,1.15,0.121965453,FORCE_BUY,0.145,0.19,509.74,41.13%,26.62%
12/2/2024,141243.3529,0,1,-0.5,0.8,0.110406592,FORCE_BUY,0.145,0.19,515.29,41.24%,27.99%
12/3/2024,141376.7527,0,1,-0.5,1,0.114790354,FORCE_BUY,0.145,0.19,516.87,41.38%,28.39%
12/4/2024,142006.1727,0,1,-0.5,1.1,0.111915526,FORCE_BUY,0.165,0.19,523.26,42.01%,29.97%
12/5/2024,141851.7368,0,1,0.85,1.25,0.15035644,FORCE_BUY,0.165,0.19,521.81,41.85%,29.61%
12/6/2024,142120.8297,0,1,1.1,1.3,0.135413012,FORCE_BUY,0.165,0.19,526.48,42.12%,30.77%
12/9/2024,141779.1987,141779.1987,0,-0.5,0.7,0.202565534,FORCE_SELL,0.165,0.19,522.38,41.78%,29.75%
12/10/2024,141779.1987,141779.1987,0,1.05,1,0.191820601,FORCE_SELL,0.165,0.19,520.6,41.78%,29.31%
12/11/2024,141779.1987,141779.1987,0,0.8,1.75,0.150617061,FORCE_BUY,0.165,0.19,529.92,41.78%,31.63%
12/12/2024,141779.1987,141779.1987,0,0.8,1.75,0.203914598,FORCE_SELL,0.165,0.19,526.5,41.78%,30.78%
12/13/2024,141779.1987,141779.1987,0,0.8,1.75,0.201250202,FORCE_SELL,0.165,0.19,530.53,41.78%,31.78%
12/16/2024,142368.8979,0,1,0.8,1.75,0.155458089,FORCE_BUY,0.165,0.19,538.17,42.37%,33.68%
12/17/2024,141924.8615,0,1,0.95,-0.5,0.148184989,FORCE_BUY,0.165,0.19,535.8,41.92%,33.09%
12/18/2024,142126.9098,142126.9098,0,2.15,-0.5,0.556901803,FORCE_SELL,0.165,0.19,516.47,42.13%,28.29%
12/19/2024,142126.9098,142126.9098,0,2.1,2.05,0.196309124,FORCE_SELL,0.165,0.19,514.17,42.13%,27.72%
12/20/2024,142126.9098,142126.9098,0,1.25,-0.5,0.225824594,FORCE_SELL,0.165,0.19,518.66,42.13%,28.83%
12/23/2024,142758.2969,0,1,1.35,-0.5,0.132726992,FORCE_BUY,0.165,0.23,522.87,42.76%,29.88%
12/24/2024,144306.7557,0,1,1.35,-0.5,0.116261517,FORCE_BUY,0.165,0.23,529.96,44.31%,31.64%
12/26/2024,144141.1066,0,1,1.35,-0.5,0.106312696,FORCE_BUY,0.165,0.23,529.6,44.14%,31.55%
12/27/2024,142849.5239,0,1,0.75,-0.5,0.126794821,FORCE_BUY,0.165,0.23,522.56,42.85%,29.80%
12/30/2024,140993.7741,0,1,0.75,-0.5,0.126910952,FORCE_BUY,0.165,0.23,515.61,40.99%,28.07%
12/31/2024,140804.1179,0,1,1.9,1.65,0.131230483,FORCE_BUY,0.165,0.23,511.23,40.80%,26.99%
1/2/2025,140648.0717,0,1,1.9,1.65,0.142230195,FORCE_BUY,0.165,0.23,510.23,40.65%,26.74%
1/3/2025,142131.7352,0,1,1.9,1.65,0.108333865,FORCE_BUY,0.165,0.23,518.58,42.13%,28.81%
1/6/2025,142974.3609,0,1,1.9,1.65,0.13731593,FORCE_BUY,0.165,0.23,524.54,42.97%,30.29%
1/7/2025,143491.2381,0,1,1.5,1.8,0.167875713,FREE,0.165,0.23,515.18,43.49%,27.97%
1/8/2025,143172.3579,0,1,0.9,-0.5,0.098980529,FORCE_BUY,0.165,0.23,515.27,43.17%,27.99%
1/10/2025,141130.4776,0,1,0.9,-0.5,0.135250178,FORCE_BUY,0.165,0.23,507.19,41.13%,25.98%
1/13/2025,141962.5603,0,1,1.75,2.4,0.096984815,FORCE_BUY,0.165,0.23,505.56,41.96%,25.58%
1/14/2025,141828.6793,0,1,-0.5,1.9,0.119843562,FORCE_BUY,0.165,0.23,505.08,41.83%,25.46%
1/15/2025,144508.7338,0,1,-0.5,1.9,0.104831763,FORCE_BUY,0.165,0.23,516.7,44.51%,28.34%
1/16/2025,143985.3807,0,1,0.35,1.8,0.128864806,FORCE_BUY,0.165,0.23,513.08,43.99%,27.44%
1/17/2025,145489.7165,0,1,0.4,1.45,0.139371315,FORCE_BUY,0.165,0.23,521.74,45.49%,29.60%
1/21/2025,147113.3281,0,1,0.4,1.45,0.115025345,FORCE_BUY,0.165,0.23,524.8,47.11%,30.36%
1/22/2025,147480.8923,0,1,0.9,2.3,0.149541559,FORCE_BUY,0.165,0.23,531.51,47.48%,32.02%
1/23/2025,148247.6654,0,1,-0.5,2.45,0.12021368,FORCE_BUY,0.165,0.23,532.64,48.25%,32.30%
1/24/2025,147875.2328,0,1,1.2,2.45,0.163230183,FORCE_BUY,0.165,0.23,529.63,47.88%,31.56%
1/27/2025,145849.9782,0,1,2.5,-0.5,0.157303459,FORCE_BUY,0.165,0.23,514.21,45.85%,27.73%
1/28/2025,146658.1327,146658.1327,0,1.9,-0.5,0.172982067,FREE,0.165,0.23,521.81,46.66%,29.61%
1/29/2025,146645.9909,146645.9909,0,1.35,-0.5,0.173520136,FREE,0.165,0.23,520.83,46.65%,29.37%
1/30/2025,147014.0562,147014.0562,0,-0.5,2.5,0.167826291,FREE,0.165,0.23,523.05,47.01%,29.92%
1/31/2025,147014.0562,147014.0562,0,1.75,2.3,0.253251831,FORCE_SELL,0.165,0.23,522.29,47.01%,29.73%
2/3/2025,149318.7868,149318.7868,0,1.7,1.8,0.196674937,FREE,0.165,0.23,518.11,49.32%,28.69%
2/4/2025,150310.173,0,1,1.9,1.7,0.139155403,FORCE_BUY,0.165,0.23,524.47,50.31%,30.27%
2/5/2025,151396.6922,0,1,1.8,2.05,0.139241068,FORCE_BUY,0.165,0.23,526.85,51.40%,30.87%
2/6/2025,151709.6298,0,1,1.5,2.35,0.124214237,FORCE_BUY,0.165,0.23,529.6,51.71%,31.55%
2/7/2025,151907.4063,151907.4063,0,1.1,2.45,0.231878814,FORCE_SELL,0.165,0.23,522.92,51.91%,29.89%
2/10/2025,152045.8633,0,1,1.3,2,0.129731969,FORCE_BUY,0.165,0.23,529.25,52.05%,31.46%
2/11/2025,152380.6774,0,1,1.15,1.6,0.128239724,FORCE_BUY,0.165,0.23,527.99,52.38%,31.15%
2/12/2025,152199.4246,0,1,0.9,2.1,0.145309716,FORCE_BUY,0.165,0.23,528.3,52.20%,31.23%
2/13/2025,153473.2285,0,1,0.9,2.1,0.143507754,FORCE_BUY,0.165,0.23,535.9,53.47%,33.11%
2/14/2025,153505.9547,0,1,-0.5,-0.5,0.139796278,FORCE_BUY,0.165,0.23,538.15,53.51%,33.67%
2/18/2025,154052.2303,0,1,0.6,1.65,0.1136623,FORCE_BUY,0.165,0.23,539.37,54.05%,33.98%
2/19/2025,154140.3392,0,1,-0.5,-0.5,0.124081624,FORCE_BUY,0.165,0.23,539.52,54.14%,34.01%
2/20/2025,153659.516,0,1,1.15,-0.5,0.163618425,FORCE_BUY,0.165,0.23,537.23,53.66%,33.44%
2/21/2025,153828.1818,153828.1818,0,1.2,-0.5,0.314802134,FORCE_SELL,0.165,0.23,526.08,53.83%,30.67%
2/24/2025,153828.1818,153828.1818,0,0.85,-0.5,0.239296034,FORCE_SELL,0.165,0.23,519.87,53.83%,29.13%
2/25/2025,153951.1964,0,1,1.05,1.5,0.212841568,FREE,0.165,0.23,513.32,53.95%,27.50%
2/26/2025,154188.8392,154188.8392,0,1.2,1.75,0.227794973,FREE,0.165,0.23,514.56,54.19%,27.81%
2/27/2025,154188.8392,154188.8392,0,1.9,-0.5,0.320833985,FORCE_SELL,0.165,0.23,500.27,54.19%,24.26%
2/28/2025,154188.8392,154188.8392,0,1.85,2.15,0.222598419,FREE,0.165,0.23,508.17,54.19%,26.23%
3/3/2025,154188.8392,154188.8392,0,1.7,2.2,0.321763973,FORCE_SELL,0.165,0.23,497.05,54.19%,23.46%
3/4/2025,153868.0764,0,1,2.05,-0.5,0.204061701,FREE,0.165,0.23,495.55,53.87%,23.09%
3/5/2025,154371.9022,154371.9022,0,2.35,1.95,0.195940036,FREE,0.165,0.23,502.01,54.37%,24.70%
3/6/2025,153604.375,0,1,2.5,-0.5,0.227421607,FREE,0.165,0.23,488.2,53.60%,21.26%
3/7/2025,153730.0489,0,1,2.1,1.3,0.180813154,FREE,0.165,0.23,491.79,53.73%,22.16%
3/10/2025,152677.0028,0,1,2,-0.5,0.228265596,FREE,0.165,0.23,472.73,52.68%,17.42%
3/11/2025,153055.1513,0,1,2.05,2.35,0.205553593,FREE,0.165,0.23,471.6,53.06%,17.14%
3/12/2025,153536.8302,153536.8302,0,1.45,2.45,0.168619352,FREE,0.165,0.23,476.92,53.54%,18.46%
3/13/2025,153365.9611,153365.9611,0,0.9,2.3,0.201185082,FREE,0.165,0.23,468.34,53.37%,16.33%
3/14/2025,153365.9611,153365.9611,0,1.3,2.45,0.179921842,FREE,0.165,0.23,479.66,53.37%,19.14%
3/17/2025,154012.456,0,1,1.4,2.35,0.163564696,FORCE_BUY,0.165,0.23,482.77,54.01%,19.92%
3/18/2025,152850.1431,0,1,1.25,1.9,0.176258774,FREE,0.165,0.23,474.54,52.85%,17.87%
3/19/2025,153606.3708,153606.3708,0,1.75,2.45,0.176760859,FREE,0.165,0.23,480.89,53.61%,19.45%
3/20/2025,153606.3708,153606.3708,0,1.75,2.45,0.215019419,FREE,0.165,0.23,479.26,53.61%,19.04%
3/21/2025,154473.0604,0,1,1.75,-0.5,0.160319936,FORCE_BUY,0.165,0.23,480.84,54.47%,19.44%
3/24/2025,156886.7225,0,1,1.75,-0.5,0.141993452,FORCE_BUY,0.165,0.23,490.66,56.89%,21.88%
3/25/2025,157480.5005,0,1,1.75,-0.5,0.132797833,FORCE_BUY,0.165,0.23,493.46,57.48%,22.57%
3/26/2025,157157.8842,157157.8842,0,1.2,1.55,0.242612034,FORCE_SELL,0.165,0.23,484.38,57.16%,20.32%
3/27/2025,157133.3419,0,1,1.15,1.45,0.201724914,FREE,0.165,0.23,481.62,57.13%,19.63%
3/28/2025,157100.0609,157100.0609,0,2.2,1.85,0.276993157,FORCE_SELL,0.165,0.23,468.94,57.10%,16.48%
3/31/2025,157100.0609,157100.0609,0,1.25,-0.5,0.236921356,FORCE_SELL,0.165,0.23,468.92,57.10%,16.48%
4/1/2025,157100.0609,157100.0609,0,1.15,2.35,0.249429604,FORCE_SELL,0.165,0.24,472.7,57.10%,17.41%
4/2/2025,157100.0609,157100.0609,0,1.3,1.9,0.293118573,FORCE_SELL,0.165,0.25,476.15,57.10%,18.27%
4/3/2025,157100.0609,157100.0609,0,1.25,2.5,0.270856831,FORCE_SELL,0.165,0.25,450.66,57.10%,11.94%
4/4/2025,157100.0609,157100.0609,0,2.35,-0.5,0.329684875,FORCE_SELL,0.165,0.25,422.67,57.10%,4.99%
4/7/2025,157100.0609,157100.0609,0,2.35,-0.5,0.364901583,FORCE_SELL,0.165,0.25,423.69,57.10%,5.24%
4/8/2025,157100.0609,157100.0609,0,-0.5,-0.5,0.349070984,FORCE_SELL,0.165,0.25,416.06,57.10%,3.35%
4/9/2025,157100.0609,157100.0609,0,-0.5,-0.5,0.56542554,FORCE_SELL,0.165,0.25,466,57.10%,15.75%
4/10/2025,157100.0609,157100.0609,0,2.3,-0.5,0.289612805,FORCE_SELL,0.165,0.25,446.18,57.10%,10.83%
4/11/2025,157100.0609,157100.0609,0,2.5,-0.5,0.264146796,FORCE_SELL,0.165,0.25,454.4,57.10%,12.87%
4/14/2025,157100.0609,157100.0609,0,2.5,-0.5,0.242862499,FREE,0.165,0.265,457.48,57.10%,13.63%
4/15/2025,157100.0609,157100.0609,0,2.5,-0.5,0.275422421,FORCE_SELL,0.165,0.265,457.99,57.10%,13.76%
4/16/2025,157100.0609,157100.0609,0,2.4,-0.5,0.255046687,FREE,0.165,0.265,444.18,57.10%,10.33%
4/17/2025,158517.6939,158517.6939,0,1.45,-0.5,0.220489245,FREE,0.165,0.265,444.1,58.52%,10.31%
4/21/2025,159355.3797,159355.3797,0,1.05,-0.5,0.241993287,FREE,0.165,0.265,433.11,59.36%,7.58%
4/22/2025,159355.3797,159355.3797,0,1.05,-0.5,0.218504099,FREE,0.165,0.265,444.48,59.36%,10.41%
4/23/2025,159355.3797,159355.3797,0,1.05,-0.5,0.274984205,FORCE_SELL,0.165,0.265,454.56,59.36%,12.91%
4/24/2025,159679.151,159679.151,0,1.75,-0.5,0.19608335,FREE,0.165,0.265,467.35,59.68%,16.09%
4/25/2025,161099.5084,0,1,1.6,-0.5,0.09399468,FORCE_BUY,0.2,0.265,472.56,61.10%,17.38%
4/28/2025,161061.5153,0,1,1.6,-0.5,0.102371955,FORCE_BUY,0.2,0.265,472.41,61.06%,17.34%
4/29/2025,161613.8765,0,1,1.4,-0.5,0.094728371,FORCE_BUY,0.2,0.265,475.53,61.61%,18.12%
4/30/2025,163451.7196,0,1,1.45,-0.5,0.120722684,FORCE_BUY,0.2,0.265,475.47,63.45%,18.10%
5/1/2025,162838.4233,0,1,2.15,-0.5,0.138707597,FORCE_BUY,0.2,0.265,481.68,62.84%,19.65%
5/2/2025,165658.6803,0,1,1.5,-0.5,0.101988701,FORCE_BUY,0.2,0.265,488.83,65.66%,21.42%
5/5/2025,164483.8167,0,1,2.15,-0.5,0.14209504,FORCE_BUY,0.2,0.265,485.93,64.48%,20.70%
5/6/2025,164656.247,0,1,2.3,-0.5,0.155486531,FORCE_BUY,0.2,0.265,481.41,64.66%,19.58%
5/7/2025,163957.7584,0,1,2.2,-0.5,0.138122894,FORCE_BUY,0.2,0.265,483.3,63.96%,20.05%
5/8/2025,164925.1212,0,1,2.35,-0.5,0.147877884,FORCE_BUY,0.2,0.265,488.29,64.93%,21.29%
5/9/2025,165123.8543,0,1,2.5,-0.5,0.148576205,FORCE_BUY,0.2,0.265,487.97,65.12%,21.21%
5/12/2025,170130.1758,0,1,2.5,-0.5,0.112658782,FORCE_BUY,0.2,0.265,507.85,70.13%,26.15%
5/13/2025,171629.4419,0,1,2.5,-0.5,0.13258539,FORCE_BUY,0.2,0.265,515.59,71.63%,28.07%
5/14/2025,171299.1942,0,1,1.15,1.55,0.138146136,FORCE_BUY,0.2,0.265,518.68,71.30%,28.84%
5/15/2025,172482.8254,0,1,1.2,2.3,0.112020022,FORCE_BUY,0.2,0.265,519.25,72.48%,28.98%
5/16/2025,171918.774,0,1,1.4,2.45,0.10551776,FORCE_BUY,0.2,0.265,521.51,71.92%,29.54%
5/19/2025,174049.3101,0,1,1.4,2.45,0.113169426,FORCE_BUY,0.2,0.265,522.01,74.05%,29.66%
5/20/2025,173117.0179,0,1,1.45,1.4,0.123281464,FORCE_BUY,0.2,0.265,520.27,73.12%,29.23%
5/21/2025,171232.7036,0,1,2.05,1.85,0.231344508,FREE,0.2,0.265,513.04,71.23%,27.43%
5/22/2025,171232.4099,0,1,2,1.6,0.156507677,FORCE_BUY,0.2,0.265,514,71.23%,27.67%
5/23/2025,170025.4932,0,1,2.15,2.2,0.151762193,FORCE_BUY,0.2,0.265,509.24,70.03%,26.49%
5/27/2025,173637.4337,0,1,2.15,2.2,0.157251804,FORCE_BUY,0.2,0.265,521.22,73.64%,29.47%
5/28/2025,175196.4412,0,1,2.15,2.2,0.158050729,FORCE_BUY,0.2,0.265,518.91,75.20%,28.89%
5/29/2025,172697.7419,0,1,1.05,2.5,0.143308229,FORCE_BUY,0.2,0.265,519.93,72.70%,29.15%
5/30/2025,172786.1023,0,1,1.3,-0.5,0.124278313,FORCE_BUY,0.2,0.265,519.11,72.79%,28.94%
6/2/2025,173690.2914,0,1,-0.5,2.5,0.119935062,FORCE_BUY,0.2,0.265,523.21,73.69%,29.96%
6/3/2025,175106.2014,0,1,2,1.95,0.10294594,FORCE_BUY,0.2,0.265,527.3,75.11%,30.98%
6/4/2025,174864.9062,0,1,1.05,2.3,0.118799306,FORCE_BUY,0.2,0.265,528.77,74.86%,31.34%
6/5/2025,174086.7239,0,1,0.75,-0.5,0.160291145,FORCE_BUY,0.2,0.265,524.79,74.09%,30.35%
6/6/2025,176112.9344,0,1,0.75,-0.5,0.112243345,FORCE_BUY,0.2,0.265,529.92,76.11%,31.63%
6/9/2025,176156.9825,0,1,-0.5,1.85,0.116173766,FORCE_BUY,0.2,0.265,530.7,76.16%,31.82%
6/10/2025,176985.0859,0,1,-0.5,2.15,0.102829981,FORCE_BUY,0.2,0.265,534.21,76.99%,32.69%
6/11/2025,176335.9644,0,1,0.85,1.6,0.146511999,FORCE_BUY,0.2,0.265,532.41,76.34%,32.25%
6/12/2025,176248.0151,0,1,1,-0.5,0.117290665,FORCE_BUY,0.2,0.265,533.66,76.25%,32.56%
6/13/2025,175455.1501,0,1,0.9,1.9,0.176178395,FORCE_BUY,0.2,0.265,526.96,75.46%,30.89%
6/16/2025,175880.948,0,1,1.85,-0.5,0.13638429,FORCE_BUY,0.2,0.265,534.29,75.88%,32.71%
6/17/2025,175076.3369,0,1,1,-0.5,0.171301066,FORCE_BUY,0.2,0.265,529.08,75.08%,31.42%
6/18/2025,175396.4194,0,1,1.05,2.4,0.160879955,FORCE_BUY,0.2,0.265,528.99,75.40%,31.40%
6/20/2025,175466.81,0,1,1.5,-0.5,0.237912088,FREE,0.2,0.265,526.83,75.47%,30.86%
6/23/2025,177586.0527,177586.0527,0,-0.5,-0.5,0.202324719,FREE,0.2,0.265,531.65,77.59%,32.06%
6/24/2025,177586.0527,177586.0527,0,-0.5,-0.5,0.107990883,FORCE_BUY,0.2,0.265,539.78,77.59%,34.08%
6/25/2025,177586.0527,177586.0527,0,-0.5,-0.5,0.109512822,FORCE_BUY,0.2,0.265,541.16,77.59%,34.42%
6/26/2025,178565.7312,0,1,-0.5,-0.5,0.101357687,FORCE_BUY,0.2,0.265,546.22,78.57%,35.68%
6/27/2025,178954.2536,0,1,0.25,2.35,0.137268484,FORCE_BUY,0.2,0.265,548.09,78.95%,36.14%
6/30/2025,180202.8462,0,1,0.25,2.35,0.130449628,FORCE_BUY,0.2,0.265,551.64,80.20%,37.02%
7/1/2025,180266.7345,0,1,0.45,1.4,0.120901009,FORCE_BUY,0.2,0.265,546.99,80.27%,35.87%
7/2/2025,181051.7726,0,1,0.45,1.7,0.110183566,FORCE_BUY,0.2,0.265,550.8,81.05%,36.81%
7/3/2025,182332.4552,0,1,-0.5,2.4,0.123087391,FORCE_BUY,0.2,0.265,556.22,82.33%,38.16%
7/7/2025,180870.9017,0,1,-0.5,2.4,0.156886584,FORCE_BUY,0.2,0.265,552.03,80.87%,37.12%
7/8/2025,180946.7508,0,1,-0.5,2.4,0.135857151,FORCE_BUY,0.2,0.265,552.34,80.95%,37.20%
7/9/2025,181944.1079,0,1,1.4,1.35,0.118123728,FORCE_BUY,0.2,0.265,556.25,81.94%,38.17%
7/10/2025,182711.7007,0,1,1.2,1.35,0.124116429,FORCE_BUY,0.2,0.265,555.45,82.71%,37.97%
7/11/2025,181757.7525,0,1,1.05,0.95,0.126955591,FORCE_BUY,0.2,0.265,554.2,81.76%,37.66%
7/14/2025,182072.818,0,1,-0.5,0.85,0.112097901,FORCE_BUY,0.2,0.265,556.21,82.07%,38.16%
7/15/2025,182230.4274,0,1,-0.5,1.7,0.203789323,FREE,0.2,0.265,556.72,82.23%,38.28%
7/16/2025,182858.363,0,1,0.8,1.35,0.146249709,FORCE_BUY,0.2,0.265,557.29,82.86%,38.43%
7/17/2025,184481.019,0,1,0.45,1.15,0.119507687,FORCE_BUY,0.2,0.265,561.8,84.48%,39.55%
7/18/2025,184243.3424,0,1,0.55,1.1,0.137843561,FORCE_BUY,0.2,0.265,561.26,84.24%,39.41%
7/21/2025,184583.7187,0,1,0.55,1.1,0.162689807,FORCE_BUY,0.2,0.265,564.17,84.58%,40.14%
7/22/2025,185009.1891,0,1,1.05,1.7,0.120378272,FORCE_BUY,0.2,0.265,561.25,85.01%,39.41%
7/23/2025,186226.7679,0,1,1,2.35,0.094571983,FORCE_BUY,0.2,0.265,563.81,86.23%,40.05%
7/24/2025,186455.7884,0,1,1,2.35,0.145661174,FORCE_BUY,0.2,0.265,565.01,86.46%,40.34%
7/25/2025,187048.4539,0,1,0.8,1.05,0.113116275,FORCE_BUY,0.2,0.265,566.37,87.05%,40.68%
7/28/2025,187025.0384,0,1,0.8,1.05,0.125000275,FORCE_BUY,0.2,0.265,568.14,87.03%,41.12%
7/29/2025,186455.7884,0,1,1.25,0.5,0.18037486,FORCE_BUY,0.2,0.265,567.26,86.46%,40.90%
7/30/2025,187485.7201,0,1,1.35,2.3,0.17250984,FORCE_BUY,0.2,0.265,568.02,87.49%,41.09%
7/31/2025,185744.3089,0,1,1.85,-0.5,0.246626283,FREE,0.2,0.265,565.01,85.74%,40.34%
8/1/2025,182845.1813,0,1,2.45,-0.5,0.177786361,FORCE_BUY,0.2,0.265,553.88,82.85%,37.58%
8/4/2025,185953.2815,0,1,2.45,-0.5,0.111658631,FORCE_BUY,0.125,0.265,564.1,85.95%,40.12%
8/5/2025,186073.9559,186073.9559,0,1.45,1.3,0.164096924,FREE,0.125,0.265,560.27,86.07%,39.17%
8/6/2025,186394.6108,0,1,1.25,1.75,0.116092802,FORCE_BUY,0.125,0.265,567.32,86.39%,40.92%
8/7/2025,187118.7025,0,1,1.9,2.15,0.158447101,FREE,0.125,0.265,569.24,87.12%,41.39%
8/8/2025,188684.673,0,1,0.45,1.45,0.094580068,FORCE_BUY,0.125,0.265,574.55,88.68%,42.71%
8/11/2025,187842.5945,0,1,1.5,-0.5,0.129321013,FREE,0.125,0.265,572.85,87.84%,42.29%
8/12/2025,190002.4519,0,1,0.95,1.65,0.103089404,FORCE_BUY,0.125,0.265,580.05,90.00%,44.08%
8/13/2025,190492.9257,0,1,1.05,1.9,0.100727551,FORCE_BUY,0.125,0.265,580.34,90.49%,44.15%
8/14/2025,190622.9308,0,1,1.1,1.4,0.093052846,FORCE_BUY,0.125,0.275,579.89,90.62%,44.04%
8/15/2025,190934.8768,0,1,1.05,0.8,0.125094501,FREE,0.125,0.365,577.34,90.93%,43.41%
8/18/2025,191030.0431,0,1,-0.5,0.9,0.089188662,FORCE_BUY,0.125,0.275,577.11,91.03%,43.35%
8/19/2025,190447.5498,0,1,-0.5,0.8,0.135474679,FREE,0.125,0.275,569.28,90.45%,41.40%
8/20/2025,191942.2724,191942.2724,0,1.5,1.4,0.198453705,FREE,0.125,0.275,565.9,91.94%,40.56%
8/21/2025,192235.1988,0,1,1.5,-0.5,0.261699556,FREE,0.125,0.275,563.28,92.24%,39.91%
8/22/2025,192238.2187,192238.2187,0,2.1,2.5,0.300523501,FORCE_SELL,0.125,0.225,571.97,92.24%,42.07%
8/25/2025,192238.2187,192238.2187,0,1,0.8,0.285463029,FORCE_SELL,0.125,0.225,570.32,92.24%,41.66%
8/26/2025,192768.6591,192768.6591,0,1.6,1.3,0.214391788,FREE,0.125,0.225,572.61,92.77%,42.23%
8/27/2025,192768.6591,192768.6591,0,1.6,1.3,0.21894155,FREE,0.125,0.225,573.49,92.77%,42.45%
8/28/2025,192768.6591,192768.6591,0,1.6,1.3,0.22674964,FORCE_SELL,0.125,0.2,577.08,92.77%,43.34%
8/29/2025,192768.6591,192768.6591,0,1.05,1.05,0.28158551,FORCE_SELL,0.125,0.2,570.4,92.77%,41.68%
9/2/2025,192768.6591,192768.6591,0,1.55,1.65,0.234734473,FORCE_SELL,0.125,0.2,565.62,92.77%,40.50%
9/3/2025,192768.6591,192768.6591,0,1.55,1.55,0.203671749,FORCE_SELL,0.125,0.2,570.07,92.77%,41.60%
9/4/2025,192768.6591,192768.6591,0,1.45,1.8,0.224033428,FORCE_SELL,0.125,0.2,575.23,92.77%,42.88%
9/5/2025,192768.6591,192768.6591,0,1,1.8,0.323719922,FORCE_SELL,0.125,0.2,576.06,92.77%,43.09%
9/8/2025,192768.6591,192768.6591,0,1,1.8,0.206735286,FORCE_SELL,0.125,0.2,578.87,92.77%,43.79%
9/9/2025,192768.6591,192768.6591,0,1,1.8,0.20030755,FREE,0.125,0.215,580.51,92.77%,44.19%
9/10/2025,192768.6591,192768.6591,0,1.05,1.15,0.253520756,FORCE_SELL,0.125,0.215,580.7,92.77%,44.24%
9/11/2025,192768.6591,192768.6591,0,1.05,1.35,0.214547156,FREE,0.125,0.215,584.08,92.77%,45.08%
9/12/2025,192768.6591,192768.6591,0,0.75,1.25,0.244584881,FORCE_SELL,0.125,0.215,586.66,92.77%,45.72%
9/15/2025,192962.996,192962.996,0,0.75,1.25,0.178076109,FREE,0.125,0.215,591.68,92.96%,46.97%
9/16/2025,192962.996,192962.996,0,0.9,0.9,0.247591031,FORCE_SELL,0.125,0.215,591.18,92.96%,46.84%
9/17/2025,192962.996,192962.996,0,1.4,-0.5,0.279947306,FORCE_SELL,0.125,0.215,590,92.96%,46.55%
9/18/2025,192962.996,192962.996,0,-0.5,0.5,0.266235831,FORCE_SELL,0.125,0.215,595.32,92.96%,47.87%
9/19/2025,193099.6462,0,1,1.65,-0.5,0.209932754,FREE,0.125,0.215,599.35,93.10%,48.87%
9/22/2025,192657.2578,192657.2578,0,1.3,1.3,0.229545244,FORCE_SELL,0.125,0.215,602.2,92.66%,49.58%
9/23/2025,192657.2578,192657.2578,0,1.1,1.25,0.29891644,FORCE_SELL,0.125,0.215,598.2,92.66%,48.59%
9/24/2025,192657.2578,192657.2578,0,1.25,-0.5,0.275436201,FORCE_SELL,0.125,0.215,596.1,92.66%,48.07%
9/25/2025,192657.2578,192657.2578,0,1.75,-0.5,0.240024685,FORCE_SELL,0.125,0.215,593.53,92.66%,47.43%
9/26/2025,192657.2578,192657.2578,0,1.75,1.45,0.213051869,FREE,0.125,0.215,595.97,92.66%,48.03%
9/29/2025,192657.2578,192657.2578,0,0.85,-0.5,0.233993281,FORCE_SELL,0.125,0.215,598.73,92.66%,48.72%
9/30/2025,192657.2578,192657.2578,0,1,2.4,0.223606987,FORCE_SELL,0.125,0.215,600.37,92.66%,49.13%
10/1/2025,192657.2578,192657.2578,0,-0.5,2.25,0.247425573,FORCE_SELL,0.125,0.215,603.25,92.66%,49.84%
10/2/2025,192530.7158,0,1,-0.5,1.1,0.223407318,FREE,0.125,0.325,605.73,92.53%,50.46%
10/3/2025,193057.168,0,1,0.7,1.05,0.268935956,FREE,0.125,0.325,603.18,93.06%,49.82%
10/6/2025,193351.3,0,1,-0.5,-0.5,0.19635918,FREE,0.125,0.325,607.71,93.35%,50.95%
10/7/2025,193865.8678,193865.8678,0,0.95,0.75,0.286025165,FREE,0.125,0.325,604.51,93.87%,50.16%
10/8/2025,193865.8678,193865.8678,0,0.95,0.75,0.18711363,FREE,0.125,0.325,611.44,93.87%,51.88%
10/9/2025,194392.6443,0,1,1.15,-0.5,0.254998608,FREE,0.125,0.325,610.7,94.39%,51.69%
10/10/2025,194438.931,194438.931,0,2,-0.5,0.584292438,FORCE_SELL,0.115,0.325,589.5,94.44%,46.43%
10/13/2025,194438.931,194438.931,0,0.65,0.75,0.221977255,FREE,0.115,0.325,602.01,94.44%,49.53%
10/14/2025,197384.8015,0,1,0.75,0.6,0.296173241,FREE,0.125,0.325,598,97.38%,48.54%
