bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
1.6100006103515625,0.01710946478701949,20,1.6100006103515625,1p,22,1p,sell,0.847404094161235,False,0,False,91.91913808023179,82.57339057076035,88.80388891040798,95.54000091552734,234,0.20921183432318133,0.264460851506513,0.11049803436666333,0.568904,,242,0,0.002786049862206277,82.1949252740705,2025/07/17 13:30,73424.0
1.8700027465820312,0.01987250559941624,21,1.8700027465820312,1p,22,1p,sell,0.847404094161235,False,0,False,90.92355512417969,84.95005738786713,88.93238921207549,95.87000274658203,235,0.22722958903753776,0.2993006078949634,0.14414203771485123,0.660778,,242,1,0.003150752896044586,86.68877750087256,2025/07/17 13:35,101571.0
2.1350021362304688,0.022688652187572843,22,2.1350021362304688,1p,22,1p,sell,1.065679889115341,False,0,False,90.78931750453037,89.98389178663462,90.52084226523178,96.16000366210938,236,0.2510476425013362,0.34631985635652995,0.1905444277103875,0.754417,,242,2,0.0036424133441127528,89.25526139786162,2025/07/17 13:40,49526.0
2.3100051879882812,0.02454840834693071,23,2.3100051879882812,1p,22,1p,sell,1.325336376579714,False,0,False,91.75306550640508,97.5355535176534,93.68056151015452,96.41000366210938,237,0.28066904476041177,0.3991546537967139,0.23697121807260424,0.816256,,242,3,0.004193756284815517,90.88654342880996,2025/07/17 13:45,20886.0
2.4498977661132812,0.02603504575812549,24,2.4498977661132812,1p,22,1p,sell,1.325336376579714,False,0,False,90.92273996897794,85.94078674441516,89.26208889412368,96.2699966430664,238,0.30950163901648003,0.42483201604075305,0.23066075404854602,0.865688,,242,4,0.00445974884037498,83.26263241063381,2025/07/17 13:50,47045.0
2.470001220703125,0.026248685023968543,26,2.470001220703125,1p,22,1p,sell,1.325336376579714,False,0,False,90.0207629325235,86.4009130458769,88.81414630364131,96.3740005493164,240,0.36358308993448263,0.4652125712645301,0.2032589626600949,0.872791,,242,5,0.004875314582382753,81.93883858586621,2025/07/17 14:00,52847.0
2.8300018310546875,0.03007440889420397,28,2.8300018310546875,1p,22,1p,sell,1.325336376579714,False,1,False,91.18774330166794,95.15010170629321,92.50852943654303,96.83000183105469,242,0.4124610674509497,0.5134307359027872,0.20193933690367505,1,0.00734548626429567,,6,0.005370495403176854,86.25532120386949,2025/07/17 14:10,38738.0
0.951995849609375,0.009894155216918925,7,0.951995849609375,1p,23,1p,sell,0.02528337249342063,False,0,False,65.55630162380469,106.02060598366637,79.04440307709191,97.12999725341797,253,0.4134448216774859,0.4164405387300292,0.005991434105086513,0.787102,,259,7,0.004328493440258388,74.38879056151447,2025/07/17 15:05,53820.0
1.1669998168945312,0.012128705530815322,8,1.1669998168945312,1p,23,1p,sell,0.24780095689528028,False,0,False,71.8570722052047,109.66169569360477,84.45861336800472,97.33000183105469,254,0.4191134474399112,0.44178795048961206,0.045349006099401734,0.964865,,259,8,0.004587995639662198,76.77865586530726,2025/07/17 15:10,95118.0
1.2094955444335938,0.01257036641042935,13,1.2094955444335938,1p,23,1p,sell,0.24780095689528028,False,1,False,77.82373324232832,82.05828596608401,79.23525081691355,97.3499984741211,259,0.42321297267311664,0.4132759874068057,-0.019873970532621854,1,0.006748620616558302,,9,0.004279228101399115,70.40016815793726,2025/07/17 15:35,79699.0
0.48999786376953125,0.0049882708645448155,8,0.48999786376953125,1p,24,1p,sell,0.23987514270398355,False,0,False,73.42846708324964,108.37387759209054,85.07693725286327,98.72000122070312,365,0.05495246577241456,0.06608530047216732,0.022265669399505514,0.411765,,417,10,0.000670977127032604,61.57262158843462,2025/07/18 17:55,34095.0
0.5999984741210938,0.006108097868437492,9,0.5999984741210938,1p,24,1p,sell,0.46885286836105866,False,0,False,78.78418334007527,110.91848088102907,89.49561585372655,98.81999969482422,366,0.06039244323645081,0.08215235309259583,0.04351981971229005,0.504203,,417,11,0.0008339028381158391,65.03302371376923,2025/07/18 18:00,110996.0
0.628997802734375,0.0064033165146988365,10,0.628997802734375,1p,24,1p,sell,0.5759303441256,False,0,False,82.67872191329947,106.04595335264466,90.46779905974788,98.81999969482422,367,0.06707481270525649,0.09380429058047923,0.053458955750445486,0.528572,,417,12,0.0009519600538131155,65.03302371376924,2025/07/18 18:05,67858.0
