bsp1_bi_amp,bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
,0.30249786376953125,1.2700042724609375,1.0,0.51181050329805,,,0.30249786376953125,,357,False,False,,0.05378729941859335,0.04964178933859387,-0.008291020159998969,0.0005655157293228109,56.88918815650376,2025/06/16 19:27,2s,11994.0
,0.42000579833984375,1.2700042724609375,2.0,0.46456849010585,,,0.42000579833984375,,380,False,False,,-0.019923854635938404,0.005310189180406155,0.05046808763268912,6.057463879330843e-05,54.29680093821525,2025/06/16 19:51,2s,22931.0
,0.3300018310546875,1.6350021362304688,1.0,0.6574942954601662,,,0.3300018310546875,,515,True,False,,0.0038970652830788988,-0.017833951288523053,-0.043462033143203904,-0.0002044053195311627,42.59382368863434,2025/06/17 15:39,2s,3239.0
,0.279998779296875,1.0752029418945312,1.0,0.23251424476154658,0.279998779296875,0.0037887696536841697,0.279998779296875,,650,False,False,,-0.0757440270990272,-0.07080424886986236,0.009879556458329664,-0.000815412390655178,43.29436898006703,2025/06/17 17:58,"2s,3b",5677.0
,0.29000091552734375,0.37999725341796875,1.0,0.131587929407513,,,0.29000091552734375,,765,True,False,,0.05613848122221723,0.05494289068451508,-0.0023911810754043,0.000635644003822971,58.57231459719038,2025/06/17 19:55,2s,54123.0
,0.3000030517578125,0.5999984741210938,1.0,0.600002543137978,,,0.3000030517578125,,863,False,False,,-0.023910005828383856,-0.0007259055969512929,0.046368200462865126,-8.39475085626832e-06,59.64319520954436,2025/06/18 15:04,2s,2986.0
,0.660003662109375,0.8400039672851562,1.0,0.3690520522066103,,,0.660003662109375,,1110,True,False,,0.03686525172508359,0.010927601692046096,-0.05187530006607499,0.00012673351461233652,47.26442403252859,2025/06/18 19:30,2s,11090.0
,0.5110015869140625,0.8400039672851562,2.0,0.27500204357816915,,,0.5110015869140625,,1136,True,False,,0.009406820380400499,-0.02698977675409253,-0.07279319426898606,-0.00031273739519014303,43.145587293846255,2025/06/18 19:56,2s,38899.0
,0.279998779296875,0.399993896484375,1.0,0.3249980926222629,,,0.279998779296875,,1350,False,False,,-0.02571737087264408,-0.023702298234354657,0.004030145276578842,-0.000275346663881955,54.57755032608936,2025/06/20 17:12,2s,6529.0
,1.524993896484375,0.9150009155273438,1.0,0.6393426220076543,,,1.524993896484375,,1528,True,False,,-0.0307601189886365,-0.0897514474781076,-0.1179826569789422,-0.0010404542027977926,37.63579990190841,2025/06/23 13:43,2s,1498.0
,0.26000213623046875,1.8600006103515625,1.0,0.15591441955093235,,,0.26000213623046875,,1796,True,False,,0.0097009349872446,-0.009022436614742446,-0.03744674320397409,-0.00010337819436612287,36.700244985950896,2025/06/23 18:29,2s,827.0
,0.43000030517578125,1.8600006103515625,2.0,0.21505451323658498,,,0.43000030517578125,,1821,True,False,,-0.013916408622093913,-0.05021602858788299,-0.07259923993157816,-0.0005755356795886249,35.21526084881317,2025/06/23 18:55,2s,2411.0
0.5400009155273438,0.5400009155273438,1.8600006103515625,3.0,0.35484056211391585,,,0.5400009155273438,0.9258268632280601,1845,True,False,,-0.05648261717389115,-0.08895432877864096,-0.06494342320949961,-0.0010213938480846986,23.82285141229137,2025/06/23 19:20,"1p,2s",4491.0
