bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.12999725341796875,0.0014712228669081662,0.4799957275390625,0.005402923765479067,1.0,0.2708300219347045,0.12999725341796875,,217,False,False,51.37856172620013,40.900072851157546,47.88573210118594,-0.004542007850353134,-0.0038344265222747254,0.0014151626561568174,0.003729169506458603,-4.3352123384187776e-05,50.208024768140476,2025/06/18 17:52,2s,4731.0
0.48499298095703125,0.005501281315911268,0.4799957275390625,0.005402923765479067,2.0,0.5937470197412341,0.48499298095703125,,265,False,False,72.12760928866477,105.5735677003182,83.27626209254925,0.029673606888257487,0.04907991416068569,0.038812614544856405,0.005471182800196611,0.0005550120566324009,73.2049409946695,2025/06/18 18:42,2s,1126.0
0.23999786376953125,0.0027109213495850153,0.3899993896484375,0.0044237678476419665,1.0,0.6666731875268985,0.23999786376953125,,337,True,False,31.358799453367013,12.362884620730767,25.026827842488267,0.0012523850843100663,-0.01622073285258807,-0.03494623587379628,0.0135915385185045,-0.0001834541930351088,41.30672278566238,2025/06/18 19:55,2s,20102.0
0.17999267578125,0.002030145142641963,0.9449996948242188,0.010559835930075562,1.0,0.31216747535583667,0.17999267578125,,612,False,False,76.98733197446887,82.23278884327718,78.73581759740497,-0.00019817128027450892,0.011574105622131015,0.023544553804811047,0.005065251764877234,0.0001303847788175494,58.060745629904474,2025/06/20 18:21,2s,1458.0
0.654998779296875,0.007297223303345858,1.2725067138671875,0.01440464983720388,1.0,0.3988188740332154,0.654998779296875,,775,True,False,43.39976412986398,5.619372316578662,30.80630019210221,-0.03234622861015628,-0.030674554836835455,0.003343347546641645,0.0036473479153614585,-0.0003438624207616153,38.46728449774174,2025/06/23 14:41,2s,4631.0
0.30999755859375,0.0034663709888840158,1.2725067138671875,0.01440464983720388,2.0,0.3870315966185023,0.30999755859375,,839,True,False,6.90635117436733,6.316866127993968,6.709856158909544,-0.027026175899406146,-0.050022707696072644,-0.045993063593332995,0.004712726166981861,-0.0005603198641031287,28.287946488737916,2025/06/23 15:57,2s,1895.0
0.38500213623046875,0.004299778113624127,1.2725067138671875,0.01440464983720388,3.0,0.35952994783859943,0.38500213623046875,,897,True,False,9.68149696618654,19.1630755313626,12.842023154578559,-0.03695027435652641,-0.05959187072126326,-0.045283192729473704,0.00801978550922476,-0.0006670302377663469,34.51905425313295,2025/06/23 16:58,2s,834.0
0.5400009155273438,0.006008689206898697,1.2725067138671875,0.01440464983720388,4.0,0.22200371724923557,0.5400009155273438,,998,True,False,20.47684651741657,-5.513441250821863,11.813417261337092,-0.037903927415837535,-0.05143574262491768,-0.02706363041816029,0.004197917746707523,-0.0005747294066602721,33.25286466604189,2025/06/23 18:48,2s,1744.0
0.1450042724609375,0.001616456936638052,1.2725067138671875,0.01440464983720388,5.0,0.04126146651477906,0.1450042724609375,,1069,True,False,53.70144889825427,17.930028017540934,41.777641938016494,0.0033551116733866833,-0.001436245669609093,-0.009582714685991553,0.007369402412919608,-1.602241897514239e-05,41.522155616658566,2025/06/24 13:30,2s,6125.0
0.30500030517578125,0.0034148832428893684,1.2600021362304688,0.013925752536280308,1.0,0.3174609902452907,0.30500030517578125,,1386,False,False,44.97925676912418,103.93093637159973,64.62981663661603,-0.14364624299186704,-0.10782259607161393,0.07164729384050622,,-0.001203412261766074,50.609175369758816,2025/06/25 13:58,2s,0.0
