feature,importance
klu_low,0.15885955
klu_open,0.061929617
feat_bsp2s_break_bi_klu_cnt,0.054339472
feat_bsp2s_break_bi_amp,0.039342783
feat_break_bi_amp_rate,0.0347931
klu_high,0.03176303
klu_close,0.031437777
feat_bsp2_break_bi_amp_rate,0.027105235
feat_bsp2_bi_amp_rate,0.025188435
feat_bsp2s_lv,0.025136529
feat_bsp2_break_bi_amp,0.02494047
feat_bsp1_bi_amp_rate,0.024346836
feat_break_bi_amp,0.024232924
feat_bsp2_bi_klu_cnt,0.023733092
feat_zs_cnt,0.023397971
feat_break_bi_klu_cnt,0.022973038
feat_divergence_rate,0.022821505
feat_bsp3_zs_height,0.02222579
feat_macd_dea,0.020128774
feat_volume,0.017243698
feat_bi_klu_cnt,0.017054725
feat_bsp2s_bi_amp_rate,0.016651012
feat_bsp2_retrace_rate,0.016164977
feat_bi_amp_rate,0.014459686
feat_bsp2s_retrace_rate,0.014174972
feat_bsp1_bi_klu_cnt,0.013311248
feat_bsp1_bi_amp,0.01307851
feat_macd_diff,0.01290498
high_low_spread_pct,0.012884945
feat_bsp2s_break_bi_amp_rate,0.012622046
feat_bsp2_break_bi_bi_klu_cnt,0.0116949165
feat_bsp2s_bi_amp,0.011341722
feat_kdj_k,0.008846708
feat_macd_value,0.008641588
feat_ppo,0.007902354
feat_bi_amp,0.007689712
lower_shadow,0.0071606413
feat_bsp2_bi_amp,0.0070768497
feat_bsp3_bi_amp,0.006729135
feat_kdj_d,0.006715496
dmi_plus,0.0066471538
dmi_minus,0.0065679895
upper_shadow,0.006387521
dmi_adx,0.006265649
feat_rsi,0.006140993
price_change_pct,0.005497293
feat_bsp2s_bi_klu_cnt,0.005264498
feat_level,0.0045753717
feat_kdj_j,0.0039119753
feat_bsp3_bi_klu_cnt,0.0017563081
body_size,0.001651986
feat_bsp3_bi_amp_rate,0.00141004
is_bullish_candle,0.0008774225
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
