date,equity,cash,shares,pm_th,buy_th,sell_th,has_model,had_bsp,bsp_count
2022-02-16,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,30
2022-02-17,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,40
2022-02-18,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,38
2022-02-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,34
2022-02-23,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,78
2022-02-24,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-02-25,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,41
2022-02-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,23
2022-03-01,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,57
2022-03-02,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,26
2022-03-03,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,63
2022-03-04,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,35
2022-03-07,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,56
2022-03-08,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-03-09,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,37
2022-03-10,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,31
2022-03-11,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,26
2022-03-14,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,27
2022-03-15,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,36
2022-03-16,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,36
2022-03-17,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,41
2022-03-18,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-03-21,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,59
2022-03-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,35
2022-03-23,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-03-24,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,39
2022-03-25,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-03-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,57
2022-03-29,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,33
2022-03-30,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,66
2022-03-31,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,28
2022-04-01,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-04-04,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-04-05,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,55
2022-04-06,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-04-07,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,39
2022-04-08,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,51
2022-04-11,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,50
2022-04-12,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,51
2022-04-13,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,50
2022-04-14,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,35
2022-04-18,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,38
2022-04-19,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,63
2022-04-20,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,25
2022-04-21,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,31
2022-04-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,55
2022-04-25,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,20
2022-04-26,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,29
2022-04-27,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,40
2022-04-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,23
2022-04-29,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,48
2022-05-02,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,39
2022-05-03,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,23
2022-05-04,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,61
2022-05-05,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-05-06,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,36
2022-05-09,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-05-10,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,52
2022-05-11,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-05-12,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,38
2022-05-13,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,35
2022-05-16,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,47
2022-05-17,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,58
2022-05-18,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,58
2022-05-19,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,52
2022-05-20,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,60
2022-05-23,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,14
2022-05-24,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,47
2022-05-25,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-05-26,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,22
2022-05-27,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,62
2022-05-31,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,59
2022-06-01,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,48
2022-06-02,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,56
2022-06-03,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,36
2022-06-06,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,39
2022-06-07,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,52
2022-06-08,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,36
2022-06-09,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,58
2022-06-10,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,48
2022-06-13,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,47
2022-06-14,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,39
2022-06-15,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,51
2022-06-16,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-06-17,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,31
2022-06-21,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,38
2022-06-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-06-23,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-06-24,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,12
2022-06-27,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,32
2022-06-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,35
2022-06-29,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,23
2022-06-30,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,41
2022-07-01,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,51
2022-07-05,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,65
2022-07-06,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,26
2022-07-07,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-07-08,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,33
2022-07-11,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,32
2022-07-12,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,37
2022-07-13,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,23
2022-07-14,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,1
2022-07-15,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,18
2022-07-18,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,44
2022-07-19,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,63
2022-07-20,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-07-21,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,38
2022-07-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,45
2022-07-25,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,35
2022-07-26,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,51
2022-07-27,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,40
2022-07-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,36
2022-07-29,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,16
2022-08-01,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,24
2022-08-02,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,33
2022-08-03,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,41
2022-08-04,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,51
2022-08-05,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,44
2022-08-08,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,30
2022-08-09,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,45
2022-08-10,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,32
2022-08-11,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,36
2022-08-12,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,50
2022-08-15,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,34
2022-08-16,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,66
2022-08-17,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-08-18,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,50
2022-08-19,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,69
2022-08-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,59
2022-08-23,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-08-24,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,57
2022-08-25,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,41
2022-08-26,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,54
2022-08-29,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,26
2022-08-30,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,40
2022-08-31,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,52
2022-09-01,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,44
2022-09-02,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,44
2022-09-06,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,43
2022-09-07,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-09-08,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,50
2022-09-09,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,39
2022-09-12,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,47
2022-09-13,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,53
2022-09-14,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,37
2022-09-15,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,33
2022-09-16,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,60
2022-09-19,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,31
2022-09-20,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,48
2022-09-21,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,29
2022-09-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,57
2022-09-23,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,47
2022-09-26,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-09-27,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,17
2022-09-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,60
2022-09-29,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,26
2022-09-30,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-10-03,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,50
2022-10-04,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,36
2022-10-05,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,25
2022-10-06,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,40
2022-10-07,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-10-10,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,45
2022-10-11,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,57
2022-10-12,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,23
2022-10-13,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,18
2022-10-14,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-10-17,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,45
2022-10-18,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,58
2022-10-19,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-10-20,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,53
2022-10-21,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,45
2022-10-24,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,55
2022-10-25,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,54
2022-10-26,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,63
2022-10-27,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,44
2022-10-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,39
2022-10-31,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,4
2022-11-01,100000.0,100000.0,0.0,0.7,0.0,0.0,0,0,0
2022-11-02,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,26
2022-11-03,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,51
2022-11-04,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,33
2022-11-07,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,38
2022-11-08,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,50
2022-11-09,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,39
2022-11-10,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,65
2022-11-11,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,33
2022-11-14,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-11-15,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,30
2022-11-16,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,46
2022-11-17,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,59
2022-11-18,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,41
2022-11-21,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,37
2022-11-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,49
2022-11-23,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,53
2022-11-25,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,31
2022-11-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,60
2022-11-29,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,33
2022-11-30,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,33
2022-12-01,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,38
2022-12-02,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,18
2022-12-05,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,22
2022-12-06,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-12-07,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,18
2022-12-08,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,32
2022-12-09,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,21
2022-12-12,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,25
2022-12-13,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,35
2022-12-14,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,37
2022-12-15,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,34
2022-12-16,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,29
2022-12-19,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,25
2022-12-20,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,37
2022-12-21,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,42
2022-12-22,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,85
2022-12-23,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,40
2022-12-27,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,40
2022-12-28,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,26
2022-12-29,100000.0,100000.0,0.0,0.7,0.0,0.0,0,1,71
