bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.30999755859375,0.00950912800931067,0.0017062293821740804,0.30999755859375,,1553,True,False,,-0.036300296027686314,-0.03834511217312553,-0.004089632290878428,0.0021678443121554043,-0.0011843311256998692,37.33734703066026,2025/06/24 14:14,3a,46525.0
