bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume,zs_cnt
,,,0.49500274658203125,0.004623169403127959,11,0.8250045776367188,0.007764383783937092,25,1.0,0.6121237342211125,0.49500274658203125,2s,22,2s,buy,,True,0,False,31.474554182064658,38.86776275884954,33.93895704099295,106.69999694824219,140,-0.006339569917714953,-0.020196616510460785,-0.027714093185491666,0.323531,,785,0,-0.00018903533849547934,41.118173767566915,2025/07/15 18:40,17058.0,
,,,0.5250015258789062,0.004903348532504805,13,0.8250045776367188,0.007764383783937092,25,1.0,0.6484856891848153,0.5250015258789062,2s,22,2s,buy,,True,0,False,32.63314264460594,18.63374824738554,27.966677845532473,106.54499816894531,142,-0.016038116156086385,-0.042057023531484106,-0.05203781475079544,0.343139,,785,1,-0.0003937405308328824,35.9739235051254,2025/07/15 18:50,26962.0,
,,,0.6699981689453125,0.006257571409871782,14,0.8250045776367188,0.007764383783937092,25,1.0,0.8242382207425902,0.6699981689453125,2s,22,2s,buy,,True,0,False,28.824971663799683,5.975945778962149,21.20862970218717,106.44000244140625,143,-0.025915658516229345,-0.06542582795680119,-0.07902033888114368,0.437908,,785,2,-0.0006126796952336432,32.45002831235175,2025/07/15 18:55,14288.0,
,,,0.7176971435546875,0.006703064776317367,15,0.8250045776367188,0.007764383783937092,25,1.0,0.8820548388588338,0.7176971435546875,2s,22,2s,buy,,True,0,False,25.059020271159124,2.463311915315778,17.52711748587801,106.41000366210938,144,-0.0378089651823756,-0.08538219184696061,-0.09514645332917002,0.469083,,785,3,-0.0007997697077892455,31.50058203995475,2025/07/15 19:00,13813.0,
,,,0.7300033569335938,0.006818000924762141,25,0.8250045776367188,0.007764383783937092,25,1.0,0.8969713783696306,0.7300033569335938,2s,22,2s,buy,,True,0,False,43.591395382928944,47.23295219552891,44.8052476537956,106.43000030517578,154,-0.08095912607087224,-0.08398370209214079,-0.006049152042537087,0.477127,,785,4,-0.000787582492815807,39.53687136369651,2025/07/15 19:50,82868.0,
,,,0.26999664306640625,0.0025849368210149105,5,1.1100006103515625,0.0106874697075722,65,1.0,0.7117121451646161,0.26999664306640625,2s,22,2s,buy,,True,0,False,55.57674627609125,16.304998380165202,42.4861636441159,104.19000244140625,343,-0.059017098248253366,-0.057319473438255386,0.0033952496199959603,0.176469,,785,5,-0.0005491977309505545,40.918165700572345,2025/07/18 16:05,8782.0,
,,,0.339996337890625,0.0032551110370936864,8,1.1100006103515625,0.0106874697075722,65,1.0,0.7747748986184617,0.339996337890625,2s,22,2s,buy,,True,0,False,43.87049182820952,3.5226003248335758,30.42119466041754,104.11000061035156,346,-0.05693522583096579,-0.06169242656939389,-0.009514401476856199,0.22222,,785,6,-0.0005912468645119293,39.58980274305679,2025/07/18 16:20,13107.0,
,,,0.399993896484375,0.0038295252098722687,9,1.1100006103515625,0.0106874697075722,65,1.0,0.8288267234861503,0.399993896484375,2s,22,2s,buy,,True,0,False,36.007260032232466,-11.172130743629857,20.28079644027836,104.05000305175781,347,-0.0606618179705465,-0.07556818652886932,-0.029812737116645643,0.261434,,785,7,-0.0007243797777941254,37.60219018050193,2025/07/18 16:25,11132.0,
,,,0.43499755859375,0.004164648839667302,10,1.1100006103515625,0.0106874697075722,65,1.0,0.8603615368753866,0.43499755859375,2s,22,2s,buy,,True,0,False,32.309171045206654,10.120637123051822,24.912993071155043,104.1500015258789,348,-0.06404970362941818,-0.07760124626490494,-0.02710308527097352,0.284312,,785,8,-0.000743958684813597,42.76029605269196,2025/07/18 16:30,9132.0,
,,,0.43999481201171875,0.004212492339561754,12,1.1100006103515625,0.0106874697075722,65,1.0,0.8648635645061516,0.43999481201171875,2s,22,2s,buy,,True,0,False,23.804070602048355,-5.108165585292397,14.166658539601439,104.01000213623047,350,-0.07335604164617485,-0.0940678229395644,-0.041423562586779095,0.287579,,785,9,-0.00090215557611047,37.88310385154623,2025/07/18 16:40,11796.0,
