side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx,exec_idx,exec_ts
buy,308512,214.91,465.31106044390674,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-07 09:40:00,1.5279284715652466,1.4200000000000017,FORCE_BUY,,,,308513,2020-01-07 09:45:00
sell,308650,215.24,465.31106044390674,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-01-08 05:15:00,3.4330356121063232,2.3250000000000024,FORCE_SELL,153.55264994649505,214.91,308512.0,308651,2020-01-08 05:20:00
buy,309103,218.711,457.92645385895764,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-10 12:05:00,0.8846107125282288,0.7750000000000012,FORCE_BUY,,,,309104,2020-01-10 12:10:00
sell,309180,219.27,457.92645385895764,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-01-13 04:00:00,3.319512367248535,-0.5,FORCE_SELL,255.98088770715617,218.711,309103.0,309181,2020-01-13 04:05:00
buy,309435,219.89,456.6352882698334,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-14 09:55:00,1.2925385236740112,1.2900000000000016,FORCE_BUY,,,,309436,2020-01-14 10:00:00
sell,309873,222.215,456.6352882698334,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-01-16 15:50:00,2.202609062194824,2.1350000000000025,FORCE_SELL,1061.6770452273704,219.89,309435.0,309874,2020-01-16 15:55:00
buy,310505,223.77,453.46208420646656,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-23 07:30:00,1.4490967988967896,0.9750000000000014,FORCE_BUY,,,,310506,2020-01-23 07:35:00
sell,310878,218.76,453.46208420646656,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-01-27 07:15:00,3.31315279006958,-0.5,FORCE_SELL,-2271.8450418744064,223.77,310505.0,310879,2020-01-27 07:20:00
buy,311596,223.53,443.7854674585363,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-31 04:00:00,1.6363983154296875,1.3650000000000015,FORCE_BUY,,,,311597,2020-01-31 04:05:00
sell,311834,220.61,443.7854674585363,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-02-03 08:15:00,5.332547664642334,-0.5,FORCE_SELL,-1295.8535649789203,223.53,311596.0,311835,2020-02-03 08:20:00
buy,313039,232.36,421.34408665875236,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-02-11 14:05:00,1.330461859703064,1.2850000000000015,FORCE_BUY,,,,313040,2020-02-11 14:10:00
sell,313132,233.25,421.34408665875236,0.0,5m SELL signal,2020-02-12 06:00:00,2.9875993728637695,2.4050000000000025,FREE,374.99623712628386,232.36,313039.0,313133,2020-02-12 06:05:00
buy,324913,226.23,434.4185484381116,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-11 19:45:00,3.615750312805176,2.3700000000000028,FORCE_BUY,,,,324914,2020-05-11 19:50:00
sell,324932,226.25,434.4185484381116,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-05-12 05:25:00,3.5451762676239014,-0.5,FORCE_SELL,8.688370968766677,226.23,324913.0,324933,2020-05-12 05:30:00
buy,325509,222.3,442.1376364557928,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-15 06:00:00,1.8381034135818481,-0.5,FORCE_BUY,,,,325510,2020-05-15 06:05:00
sell,325865,227.86,442.1376364557928,0.0,5m SELL signal,2020-05-19 04:00:00,3.0080838203430176,2.3800000000000026,FREE,2458.285258694209,222.3,325509.0,325866,2020-05-19 04:05:00
buy,326375,229.1497,439.6491980692838,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-21 14:50:00,1.5917377471923828,-0.5,FORCE_BUY,,,,326376,2020-05-21 14:55:00
sell,326547,229.53,439.6491980692838,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-05-22 13:20:00,3.4676437377929688,-0.5,FORCE_SELL,167.198590025751,229.1497,326375.0,326548,2020-05-22 13:25:00
buy,326643,233.86,431.50893882169976,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-26 05:40:00,1.895410180091858,1.3750000000000018,FORCE_BUY,,,,326644,2020-05-26 05:45:00
sell,326817,231.36,431.50893882169976,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-05-27 04:15:00,2.4094693660736084,2.2450000000000023,FORCE_SELL,-1078.7723470542494,233.86,326643.0,326818,2020-05-27 04:20:00
buy,327064,228.07,437.7336260174002,0.0,5m BUY signal,2020-05-28 08:55:00,2.5060553550720215,2.4600000000000026,FREE,,,,327065,2020-05-28 09:00:00
sell,327068,228.81,437.7336260174002,0.0,5m SELL signal,2020-05-28 09:15:00,2.8569092750549316,1.8500000000000023,FREE,323.9228832528801,228.07,327064.0,327069,2020-05-28 09:20:00
