bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
0.09999942779541016,0.1549997329711914,1.0,0.677417568556996,0.09999942779541016,,601,False,False,,0.00978021365822543,0.015378711199161899,0.011196995081872937,0.0015465752791495575,67.62217504191202,2025/06/10 17:16,2s,64659.0
