feature,importance
feat_break_bi_amp,0.05291457
klu_open,0.051785566
feat_break_bi_amp_rate,0.04434999
feat_bsp1_bi_amp_rate,0.041602444
feat_break_bi_klu_cnt,0.036381394
feat_bsp2s_bi_amp_rate,0.03609435
feat_bsp2s_break_bi_amp_rate,0.035436526
klu_close,0.032388695
feat_bsp3_bi_amp,0.031163115
feat_bsp2_break_bi_amp_rate,0.030451573
klu_high,0.028338313
feat_divergence_rate,0.027057702
feat_bsp2s_lv,0.026513115
feat_bsp2_break_bi_amp,0.025311688
klu_low,0.024850111
feat_bsp1_bi_amp,0.023229571
feat_zs_cnt,0.022261929
feat_volume,0.021187216
feat_bsp3_bi_klu_cnt,0.020776816
feat_bsp3_zs_height,0.020457562
feat_level,0.020395692
feat_bsp2s_break_bi_klu_cnt,0.019946361
feat_bsp1_bi_klu_cnt,0.01933935
feat_bsp2s_break_bi_amp,0.018575463
feat_bi_klu_cnt,0.01712897
feat_bi_amp_rate,0.017030066
feat_bsp2_break_bi_bi_klu_cnt,0.01648025
feat_rsi,0.014994182
dmi_adx,0.014380939
feat_kdj_k,0.013944036
feat_macd_dea,0.013591108
high_low_spread_pct,0.013185895
dmi_plus,0.01316823
feat_macd_diff,0.01291615
feat_ppo,0.012576496
feat_bsp2s_bi_amp,0.012127104
feat_bsp2_retrace_rate,0.01153845
feat_kdj_d,0.011160372
feat_bsp2s_retrace_rate,0.00994362
feat_macd_value,0.00868408
feat_bi_amp,0.008533729
feat_bsp2s_bi_klu_cnt,0.008462449
lower_shadow,0.007475563
upper_shadow,0.0073259305
price_change_pct,0.0068264627
dmi_minus,0.006754004
feat_bsp2_bi_klu_cnt,0.0067397538
feat_bsp2_bi_amp_rate,0.006185984
feat_kdj_j,0.0060464633
feat_bsp2_bi_amp,0.005161662
is_bullish_candle,0.0037134178
body_size,0.0022336214
feat_bsp3_bi_amp_rate,0.0008818732
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
