bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
2.72998046875,0.008579987842075894,2.72998046875,0.7006573480079369,390,True,False,<Math.KDJ.KDJ_Item object at 0x000002414841F2F0>,-0.15195047686749097,-0.3277707026574035,-0.35164045157982504,0.030559466659752767,-0.0010336082895656502,39.499488288451886,2025/06/18 13:32,1,381475.0,1
3.850006103515625,0.011875403943714367,3.850006103515625,2.579401992181377,613,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148E656D0>,-0.3373694786647944,-0.5989702427779093,-0.5232015282262299,0.014484108139395645,-0.00185756834707317,21.980080538875498,2025/06/18 17:33,1,274020.0,1
2.27001953125,0.007029447814496063,2.27001953125,0.2741513839583498,674,False,False,<Math.KDJ.KDJ_Item object at 0x00000241486EBF50>,0.10531194880083221,0.1626934303567964,0.11476296311192838,0.015713455342330825,0.000502219211173682,61.545165104157725,2025/06/18 18:34,1,378838.0,1
5.610015869140625,0.017514332714870677,5.610015869140625,0.49752053077176805,956,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149C2B410>,0.49409784458236655,0.5373952588851694,0.08659482860560563,0.010953630268582206,0.001656155770388439,75.513973047023,2025/06/20 16:55,1,692441.0,1
1.569091796875,0.00485665288996634,1.569091796875,0.09043750147123232,1067,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149D08C50>,0.20462260905711394,0.18543934875128798,-0.03836652061165191,0.009179055982672144,0.0005726293662095786,61.188578915424834,2025/06/20 18:46,1,183082.0,1
2.799896240234375,0.008683733845597312,2.799896240234375,0.8029056278618116,1134,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148E5D430>,-0.29921326417503136,-0.455198443940958,-0.31197035953185326,0.0840969409008655,-0.0014175385351800013,33.32488508797147,2025/06/20 19:53,1,345772.0,1
5.739990234375,0.01631930757992134,5.739990234375,0.9810299015046013,1244,False,False,<Math.KDJ.KDJ_Item object at 0x000002414850DCD0>,0.5757753711480065,0.7916165586285047,0.4316823749609964,0.013567589131825403,0.002232695978087999,68.01591146089663,2025/06/23 15:19,1,1317919.0,1
6.050018310546875,0.01734523658910757,6.050018310546875,0.5343073338803982,1373,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148DE5B50>,0.6960489315625448,1.0727553684492932,0.7534128737734969,0.009292359425425008,0.0030530028379966434,80.0669715894945,2025/06/23 17:37,1,511339.0,1
6.038482666015625,0.01713149290282307,6.038482666015625,1.1676168967343878,1492,True,False,<Math.KDJ.KDJ_Item object at 0x000002414A39C530>,-0.6221343044827783,-0.7774711425262808,-0.310673676087005,0.009958117170092774,-0.0022294462125988786,25.6032237727715,2025/06/23 19:37,1,439092.0,1
6.19000244140625,0.017857664813232036,6.19000244140625,0.5326869735873538,1575,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149A218B0>,-1.1148151607824037,-1.3240553214285455,-0.41848032129228363,0.012983147921686969,-0.0038522326196116243,33.14680255508485,2025/06/24 14:31,1,540842.0,1
3.350006103515625,0.009817730764700458,3.350006103515625,0.47598637347448136,1637,False,False,<Math.KDJ.KDJ_Item object at 0x000002414A5F9670>,0.30248475847263,0.3679248511004971,0.1308801852557342,0.007952000155878157,0.0010714804808637263,62.6884728578299,2025/06/24 15:39,1,218833.0,1
2.1099853515625,0.00614654322729435,2.1099853515625,0.6005948241955742,1775,True,False,<Math.KDJ.KDJ_Item object at 0x000002414834C290>,-0.1774100917327595,-0.2523159140222333,-0.14981164457894758,0.004953459733606072,-0.0007373259853241689,37.97359983611618,2025/06/24 17:59,1,278495.0,1
1.57989501953125,0.004617819466896514,1.57989501953125,0.40479823875831655,1835,False,False,<Math.KDJ.KDJ_Item object at 0x00000241470E9970>,0.0778078265581225,0.1122339501754368,0.0688522472346286,0.006575250368717453,0.00032752094335837615,62.5869419091344,2025/06/24 19:00,1,329749.0,1
