side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx,exec_idx,exec_ts
buy,11994,62.06,1474.2980382063351,0.0,5m BUY signal,2012-06-08 09:30:00,1.6312021017074585,-0.5,FREE,,,,11995,2012-06-08 09:35:00
sell,12006,62.415,1474.2980382063351,0.0,5m SELL signal,2012-06-08 10:30:00,3.0216028690338135,2.499999999999999,FREE,523.3758035632444,62.06,11994.0,12007,2012-06-08 10:35:00
buy,12305,61.79,1489.210423282868,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2012-06-12 10:10:00,2.1192352771759033,1.5999999999999996,FORCE_BUY,,,,12306,2012-06-12 10:15:00
sell,12447,62.75,1489.210423282868,0.0,5m SELL signal,2012-06-13 10:35:00,3.4681708812713623,-0.5,FREE,1429.6420063515545,61.79,12305.0,12448,2012-06-13 10:40:00
buy,13094,64.22,1455.1222992992832,0.0,5m BUY signal,2012-06-19 16:25:00,0.24475114047527313,0.04999999999999982,FREE,,,,13095,2012-06-19 16:30:00
sell,13305,64.05,1455.1222992992832,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2012-06-21 10:50:00,2.708171844482422,2.0999999999999996,FORCE_SELL,-247.37079088088063,64.22,13094.0,13306,2012-06-21 10:55:00
buy,13573,62.61,1488.5894149515905,0.0,5m BUY signal,2012-06-25 09:40:00,0.8291330933570862,0.6499999999999997,FREE,,,,13574,2012-06-25 09:45:00
sell,13642,62.27,1488.5894149515905,0.0,5m SELL signal,2012-06-25 15:25:00,0.4322872459888458,-0.5,FREE,-506.1204010835353,62.61,13573.0,13643,2012-06-25 15:30:00
buy,13945,62.54,1482.1628216986817,0.0,5m BUY signal,2012-06-28 06:00:00,3.0406527519226074,1.5499999999999994,FREE,,,,13946,2012-06-28 07:00:00
sell,14089,62.83,1482.1628216986817,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2012-06-29 04:00:00,1.6900485754013062,1.2499999999999996,FORCE_SELL,429.8272182926164,62.54,13945.0,14090,2012-06-29 04:15:00
buy,14709,63.72,1461.4609241576925,0.0,5m BUY signal,2012-07-06 14:05:00,0.9214038848876953,-0.5,FREE,,,,14710,2012-07-06 14:10:00
sell,14723,64.0,1461.4609241576925,0.0,5m SELL signal,2012-07-06 15:15:00,2.903965473175049,2.2999999999999994,FREE,409.20905876415554,63.72,14709.0,14724,2012-07-06 15:20:00
buy,14798,63.9,1463.748030455279,0.0,5m BUY signal,2012-07-09 10:00:00,0.9493989944458008,-0.5,FREE,,,,14799,2012-07-09 10:05:00
sell,14809,63.97,1463.748030455279,0.0,5m SELL signal,2012-07-09 10:55:00,3.0478265285491943,2.2999999999999994,FREE,102.46236213186994,63.9,14798.0,14810,2012-07-09 11:00:00
buy,14820,63.77,1468.3387409161705,0.0,5m BUY signal,2012-07-09 11:50:00,1.2854570150375366,-0.5,FREE,,,,14821,2012-07-09 11:55:00
sell,14839,63.97,1468.3387409161705,0.0,5m SELL signal,2012-07-09 13:25:00,2.889303684234619,2.2999999999999994,FREE,293.66774818322784,63.77,14820.0,14840,2012-07-09 13:30:00
buy,14851,63.89,1470.1773244076917,0.0,5m BUY signal,2012-07-09 14:25:00,0.9613536596298218,-0.5,FREE,,,,14852,2012-07-09 14:30:00
sell,14866,63.96,1470.1773244076917,0.0,5m SELL signal,2012-07-09 15:40:00,2.3497488498687744,2.2999999999999994,FREE,102.91241270853884,63.89,14851.0,14867,2012-07-09 15:45:00
buy,14984,63.45,1481.9943525471388,0.0,5m BUY signal,2012-07-10 14:15:00,2.109677314758301,1.9999999999999996,FREE,,,,14985,2012-07-10 14:20:00
sell,15038,63.58,1481.9943525471388,0.0,5m SELL signal,2012-07-11 06:40:00,2.3610939979553223,1.7999999999999994,FREE,192.6592658311213,63.45,14984.0,15039,2012-07-11 06:55:00
buy,15048,63.46,1484.7967370776407,0.0,5m BUY signal,2012-07-11 07:55:00,2.089602470397949,1.9999999999999996,FREE,,,,15049,2012-07-11 08:00:00
sell,15259,62.44,1484.7967370776407,0.0,5m SELL signal,2012-07-12 13:05:00,1.3278528451919556,-0.5,FREE,-1514.4926718191982,63.46,15048.0,15260,2012-07-12 13:10:00
buy,15518,63.23,1466.2455837913633,0.0,5m BUY signal,2012-07-16 12:20:00,1.9273407459259033,-0.5,FREE,,,,15519,2012-07-16 12:25:00
sell,15586,63.45,1466.2455837913633,0.0,5m SELL signal,2012-07-17 04:10:00,2.6041486263275146,1.9499999999999993,FREE,322.5740284341087,63.23,15518.0,15587,2012-07-17 05:55:00
buy,15607,63.46,1466.0145334314846,0.0,5m BUY signal,2012-07-17 08:25:00,0.9681540727615356,-0.5,FREE,,,,15608,2012-07-17 08:30:00
sell,15617,63.59,1466.0145334314846,0.0,5m SELL signal,2012-07-17 09:15:00,2.5082931518554688,1.9499999999999993,FREE,190.58188934609674,63.46,15607.0,15618,2012-07-17 09:20:00
buy,15626,63.12,1476.9306746024731,0.0,5m BUY signal,2012-07-17 10:00:00,1.5385398864746094,-0.5,FREE,,,,15627,2012-07-17 10:05:00
sell,15668,63.601,1476.9306746024731,0.0,5m SELL signal,2012-07-17 13:30:00,3.4096786975860596,1.9499999999999993,FREE,710.403654483792,63.12,15626.0,15669,2012-07-17 13:35:00
buy,15732,63.36,1482.5484191191902,0.0,5m BUY signal,2012-07-18 07:10:00,1.0940791368484497,-0.5,FREE,,,,15733,2012-07-18 07:15:00
sell,15739,63.41,1482.5484191191902,0.0,5m SELL signal,2012-07-18 07:50:00,1.6841298341751099,-0.5,FREE,74.12742095595529,63.36,15732.0,15740,2012-07-18 07:55:00
buy,15807,64.45,1458.6252173211456,0.0,5m BUY signal,2012-07-18 13:30:00,0.5839518308639526,-0.5,FREE,,,,15808,2012-07-18 13:35:00
sell,15829,64.33,1458.6252173211456,0.0,5m SELL signal,2012-07-18 15:20:00,2.2744815349578857,-0.5,FREE,-175.0350260785441,64.45,15807.0,15830,2012-07-18 15:25:00
buy,15838,64.36,1457.945311222332,0.0,5m BUY signal,2012-07-18 16:05:00,0.9992982745170593,-0.5,FREE,,,,15839,2012-07-18 16:10:00
sell,15994,65.28,1457.945311222332,0.0,5m SELL signal,2012-07-19 16:05:00,2.6444497108459473,2.349999999999999,FREE,1341.309686324548,64.36,15838.0,15995,2012-07-19 16:10:00
buy,16136,64.27,1480.856852599873,0.0,5m BUY signal,2012-07-20 16:00:00,1.0749553442001343,0.6999999999999997,FREE,,,,16137,2012-07-20 16:05:00
sell,16329,63.37,1480.856852599873,0.0,5m SELL signal,2012-07-24 07:20:00,1.1847400665283203,-0.5,FREE,-1332.7711673398837,64.27,16136.0,16330,2012-07-24 07:25:00
buy,16357,63.365,1480.973703925731,0.0,5m BUY signal,2012-07-24 09:50:00,3.049872875213623,-0.5,FREE,,,,16358,2012-07-24 09:55:00
sell,16375,63.424,1480.973703925731,0.0,5m SELL signal,2012-07-24 11:20:00,0.7613115906715393,-0.5,FREE,87.37744853161442,63.365,16357.0,16376,2012-07-24 11:25:00
buy,16382,63.175,1486.8108618565186,0.0,5m BUY signal,2012-07-24 11:55:00,3.091356039047241,-0.5,FREE,,,,16383,2012-07-24 12:00:00
sell,16394,63.05,1486.8108618565186,0.0,5m SELL signal,2012-07-24 12:55:00,0.6716815233230591,-0.5,FREE,-185.85135773206483,63.175,16382.0,16395,2012-07-24 13:00:00
buy,16412,62.76,1493.6810841308716,0.0,5m BUY signal,2012-07-24 14:25:00,3.209536552429199,-0.5,FREE,,,,16413,2012-07-24 14:30:00
sell,16673,63.73,1493.6810841308716,0.0,5m SELL signal,2012-07-26 09:35:00,1.4436619281768799,0.8499999999999996,FREE,1448.8706516069437,62.76,16412.0,16674,2012-07-26 09:40:00
buy,16686,63.3,1503.827732885631,0.0,5m BUY signal,2012-07-26 10:40:00,3.0005459785461426,-0.5,FREE,,,,16687,2012-07-26 10:45:00
sell,16735,63.32,1503.827732885631,0.0,5m SELL signal,2012-07-26 14:45:00,1.4472317695617676,0.8499999999999996,FREE,30.07655465771732,63.3,16686.0,16736,2012-07-26 14:50:00
buy,16753,63.24,1505.7301082593003,0.0,5m BUY signal,2012-07-26 16:15:00,2.9764761924743652,-0.5,FREE,,,,16754,2012-07-26 16:20:00
sell,16789,63.4,1505.7301082593003,0.0,5m SELL signal,2012-07-27 06:10:00,1.7258110046386719,1.3499999999999996,FREE,240.9168173214829,63.24,16753.0,16790,2012-07-27 06:15:00
buy,16876,64.6599,1476.3909140539909,0.0,5m BUY signal,2012-07-27 14:10:00,2.9101016521453857,-0.5,FREE,,,,16877,2012-07-27 14:15:00
sell,16888,64.9005,1476.3909140539909,0.0,5m SELL signal,2012-07-27 15:10:00,2.3201680183410645,1.3499999999999996,FREE,355.21965392139106,64.6599,16876.0,16889,2012-07-27 15:15:00
buy,16977,64.875,1476.9712295577808,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2012-07-30 10:55:00,2.849867820739746,-0.5,FORCE_BUY,,,,16978,2012-07-30 11:00:00
sell,17098,65.14,1476.9712295577808,0.0,5m SELL signal,2012-07-31 09:40:00,4.724533557891846,-0.5,FREE,391.39737583281277,64.875,16977.0,17099,2012-07-31 09:45:00
buy,17130,64.85,1483.576035364593,0.0,5m BUY signal,2012-07-31 12:20:00,1.9078834056854248,-0.5,FREE,,,,17131,2012-07-31 12:25:00
sell,17144,64.892,1483.576035364593,0.0,5m SELL signal,2012-07-31 13:30:00,4.650574684143066,-0.5,FREE,62.31019348531527,64.85,17130.0,17145,2012-07-31 13:35:00
buy,17170,64.87,1484.0791750713606,0.0,5m BUY signal,2012-07-31 15:40:00,2.272512912750244,-0.5,FREE,,,,17171,2012-07-31 15:45:00
sell,17182,64.75,1484.0791750713606,0.0,5m SELL signal,2012-07-31 16:40:00,4.73124361038208,-0.5,FREE,-178.08950100857,64.87,17170.0,17183,2012-07-31 16:45:00
buy,17194,64.75,1484.0791750713606,0.0,5m BUY signal,2012-07-31 18:25:00,2.183195114135742,-0.5,FREE,,,,17195,2012-07-31 19:25:00
sell,17202,65.15,1484.0791750713606,0.0,5m SELL signal,2012-08-01 06:25:00,4.7761688232421875,-0.5,FREE,593.6316700285527,64.75,17194.0,17203,2012-08-01 06:30:00
buy,17238,64.93,1489.1076275357946,0.0,5m BUY signal,2012-08-01 10:00:00,2.2560784816741943,-0.5,FREE,,,,17239,2012-08-01 10:05:00
sell,17266,64.9,1489.1076275357946,0.0,5m SELL signal,2012-08-01 12:20:00,4.379513263702393,-0.5,FREE,-44.67322882607553,64.93,17238.0,17267,2012-08-01 12:25:00
buy,17279,64.84,1490.485580306494,0.0,5m BUY signal,2012-08-01 13:25:00,2.2729439735412598,-0.5,FREE,,,,17280,2012-08-01 13:30:00
sell,17303,64.89,1490.485580306494,0.0,5m SELL signal,2012-08-01 15:25:00,4.726040840148926,-0.5,FREE,74.52427901532047,64.84,17279.0,17304,2012-08-01 15:30:00
buy,17310,64.59,1497.4084116130732,0.0,5m BUY signal,2012-08-01 16:00:00,2.0277259349823,-0.5,FREE,,,,17311,2012-08-01 16:05:00
sell,17349,64.76,1497.4084116130732,0.0,5m SELL signal,2012-08-02 08:00:00,4.7240166664123535,-0.5,FREE,254.559429974225,64.59,17310.0,17350,2012-08-02 08:05:00
buy,18037,66.47,1458.8862454650614,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2012-08-09 07:40:00,1.6254425048828125,1.0999999999999996,FORCE_BUY,,,,18038,2012-08-09 07:45:00
sell,18313,66.95,1458.8862454650614,0.0,5m SELL signal,2012-08-13 07:15:00,2.690800666809082,2.499999999999999,FREE,700.2653978232353,66.47,18037.0,18314,2012-08-13 07:20:00
buy,19058,68.24,1431.3076514344355,0.0,5m BUY signal,2012-08-20 13:30:00,0.8977234363555908,0.8499999999999996,FREE,,,,19059,2012-08-20 13:35:00
sell,19403,68.53,1431.3076514344355,0.0,5m SELL signal,2012-08-23 05:20:00,0.10139710456132889,-0.5,FREE,415.0792189159952,68.24,19058.0,19404,2012-08-23 07:00:00
buy,19546,67.72,1448.4275450797677,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2012-08-24 08:45:00,1.0500112771987915,0.8999999999999997,FORCE_BUY,,,,19547,2012-08-24 08:50:00
sell,19799,68.44,1448.4275450797677,0.0,5m SELL signal,2012-08-28 06:10:00,1.586266279220581,-0.5,FREE,1042.8678324574312,67.72,19546.0,19800,2012-08-28 07:00:00
buy,19805,68.42,1448.8509381066835,0.0,5m BUY signal,2012-08-28 07:40:00,1.1408382654190063,0.9999999999999996,FREE,,,,19806,2012-08-28 07:50:00
sell,19855,68.5,1448.8509381066835,0.0,5m SELL signal,2012-08-28 12:00:00,1.7261760234832764,-0.5,FREE,115.90807504853221,68.42,19805.0,19856,2012-08-28 12:05:00
buy,19868,68.46,1449.6974767792556,0.0,5m BUY signal,2012-08-28 13:05:00,1.2834064960479736,0.9999999999999996,FREE,,,,19869,2012-08-28 13:10:00
sell,19884,68.47,1449.6974767792556,0.0,5m SELL signal,2012-08-28 14:25:00,1.4269033670425415,-0.5,FREE,14.496974767799973,68.46,19868.0,19885,2012-08-28 14:30:00
buy,20214,67.5146,1470.2121649995058,0.0,5m BUY signal,2012-08-31 10:05:00,1.357063889503479,0.8999999999999997,FREE,,,,20215,2012-08-31 10:10:00
sell,20221,68.07,1470.2121649995058,0.0,5m SELL signal,2012-08-31 10:40:00,1.9696449041366577,1.1499999999999997,FREE,816.5558364407133,67.5146,20214.0,20222,2012-08-31 10:45:00
buy,20238,68.06,1470.4281820675337,0.0,5m BUY signal,2012-08-31 12:05:00,0.9085211753845215,0.8999999999999997,FREE,,,,20239,2012-08-31 12:10:00
sell,20573,68.45,1470.4281820675337,0.0,5m SELL signal,2012-09-06 04:00:00,1.339806079864502,1.2999999999999996,FREE,573.466991006339,68.06,20238.0,20574,2012-09-06 04:20:00
buy,20598,68.3,1473.6575265376675,0.0,5m BUY signal,2012-09-06 08:35:00,1.000765323638916,0.8999999999999997,FREE,,,,20599,2012-09-06 08:40:00
sell,20606,68.45,1473.6575265376675,0.0,5m SELL signal,2012-09-06 09:15:00,1.401231288909912,1.2999999999999996,FREE,221.04862898065852,68.3,20598.0,20607,2012-09-06 09:20:00
buy,21227,68.29,1477.110231241812,0.0,5m BUY signal,2012-09-12 15:10:00,1.7136322259902954,1.6999999999999993,FREE,,,,21228,2012-09-12 15:15:00
sell,21231,68.45,1477.110231241812,0.0,5m SELL signal,2012-09-12 15:30:00,1.5036512613296509,1.3499999999999996,FREE,236.33763699868487,68.29,21227.0,21232,2012-09-12 15:35:00
buy,21264,68.54,1475.1706350817337,0.0,5m BUY signal,2012-09-13 04:30:00,1.1967092752456665,1.0999999999999996,FREE,,,,21265,2012-09-13 07:00:00
sell,21297,68.87,1475.1706350817337,0.0,5m SELL signal,2012-09-13 10:00:00,1.7270060777664185,1.6499999999999995,FREE,486.8063095769696,68.54,21264.0,21298,2012-09-13 10:05:00
buy,21302,68.69,1479.036273665439,0.0,5m BUY signal,2012-09-13 10:25:00,1.2647117376327515,1.0999999999999996,FREE,,,,21303,2012-09-13 10:30:00
sell,21333,69.32,1479.036273665439,0.0,5m SELL signal,2012-09-13 13:00:00,1.6505814790725708,1.6499999999999995,FREE,931.7928524092199,68.69,21302.0,21334,2012-09-13 13:05:00
buy,21616,70.04,1463.8320172828128,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2012-09-17 14:15:00,1.1157441139221191,0.6499999999999997,FORCE_BUY,,,,21617,2012-09-17 14:20:00
sell,21815,70.33,1463.8320172828128,0.0,5m SELL signal,2012-09-19 08:15:00,1.8070474863052368,1.7999999999999994,FREE,424.51128501200407,70.04,21616.0,21816,2012-09-19 08:25:00
buy,21826,70.29,1464.6650416204327,0.0,5m BUY signal,2012-09-19 09:15:00,1.3358125686645508,0.6499999999999997,FREE,,,,21827,2012-09-19 09:20:00
sell,22161,70.28,1464.6650416204327,0.0,5m SELL signal,2012-09-21 15:10:00,1.7954193353652954,1.5499999999999994,FREE,-14.64665041621182,70.29,21826.0,22162,2012-09-21 15:15:00
buy,22169,70.1001,1468.4238556733017,0.0,5m BUY signal,2012-09-21 15:50:00,1.5333560705184937,1.4499999999999995,FREE,,,,22170,2012-09-21 15:55:00
