date,equity,cash,pos,qty,entry_px,decision_date,result_date,buy_th,sell_th,p_day,p_day_source_date,daily_gate_mode,daily_reward_mode,direct_gate_confidence,direct_gate_prob_force_buy,direct_gate_prob_free,direct_gate_prob_force_sell,daily_action,daily_buy_level,daily_sell_level,decision_extreme_base_dir,decision_extreme_region,decision_extreme_label,decision_extreme_window_end_date,decision_extreme_ref_high,decision_extreme_ref_low,decision_extreme_future_max_high,decision_extreme_future_min_low
2012-04-13,97021.4775870155,0.0,1,1466.6890035830006,67.09,2012-04-12,2012-04-13,-0.5,0.5500000000000009,0.2481113573248631,2012-04-12,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2012-04-19,67.28,66.48,67.2,65.24
2012-04-16,96170.36823155005,0.0,1,1470.2701151437097,65.53,2012-04-13,2012-04-16,1.8950000000000022,1.9200000000000021,0.21828231301683557,2012-04-13,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2012-04-20,67.2,66.16,67.17,65.24
2012-04-17,97302.47622021072,97302.47622021072,0,0.0,,2012-04-16,2012-04-17,1.910000000000002,2.2000000000000024,0.21122709191547173,2012-04-16,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-04-23,66.56,65.24,67.17,64.49
2012-04-18,97302.47622021072,97302.47622021072,0,0.0,,2012-04-17,2012-04-18,1.700000000000002,2.110000000000002,0.21454395077961633,2012-04-17,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-04-24,66.99,65.63,67.17,64.45
2012-04-19,96066.52497025285,0.0,1,1454.2313801128194,66.9099,2012-04-18,2012-04-19,1.695000000000002,2.0800000000000023,0.20785209119434978,2012-04-18,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-04-25,67.0,66.41,67.17,64.45
2012-04-20,95281.24002499192,0.0,1,1454.2313801128194,66.9099,2012-04-19,2012-04-20,2.4700000000000024,-0.5,0.19574237151394291,2012-04-19,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-04-26,67.17,65.62,66.99,64.45
2012-04-23,95246.40972290168,0.0,1,1461.9556365756205,65.16,2012-04-20,2012-04-23,2.3200000000000025,-0.5,0.20158843107408442,2012-04-20,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-04-27,66.51,65.58,67.45,64.45
2012-04-24,95962.76798482373,0.0,1,1461.9556365756205,65.16,2012-04-23,2012-04-24,2.3150000000000026,-0.5,0.19990223569040844,2012-04-23,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-04-30,65.18,64.49,67.45,64.45
2012-04-25,96182.06133031008,96182.06133031008,0,0.0,,2012-04-24,2012-04-25,2.4650000000000025,2.2600000000000025,0.20000142286053557,2012-04-24,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-05-01,65.23,64.45,67.63,65.97
2012-04-26,96182.06133031008,96182.06133031008,0,0.0,,2012-04-25,2012-04-26,2.4650000000000025,2.2600000000000025,0.2298258820225714,2012-04-25,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-05-02,66.49,65.97,67.63,66.35
2012-04-27,96182.06133031008,96182.06133031008,0,0.0,,2012-04-26,2012-04-27,1.0850000000000013,2.1800000000000024,0.2097058756370509,2012-04-26,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-05-03,66.99,66.35,67.63,66.18
2012-04-30,96405.29951433225,0.0,1,1442.5452568357362,66.72,2012-04-27,2012-04-30,-0.5,-0.5,0.2034230320616005,2012-04-27,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-05-04,67.45,66.77,67.63,64.69
2012-05-01,96405.29951433225,0.0,1,1442.5452568357362,66.72,2012-04-30,2012-05-01,-0.5,-0.5,0.19238558255599839,2012-04-30,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-05-07,67.17,66.71,67.63,64.29
2012-05-02,96708.23401826776,0.0,1,1442.5452568357362,66.72,2012-05-01,2012-05-02,-0.5,-0.5,0.1987788926741342,2012-05-01,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-08,67.63,66.59,67.15,63.48
2012-05-03,95784.99046185266,0.0,1,1446.4661803360414,66.8396,2012-05-02,2012-05-03,-0.5,-0.5,0.20530442743554758,2012-05-02,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-05-09,67.11,66.38,67.15,63.48
2012-05-04,93195.81599905115,0.0,1,1446.4661803360414,66.8396,2012-05-03,2012-05-04,-0.5,-0.5,0.188921127740192,2012-05-03,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-10,67.15,66.18,66.35,63.48
2012-05-07,93861.19044200573,0.0,1,1446.4661803360414,66.8396,2012-05-04,2012-05-07,-0.5,1.595000000000002,0.17320126299497715,2012-05-04,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-11,66.35,64.69,65.07,63.48
2012-05-08,93253.67464626458,0.0,1,1446.4661803360414,66.8396,2012-05-07,2012-05-08,-0.5,1.8700000000000019,0.1867082569928554,2012-05-07,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-14,65.07,64.29,64.86,63.48
2012-05-09,93150.68219506167,0.0,1,1453.8892179656889,64.39,2012-05-08,2012-05-09,-0.5,1.3400000000000016,0.1762782896712469,2012-05-08,threshold,counterfactual_5m,,,,,FREE,0.175,0.205,sell,sell_high_broken,0.0,2012-05-15,64.74,63.48,64.86,63.26
2012-05-10,93426.62009792737,0.0,1,1460.2472663008343,63.99,2012-05-09,2012-05-10,-0.5,-0.5,0.1750189729532953,2012-05-09,threshold,counterfactual_5m,,,,,FREE,0.175,0.205,sell,sell_high_broken,0.0,2012-05-16,64.68,63.51,64.86,62.81
2012-05-11,93187.61064820427,0.0,1,1452.6517638067694,64.7174,2012-05-10,2012-05-11,-0.5,-0.5,0.1950982232671509,2012-05-10,threshold,counterfactual_5m,,,,,FREE,0.175,0.205,sell,sell_high_broken,0.0,2012-05-17,64.63,63.95,64.86,61.6
2012-05-14,92461.28476630087,0.0,1,1452.6517638067694,64.7174,2012-05-11,2012-05-14,-0.5,-0.5,0.18016051010335057,2012-05-11,threshold,counterfactual_5m,,,,,FREE,0.175,0.205,sell,sell_high_held,1.0,2012-05-18,64.86,63.91,64.27,60.76
2012-05-15,92199.80744881566,0.0,1,1452.6517638067694,64.7174,2012-05-14,2012-05-15,-0.5,0.6650000000000009,0.17335099459982584,2012-05-14,threshold,counterfactual_5m,,,,,FORCE_BUY,0.175,0.205,sell,sell_high_broken,0.0,2012-05-21,64.08,63.48,64.27,60.76
2012-05-16,91502.5346021884,0.0,1,1452.6517638067694,64.7174,2012-05-15,2012-05-16,-0.5,0.6650000000000009,0.17923714672956162,2012-05-15,threshold,counterfactual_5m,,,,,FREE,0.155,0.205,sell,sell_high_held,1.0,2012-05-22,64.27,63.26,63.78,60.76
2012-05-17,89662.12221715516,0.0,1,1452.4886152139181,62.327,2012-05-16,2012-05-17,-0.5,0.7700000000000011,0.17755204906579122,2012-05-16,threshold,counterfactual_5m,,,,,FREE,0.155,0.205,sell,sell_high_held,1.0,2012-05-23,63.78,62.81,63.06,60.76
2012-05-18,88253.20826039766,0.0,1,1452.4886152139181,62.327,2012-05-17,2012-05-18,1.575000000000002,0.7700000000000011,0.1626086597079062,2012-05-17,threshold,counterfactual_5m,,,,,FREE,0.155,0.205,sell,sell_high_held,1.0,2012-05-24,63.06,61.6,62.95,60.76
2012-05-21,89037.55211261318,89037.55211261318,0,0.0,,2012-05-18,2012-05-21,1.575000000000002,0.7700000000000011,0.16241830730075885,2012-05-18,threshold,counterfactual_5m,,,,,FREE,0.155,0.205,sell,sell_high_broken,0.0,2012-05-25,61.96,60.76,62.95,60.85
2012-05-22,88709.78903665446,0.0,1,1425.056851994449,62.48,2012-05-21,2012-05-22,-0.5,-0.5,0.18065569796548073,2012-05-21,threshold,counterfactual_5m,,,,,FREE,0.165,0.205,sell,sell_high_broken,0.0,2012-05-29,62.57,60.85,63.15,61.37
2012-05-23,88211.0191384564,88211.0191384564,0,0.0,,2012-05-22,2012-05-23,2.4950000000000028,-0.5,0.3009074858781924,2012-05-22,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-05-30,62.95,61.99,63.15,61.37
2012-05-24,88211.0191384564,88211.0191384564,0,0.0,,2012-05-23,2012-05-24,2.4650000000000025,-0.5,0.22974305800415099,2012-05-23,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-05-31,62.71,61.37,63.15,61.59
2012-05-25,88211.0191384564,88211.0191384564,0,0.0,,2012-05-24,2012-05-25,2.1600000000000024,-0.5,0.274366761986745,2012-05-24,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-06-01,62.71,61.69,63.15,60.39
2012-05-29,88211.0191384564,88211.0191384564,0,0.0,,2012-05-25,2012-05-29,2.1600000000000024,-0.5,0.2598689073294964,2012-05-25,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-06-04,62.32,61.89,63.15,60.04
2012-05-30,88211.0191384564,88211.0191384564,0,0.0,,2012-05-29,2012-05-30,2.1600000000000024,-0.5,0.21569566323073577,2012-05-29,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_held,1.0,2012-06-05,63.15,62.28,62.55,60.04
2012-05-31,88211.0191384564,88211.0191384564,0,0.0,,2012-05-30,2012-05-31,2.3800000000000026,1.3200000000000016,0.24792982560591684,2012-05-30,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-06-06,62.55,61.68,62.57,60.04
2012-06-01,88211.0191384564,88211.0191384564,0,0.0,,2012-05-31,2012-06-01,2.3000000000000025,1.3300000000000016,0.2624770004246491,2012-05-31,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-06-07,62.41,61.59,63.18,60.04
2012-06-04,88211.0191384564,88211.0191384564,0,0.0,,2012-06-01,2012-06-04,2.3000000000000025,1.3300000000000016,0.3193736450894869,2012-06-01,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-06-08,61.32,60.39,63.18,60.04
2012-06-05,88211.0191384564,88211.0191384564,0,0.0,,2012-06-04,2012-06-05,2.3300000000000027,0.9700000000000013,0.20631116694379018,2012-06-04,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,buy,buy_low_held,1.0,2012-06-11,60.96,60.04,63.38,60.63
2012-06-06,88211.0191384564,88211.0191384564,0,0.0,,2012-06-05,2012-06-06,2.3300000000000027,0.9700000000000013,0.19628413325678698,2012-06-05,threshold,counterfactual_5m,,,,,FREE,0.165,0.205,buy,buy_low_held,1.0,2012-06-12,61.24,60.63,63.38,61.52
2012-06-07,88211.0191384564,88211.0191384564,0,0.0,,2012-06-06,2012-06-07,2.3300000000000027,0.9700000000000013,0.19282567138212978,2012-06-06,threshold,counterfactual_5m,,,,,FREE,0.165,0.205,buy,buy_low_held,1.0,2012-06-13,62.57,61.52,63.38,61.68
2012-06-08,88211.0191384564,88211.0191384564,0,0.0,,2012-06-07,2012-06-08,2.1550000000000025,2.0900000000000025,0.2994962155103375,2012-06-07,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,buy,buy_low_broken,0.0,2012-06-14,63.18,62.22,63.38,61.68
2012-06-11,88211.0191384564,88211.0191384564,0,0.0,,2012-06-08,2012-06-11,2.190000000000002,-0.5,0.21795750375602738,2012-06-08,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,buy,buy_low_broken,0.0,2012-06-15,62.95,61.96,63.38,61.68
2012-06-12,88211.0191384564,88211.0191384564,0,0.0,,2012-06-11,2012-06-12,2.410000000000003,-0.5,0.37822677131032334,2012-06-11,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,buy,buy_low_broken,0.0,2012-06-18,63.38,61.77,63.74,61.68
2012-06-13,88211.0191384564,88211.0191384564,0,0.0,,2012-06-12,2012-06-13,2.4000000000000026,-0.5,0.189983313672241,2012-06-12,threshold,counterfactual_5m,,,,,FREE,0.165,0.205,buy,buy_low_held,1.0,2012-06-19,62.59,61.68,64.51,61.8
2012-06-14,88211.0191384564,88211.0191384564,0,0.0,,2012-06-13,2012-06-14,2.2450000000000023,1.4100000000000017,0.2853508527558226,2012-06-13,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,buy,buy_low_broken,0.0,2012-06-20,62.85,61.92,64.57,61.8
2012-06-15,88211.0191384564,88211.0191384564,0,0.0,,2012-06-14,2012-06-15,2.110000000000002,1.640000000000002,0.22224255525906988,2012-06-14,threshold,counterfactual_5m,,,,,FORCE_BUY,0.27,0.32,buy,buy_low_held,1.0,2012-06-21,62.61,61.8,64.57,62.36
2012-06-18,88211.0191384564,88211.0191384564,0,0.0,,2012-06-15,2012-06-18,0.580000000000001,2.4650000000000025,0.19579577138146606,2012-06-15,threshold,counterfactual_5m,,,,,FORCE_BUY,0.27,0.32,buy,buy_low_held,1.0,2012-06-22,63.08,62.36,64.57,62.62
2012-06-19,88211.0191384564,0.0,1,1373.5755082288445,64.22,2012-06-18,2012-06-19,0.680000000000001,2.3950000000000027,0.2005708878541612,2012-06-18,threshold,counterfactual_5m,,,,,FORCE_BUY,0.27,0.32,sell,sell_high_broken,0.0,2012-06-25,63.74,62.63,64.57,61.95
2012-06-20,88279.69791386783,0.0,1,1373.5755082288445,64.22,2012-06-19,2012-06-20,0.9950000000000014,-0.5,0.23770342414957266,2012-06-19,threshold,counterfactual_5m,,,,,FORCE_BUY,0.27,0.32,sell,sell_high_broken,0.0,2012-06-26,64.51,63.85,64.57,61.95
2012-06-21,87977.51130205748,87977.51130205748,0,0.0,,2012-06-20,2012-06-21,1.9950000000000023,-0.5,0.2232961432864553,2012-06-20,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_held,1.0,2012-06-27,64.57,63.81,64.31,61.95
2012-06-22,87977.51130205748,87977.51130205748,0,0.0,,2012-06-21,2012-06-22,1.945000000000002,-0.5,0.3587424945559616,2012-06-21,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_held,1.0,2012-06-28,64.31,62.62,63.43,61.54
2012-06-25,88034.06120487096,88034.06120487096,0,0.0,,2012-06-22,2012-06-25,2.3300000000000027,-0.5,0.20455971682355978,2012-06-22,threshold,counterfactual_5m,,,,,FREE,0.165,0.205,sell,sell_high_broken,0.0,2012-06-29,63.43,62.73,64.16,61.54
2012-06-26,88034.06120487096,88034.06120487096,0,0.0,,2012-06-25,2012-06-26,2.3500000000000023,1.5000000000000018,0.23762275691278126,2012-06-25,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-07-02,62.85,61.95,64.38,61.54
2012-06-27,88034.06120487096,88034.06120487096,0,0.0,,2012-06-26,2012-06-27,-0.5,1.1500000000000015,0.20720862707538132,2012-06-26,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-07-03,62.7,62.06,64.89,61.54
2012-06-28,88034.06120487096,88034.06120487096,0,0.0,,2012-06-27,2012-06-28,-0.5,1.1700000000000015,0.20773561229349669,2012-06-27,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,sell,sell_high_broken,0.0,2012-07-05,63.18,62.69,65.25,61.54
2012-06-29,88034.06120487096,88034.06120487096,0,0.0,,2012-06-28,2012-06-29,-0.5,1.2100000000000015,0.26471531791568975,2012-06-28,threshold,counterfactual_5m,,,,,FORCE_SELL,0.165,0.205,buy,buy_low_held,1.0,2012-07-06,62.47,61.54,65.25,63.21
