bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.860015869140625,0.0027844845882567296,2.44000244140625,0.00782578778836879,1.0,0.1516371913850464,0.860015869140625,0.0027844845882567296,0.0021620720911296547,0.860015869140625,,220,False,False,81.4272738224098,80.58245960209345,81.14566908230435,-0.001729607941433113,0.04755503982806886,0.09856929553900394,0.003809869143518439,0.0001536748276800555,55.621963216709275,2025/06/18 17:29,"2s,3b",4897.0
0.96490478515625,0.0031145553104951,0.889984130859375,0.0028845015434353235,1.0,0.6628261838631142,,,,0.96490478515625,,262,True,False,20.482008265775953,22.6645525158011,21.209523015784335,-0.02512915125298979,-0.05089785191256624,-0.051537401319152895,0.00479186314089465,-0.00016464632341158775,46.582732194046265,2025/06/18 18:11,2s,7734.0
0.8800048828125,0.002857158710430195,2.589996337890625,0.008346211255353016,1.0,0.4440137152552758,,,,0.8800048828125,,350,False,False,66.03659802109058,89.77427697008093,73.94915767075403,-0.029912845618335987,0.0069785296217901305,0.07378275048025223,0.008579363683608362,2.261772266276811e-05,55.98645837604026,2025/06/18 19:39,2s,14137.0
3.3599853515625,0.010972096891289041,2.589996337890625,0.008346211255353016,2.0,0.7181420777904771,,,,3.3599853515625,,370,False,False,32.757125451393264,68.11585721534885,44.543369372711794,-0.3280207895530583,-0.322453977202656,0.01113362470080459,0.01240348972290307,-0.0010474760356691053,54.58382920936463,2025/06/20 13:30,2s,1066131.0
0.904998779296875,0.0029662365165270535,1.1824951171875,0.0039021089092010435,1.0,0.0232528130484154,,,,0.904998779296875,,562,True,False,38.72450850338992,-6.556801631462648,23.630738458439065,0.13920888333000608,0.05829980621848563,-0.1618181542230409,0.004059847538017681,0.00019140099937351815,41.14103058191316,2025/06/20 16:51,2s,18344.0
1.8599853515625,0.0061568530750878885,2.220001220703125,0.0072684453849943,1.0,0.33783765207230737,,,,1.8599853515625,,662,False,False,67.39206545672354,74.59500949940667,69.79304680428459,0.0840420218100014,0.13282857537342352,0.09757310712684425,0.0016722621250801067,0.00043768528016566535,61.766949361822036,2025/06/20 18:32,2s,31750.0
0.45831298828125,0.001510332624160193,2.220001220703125,0.0072684453849943,2.0,0.31532064059385523,,,,0.45831298828125,,688,False,False,59.918346976946154,67.08011809118952,62.30560401502727,0.04198018537752905,0.038479983738227475,-0.007000403278603157,0.0035208032355802162,0.00012671719672931525,54.98656995795981,2025/06/20 18:58,2s,24571.0
0.80999755859375,0.002674671669491118,2.220001220703125,0.0072684453849943,3.0,0.198199188947694,,,,0.80999755859375,,715,False,False,75.46248700735416,97.69210807532289,82.87236069667706,-0.06822340125697667,-0.005715564887623259,0.1250156727387068,0.018936275697605316,-1.8840218424633207e-05,54.71787536224728,2025/06/20 19:25,2s,23153.0
0.489990234375,0.001623505643744862,1.105010986328125,0.0036498520866924795,1.0,0.58822392222928,,,,0.489990234375,,1238,False,False,48.11760144880875,75.57242975626424,57.26921088462724,0.02592790679034568,0.017268871934618346,-0.017318069711454664,0.0041018534053802605,5.716244886099055e-05,52.97478857798718,2025/06/24 15:34,2s,10950.0
1.71990966796875,0.00564497251584099,3.651214599609375,0.012127863645846067,1.0,0.4796268899977433,,,,1.71990966796875,,1358,True,False,19.518947458847155,29.356873830635585,22.7982562494433,-0.2138731429008501,-0.23163731732586257,-0.03552834885002493,0.0021454776697165108,-0.0007633457460155911,36.812677608667165,2025/06/24 17:37,2s,7665.0
0.8599853515625,0.0028325331611431933,3.651214599609375,0.012127863645846067,2.0,0.537139657146678,,,,0.8599853515625,,1379,True,False,27.722264606058573,-2.7712362427021375,17.557764323138336,-0.06634086909194217,-0.09248545413629472,-0.052289170088705095,0.005119695435074319,-0.00030497664396093757,36.60874338636395,2025/06/24 17:58,2s,12767.0
0.88348388671875,0.0029033319821222944,3.651214599609375,0.012127863645846067,3.0,0.3545965915264579,,,,0.88348388671875,,1434,True,False,21.827722337376414,-0.34628693043053005,14.4363859147741,0.08486847777739707,0.0014343088579948926,-0.16686833783880436,0.0029117858631438516,4.722315157820782e-06,39.558613267112534,2025/06/24 18:53,2s,22375.0
0.339996337890625,0.0011173064460388423,3.651214599609375,0.012127863645846067,4.0,0.20574542597561077,,,,0.339996337890625,,1463,True,False,55.602490771637875,4.3582262430642515,38.521069262113336,0.09174988287703437,0.09009937365931364,-0.0033010184354414496,0.005888961031854806,0.0002964193398319049,53.50017856956631,2025/06/24 19:22,2s,13262.0
