bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
1.6741943359375,0.013496124907300245,5,1.9799957275390625,0.015710511360128007,57,0.8455545194627045,1.6741943359375,2,18,2,sell,False,0,False,65.12475643514662,108.62149211602303,79.6236683287721,125.6050033569336,470,-0.09127168776266922,0.0734089702901457,0.32936131610562985,0.515137,,703,0,0.0005891528285392703,76.25313474256257,2025/07/22 13:40,88691.0
0.625,0.005022702714368608,28,1.9449996948242188,0.015390091288925201,18,0.3213368113440681,0.625,2,18,2,sell,False,0,False,56.06504207412427,94.5441155532866,68.89139990051171,125.05999755859375,516,0.007297357622781525,0.023602587480297643,0.032610459715032236,0.192308,,703,1,0.00018898286927076185,57.68931943767485,2025/07/22 17:30,39147.0
0.6350021362304688,0.005103083125239424,29,1.9449996948242188,0.015390091288925201,18,0.32647929864475256,0.6350021362304688,2,18,2,sell,False,0,False,57.304457104612425,64.74094728754142,59.78328716558875,124.89469909667969,517,0.009863500329949936,0.020128071158623584,0.020529141657347295,0.195385,,703,2,0.00016116267817227218,50.110005072034475,2025/07/22 17:35,32918.0
0.7150039672851562,0.005746003787627965,47,1.9449996948242188,0.015390091288925201,18,0.3676113519132328,0.7150039672851562,2,18,2,sell,False,0,False,61.99228933566876,95.57356542856678,73.18604803330143,125.05000305175781,535,-0.004447770408186514,0.017268417396849145,0.04343237561007132,0.220001,,703,3,0.00013827570476423567,58.481868270881925,2025/07/22 19:05,54379.0
0.785003662109375,0.006308544039145689,51,1.9449996948242188,0.015390091288925201,18,0.4036009178810285,0.785003662109375,2,18,2,sell,False,0,False,71.85973448362432,99.64921970258132,81.12289622327665,125.20999908447266,539,0.020022465935685064,0.05433854075859301,0.0686321496458159,0.24154,,703,4,0.000434943452785872,63.69897041781808,2025/07/22 19:25,80647.0
0.8225021362304688,0.006609893939550007,52,1.9449996948242188,0.015390091288925201,18,0.42288034204797303,0.8225021362304688,2,18,2,sell,False,0,False,76.692937208123,105.692153555115,86.35934265712034,125.23999786376953,540,0.030120854177973954,0.07051440714712953,0.08078710593831115,0.253078,,703,5,0.0005643174671893659,64.73594111430495,2025/07/22 19:30,109047.0
0.975006103515625,0.007835465284246224,53,1.9449996948242188,0.015390091288925201,18,0.5012885637515445,0.975006103515625,2,18,2,sell,False,0,False,81.22863871442352,108.44284775222675,90.30004172702459,125.4000015258789,541,0.043126293072274634,0.09514804864947735,0.10404351115440542,0.300002,,703,6,0.000761256515231931,69.70652747229184,2025/07/22 19:35,117887.0
1.2150039672851562,0.009764165959122852,54,1.9449996948242188,0.015390091288925201,18,0.6246808009884872,1.2150039672851562,2,18,2,sell,False,0,False,85.18953600156976,108.95491972444728,93.11133057586227,125.63999938964844,542,0.061002780600308684,0.13250873071244484,0.14301190022427232,0.373847,,703,7,0.001059760892453797,75.32475091475615,2025/07/22 19:40,112846.0
1.2649993896484375,0.010165945388898943,55,1.9449996948242188,0.015390091288925201,18,0.650385392354914,1.2649993896484375,2,18,2,sell,False,0,False,87.47121049090913,101.16125742694533,92.03455946958786,125.61499786376953,543,0.080457309608406,0.15827542564079522,0.15563623206477845,0.389231,,703,8,0.0012654006610510458,73.78946892444719,2025/07/22 19:45,105579.0
1.5037994384765625,0.012085020034403551,57,1.9449996948242188,0.015390091288925201,18,0.773161786337694,1.5037994384765625,2,18,2,sell,False,0,False,85.83502992267412,79.04083982203821,83.57029988912882,125.70999908447266,545,0.11569785601273137,0.18831348450478913,0.14523125698411551,0.462708,,703,9,0.0015046601615043688,71.50968880501188,2025/07/22 19:55,401801.0
1.5199966430664062,0.012332629964027637,12,3.7900009155273438,0.029833130417303975,19,0.40105442635623023,1.5199966430664062,2,18,2,sell,False,0,False,64.8827053747525,83.1363008284138,70.9672371926396,124.41000366210938,575,-0.27658534826809617,-0.15184087792042078,0.24948894069535077,0.467691,,703,10,-0.001224374323918909,57.57956075025881,2025/07/23 15:55,199967.0
