side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx,exec_idx,exec_ts
buy,3358,1.3623,73405.27049842179,0.0,5m BUY signal,2014-02-14 15:15:00,13.809891700744629,-0.5,FREE,,,,3359,2014-02-14 15:20:00
sell,3375,1.3646,73405.27049842179,0.0,5m SELL signal,2014-02-18 07:35:00,5.3400959968566895,-0.5,FREE,168.83212214636782,1.3623,3358.0,3376,2014-02-18 08:00:00
buy,3492,1.3687,73185.3818383476,0.0,5m BUY signal,2014-02-19 09:50:00,13.958887100219727,-0.5,FREE,,,,3493,2014-02-19 09:55:00
sell,3499,1.3779,73185.3818383476,0.0,5m SELL signal,2014-02-19 10:25:00,4.1090087890625,-0.5,FREE,673.3055129127888,1.3687,3492.0,3500,2014-02-19 10:30:00
buy,3513,1.3725,73473.32432426896,0.0,5m BUY signal,2014-02-19 11:35:00,14.37755012512207,-0.5,FREE,,,,3514,2014-02-19 11:40:00
sell,3531,1.3656,73473.32432426896,0.0,5m SELL signal,2014-02-19 13:05:00,3.9873058795928955,-0.5,FREE,-506.9659378374653,1.3725,3513.0,3532,2014-02-19 13:10:00
buy,3541,1.3623,73651.30418940152,0.0,5m BUY signal,2014-02-19 13:55:00,14.463056564331055,-0.5,FREE,,,,3542,2014-02-19 14:00:00
sell,3543,1.3719,73651.30418940152,0.0,5m SELL signal,2014-02-19 14:05:00,3.9164841175079346,-0.5,FREE,707.0525202182421,1.3623,3541.0,3544,2014-02-19 14:10:00
buy,3553,1.36,74295.75310105877,0.0,5m BUY signal,2014-02-19 14:55:00,14.723220825195312,-0.5,FREE,,,,3554,2014-02-19 15:00:00
sell,3570,1.3573,74295.75310105877,0.0,5m SELL signal,2014-02-19 16:35:00,4.493880271911621,-0.5,FREE,-200.59853337286958,1.36,3553.0,3571,2014-02-19 16:40:00
buy,3576,1.3356,75502.86439358121,0.0,5m BUY signal,2014-02-20 07:20:00,15.693658828735352,-0.5,FREE,,,,3577,2014-02-20 07:30:00
sell,3626,1.3617,75502.86439358121,0.0,5m SELL signal,2014-02-20 12:15:00,4.23613977432251,-0.5,FREE,1970.6247606724705,1.3356,3576.0,3627,2014-02-20 12:20:00
buy,3689,1.3758,74729.06704807351,0.0,5m BUY signal,2014-02-21 08:55:00,14.68984603881836,-0.5,FREE,,,,3690,2014-02-21 09:00:00
sell,3699,1.3852,74729.06704807351,0.0,5m SELL signal,2014-02-21 09:45:00,3.7372570037841797,-0.5,FREE,702.4532302518967,1.3758,3689.0,3700,2014-02-21 09:50:00
buy,3732,1.3754,75261.52659225784,0.0,5m BUY signal,2014-02-21 12:30:00,14.67082405090332,-0.5,FREE,,,,3733,2014-02-21 12:35:00
sell,3841,1.4037,75261.52659225784,0.0,5m SELL signal,2014-02-24 13:30:00,3.984757661819458,-0.5,FREE,2129.9012025608963,1.3754,3732.0,3842,2014-02-24 13:35:00
buy,3861,1.3935,75812.41828313765,0.0,5m BUY signal,2014-02-24 15:10:00,15.911587715148926,-0.5,FREE,,,,3862,2014-02-24 15:15:00
sell,3883,1.3896,75812.41828313765,0.0,5m SELL signal,2014-02-25 08:55:00,2.0394961833953857,-0.5,FREE,-295.66843130423797,1.3935,3861.0,3884,2014-02-25 09:00:00
buy,3892,1.375,76617.40832454406,0.0,5m BUY signal,2014-02-25 09:55:00,5.227365493774414,-0.5,FREE,,,,3893,2014-02-25 10:00:00
sell,3897,1.3862,76617.40832454406,0.0,5m SELL signal,2014-02-25 10:20:00,1.7097562551498413,-0.5,FREE,858.114973234901,1.375,3892.0,3898,2014-02-25 10:25:00
buy,3921,1.3835,76766.93272098516,0.0,5m BUY signal,2014-02-25 12:20:00,4.654939651489258,-0.5,FREE,,,,3922,2014-02-25 12:25:00
sell,3930,1.3906,76766.93272098516,0.0,5m SELL signal,2014-02-25 13:05:00,1.780397653579712,-0.5,FREE,545.0452223190028,1.3835,3921.0,3931,2014-02-25 13:10:00
buy,3938,1.3821,77239.05407843279,0.0,5m BUY signal,2014-02-25 13:45:00,4.510188579559326,-0.5,FREE,,,,3939,2014-02-25 13:50:00
sell,3965,1.3854,77239.05407843279,0.0,5m SELL signal,2014-02-25 16:00:00,1.7570427656173706,-0.5,FREE,254.8888784588173,1.3821,3938.0,3966,2014-02-25 16:05:00
buy,3995,1.3938,76773.55827253609,0.0,5m BUY signal,2014-02-26 09:25:00,3.9989819526672363,-0.5,FREE,,,,3996,2014-02-26 09:30:00
sell,3998,1.3919,76773.55827253609,0.0,5m SELL signal,2014-02-26 09:40:00,1.964784860610962,-0.5,FREE,-145.86976071781956,1.3938,3995.0,3999,2014-02-26 09:45:00
buy,4013,1.3956,76570.01702460804,0.0,5m BUY signal,2014-02-26 10:55:00,3.801950216293335,-0.5,FREE,,,,4014,2014-02-26 11:00:00
sell,4062,1.375,76570.01702460804,0.0,5m SELL signal,2014-02-26 15:00:00,2.391545534133911,-0.5,FREE,-1577.342350706922,1.3956,4013.0,4063,2014-02-26 15:05:00
buy,4154,1.3994,75234.9388372417,0.0,5m BUY signal,2014-02-27 14:20:00,3.6976842880249023,-0.5,FREE,,,,4155,2014-02-27 14:25:00
sell,4163,1.4015,75234.9388372417,0.0,5m SELL signal,2014-02-27 15:05:00,1.7730909585952759,1.675000000000002,FREE,157.9933715582069,1.3994,4154.0,4164,2014-02-27 15:10:00
buy,4172,1.3958,75542.17422295046,0.0,5m BUY signal,2014-02-27 15:50:00,3.8807499408721924,-0.5,FREE,,,,4173,2014-02-27 15:55:00
sell,4173,1.4042,75542.17422295046,0.0,5m SELL signal,2014-02-27 15:55:00,1.8208667039871216,1.675000000000002,FREE,634.554263472781,1.3958,4172.0,4174,2014-02-27 16:00:00
buy,4253,1.4146,74986.79559159269,0.0,5m BUY signal,2014-02-28 13:45:00,5.240147590637207,-0.5,FREE,,,,4254,2014-02-28 13:50:00
sell,4417,1.3981,74986.79559159269,0.0,5m SELL signal,2014-03-04 04:00:00,7.3747053146362305,2.3900000000000023,FREE,-1237.282127261293,1.4146,4253.0,4418,2014-03-04 05:45:00
buy,4533,1.4238,73633.26233783238,0.0,5m BUY signal,2014-03-04 18:30:00,2.6178951263427734,-0.5,FREE,,,,4534,2014-03-04 18:35:00
sell,4553,1.4296,73633.26233783238,0.0,5m SELL signal,2014-03-05 09:40:00,3.670470952987671,2.3900000000000023,FREE,427.0729215594298,1.4238,4533.0,4554,2014-03-05 09:45:00
buy,4705,1.4308,73571.50673620713,0.0,5m BUY signal,2014-03-06 13:25:00,4.052072048187256,-0.5,FREE,,,,4706,2014-03-06 13:30:00
sell,4731,1.4308,73571.50673620713,0.0,5m SELL signal,2014-03-06 15:35:00,4.629722595214844,2.3900000000000023,FREE,0.0,1.4308,4705.0,4732,2014-03-06 15:40:00
buy,4755,1.4406,73071.02029582477,0.0,5m BUY signal,2014-03-07 09:10:00,3.094223976135254,-0.5,FREE,,,,4756,2014-03-07 09:15:00
sell,4784,1.3979,73071.02029582477,0.0,5m SELL signal,2014-03-07 11:35:00,3.2597856521606445,-0.5,FREE,-3120.1325666317307,1.4406,4755.0,4785,2014-03-07 11:40:00
buy,4801,1.3887,73555.10857026963,0.0,5m BUY signal,2014-03-07 13:00:00,3.936060667037964,-0.5,FREE,,,,4802,2014-03-07 13:05:00
sell,4860,1.4119,73555.10857026963,0.0,5m SELL signal,2014-03-10 09:45:00,2.7708916664123535,-0.5,FREE,1706.4785188302471,1.3887,4801.0,4861,2014-03-10 09:50:00
buy,4865,1.3942,74488.92396382419,0.0,5m BUY signal,2014-03-10 10:10:00,3.500718832015991,-0.5,FREE,,,,4866,2014-03-10 10:15:00
sell,4879,1.4019,74488.92396382419,0.0,5m SELL signal,2014-03-10 11:20:00,2.3727850914001465,-0.5,FREE,573.5647145214326,1.3942,4865.0,4880,2014-03-10 11:25:00
buy,4979,1.4248,73291.70585688174,0.0,5m BUY signal,2014-03-11 11:30:00,2.8210647106170654,-0.5,FREE,,,,4980,2014-03-11 11:35:00
sell,5033,1.3906,73291.70585688174,0.0,5m SELL signal,2014-03-11 16:00:00,4.859975337982178,-0.5,FREE,-2506.576340305356,1.4248,4979.0,5034,2014-03-11 16:05:00
buy,5044,1.3733,74214.99028950685,0.0,5m BUY signal,2014-03-12 06:30:00,4.3653106689453125,-0.5,FREE,,,,5045,2014-03-12 07:20:00
sell,5118,1.4033,74214.99028950685,0.0,5m SELL signal,2014-03-12 14:05:00,5.598474979400635,-0.5,FREE,2226.4497086852075,1.3733,5044.0,5119,2014-03-12 14:10:00
buy,5128,1.4,74389.92562376069,0.0,5m BUY signal,2014-03-12 14:55:00,3.342217445373535,-0.5,FREE,,,,5129,2014-03-12 15:00:00
sell,5142,1.409,74389.92562376069,0.0,5m SELL signal,2014-03-12 16:05:00,5.8213701248168945,-0.5,FREE,669.509330613855,1.4,5128.0,5143,2014-03-12 16:15:00
buy,5175,1.4129,74184.58857943153,0.0,5m BUY signal,2014-03-13 09:40:00,2.9552462100982666,-0.5,FREE,,,,5176,2014-03-13 09:45:00
