date,decision_date,result_date,p_day,p_day_source_date,daily_gate_mode,daily_reward_mode,direct_gate_confidence,direct_gate_prob_force_buy,direct_gate_prob_free,direct_gate_prob_force_sell,buy_level,sell_level,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,oracle_equity,close,buy_th_5m,sell_th_5m
2015-05-14,2015-05-14,2015-05-15,0.2397648076516782,2015-05-14,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.007867425510545657,0.009954536035745722,0.0025945764981586904,-0.007867425510545657,FREE,1590723.3504849202,2.3708,-0.5,-0.5
2015-05-15,2015-05-15,2015-05-18,0.2532963552495279,2015-05-15,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,0.018344348415522935,0.003854837456928273,0.0003812913065582776,0.018344348415522935,FORCE_BUY,1619904.1338589238,2.4037,-0.5,-0.5
2015-05-18,2015-05-18,2015-05-19,0.23744224957269858,2015-05-18,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.011459065899971008,0.0071968829173648845,0.0039713730194844785,-0.011459065899971008,FREE,1631562.394247662,2.3896,-0.5,-0.5
2015-05-19,2015-05-19,2015-05-20,0.25023124104605504,2015-05-19,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.010204081632652857,0.0067086371425023935,-0.00041649312786333454,-0.010204081632652857,FREE,1642507.9543260222,2.3765,-0.5,-0.5
2015-05-20,2015-05-20,2015-05-21,0.2487186035411714,2015-05-20,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,0.025831191268804624,0.008062877895773183,0.006573679996628864,0.025831191268804624,FORCE_BUY,1684935.891454751,2.4344,-0.5,-0.5
2015-05-21,2015-05-21,2015-05-22,0.20302516971222964,2015-05-21,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.0034051282051283595,0.004348717948718015,0.004348717948718015,-0.0034051282051283595,FREE,1692263.2024083594,2.4292,-0.5,-0.5
2015-05-22,2015-05-22,2015-05-26,0.2505032873477247,2015-05-22,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.027266332905788525,-0.023855205438902835,-0.02594232281021157,-0.027266332905788525,FREE,1651893.9160582123,2.351,-0.5,-0.5
2015-05-26,2015-05-26,2015-05-27,0.26263262581704855,2015-05-26,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,0.03958589672875394,0.0050065764351478245,0.0050065764351478245,0.03958589672875394,FORCE_BUY,1717285.6180261495,2.4502,-0.5,-0.5
2015-05-27,2015-05-27,2015-05-28,0.2258897743718459,2015-05-27,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,0.002370733701205905,0.018295342489899488,-0.0005313713468219575,0.002370733701205905,FREE,1748703.9465609165,2.4523,-0.5,-0.5
2015-05-28,2015-05-28,2015-05-29,0.17962477732184842,2015-05-28,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.012648870636550371,-0.009404517453798578,-0.009404517453798578,-0.012648870636550371,FREE,1732258.229773958,2.4042,-0.5,2.3450000000000024
2015-05-29,2015-05-29,2015-06-01,0.22564495446689273,2015-05-29,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.0012350761630298883,0.01201819159555213,-0.006381226842321855,-0.0012350761630298883,FREE,1753076.8410723535,2.426,-0.5,2.3450000000000024
2015-06-01,2015-06-01,2015-06-02,0.220981874362284,2015-06-01,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,0.008589473684210473,0.011060377597650394,0.016505263157894835,0.008589473684210473,FORCE_SELL,1782011.8356702637,2.3954,-0.5,2.3450000000000024
2015-06-02,2015-06-02,2015-06-03,0.22977474149607321,2015-06-02,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,0.008576543569673906,0.008461831917640576,0.0021649527457428186,0.008576543569673906,FORCE_BUY,1797295.3378205642,2.4225,-0.5,-0.5
2015-06-03,2015-06-03,2015-06-04,0.19767463048937808,2015-06-03,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.003902152477657131,0.005379633825739182,-0.004028028364033187,-0.003902152477657131,FREE,1806964.1286147472,2.374,-0.5,-0.5
2015-06-04,2015-06-04,2015-06-05,0.22543945365905793,2015-06-04,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.008942129239075357,0.0005371644176993854,-0.001560654631348016,-0.008942129239075357,FREE,1807934.7654486983,2.3496,-0.5,-0.5
2015-06-05,2015-06-05,2015-06-08,0.21165666488549353,2015-06-05,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.026595744680851064,-0.022636077033283214,-0.012680851063829908,-0.026595744680851064,FORCE_SELL,1785008.613954923,2.2875,-0.5,-0.5
2015-06-08,2015-06-08,2015-06-09,0.309790726410928,2015-06-08,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.0005709015853497515,0.004450027253856582,-0.0005709015853497515,-0.0005709015853497515,FREE,1792951.9509353912,2.2758,-0.5,-0.5
2015-06-09,2015-06-09,2015-06-10,0.19898493072280624,2015-06-09,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,0.027061181802335615,0.008603563444931513,0.0013508802510021661,0.027061181802335615,FORCE_BUY,1841471.3496425063,2.3569,-0.5,-0.5
2015-06-10,2015-06-10,2015-06-11,0.18346986475489757,2015-06-10,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.0016487697640991889,0.0009723513993404012,0.0009723513993404012,-0.0016487697640991889,FREE,1843261.9068861767,2.3615,-0.5,-0.5
2015-06-11,2015-06-11,2015-06-12,0.217578458529422,2015-06-11,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.019454591793390538,-0.019454591793390538,-0.019454591793390538,-0.019454591793390538,FORCE_BUY,1807401.9989193995,2.3084,-0.5,-0.5
2015-06-12,2015-06-12,2015-06-15,0.23805507340835294,2015-06-12,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.003810274602549002,-0.006468422243438873,-0.012744711601629427,-0.003810274602549002,FORCE_BUY,1800515.3009863205,2.2746,-0.5,-0.5
2015-06-15,2015-06-15,2015-06-16,0.20816581798027434,2015-06-15,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,0.03197039283007093,0.021021894662302372,0.014179337405805511,0.03197039283007093,FORCE_BUY,1858078.4824554066,2.3144,-0.5,-0.5
2015-06-16,2015-06-16,2015-06-17,0.19319278493705175,2015-06-16,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.0055336307481125375,-0.004547014413177633,-0.004547014413177633,-0.0055336307481125375,FREE,1849629.7728148666,2.3183,-0.5,-0.5
2015-06-17,2015-06-17,2015-06-18,0.21423871230647304,2015-06-17,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,0.04327294582295853,0.008419176969553424,0.004035373916029658,0.04327294582295853,FORCE_BUY,1929668.7017664155,2.4302,-0.5,-0.5
2015-06-18,2015-06-18,2015-06-19,0.22943257222747807,2015-06-18,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.022131482237647868,0.002718177600244428,-0.000857492854226176,-0.022131482237647868,FREE,1934913.88400745,2.3948,-0.5,-0.5
2015-06-19,2015-06-19,2015-06-22,0.27373165033550717,2015-06-19,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,0.013772281732081483,0.022967559898017013,0.01778402746184698,0.013772281732081483,FREE,1979354.134535896,2.4512,2.2550000000000026,-0.5
2015-06-22,2015-06-22,2015-06-23,0.27385308645994005,2015-06-22,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,0.0005287346971976732,0.00046184686931655675,0.0005287346971976732,0.0005287346971976732,FORCE_BUY,1980400.6877448666,2.46,-0.5,-0.5
2015-06-23,2015-06-23,2015-06-24,0.17030283703041374,2015-06-23,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.006801606162419005,-0.0019588975130264696,0.007416209128902765,-0.006801606162419005,FORCE_SELL,1995087.7534042052,2.424,-0.5,-0.5
2015-06-24,2015-06-24,2015-06-25,0.27693003531799937,2015-06-24,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.017964561934771035,-0.006338594100806977,0.0047059786389490755,-0.017964561934771035,FORCE_SELL,2004476.5937545544,2.3998,-0.5,-0.5
2015-06-25,2015-06-25,2015-06-26,0.2693653375950063,2015-06-25,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.020410718757826102,-0.01569464862164976,0.0018365472910926162,-0.020410718757826102,FORCE_SELL,2008157.909812873,2.3469,-0.5,-0.5
2015-06-26,2015-06-26,2015-06-29,0.24305672432232725,2015-06-26,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.03421041148492386,-0.029334647579182766,-0.018370641881572485,-0.03421041148492386,FORCE_SELL,1971266.7600100536,2.2133,-0.5,-0.5
2015-06-29,2015-06-29,2015-06-30,0.396884222257674,2015-06-29,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,-0.0008548162145138905,0.003188285482460528,0.006118684482836081,0.006118684482836081,FORCE_SELL,1983328.3193460577,2.2208,-0.5,-0.5
2015-06-30,2015-06-30,2015-07-01,0.3849037402664705,2015-06-30,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,-0.0035637291565839635,0.0028119620715402953,0.0,0.0,FREE,1988905.3633554706,2.2648,-0.5,-0.5
2015-07-01,2015-07-01,2015-07-02,0.3585629229822344,2015-07-01,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,0.0038850381881593986,-0.004370667961679479,0.0,0.0,FORCE_BUY,1996632.3366447417,2.2739,-0.5,-0.5
2015-07-02,2015-07-02,2015-07-06,0.347135368138415,2015-07-02,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,0.019119688353557623,0.003079719796191518,0.0,0.0,FORCE_BUY,2034807.3246780247,2.276,-0.5,-0.5
2015-07-06,2015-07-06,2015-07-07,0.31128861136630676,2015-07-06,threshold,counterfactual_5m,,,,,0.295,0.32,FREE,-0.007045974986788825,-0.037167518055311044,0.0,-0.037167518055311044,FORCE_SELL,2034807.3246780247,2.2548,-0.5,-0.5
2015-07-07,2015-07-07,2015-07-08,0.31484361094914765,2015-07-07,threshold,counterfactual_5m,,,,,0.32,0.34,FORCE_BUY,-0.008606482329243735,0.008812344926952162,0.0,-0.008606482329243735,FREE,2052738.7486829762,2.1656,-0.5,-0.5
2015-07-08,2015-07-08,2015-07-09,0.4341950772708722,2015-07-08,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,-0.007761790204711704,-0.00891886352333345,0.0023603104716081536,0.0023603104716081536,FORCE_SELL,2057583.8494469684,2.186,-0.5,2.3800000000000026
2015-07-09,2015-07-09,2015-07-10,0.5046827424857118,2015-07-09,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.0032102728731942666,0.0045924736935972705,0.0,0.0,FREE,2067033.249147924,2.25,-0.5,-0.5
2015-07-10,2015-07-10,2015-07-13,0.350845303140725,2015-07-10,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,2067033.249147924,2.3592,-0.5,-0.5
2015-07-13,2015-07-13,2015-07-14,0.279111981558175,2015-07-13,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,2067033.249147924,2.4056,-0.5,-0.5
2015-07-14,2015-07-14,2015-07-15,0.17627151848539802,2015-07-14,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,2067033.249147924,2.4452,-0.5,-0.5
2015-07-15,2015-07-15,2015-07-16,0.21074887567558884,2015-07-15,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,2067033.249147924,2.5652,-0.5,-0.5
2015-07-16,2015-07-16,2015-07-17,0.16833668228910562,2015-07-16,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,2067033.249147924,2.6312,-0.5,-0.5
2015-07-17,2015-07-17,2015-07-20,0.14844583434546907,2015-07-17,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,2067033.249147924,2.6581,-0.5,-0.5
2015-07-20,2015-07-20,2015-07-21,0.15049255774035578,2015-07-20,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.03133525310700227,0.013864412419395773,0.0,-0.03133525310700227,FREE,2095691.4505987144,2.5565,-0.5,-0.5
2015-07-21,2015-07-21,2015-07-22,0.1546747920808161,2015-07-21,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,0.006992187500000039,0.010820312499999981,0.010820312499999981,0.006992187500000039,FREE,2118367.4869977706,2.5779,-0.5,-0.5
2015-07-22,2015-07-22,2015-07-23,0.12338015053172839,2015-07-22,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.0008132285172134024,-0.0025761133497627232,-0.0016264570344265866,-0.0008132285172134024,FORCE_BUY,2116644.770147406,2.5802,-0.5,-0.5
2015-07-23,2015-07-23,2015-07-24,0.17324035297168486,2015-07-23,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.044289855072463816,-0.034401579940234156,-0.020714975845410686,-0.044289855072463816,FORCE_SELL,2072798.5248604876,2.4729,-0.5,-0.5
2015-07-24,2015-07-24,2015-07-27,0.2339270077819731,2015-07-24,threshold,counterfactual_5m,,,,,0.22,0.255,FREE,-0.022435376361567297,-0.022435376361567297,-0.022435376361567297,-0.022435376361567297,FORCE_BUY,2026294.509833541,2.4052,-0.5,-0.5
2015-07-27,2015-07-27,2015-07-28,0.23969906832543705,2015-07-27,threshold,counterfactual_5m,,,,,0.22,0.255,FREE,0.02201948994401813,0.02201948994401813,0.02201948994401813,0.02201948994401813,FORCE_BUY,2070912.4814164396,2.4646,-0.5,-0.5
2015-07-28,2015-07-28,2015-07-29,0.21178868344351595,2015-07-28,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.0027024846724748577,0.008229985367756123,0.0,-0.0027024846724748577,FREE,2087956.0608364004,2.4725,-0.5,-0.5
2015-07-29,2015-07-29,2015-07-30,0.2547290417678574,2015-07-29,threshold,counterfactual_5m,,,,,0.22,0.255,FREE,0.017700907323396162,0.004131561892417538,0.004131561892417538,0.004131561892417538,FORCE_BUY,2124914.777564589,2.5125,1.6900000000000022,-0.5
2015-07-30,2015-07-30,2015-07-31,0.265934851659599,2015-07-30,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,0.004245604197540604,0.005567348900548678,0.0,0.004245604197540604,FREE,2136744.919515223,2.5073,1.9200000000000021,-0.5
2015-07-31,2015-07-31,2015-08-03,0.3238950067363983,2015-07-31,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,-0.006266066838046019,0.0037085105517712306,0.009800771208226207,0.009800771208226207,FORCE_SELL,2157686.667601731,2.474,2.0150000000000023,-0.5
2015-08-03,2015-08-03,2015-08-04,0.33409607514620615,2015-08-03,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,-0.004648342764753498,0.0032739247738436217,0.0,0.0,FREE,2164750.7714369847,2.4625,-0.5,-0.5
2015-08-04,2015-08-04,2015-08-05,0.29348429292076256,2015-08-04,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.0007146543851986513,-0.0007146543851986513,0.0,0.0,FORCE_SELL,2164750.7714369847,2.5169,-0.5,-0.5
2015-08-05,2015-08-05,2015-08-06,0.3201925862418949,2015-08-05,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,-0.045903843112446635,-0.04994830358965278,0.0,0.0,FORCE_SELL,2164750.7714369847,2.4131,-0.5,-0.5
2015-08-06,2015-08-06,2015-08-07,0.38898967072467755,2015-08-06,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_SELL,0.006043056779554392,-0.004951949305467932,0.0,0.0,FORCE_BUY,2177832.4832623624,2.3973,-0.5,-0.5
2015-08-07,2015-08-07,2015-08-10,0.2776972301332334,2015-08-07,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,2177832.4832623624,2.4995,-0.5,-0.5
2015-08-10,2015-08-10,2015-08-11,0.2762005425830783,2015-08-10,threshold,counterfactual_5m,,,,,0.295,0.32,FORCE_BUY,-0.012578616352201314,0.0017096347285332142,0.0,-0.012578616352201314,FREE,2181555.7813086757,2.4021,-0.5,-0.5
2015-08-11,2015-08-11,2015-08-12,0.3332988245874265,2015-08-11,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.024309532900598254,-0.015273004963726593,-0.015273004963726593,-0.015273004963726593,FORCE_BUY,2234588.383348889,2.4144,-0.5,-0.5
2015-08-12,2015-08-12,2015-08-13,0.28959040232941197,2015-08-12,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.0206803167699315,-0.009693579141377673,0.0,0.0,FORCE_SELL,2234588.383348889,2.3867,-0.5,-0.5
2015-08-13,2015-08-13,2015-08-14,0.38558214749733155,2015-08-13,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.018957745292159885,0.017651385585995404,0.0,0.0,FORCE_BUY,2276951.1407532366,2.4187,-0.5,-0.5
2015-08-14,2015-08-14,2015-08-17,0.3267724680132,2015-08-14,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,2276951.1407532366,2.4679,-0.5,-0.5
2015-08-17,2015-08-17,2015-08-18,0.29715443090589905,2015-08-17,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.0033162743091094157,0.001981957883338241,0.0,0.0,FREE,2281463.9620166286,2.4344,-0.5,-0.5
2015-08-18,2015-08-18,2015-08-19,0.3912760247231805,2015-08-18,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.015530522653855858,-0.015530522653855858,0.0,0.0,FORCE_SELL,2281463.9620166286,2.3771,-0.5,-0.5
2015-08-19,2015-08-19,2015-08-20,0.40802795339022846,2015-08-19,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.08001534657686085,-0.08001534657686085,0.0,0.0,FORCE_SELL,2281463.9620166286,2.1581,-0.5,-0.5
2015-08-20,2015-08-20,2015-08-21,0.48398095002782154,2015-08-20,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.11526291298278281,-0.11526291298278281,0.0,0.0,FORCE_SELL,2281463.9620166286,1.9013,-0.5,-0.5
2015-08-21,2015-08-21,2015-08-24,0.5959379276238584,2015-08-21,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.01076896210489551,-0.01076896210489551,0.0,0.0,FORCE_SELL,2281463.9620166286,1.6994,-0.5,-0.5
2015-08-24,2015-08-24,2015-08-25,0.5979255233339972,2015-08-24,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.09640587209629328,-0.09640587209629328,0.0,0.0,FORCE_SELL,2281463.9620166286,1.6065,-0.5,-0.5
2015-08-25,2015-08-25,2015-08-26,0.7493766891377159,2015-08-25,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.0787410457442608,-0.014326809182695062,0.0,0.0,FORCE_BUY,2461108.8202136625,1.9125,-0.5,-0.5
2015-08-26,2015-08-26,2015-08-27,0.5940631351594122,2015-08-26,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.04619302266361075,0.0033104150751209933,0.0,0.0,FORCE_BUY,2574794.8757234043,2.0542,-0.5,-0.5
2015-08-27,2015-08-27,2015-08-28,0.5491555649908001,2015-08-27,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.01520799165051424,0.03651413598983696,0.0,0.0,FREE,2668811.285961504,2.0427,-0.5,-0.5
2015-08-28,2015-08-28,2015-08-31,0.533023777028122,2015-08-28,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.021069118835893394,0.034473929486672286,0.0,0.0,FREE,2760815.6980469762,1.9375,-0.5,-0.5
2015-08-31,2015-08-31,2015-09-01,0.6335035085988686,2015-08-31,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.0028283927114495654,0.0008492116542962413,0.0,0.0,FREE,2763160.2149131214,1.8333,-0.5,-0.5
2015-09-01,2015-09-01,2015-09-02,0.5900558903937647,2015-09-01,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.0671896131998917,0.039044368784562786,0.0,0.0,FORCE_BUY,2948815.8809624636,1.9727,-0.5,-0.5
2015-09-02,2015-09-02,2015-09-03,0.4975695943923737,2015-09-02,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.017009068087504336,-0.017009068087504336,0.0,0.0,FORCE_SELL,2948815.8809624636,1.9187,-0.5,-0.5
2015-09-03,2015-09-03,2015-09-04,0.4810121644628431,2015-09-03,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.013891868697704226,-0.013891868697704226,0.0,0.0,FORCE_SELL,2948815.8809624636,1.8385,-0.5,-0.5
2015-09-04,2015-09-04,2015-09-08,0.34099152565581337,2015-09-04,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.0326965655733484,0.02330656463833775,0.0,0.0,FORCE_BUY,3045232.032778084,2.0056,-0.5,-0.5
2015-09-08,2015-09-08,2015-09-09,0.31363618620564687,2015-09-08,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.04470611715397662,-0.04470611715397662,0.0,0.0,FORCE_SELL,3045232.032778084,1.9146,-0.5,-0.5
2015-09-09,2015-09-09,2015-09-10,0.30288161632607663,2015-09-09,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.018646585728190043,0.0052246565189222665,0.0,0.0,FORCE_BUY,3102015.212939511,1.9885,-0.5,-0.5
2015-09-10,2015-09-10,2015-09-11,0.22985051386971148,2015-09-10,threshold,counterfactual_5m,,,,,0.22,0.255,FREE,0.03277856707935866,0.016365842411866248,0.0,0.016365842411866248,FORCE_BUY,3203694.8266780395,2.0354,-0.5,-0.5
2015-09-11,2015-09-11,2015-09-14,0.20990178569177234,2015-09-11,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.009226993865030819,0.009668304588201247,0.0,-0.009226993865030819,FREE,3234669.124070008,2.0187,-0.5,-0.5
2015-09-14,2015-09-14,2015-09-15,0.24188591478001054,2015-09-14,threshold,counterfactual_5m,,,,,0.22,0.255,FREE,0.04855247285886598,0.009065735480789514,0.011911942098914361,0.009065735480789514,FORCE_BUY,3391720.308923829,2.0862,-0.5,-0.5
2015-09-15,2015-09-15,2015-09-16,0.21729669284878242,2015-09-15,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,0.013912128890376366,0.004913817194882607,-0.001912320122388457,0.013912128890376366,FORCE_BUY,3438906.359021684,2.1208,-0.5,-0.5
2015-09-16,2015-09-16,2015-09-17,0.1909280937111061,2015-09-16,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.004434380601943694,0.0023584637930706967,-0.0002830455703367499,-0.004434380601943694,FREE,3447016.8951571975,2.1104,-0.5,-0.5
2015-09-17,2015-09-17,2015-09-18,0.22362631511158318,2015-09-17,threshold,counterfactual_5m,,,,,0.22,0.255,FREE,-0.01456896135848338,-0.01456896135848338,-0.01456896135848338,-0.01456896135848338,FORCE_BUY,3396797.439209613,2.0427,-0.5,-0.5
2015-09-18,2015-09-18,2015-09-21,0.19998626903117547,2015-09-18,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,0.0015983725661144399,-0.012383299806738775,0.009057444541315516,0.0015983725661144399,FORCE_SELL,3427563.7436333364,2.0679,-0.5,-0.5
2015-09-21,2015-09-21,2015-09-22,0.1881970329346785,2015-09-21,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.027855153203342774,-0.018472575494129236,-0.021736967767608608,-0.027855153203342774,FREE,3364247.813618129,1.9544,-0.5,-0.5
2015-09-22,2015-09-22,2015-09-23,0.15804797462740552,2015-09-22,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.01390352858505251,-0.0021752427544231346,0.0028108216634041097,-0.01390352858505251,FORCE_SELL,3373704.114253707,1.9646,-0.5,-0.5
2015-09-23,2015-09-23,2015-09-24,0.1793078022721543,2015-09-23,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,0.004072164948453555,0.005607362543408284,-0.02082474226804123,0.004072164948453555,FREE,3392621.696336516,1.9479,-0.5,-0.5
2015-09-24,2015-09-24,2015-09-25,0.19526565512246663,2015-09-24,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_BUY,-0.043429731100963945,-0.043429731100963945,-0.043429731100963945,-0.043429731100963945,FORCE_BUY,3245281.048337325,1.8854,-0.5,2.4800000000000026
2015-09-25,2015-09-25,2015-09-28,0.273687845051849,2015-09-25,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.06581205749839092,-0.06581205749839092,-0.06581205749839092,-0.06581205749839092,FORCE_BUY,3031702.425385711,1.7417,-0.5,0.13000000000000056
2015-09-28,2015-09-28,2015-09-29,0.2780561478183941,2015-09-28,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,-0.023828571428571504,0.008171846764029805,0.004742857142857024,0.004742857142857024,FREE,3056477.0330401002,1.7083,-0.5,0.13000000000000056
2015-09-29,2015-09-29,2015-09-30,0.2748459072590051,2015-09-29,threshold,counterfactual_5m,,,,,0.22,0.255,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,3056477.0330401002,1.8077,-0.5,-0.5
2015-09-30,2015-09-30,2015-10-01,0.2538034937354334,2015-09-30,threshold,counterfactual_5m,,,,,0.22,0.255,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,3056477.0330401002,1.8519,-0.5,-0.5
2015-10-01,2015-10-01,2015-10-02,0.24600937786036714,2015-10-01,threshold,counterfactual_5m,,,,,0.22,0.255,FREE,0.10315969257045264,0.02846150786333709,0.0,0.02846150786333709,FORCE_BUY,3371782.264117166,1.9377,-0.5,-0.5
2015-10-02,2015-10-02,2015-10-05,0.2208625277918378,2015-10-02,threshold,counterfactual_5m,,,,,0.265,0.31,FORCE_BUY,-0.009966941333201744,-0.004926090138472337,0.0,-0.009966941333201744,FORCE_SELL,3371782.264117166,2.0065,-0.5,-0.5
2015-10-05,2015-10-05,2015-10-06,0.2317580538821986,2015-10-05,threshold,counterfactual_5m,,,,,0.265,0.31,FORCE_BUY,-0.008560781548997769,-0.000727371326108252,0.012690099707926417,-0.008560781548997769,FORCE_SELL,3414570.517242231,1.9688,-0.5,-0.5
2015-10-06,2015-10-06,2015-10-07,0.24453029390265466,2015-10-06,threshold,counterfactual_5m,,,,,0.265,0.31,FORCE_BUY,0.0020225938532880063,0.014791811829852635,0.005623797543288387,0.0020225938532880063,FREE,3465078.2018130408,2.0312,-0.5,-0.5
2015-10-07,2015-10-07,2015-10-08,0.23245540006896095,2015-10-07,threshold,counterfactual_5m,,,,,0.265,0.31,FORCE_BUY,0.02223108364071378,0.00499830955967894,-0.015252716578606468,0.02223108364071378,FORCE_BUY,3542110.6451391606,2.0508,-0.5,-0.5
