feature,coef,abs_coef
k_range_over_atr,2.1473190670475093,2.1473190670475093
ctx_days_since_last_bsp,-1.1230189217450226,1.1230189217450226
k_close_pos,-1.0262101458652204,1.0262101458652204
k_vol_5,0.8722460166972164,0.8722460166972164
vix_range_over_atr,0.8455785612015772,0.8455785612015772
vix_vol_40,0.8373636346132072,0.8373636346132072
ctx_price_diff_from_last_buy,0.7995187589717391,0.7995187589717391
p,-0.7830447142373819,0.7830447142373819
ctx_slope_from_last_buy,0.7670572598367231,0.7670572598367231
vix_level,0.7035053912079513,0.7035053912079513
k_atr_14,-0.6808443461210992,0.6808443461210992
k_above_ma_100,0.6496672922152028,0.6496672922152028
k_ret_5,-0.6147521176222394,0.6147521176222394
ctx_density_buy,-0.562672309896977,0.562672309896977
ctx_slope_from_last_sell,-0.5541959590307487,0.5541959590307487
k_ret_10,0.5333451692041068,0.5333451692041068
ctx_days_since_last_buy,-0.5276156842139056,0.5276156842139056
k_ret_20,-0.5075313462860961,0.5075313462860961
ctx_days_since_last_sell,0.49124249834997724,0.49124249834997724
vix_vol_20,-0.46486043935501276,0.46486043935501276
k_slope40,-0.44508671241473613,0.44508671241473613
k_ret1,0.43738420023137586,0.43738420023137586
vix_gap,-0.4315755288310534,0.4315755288310534
vix_ret_40,0.42722669692564696,0.42722669692564696
k_above_ma_20,0.41972200018009037,0.41972200018009037
k_ret_40,0.3836260761505498,0.3836260761505498
vix_ret_5,0.35178165739837425,0.35178165739837425
k_vol_40,0.3504675877247588,0.3504675877247588
k_above_ma_50,0.3161646169738258,0.3161646169738258
vix_close_pos,0.309038370771723,0.309038370771723
ctx_last_dir_sell,-0.3035182756715067,0.3035182756715067
bd_sell,-0.3035182756715067,0.3035182756715067
ctx_price_diff_from_last_sell,0.30305082790937427,0.30305082790937427
dp_maxK,0.2941661689231703,0.2941661689231703
vix_vol_5,0.2811961245582559,0.2811961245582559
bd_buy,0.26586537269513577,0.26586537269513577
ctx_last_dir_buy,0.26586537269513577,0.26586537269513577
vix_ret_10,-0.1900658461243888,0.1900658461243888
k_vol_20,-0.18865668820063847,0.18865668820063847
k_vol_10,0.17329106208770584,0.17329106208770584
ctx_density_total,-0.1618161426558529,0.1618161426558529
k_gap,-0.11510882754792034,0.11510882754792034
vix_ret1,0.11143250279721395,0.11143250279721395
dp_minK,0.09889484390109277,0.09889484390109277
ctx_density_sell,0.09607533271359553,0.09607533271359553
vix_ret_20,0.08896752150145783,0.08896752150145783
vix_above_ma_20,0.08561716937311994,0.08561716937311994
vix_above_ma_50,0.0817344346288431,0.0817344346288431
vix_above_ma_100,0.06084532612467334,0.06084532612467334
rg_up,-0.05821613993936666,0.05821613993936666
ctx_density_imb,-0.053343526331258884,0.053343526331258884
vix_slope40,0.04589127302292776,0.04589127302292776
ctx_has_bsp,-0.037652902976373255,0.037652902976373255
rg_down,0.020563236962992778,0.020563236962992778
vix_atr_14,-0.020031227741752373,0.020031227741752373
vix_vol_10,0.012074659792010936,0.012074659792010936
bd_none,0.0,0.0
rg_unknown,0.0,0.0
