bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.7350006103515625,0.0030846737138974577,1.220001220703125,0.005089594340475999,1.0,0.4303224354003552,0.7350006103515625,,179,False,False,<Math.KDJ.KDJ_Item object at 0x000002414995F050>,-0.07697695401821371,-0.003622514884824568,0.14670887826677828,0.0034726657885888056,-1.5171260076105628e-05,56.50519953679629,2025/06/17 18:14,2s,888.0
0.720001220703125,0.0030229290571992555,1.220001220703125,0.005089594340475999,2.0,0.3401580909022688,0.720001220703125,,239,False,False,<Math.KDJ.KDJ_Item object at 0x000002414995CA70>,0.0714206482877209,0.06967264162329911,-0.0034960133288435835,0.004185851927787412,0.0002918555964998712,56.55877893854383,2025/06/17 19:39,2s,1226.0
0.30999755859375,0.0012921410273093587,2.4000091552734375,0.010088311125883154,1.0,0.29166428248997056,0.30999755859375,,340,True,False,<Math.KDJ.KDJ_Item object at 0x00000241491E19D0>,0.023940239932808912,0.02219609990103777,-0.003488280063542286,0.002212014882286342,9.260043897738004e-05,46.52273567324645,2025/06/18 15:59,2s,1612.0
0.5250091552734375,0.0021982546214810244,2.029998779296875,0.008565034497894666,1.0,0.3620694839068537,0.5250091552734375,,537,True,False,<Math.KDJ.KDJ_Item object at 0x000002414881AF30>,0.056015557061686504,0.010859741001240764,-0.09031163212089148,0.0018673856524029752,4.552768495239656e-05,44.37546864851034,2025/06/20 14:52,2s,257.0
0.4600067138671875,0.0019267296915903142,2.029998779296875,0.008565034497894666,2.0,0.36945835024579443,0.4600067138671875,,547,True,False,<Math.KDJ.KDJ_Item object at 0x000002414881B3B0>,0.004978540659743617,-0.022989065770076422,-0.05593521285964008,0.002643857906597049,-9.638658881577868e-05,43.48735395864135,2025/06/20 15:03,2s,1922.0
0.3300018310546875,0.0013920603832501158,1.649993896484375,0.0069060518547201305,1.0,0.07272458246250023,0.3300018310546875,,591,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148197890>,-0.27004896377154597,-0.23341949133853745,0.07325894486601703,0.00564470424759206,-0.000982593751506347,42.88169036672572,2025/06/20 16:28,2s,235.0
1.169891357421875,0.00490479565803716,3.32000732421875,0.014088722300910192,1.0,0.4879492600422833,1.169891357421875,,760,True,False,<Math.KDJ.KDJ_Item object at 0x000002414718D1F0>,-0.11453118186266961,-0.16164152118199127,-0.09422067863864331,0.0018533626230073088,-0.0006796363593057026,31.772740583816557,2025/06/23 15:56,2s,1624.0
1.100006103515625,0.004580496071092044,4.0897979736328125,0.016782802994654816,1.0,0.40344141865245925,1.100006103515625,,920,False,False,<Math.KDJ.KDJ_Item object at 0x00000241497E77D0>,-0.047480101418279165,0.0017675736695537125,0.09849535017566576,0.007378233282059585,7.343793022545282e-06,58.640628226846665,2025/06/24 14:24,2s,958.0
1.8000030517578125,0.0075166118619545705,4.0897979736328125,0.016782802994654816,2.0,0.4083326804189099,1.8000030517578125,,997,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149737E30>,0.13466369835236985,0.13554154382526917,0.001755690945798638,0.0011522355577021847,0.0005623655634463021,62.89219357697117,2025/06/24 16:42,2s,368.0
1.108001708984375,0.0045976700005799795,4.0897979736328125,0.016782802994654816,3.0,0.6112771379216428,1.108001708984375,,1051,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149734A70>,0.1786718973874391,0.1657322249531603,-0.025879344868557586,0.0019826971260912935,0.0006855019783789945,70.91642982333542,2025/06/24 18:38,2s,804.0
