bsp2_bi_amp,bsp2_break_bi_amp,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
,,,1.5751756930133283,1.704274165322845,2.0,0.24955841507380563,1.5751756930133283,0.04370177719108298,1.5751756930133283,,537,True,False,,-0.10982898642385588,-0.2251337187039475,-0.23060946456018322,-0.014930261550278047,22.01042700805459,2002/02/26,"2s,3b",1973200.0
0.49771852529690364,2.339679386403297,0.21272937146402265,,,,,0.49771852529690364,0.029997506714228843,0.49771852529690364,,1190,True,False,,0.1559655929902925,0.10819487407326989,-0.09554143783404523,0.005532252482310831,50.378022465291,2004/09/29,"2,3b",380100.0
1.4289669492334944,3.0633631259713,0.4664699842857879,,,,,1.4289669492334944,0.03330253129581299,1.4289669492334944,,1465,False,False,,-0.29539471808577966,-0.16833619160763647,0.2541170529562864,-0.007255857566878708,54.107195396158644,2005/10/31,"2,3b",743500.0
,,,,,,,0.6153316646932758,0.04223378256505625,0.6153316646932758,,1683,True,False,,0.23226104760797286,0.2156264353110693,-0.033269224593807156,0.008889271579494604,59.13439889879721,2006/09/13,3b,1154400.0
3.967639407687564,6.7684968588336965,0.5861921029791601,,,,,3.967639407687564,0.04561226067079031,3.967639407687564,,2094,False,False,,0.24611412116635606,0.30182635991763007,0.11142447750254802,0.013180590742599372,74.2169045474051,2008/05/02,"2,3b",3083800.0
2.4699907678230186,8.22842825319429,0.30017771217293704,,,,,2.4699907678230186,0.11028702446589829,2.4699907678230186,,2320,False,False,,-0.8863920839165665,-0.4932448221103982,0.7862945236123366,-0.03896460777769517,52.75486994977999,2009/03/26,"2,3b",2619400.0
,,,,,,,0.7466418392692091,0.013173996956017408,0.7466418392692091,,2693,True,False,,0.26603916275117345,0.18675122243161013,-0.15857588063912664,0.011493442828439376,50.269055236616,2010/09/17,3b,2846500.0
,,,0.6106811745868868,2.239954509639901,1.0,0.40779693035346815,0.6106811745868868,0.03175122072882221,0.6106811745868868,,2903,True,False,,0.018469450836073216,0.0027674172819587284,-0.031404067108228975,0.00015610791300665552,49.113614177489,2011/07/19,"2s,3b",1583300.0
2.2425956438302954,6.0768450269886145,0.3690394660173876,,,,,2.2425956438302954,0.024526853110555653,2.2425956438302954,,3370,True,False,,0.027780334225973015,-0.1604686532603523,-0.37649797497265064,-0.006737481134941765,29.759919098262728,2013/05/29,"2,3b",1899100.0
,,,,,,,1.5523112834958468,0.04659758357571798,1.5523112834958468,,3748,True,False,,0.48431031542610115,0.3590959861498,-0.2504286585526023,0.011853742278179232,52.74197296348216,2014/11/25,3b,1591700.0
,,,1.182533204885324,5.462369992844501,1.0,0.22795761190593913,1.182533204885324,0.03372306436804075,1.182533204885324,,4307,True,False,,0.22096897208891636,0.21247905129263245,-0.016979841592567824,0.005180952254271968,52.512419841176296,2017/02/15,"2s,3b",2209500.0
6.607189596382668,10.771996363174125,0.6133672323702645,,,,,6.607189596382668,0.06532392839319334,6.607189596382668,,5672,True,False,,-0.5891638414773679,-0.658908024634627,-0.13948836631451833,-0.008224513339177304,40.46234902777044,2022/07/20,"2,3b",1788100.0
,,,2.400020183248998,10.504661353924547,2.0,0.17782865089404482,2.400020183248998,0.04673122387720378,2.400020183248998,,5948,False,False,,-1.015281075294427,-1.058217980994769,-0.08587381140068384,-0.013819857825570834,39.578204477081805,2023/08/24,"2s,3b",1449400.0
5.328279246851309,14.61269680030746,0.36463353203490806,,,,,5.328279246851309,0.037829435293220054,5.328279246851309,,6189,True,False,,2.0143568218483967,2.071058778603941,0.11340391351108892,0.02760182045856447,66.08300942408319,2024/08/09,"2,3b",1351600.0
