bsp2_bi_amp,bsp2_break_bi_amp,bsp2_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
0.060001373291015625,0.15999984741210938,0.3750089407052428,,,0.060001373291015625,,261,False,False,,-0.004998844306296209,-0.004787690600537076,0.0004223074115182676,-7.919557573918432e-05,52.57432730128954,2025/06/09 17:51,2,5372.0
0.375,0.4399986267089844,0.8522753873230279,,,0.375,,481,True,False,,-0.13249642471001183,-0.1299615045965865,0.0050698402268506415,-0.002205762795480694,36.11719249607511,2025/06/10 15:03,2,11505.0
0.31999969482421875,0.5049972534179688,0.633666208396912,,,0.31999969482421875,,524,False,False,,0.00953697818003999,0.020077019823375508,0.021080083286671037,0.00034141921698109626,56.16440927365344,2025/06/10 15:54,2,12297.0
0.19500350952148438,0.7250022888183594,0.26896950882639237,0.19500350952148438,0.002894636216033329,0.19500350952148438,,694,True,False,,-0.002553728377817394,-0.01367243085084624,-0.022237404946057693,-0.00023139333797311937,41.04973088338785,2025/06/10 18:44,"2,3b",6130.0
0.20999908447265625,0.3600006103515625,0.583329801212224,,,0.20999908447265625,,844,False,False,,0.0009655504281881267,0.00765438042056843,0.013377659984760606,0.00012897766819189012,53.02833279121011,2025/06/11 14:44,2,8440.0
0.13000106811523438,0.160003662109375,0.8124880793438871,,,0.13000106811523438,,904,True,False,,0.0002363344623408198,-0.0013399018539459462,-0.003152472632573532,-2.260957948864636e-05,47.27750598160692,2025/06/11 15:49,2,45923.0
0.11500167846679688,0.4050025939941406,0.2839529429494485,,,0.11500167846679688,,1106,False,False,,-0.033956550906712825,-0.033182079605914794,0.0015489426015960622,-0.0005584102074409596,46.386829905210064,2025/06/11 19:11,2,11192.0
0.529998779296875,0.8600006103515625,0.6162772129664129,0.529998779296875,0.0013487622508122831,0.529998779296875,,1202,True,False,,-0.005007538085445813,-0.03229140878865877,-0.05456774140642592,-0.0005406832364744417,40.29155584983301,2025/06/12 14:17,"2,3b",11744.0
0.08499908447265625,0.375,0.22666422526041666,0.08499908447265625,0.001676765423235677,0.08499908447265625,,1430,True,False,,0.01894531230919285,0.010080459205191517,-0.01772970620800267,0.0001684592652944755,49.18330579275173,2025/06/12 18:14,"2,3b",9405.0
0.9764022827148438,1.74639892578125,0.5590946422954601,0.9764022827148438,0.001086479329378461,0.9764022827148438,,1556,False,False,,-0.14694299294407037,-0.061148979692717376,0.171588026502706,-0.0010294102143340118,54.853567754611326,2025/06/13 13:50,"2,3b",18180.0
