bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
1.625,0.020569620253164556,11,0.005833779339510287,1.625,3a,23,3a,sell,False,0,False,68.85805469953321,97.70588232682229,78.4739972419629,80.21839904785156,719,-0.5850576990529673,-0.44695993297632697,0.27619553215328074,1,,1026,0,-0.005552486760480011,45.264475778528556,2025/07/25 14:55,20232.0
1.7798995971679688,0.022530374647695806,12,0.005833779339510287,1.7798995971679688,3a,23,3a,sell,False,0,False,73.55862505465026,101.76204718535257,82.95976576488437,80.6500015258789,720,-0.5412485231312671,-0.36601181944446637,0.35047340737360155,1,,1026,1,-0.004546246800613594,51.61634605910669,2025/07/25 15:00,17537.0
1.8499984741210938,0.02341770220406448,18,0.005833779339510287,1.8499984741210938,3a,23,3a,sell,False,0,False,80.8992317213486,76.1488237355575,79.31576239275157,80.62999725341797,726,-0.2681240062094573,-0.10875874964526133,0.31873051312839196,1,,1026,2,-0.0013503049527146549,51.35861343836789,2025/07/25 15:30,17386.0
1.9499969482421875,0.02468350567395174,20,0.005833779339510287,1.9499969482421875,3a,23,3a,sell,False,0,False,82.40801379630477,89.8099878372131,84.87533847660755,80.88999938964844,728,-0.19082766699071563,-0.036633913889971836,0.3083875062014876,1,,1026,3,-0.00045460162452706353,56.0829943865832,2025/07/25 15:40,12658.0
1.9800033569335938,0.025063333632070806,21,0.005833779339510287,1.9800033569335938,3a,23,3a,sell,False,0,False,81.14443407986069,73.56295578119622,78.61727464697253,80.77999877929688,729,-0.1557450815237374,-0.015414739655824405,0.280660683735826,1,,1026,4,-0.00019125195384831343,53.61881388721346,2025/07/25 15:45,13768.0
2.0100021362304688,0.025443065015575552,23,0.005833779339510287,2.0100021362304688,3a,23,3a,sell,False,0,False,81.85077226105862,89.72994362850497,84.47716271687408,80.9800033569336,731,-0.09097490360952225,0.03633847802262835,0.2546267632643012,1,,1026,5,0.00045059100241475825,57.42926239214475,2025/07/25 15:55,9173.0
2.029998779296875,0.025696187079707278,24,0.005833779339510287,2.029998779296875,3a,23,3a,sell,False,0,False,78.25435468203283,56.675849207878144,71.06151952398126,80.73999786376953,732,-0.06513476206453518,0.0382258041154131,0.20672113235989656,1,,1026,6,0.0004739527200138625,51.74281723018241,2025/07/25 16:00,8891.0
2.0699996948242188,0.02620252778258505,30,0.005833779339510287,2.0699996948242188,3a,23,3a,sell,False,0,False,72.04066109898137,85.0678165975726,76.38304626517845,80.9800033569336,738,0.0346393166326984,0.08578689722341437,0.10229516118143195,1,,1026,7,0.0010624252622594601,56.892845437571786,2025/07/25 16:30,21656.0
2.1800003051757812,0.027594940571845333,31,0.005833779339510287,2.1800003051757812,3a,23,3a,sell,False,0,False,74.66802536907133,90.43221098961118,79.92275390925128,81.0999984741211,739,0.04787246464941808,0.1008050567162968,0.10586518413375745,1,,1026,8,0.001248012251896742,59.77112554496019,2025/07/25 16:35,15075.0
2.19000244140625,0.027721549891218354,32,0.005833779339510287,2.19000244140625,3a,23,3a,sell,False,0,False,78.65040667032561,102.54469447785132,86.61516927283418,81.19000244140625,740,0.062018461534400604,0.1186024490743307,0.1131679750798602,1,,1026,9,0.0014677900286744938,61.829814490146056,2025/07/25 16:40,9909.0
2.3199996948242188,0.029367084744610365,33,0.005833779339510287,2.3199996948242188,3a,23,3a,sell,False,0,False,82.64543005151198,106.61557033863025,90.63547681388474,81.30999755859375,741,0.07776815726655037,0.14076694019514946,0.12599756585719818,1,,1026,10,0.0017412827999781569,64.4424077410888,2025/07/25 16:45,21563.0
2.3899993896484375,0.03025315683099288,34,0.005833779339510287,2.3899993896484375,3a,23,3a,sell,False,0,False,86.01263570228014,106.2158696068891,92.74704700381646,81.37000274658203,742,0.09447749365917531,0.16131483922967504,0.13367469114099947,1,,1026,11,0.0019944928082103555,65.70647327442182,2025/07/25 16:50,14265.0
2.3899993896484375,0.03025315683099288,35,0.005833779339510287,2.3899993896484375,3a,23,3a,sell,False,0,False,88.6990859215256,104.81778723699833,94.07198636001651,81.37000274658203,743,0.11069704988300803,0.175575274778339,0.12975644979066195,1,,1026,12,0.0021698349969049547,65.70647327442182,2025/07/25 16:55,9226.0
2.4899978637695312,0.031518960300880146,36,0.005833779339510287,2.4899978637695312,3a,23,3a,sell,False,0,False,90.65122736298945,102.3640760117726,94.55551024591716,81.45999908447266,744,0.12694290348754866,0.19192631790571113,0.12996682883632493,1,,1026,13,0.0023707285303188113,67.70356162883242,2025/07/25 17:00,11015.0
2.56500244140625,0.032468385334256326,37,0.005833779339510287,2.56500244140625,3a,23,3a,sell,False,0,False,90.36748210104447,88.66501052937465,89.79999157715453,81.43000030517578,745,0.14158566373191322,0.20015670470937152,0.1171420819549166,1,,1026,14,0.0024713223367399902,66.31720559816898,2025/07/25 17:05,10009.0
