bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume,zs_cnt
0.970001220703125,0.008123963218651097,13,0.970001220703125,1,21,1,buy,0.2655975653574618,True,0,False,29.36105054343531,29.536844830115328,29.419648638995316,118.7249984741211,998,-0.002109749466501194,-0.0497024964778916,-0.09518549402278081,0.318033,,1014,0,-0.0004176682023987996,41.65984253801339,2025/07/30 18:40,7310.0,1
1.0800018310546875,0.009045241350525498,14,1.0800018310546875,1,21,1,buy,0.420500567669182,True,0,False,26.111733393178056,6.615830491634512,19.613099092663543,118.31999969482422,999,-0.02094725001765523,-0.09629725222227137,-0.15070000440923229,0.354099,,1014,1,-0.0008095635751908317,33.48965564209534,2025/07/30 18:45,6984.0,1
1.2900009155273438,0.01080402763016504,15,1.2900009155273438,1,21,1,buy,0.5692713597875075,True,0,False,21.766288727155043,-4.306379268983008,13.075399395109027,118.11000061035156,1000,-0.046449354838093745,-0.14845777411984784,-0.2040168385635082,0.422951,,1014,2,-0.0012487259443799857,30.184124032691457,2025/07/30 18:50,14960.0,1
1.5800018310546875,0.013232845987127026,16,1.5800018310546875,1,21,1,buy,0.7300321962130151,True,0,False,17.492623267416384,-8.149369491015577,8.945292347939064,117.83000183105469,1001,-0.07915319154097754,-0.20996853835251272,-0.26163069362307034,0.518033,,1014,3,-0.0017672770245480787,26.43724064663094,2025/07/30 18:55,8021.0,1
1.7399978637695312,0.014572846243996086,17,1.7399978637695312,1,21,1,buy,0.8490409904947717,True,0,False,13.649591588930715,-9.4085984819833,5.963528231959376,117.66000366210938,1002,-0.11718836047083343,-0.26932903619025694,-0.30428135143884705,0.570491,,1014,4,-0.002268531570900011,24.452568083866552,2025/07/30 19:00,11821.0,1
1.7600021362304688,0.01474038621221461,18,1.7600021362304688,1,21,1,buy,0.8490409904947717,True,0,False,11.102452911220515,-4.180379155040669,6.008175555800121,117.73999786376953,1003,-0.1550278820045372,-0.30638596813935237,-0.3027161722696303,0.577049,,1014,5,-0.0025822436674616616,27.221269762805036,2025/07/30 19:05,9084.0,1
1.8100051879882812,0.015159172234985092,22,1.8100051879882812,1,21,1,buy,0.8490409904947717,True,0,False,11.292748260635225,11.302284873314306,11.295927131528252,117.72000122070312,1007,-0.26002017062387434,-0.34464569895054353,-0.1692510566533384,0.593444,,1014,6,-0.0029100695606043086,31.261317681564734,2025/07/30 19:25,28805.0,1
1.9199981689453125,0.01608038646908367,23,1.9199981689453125,1,21,1,buy,0.8490409904947717,True,0,False,10.992749654655587,9.192758018777756,10.39275244269631,117.55899810791016,1008,-0.28027089671192534,-0.36127380106412943,-0.16200580870440817,0.629507,,1014,7,-0.0030521382919315495,28.86946749675755,2025/07/30 19:30,15429.0,1
1.970001220703125,0.01649917249185415,24,1.970001220703125,1,21,1,buy,0.8490409904947717,True,0,False,10.218987203541783,5.576412496858964,8.671462301314177,117.47000122070312,1009,-0.2996734979349437,-0.37728390282701696,-0.15522080978414654,0.645901,,1014,8,-0.003189187038946608,27.61185316815984,2025/07/30 19:35,15268.0,1
2.1699981689453125,0.018174188787384433,25,2.1699981689453125,1,21,1,buy,0.8490409904947717,True,0,False,10.111375074060389,9.46570229717203,9.896150815097602,117.33000183105469,1010,-0.31907798648238694,-0.39669594067215996,-0.15523590837954604,0.711474,,1014,9,-0.0033553172387542638,25.714196378566413,2025/07/30 19:40,20053.0,1
3.0500030517578125,0.02554441384237965,29,3.0500030517578125,1,21,1,buy,0.8490409904947717,True,1,False,28.73645239506253,56.79808257208687,38.09032912073731,116.83000183105469,1014,-0.3528985130085369,-0.3854212195817581,-0.06504541314644241,1,0.01710354868816051,,10,-0.0032656924253763576,31.258458618532927,2025/07/31 13:30,45580.0,1
1.6199951171875,0.01373459227725434,16,1.6199951171875,1,22,1,buy,0.7047379150444203,True,0,False,19.960099529366914,12.766142730086159,17.562113929606664,116.66999816894531,1066,-0.09987756090554237,-0.20709686350549816,-0.2144386051999116,0.719998,,1071,11,-0.0017652043258404462,31.658689392125737,2025/07/31 17:50,12854.0,2
1.7199935913085938,0.014582396234086777,17,1.7199935913085938,1,22,1,buy,0.8248432215213417,True,0,False,17.688055395895447,4.055790595066668,13.14396712895252,116.30000305175781,1067,-0.13125061217675313,-0.2567428172615962,-0.25098441016968615,0.764442,,1071,12,-0.00218977765993403,26.264886786210567,2025/07/31 17:55,28124.0,2
1.7599945068359375,0.014921530753478894,18,1.7599945068359375,1,22,1,buy,0.8280469320293491,True,0,False,15.86169589488846,4.903538888846533,12.208976892874485,116.3499984741211,1068,-0.16274551711833832,-0.28872513688467905,-0.25195923953268146,0.78222,,1071,13,-0.002463952021611664,28.048741353205813,2025/07/31 18:00,60694.0,2
2.0550003051757812,0.017422639748583792,19,2.0550003051757812,1,22,1,buy,0.9425822811047871,True,0,False,13.70040089264168,0.732630879161011,9.377810888148124,115.95500183105469,1069,-0.1985967934104478,-0.34200189857888574,-0.28681021033687587,0.913333,,1071,14,-0.0029208719540318594,23.260719866798894,2025/07/31 18:05,30826.0,2
2.1399993896484375,0.01814327634605615,20,2.1399993896484375,1,22,1,buy,0.9719336233672387,True,0,False,12.11366663917618,2.593261118383186,8.940198132245182,115.91000366210938,1070,-0.2355644529638276,-0.383435091177347,-0.29574127642703874,0.951111,,1071,15,-0.003277176999931781,22.783574517523476,2025/07/31 18:10,33595.0,2
2.25,0.019075880103560545,21,2.25,1,22,1,buy,0.9719336233672387,True,1,False,11.708609224193122,9.278264734294773,10.898494394227006,115.9000015258789,1071,-0.27091661332124717,-0.4123252547509253,-0.28281728285935626,1,0.008902389246839604,,16,-0.0035265576133386716,22.6722464412711,2025/07/31 18:15,11803.0,2
