bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
1.25860595703125,0.01118164520549208,5,2.8700027465820312,0.024863577397507317,48,0.43853824130661895,,,,,,,,,1.25860595703125,0.01118164520549208,5,0.0029751835046987404,1.25860595703125,"2,3b",,3b,sell,False,0,False,30.96602187400366,66.81599735387667,42.916013700628,113.58999633789062,1335,-0.38561601618984465,-0.41081902794350356,-0.05040602350731782,,,,0,-0.0036037288852832,41.847291277527106,2025/08/06 14:15,5683.0
1.4300003051757812,0.012704338452311946,10,2.8700027465820312,0.024863577397507317,48,0.4982574692232646,,,,,,,,,1.4300003051757812,0.012704338452311946,10,0.0029751835046987404,1.4300003051757812,"2,3b",,3b,sell,False,0,False,65.72995471121541,109.95365689173036,80.47118877138706,113.9800033569336,1340,-0.34119764002696534,-0.2567616487286415,0.1688719825966477,,,,1,-0.0022546471605142636,51.68373327381205,2025/08/06 14:40,12011.0
,,,,,,,0.3899993896484375,0.003462967324961052,5,2.8700027465820312,0.024863577397507317,48,1.0,0.15679587002926815,0.3899993896484375,0.003462967324961052,5,0.0029751835046987404,0.3899993896484375,"2s,3b",,3b,sell,False,0,False,43.820167978359336,103.42656377437933,63.688966577032666,112.98500061035156,1396,-0.1885810953047346,-0.15888073226568622,0.059400726078096766,,,,0,-0.0014054449342422754,47.00723172846496,2025/08/06 19:20,10521.0
,,,,,,,0.6794967651367188,0.006033535327340783,6,2.8700027465820312,0.024863577397507317,48,1.0,0.25766593917225133,0.6794967651367188,0.006033535327340783,6,0.0029751835046987404,0.6794967651367188,"2s,3b",,3b,sell,False,0,False,53.341261035497,110.46781937832301,72.38344714977234,113.2300033569336,1397,-0.17482584818737953,-0.11980485971795929,0.11004197693884049,,,,1,-0.0010596558506515902,55.80630807028433,2025/08/06 19:25,17429.0
,,,,,,,0.7999954223632812,0.007103493188181091,7,2.8700027465820312,0.024863577397507317,48,1.0,0.2996514938446529,0.7999954223632812,0.007103493188181091,7,0.0029751835046987404,0.7999954223632812,"2s,3b",,3b,sell,False,0,False,61.786316269842644,112.45664767591651,78.67642673853393,113.35009765625,1398,-0.15550955660725474,-0.07824439028675556,0.15453033264099836,,,,2,-0.0006919283505210648,59.36776210954989,2025/08/06 19:30,13825.0
,,,,,,,0.8699951171875,0.007725049688954159,8,2.8700027465820312,0.024863577397507317,48,1.0,0.32404160807279553,0.8699951171875,0.007725049688954159,8,0.0029751835046987404,0.8699951171875,"2s,3b",,3b,sell,False,0,False,67.61451355661683,102.58369727726202,79.27090813016522,113.31999969482422,1399,-0.1338460596765983,-0.04719207195397246,0.17330797544525167,,,,3,-0.00041726230686204966,58.103979684487264,2025/08/06 19:35,9578.0
