bsp2_bi_amp,bsp2_break_bi_amp,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
0.0800018310546875,0.15000152587890625,0.533340114948375,0.0800018310546875,,178,False,False,,0.04229229923204212,0.03669508013858547,-0.011194438186913305,0.0007141039130342964,61.13659109900072,2025/06/16 16:43,2,773.0
0.20999908447265625,0.3699989318847656,0.5675667316198076,0.20999908447265625,,327,True,False,,0.0020950145198593883,-0.008349751432618291,-0.020889531904955357,-0.00016282985770547484,44.09227949309299,2025/06/16 19:30,2,2773.0
0.6299972534179688,1.1899986267089844,0.5294100676067716,0.6299972534179688,,384,False,False,,-0.08477368152281614,-0.03963371582528907,0.09027993139505414,-0.0007793316281093223,55.58253864175907,2025/06/17 14:05,2,7820.0
0.2689971923828125,0.4790000915527344,0.5615806700805148,0.2689971923828125,,709,True,False,,0.017535257164431405,0.007942919099363621,-0.019184676130135567,0.00016089847067219244,51.42843028122753,2025/06/17 19:34,2,8590.0
0.17499923706054688,0.2050018310546875,0.8536471901749163,0.17499923706054688,,896,False,False,,0.006559878143113715,0.004562050046978072,-0.003995656192271286,9.086252040233215e-05,56.144376825962155,2025/06/18 16:42,2,4522.0
0.3449974060058594,0.7399978637695312,0.466214056684503,0.3449974060058594,,1102,True,False,,0.02928313230595018,0.017774979037383787,-0.023016306537132783,0.00035398212223928724,46.34382147288437,2025/06/20 13:51,2,2163.0
0.3549995422363281,0.5349998474121094,0.6635507354881032,0.3549995422363281,,1185,False,False,,0.02742847180987641,0.044857882705699126,0.034858821791645435,0.0008936702080170945,66.28751168986102,2025/06/20 15:36,2,1312.0
0.26999664306640625,0.3699989318847656,0.7297227634983968,0.26999664306640625,,1327,True,False,,0.009430239849225213,-0.01172723270460807,-0.04231494510766656,-0.00023443973067044783,37.48695421252462,2025/06/20 18:47,2,2280.0
1.0595016479492188,1.1500015258789062,0.9213045583913277,1.0595016479492188,,1437,False,False,,0.08722834603278416,0.12452747965836153,0.07459826725115473,0.0025080437072295225,67.20424284793876,2025/06/23 14:17,2,4140.0
0.2790985107421875,0.47409820556640625,0.5886934552067074,0.2790985107421875,,1571,True,False,,-0.011360960886301423,-0.02134364190104776,-0.019965362029492676,-0.0004377176472565587,39.95685474045913,2025/06/23 16:59,2,286.0
0.13499832153320312,0.2350006103515625,0.5744594506850205,0.13499832153320312,,1665,False,False,,-0.005555620812590771,-0.00957610891631333,-0.008040976207445118,-0.00019449295861364432,52.88025127969755,2025/06/23 18:43,2,2229.0
