bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume,zs_cnt
3.3850011825561523,0.32909634933758225,203,False,False,,0.4069069057081072,0.5758941823187165,0.3379745532212185,0.03471028449199395,66.48332868993748,2008/05/16,1,1644400.0,1
1.8350000381469727,1288493.4671820502,405,True,False,,-0.26038966722276424,-0.3048619116940592,-0.08894448894258988,-0.10194676709713324,31.35071686878439,2009/03/06,1,1029600.0,3
17.529998779296875,0.6536072921048087,1046,False,False,,0.6250735907521113,1.2687690125608881,1.2873908436175536,0.022656668476016845,57.04554364210646,2011/09/20,1,4339000.0,1
17.759998321533203,0.7722417406284009,1097,True,False,,-1.3619413328679086,-1.6959223468202822,-0.6679620279047471,-0.033373344274551506,40.32428943980615,2011/12/01,1,28907300.0,1
11.25,0.9074036235599158,1337,True,False,,-0.8889510291431609,-1.2425014259772382,-0.7071007936681546,-0.0177690431462965,37.332858704739,2012/11/15,1,1435000.0,1
20.900001525878906,1.731861488795372,1477,False,False,,1.5230774910813047,1.4536572909377412,-0.13884040028712707,0.018536618755274896,64.28911999114514,2013/06/10,1,7382300.0,1
27.900001525878906,0.6739483937603249,1643,True,False,,-3.865984794491637,-3.7163534319315303,0.29926272512021335,-0.07365717799640403,24.634529081317936,2014/02/05,1,2363300.0,1
10.97000503540039,1.062346743145826,2186,False,False,,0.9027218146231469,1.5317038765212558,1.2579641237962178,0.02429326268690491,67.01550958661049,2016/04/04,1,2696300.0,1
29.37000274658203,0.3216188331783117,2873,True,False,,-4.833526002110987,-5.225655039924462,-0.7842580756269495,-0.04231187701873281,35.56447816361502,2018/12/24,1,1627000.0,1
38.49000549316406,0.9708603680245295,2955,False,False,,5.766706660419517,6.145068241519965,0.7567231622008954,0.03717062911161735,72.19469484118308,2019/04/24,1,2474900.0,1
77.72000122070312,0.3776412600118033,3425,True,False,,-8.829175955027672,-12.348100899665326,-7.037849889275307,-0.03825248275538237,30.857789318965544,2021/03/05,1,2596200.0,1
95.42001342773438,1.9300057560002648,3595,False,False,,10.213814168056185,15.849730256219004,11.271832176325638,0.03667360716589488,75.26338457824333,2021/11/04,1,676700.0,2
159.1900177001953,2.875924491422811,3734,True,False,,-18.82203666464572,-23.57367151257546,-9.50326969585948,-0.07629775985244483,30.330575432158398,2022/05/25,1,2576400.0,1
109.20001220703125,0.82268013642135,3866,False,False,,12.894096024849656,15.147012634524117,4.505833219348922,0.0432377459824688,75.1759776643261,2022/12/02,1,1180800.0,1
132.02001953125,0.6617984088597679,4135,False,False,,20.850141040671577,19.62125623444217,-2.4577696124588115,0.04068011178593192,72.34845816072814,2023/12/29,1,917600.0,1
111.75001525878906,0.3556544410384482,4284,True,False,,-13.183291473169641,-16.275298095211156,-6.1840132440830295,-0.059574478668308686,23.97118223272834,2024/08/05,1,2857400.0,1
56.170013427734375,0.32160477445082025,4406,False,False,,7.713770792286918,10.141698336048023,4.85585508752221,0.02612040962982947,71.33804280136594,2025/01/30,1,1519500.0,2
