bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.3699951171875,0.0044486608793223685,0.0014616656371785142,0.3699951171875,,1514,True,False,,0.13476346419656998,0.14548294496462688,0.0214389615361138,0.003079676860139382,0.0017597862809033324,63.33969029007044,2025/06/24 13:41,3a,12489.0
